Kabupaten/Kota,Tahun,Angka Harapan Hidup
Lumajang,2023,69.03
Lumajang,2024,69.21
Luwu,2018,67.81
Luwu,2019,68.17
Luwu,2020,68.32
Luwu,2021,68.42
Luwu,2022,68.68
Luwu,2023,69.07
Luwu,2024,69.3
Luwu Timur,2018,68.01
Luwu Timur,2019,68.36
Luwu Timur,2020,68.51
Luwu Timur,2021,68.6
Luwu Timur,2022,68.86
Luwu Timur,2023,69.26
Luwu Timur,2024,69.49
Luwu Utara,2018,65.87
Luwu Utara,2019,66.27
Luwu Utara,2020,66.46
Luwu Utara,2021,66.6
Luwu Utara,2022,66.89
Luwu Utara,2023,67.43
Luwu Utara,2024,67.74
Madiun,2018,68.95
Madiun,2019,69.22
Madiun,2020,69.38
Madiun,2021,69.52
Madiun,2022,69.88
Madiun,2023,70.32
Madiun,2024,70.51
Magelang,2018,71.52
Magelang,2019,71.62
Magelang,2020,71.84
Magelang,2021,71.99
Magelang,2022,72.13
Magelang,2023,72.45
Magelang,2024,72.76
Magetan,2018,70.33
Magetan,2019,70.52
Magetan,2020,70.61
Magetan,2021,70.67
Magetan,2022,70.95
Magetan,2023,71.19
Magetan,2024,71.32
Mahakam Ulu,2018,69.55
Mahakam Ulu,2019,69.91
Mahakam Ulu,2020,70.14
Mahakam Ulu,2021,70.34
Mahakam Ulu,2022,70.34
Mahakam Ulu,2023,70.5
Mahakam Ulu,2024,70.69
Majalengka,2018,67.65
Majalengka,2019,67.94
Majalengka,2020,68.31
Majalengka,2021,68.58
Majalengka,2022,68.79
Majalengka,2023,69.12
Majalengka,2024,69.37
Majene,2018,59.15
Majene,2019,59.4
Majene,2020,59.66
Majene,2021,59.87
Majene,2022,60.22
Majene,2023,60.73
Majene,2024,61.05
Malaka,2018,62.72
Malaka,2019,62.92
Malaka,2020,63.02
Malaka,2021,63.04
Malaka,2022,63.34
Malaka,2023,63.78
Malaka,2024,64.09
Malang,2018,70.28
Malang,2019,70.48
Malang,2020,70.58
Malang,2021,70.64
Malang,2022,70.92
Malang,2023,71.18
Malang,2024,71.3
Malinau,2018,71.18
Malinau,2019,71.2
Malinau,2020,71.25
Malinau,2021,71.29
Malinau,2022,71.3
Malinau,2023,71.3
Malinau,2024,71.32
Maluku Barat Daya,2018,59.95
Maluku Barat Daya,2019,60.24
Maluku Barat Daya,2020,60.47
Maluku Barat Daya,2021,60.65
Maluku Barat Daya,2022,60.98
Maluku Barat Daya,2023,61.54
Maluku Barat Daya,2024,61.85
Maluku Tengah,2018,64.2
Maluku Tengah,2019,64.34
Maluku Tengah,2020,64.42
Maluku Tengah,2021,64.44
Maluku Tengah,2022,64.65
Maluku Tengah,2023,65.11
Maluku Tengah,2024,65.33
Maluku Tenggara,2018,62.8
Maluku Tenggara,2019,62.98
Maluku Tenggara,2020,63.11
Maluku Tenggara,2021,63.17
Maluku Tenggara,2022,63.43
Maluku Tenggara,2023,63.89
Maluku Tenggara,2024,64.12
Maluku Tenggara Barat / Kepulauan Tanimbar,2018,61.25
Maluku Tenggara Barat / Kepulauan Tanimbar,2019,61.39
Maluku Tenggara Barat / Kepulauan Tanimbar,2020,61.48
Maluku Tenggara Barat / Kepulauan Tanimbar,2021,61.51
Maluku Tenggara Barat / Kepulauan Tanimbar,2022,61.73
Maluku Tenggara Barat / Kepulauan Tanimbar,2023,62.13
Maluku Tenggara Barat / Kepulauan Tanimbar,2024,62.25
Mamasa,2018,68.61
Mamasa,2019,68.73
Mamasa,2020,68.85
Mamasa,2021,68.92
Mamasa,2022,69.25
Mamasa,2023,69.52
Mamasa,2024,69.64
Mamberamo Raya,2018,55.4
Mamberamo Raya,2019,55.76
Mamberamo Raya,2020,56.03
Mamberamo Raya,2021,56.29
Mamberamo Raya,2022,56.6
Mamberamo Raya,2023,56.81
Mamberamo Raya,2024,56.94
Mamberamo Tengah,2018,61.19
Mamberamo Tengah,2019,61.49
Mamberamo Tengah,2020,61.71
Mamberamo Tengah,2021,61.91
Mamberamo Tengah,2022,62.14
Mamberamo Tengah,2023,62.28
Mamberamo Tengah,2024,62.39
Mamuju,2018,64.93
Mamuju,2019,65.21
Mamuju,2020,65.49
Mamuju,2021,65.73
Mamuju,2022,66.13
Mamuju,2023,66.73
Mamuju,2024,67.09
Mamuju Tengah,2018,65.76
Mamuju Tengah,2019,66.02
Mamuju Tengah,2020,66.28
Mamuju Tengah,2021,66.5
Mamuju Tengah,2022,66.88
Mamuju Tengah,2023,67.44
Mamuju Tengah,2024,67.76
Mamuju Utara / Pasangkayu,2018,63.62
Mamuju Utara / Pasangkayu,2019,63.92
Mamuju Utara / Pasangkayu,2020,64.22
Mamuju Utara / Pasangkayu,2021,64.49
Mamuju Utara / Pasangkayu,2022,64.92
Mamuju Utara / Pasangkayu,2023,65.4
Mamuju Utara / Pasangkayu,2024,65.72
Mandailing Natal,2018,60.32
Mandailing Natal,2019,60.58
Mandailing Natal,2020,60.68
Mandailing Natal,2021,60.74
Mandailing Natal,2022,61.07
Mandailing Natal,2023,61.62
Mandailing Natal,2024,61.8
Manggarai,2018,64.24
Manggarai,2019,64.76
Manggarai,2020,65.04
Manggarai,2021,65.1
Manggarai,2022,65.29
Manggarai,2023,65.69
Manggarai,2024,65.95
Manggarai Barat,2018,64.62
Manggarai Barat,2019,65.1
Manggarai Barat,2020,65.34
Manggarai Barat,2021,65.4
Manggarai Barat,2022,65.58
Manggarai Barat,2023,66.05
Manggarai Barat,2024,66.35
Manggarai Timur,2018,65.69
Manggarai Timur,2019,65.94
Manggarai Timur,2020,66.06
Manggarai Timur,2021,66.1
Manggarai Timur,2022,66.25
Manggarai Timur,2023,66.55
Manggarai Timur,2024,66.76
Manokwari,2018,66.18
Manokwari,2019,66.53
Manokwari,2020,66.73
Manokwari,2021,66.89
Manokwari,2022,67.15
Manokwari,2023,67.62
Manokwari,2024,67.66
Manokwari Selatan,2018,65.14
Manokwari Selatan,2019,65.45
Manokwari Selatan,2020,65.62
Manokwari Selatan,2021,65.68
Manokwari Selatan,2022,65.83
Manokwari Selatan,2023,66.14
Manokwari Selatan,2024,66.28
Mappi,2018,62.58
Mappi,2019,62.94
Mappi,2020,63.21
Mappi,2021,63.46
Mappi,2022,63.75
Mappi,2023,64.01
Mappi,2024,64.1
Maros,2018,66.91
Maros,2019,66.95
Maros,2020,66.97
Maros,2021,66.98
Maros,2022,67.16
Maros,2023,67.52
Maros,2024,67.76
Maybrat,2018,63.08
Maybrat,2019,63.19
Maybrat,2020,63.25
Maybrat,2021,63.31
Maybrat,2022,63.46
Maybrat,2023,63.92
Maybrat,2024,64.07
Melawi,2018,70.6
Melawi,2019,70.92
Melawi,2020,71.01
Melawi,2021,71.04
Melawi,2022,71.18
Melawi,2023,71.22
Melawi,2024,71.32
Mempawah,2018,68.57
Mempawah,2019,68.89
Mempawah,2020,68.98
Mempawah,2021,69.08
Mempawah,2022,69.29
Mempawah,2023,69.79
Mempawah,2024,69.92
Merangin,2018,69.02
Merangin,2019,69.18
Merangin,2020,69.34
Merangin,2021,69.4
Merangin,2022,69.63
Merangin,2023,69.81
Merangin,2024,70.0
Merauke,2018,64.95
Merauke,2019,65.17
Merauke,2020,65.3
Merauke,2021,65.4
Merauke,2022,65.57
Merauke,2023,65.66
Merauke,2024,65.8
Mesuji,2018,65.68
Mesuji,2019,66.0
Mesuji,2020,66.13
Mesuji,2021,66.18
Mesuji,2022,66.36
Mesuji,2023,66.81
Mesuji,2024,67.11
Mimika,2018,70.07
Mimika,2019,70.29
Mimika,2020,70.42
Mimika,2021,70.52
Mimika,2022,70.69
Mimika,2023,70.86
Mimika,2024,71.11
Minahasa,2018,68.65
Minahasa,2019,68.97
Minahasa,2020,69.09
Minahasa,2021,69.15
Minahasa,2022,69.42
Minahasa,2023,69.87
Minahasa,2024,70.16
Minahasa Selatan,2018,67.45
Minahasa Selatan,2019,67.77
Minahasa Selatan,2020,67.88
Minahasa Selatan,2021,67.95
Minahasa Selatan,2022,68.22
Minahasa Selatan,2023,68.79
Minahasa Selatan,2024,69.02
Minahasa Tenggara,2018,67.74
Minahasa Tenggara,2019,68.04
Minahasa Tenggara,2020,68.13
Minahasa Tenggara,2021,68.18
Minahasa Tenggara,2022,68.42
Minahasa Tenggara,2023,68.94
Minahasa Tenggara,2024,69.23
Minahasa Utara,2018,69.01
Minahasa Utara,2019,69.31
Minahasa Utara,2020,69.4
Minahasa Utara,2021,69.44
Minahasa Utara,2022,69.69
Minahasa Utara,2023,70.04
Minahasa Utara,2024,70.31
Mojokerto,2018,70.25
Mojokerto,2019,70.46
Mojokerto,2020,70.57
Mojokerto,2021,70.64
Mojokerto,2022,70.9
Mojokerto,2023,71.17
Mojokerto,2024,71.29
Morowali,2018,66.51
Morowali,2019,66.78
Morowali,2020,67.08
Morowali,2021,67.08
Morowali,2022,67.08
Morowali,2023,67.44
Morowali,2024,67.48
Morowali Utara,2018,66.83
Morowali Utara,2019,67.16
Morowali Utara,2020,67.51
Morowali Utara,2021,67.55
Morowali Utara,2022,67.59
Morowali Utara,2023,68.04
Morowali Utara,2024,68.14
Muara Enim,2018,66.88
Muara Enim,2019,67.08
Muara Enim,2020,67.25
Muara Enim,2021,67.37
Muara Enim,2022,67.64
Muara Enim,2023,67.79
Muara Enim,2024,68.01
Muaro Jambi,2018,69.01
Muaro Jambi,2019,69.17
Muaro Jambi,2020,69.34
Muaro Jambi,2021,69.42
Muaro Jambi,2022,69.67
Muaro Jambi,2023,69.89
Muaro Jambi,2024,70.14
Mukomuko,2018,64.17
Mukomuko,2019,64.51
Mukomuko,2020,64.71
Mukomuko,2021,64.8
Mukomuko,2022,65.01
Mukomuko,2023,65.37
Mukomuko,2024,65.63
Muna,2018,68.0
Muna,2019,68.15
Muna,2020,68.18
Muna,2021,68.22
Muna,2022,68.27
Muna,2023,68.44
Muna,2024,68.75
Muna Barat,2018,67.98
Muna Barat,2019,68.13
Muna Barat,2020,68.16
Muna Barat,2021,68.2
Muna Barat,2022,68.25
Muna Barat,2023,68.34
Muna Barat,2024,68.63
Murung Raya,2018,67.4
Murung Raya,2019,67.44
Murung Raya,2020,67.46
Murung Raya,2021,67.48
Murung Raya,2022,67.65
Murung Raya,2023,68.01
Murung Raya,2024,68.12
Musi Banyuasin,2018,66.39
Musi Banyuasin,2019,66.5
Musi Banyuasin,2020,66.58
Musi Banyuasin,2021,66.61
Musi Banyuasin,2022,66.79
Musi Banyuasin,2023,67.58
Musi Banyuasin,2024,67.79
Musi Rawas,2018,65.57
Musi Rawas,2019,65.82
Musi Rawas,2020,66.05
Musi Rawas,2021,66.21
Musi Rawas,2022,66.52
Musi Rawas,2023,67.01
Musi Rawas,2024,67.22
Musi Rawas Utara,2018,63.23
Musi Rawas Utara,2019,63.45
Musi Rawas Utara,2020,63.66
Musi Rawas Utara,2021,63.8
Musi Rawas Utara,2022,64.09
Musi Rawas Utara,2023,64.46
Musi Rawas Utara,2024,64.65
Nabire,2018,65.79
Nabire,2019,65.93
Nabire,2020,65.97
Nabire,2021,65.98
Nabire,2022,66.05
Nabire,2023,66.79
Nabire,2024,66.96
Nagan Raya,2018,66.85
Nagan Raya,2019,67.1
Nagan Raya,2020,67.21
Nagan Raya,2021,67.24
Nagan Raya,2022,67.43
Nagan Raya,2023,67.68
Nagan Raya,2024,67.82
Nagekeo,2018,64.63
Nagekeo,2019,65.01
Nagekeo,2020,65.13
Nagekeo,2021,65.26
Nagekeo,2022,65.52
Nagekeo,2023,65.96
Nagekeo,2024,66.23
Natuna,2018,62.6
Natuna,2019,62.84
Natuna,2020,63.08
Natuna,2021,63.32
Natuna,2022,63.72
Natuna,2023,64.32
Natuna,2024,64.5
Nduga,2018,53.17
Nduga,2019,53.42
Nduga,2020,53.57
Nduga,2021,53.71
Nduga,2022,53.86
Nduga,2023,54.08
Nduga,2024,54.22
Ngada,2018,65.61
Ngada,2019,65.92
Ngada,2020,65.98
Ngada,2021,66.04
Ngada,2022,66.23
Ngada,2023,66.77
Ngada,2024,66.98
Nganjuk,2018,69.24
Nganjuk,2019,69.44
Nganjuk,2020,69.54
Nganjuk,2021,69.61
Nganjuk,2022,69.9
Nganjuk,2023,70.33
Nganjuk,2024,70.51
Ngawi,2018,69.92
Ngawi,2019,70.18
Ngawi,2020,70.33
Ngawi,2021,70.46
Ngawi,2022,70.82
Ngawi,2023,71.14
Ngawi,2024,71.26
Nias,2018,67.4
Nias,2019,67.65
Nias,2020,67.74
Nias,2021,67.79
Nias,2022,68.01
Nias,2023,68.42
Nias,2024,68.6
Nias Barat,2018,66.46
Nias Barat,2019,66.78
Nias Barat,2020,66.94
Nias Barat,2021,67.07
Nias Barat,2022,67.34
Nias Barat,2023,68.03
Nias Barat,2024,68.28
Nias Selatan,2018,66.2
Nias Selatan,2019,66.54
Nias Selatan,2020,66.72
Nias Selatan,2021,66.87
Nias Selatan,2022,67.15
Nias Selatan,2023,67.65
Nias Selatan,2024,67.87
Nias Utara,2018,66.95
Nias Utara,2019,67.26
Nias Utara,2020,67.41
Nias Utara,2021,67.52
Nias Utara,2022,67.78
Nias Utara,2023,68.32
Nias Utara,2024,68.53
Nunukan,2018,70.49
Nunukan,2019,70.52
Nunukan,2020,70.58
Nunukan,2021,70.63
Nunukan,2022,70.63
Nunukan,2023,70.65
Nunukan,2024,70.66
Ogan Ilir,2018,62.99
Ogan Ilir,2019,63.23
Ogan Ilir,2020,63.46
Ogan Ilir,2021,63.63
Ogan Ilir,2022,63.95
Ogan Ilir,2023,64.43
Ogan Ilir,2024,64.63
Ogan Komering Ilir,2018,66.31
Ogan Komering Ilir,2019,66.37
Ogan Komering Ilir,2020,66.41
Ogan Komering Ilir,2021,66.44
Ogan Komering Ilir,2022,66.62
Ogan Komering Ilir,2023,67.38
Ogan Komering Ilir,2024,67.55
Ogan Komering Ulu,2018,65.94
Ogan Komering Ulu,2019,65.97
Ogan Komering Ulu,2020,65.98
Ogan Komering Ulu,2021,65.99
Ogan Komering Ulu,2022,66.15
Ogan Komering Ulu,2023,66.91
Ogan Komering Ulu,2024,67.08
Ogan Komering Ulu Selatan,2018,64.49
Ogan Komering Ulu Selatan,2019,64.75
Ogan Komering Ulu Selatan,2020,64.98
Ogan Komering Ulu Selatan,2021,65.08
Ogan Komering Ulu Selatan,2022,65.32
Ogan Komering Ulu Selatan,2023,65.94
Ogan Komering Ulu Selatan,2024,66.31
Ogan Komering Ulu Timur,2018,66.61
Ogan Komering Ulu Timur,2019,66.83
Ogan Komering Ulu Timur,2020,67.04
Ogan Komering Ulu Timur,2021,67.17
Ogan Komering Ulu Timur,2022,67.45
Ogan Komering Ulu Timur,2023,67.85
Ogan Komering Ulu Timur,2024,68.07
Pacitan,2018,69.51
Pacitan,2019,69.78
Pacitan,2020,69.96
Pacitan,2021,70.11
Pacitan,2022,70.47
Pacitan,2023,70.89
Pacitan,2024,71.03
Padang Lawas,2018,64.67
Padang Lawas,2019,64.96
Padang Lawas,2020,65.09
Padang Lawas,2021,65.18
Padang Lawas,2022,65.43
Padang Lawas,2023,65.77
Padang Lawas,2024,65.93
Padang Lawas Utara,2018,64.88
Padang Lawas Utara,2019,65.04
Padang Lawas Utara,2020,65.11
Padang Lawas Utara,2021,65.2
Padang Lawas Utara,2022,65.45
Padang Lawas Utara,2023,65.87
Padang Lawas Utara,2024,66.05
Padang Pariaman,2018,66.19
Padang Pariaman,2019,66.54
Padang Pariaman,2020,66.77
Padang Pariaman,2021,66.94
Padang Pariaman,2022,67.28
Padang Pariaman,2023,67.77
Padang Pariaman,2024,68.18
Pakpak Bharat,2018,63.27
Pakpak Bharat,2019,63.61
Pakpak Bharat,2020,63.79
Pakpak Bharat,2021,63.94
Pakpak Bharat,2022,64.27
Pakpak Bharat,2023,64.98
Pakpak Bharat,2024,65.31
Pamekasan,2018,65.2
Pamekasan,2019,65.42
Pamekasan,2020,65.54
Pamekasan,2021,65.62
Pamekasan,2022,65.91
Pamekasan,2023,66.37
Pamekasan,2024,66.54
Pandeglang,2018,62.28
Pandeglang,2019,62.52
Pandeglang,2020,62.69
Pandeglang,2021,62.82
Pandeglang,2022,63.17
Pandeglang,2023,63.7
Pandeglang,2024,63.9
Pangandaran,2018,68.81
Pangandaran,2019,69.11
Pangandaran,2020,69.49
Pangandaran,2021,69.75
Pangandaran,2022,69.94
Pangandaran,2023,70.22
Pangandaran,2024,70.45
Pangkajene dan Kepulauan,2018,64.12
Pangkajene dan Kepulauan,2019,64.48
Pangkajene dan Kepulauan,2020,64.65
Pangkajene dan Kepulauan,2021,64.75
Pangkajene dan Kepulauan,2022,65.02
Pangkajene dan Kepulauan,2023,65.43
Pangkajene dan Kepulauan,2024,65.65
Paniai,2018,64.11
Paniai,2019,64.27
Paniai,2020,64.33
Paniai,2021,64.36
Paniai,2022,64.46
Paniai,2023,65.3
Paniai,2024,65.42
Parigi Moutong,2018,61.73
Parigi Moutong,2019,61.98
Parigi Moutong,2020,62.25
Parigi Moutong,2021,62.25
Parigi Moutong,2022,62.25
Parigi Moutong,2023,62.75
Parigi Moutong,2024,62.79
Pasaman,2018,64.82
Pasaman,2019,65.16
Pasaman,2020,65.37
Pasaman,2021,65.53
Pasaman,2022,65.86
Pasaman,2023,66.34
Pasaman,2024,66.67
Pasaman Barat,2018,65.45
Pasaman Barat,2019,65.63
Pasaman Barat,2020,65.69
Pasaman Barat,2021,65.69
Pasaman Barat,2022,65.87
Pasaman Barat,2023,66.59
Pasaman Barat,2024,66.87
Paser,2018,70.31
Paser,2019,70.55
Paser,2020,70.65
Paser,2021,70.86
Paser,2022,70.86
Paser,2023,71.0
Paser,2024,71.12
Pasuruan,2018,67.99
Pasuruan,2019,68.14
Pasuruan,2020,68.19
Pasuruan,2021,68.21
Pasuruan,2022,68.49
Pasuruan,2023,68.89
Pasuruan,2024,69.07
Pati,2018,74.08
Pati,2019,74.09
Pati,2020,74.22
Pati,2021,74.28
Pati,2022,74.34
Pati,2023,74.55
Pati,2024,74.84
Pegunungan Arfak,2018,64.87
Pegunungan Arfak,2019,65.16
Pegunungan Arfak,2020,65.3
Pegunungan Arfak,2021,65.35
Pegunungan Arfak,2022,65.49
Pegunungan Arfak,2023,65.77
Pegunungan Arfak,2024,65.87
Pegunungan Bintang,2018,62.24
Pegunungan Bintang,2019,62.37
Pegunungan Bintang,2020,62.41
Pegunungan Bintang,2021,62.42
Pegunungan Bintang,2022,62.48
Pegunungan Bintang,2023,63.11
Pegunungan Bintang,2024,63.18
Pekalongan,2018,71.59
Pekalongan,2019,71.63
Pekalongan,2020,71.79
Pekalongan,2021,71.84
Pekalongan,2022,71.89
Pekalongan,2023,72.11
Pekalongan,2024,72.4
Pelalawan,2018,68.73
Pelalawan,2019,69.02
Pelalawan,2020,69.17
Pelalawan,2021,69.25
Pelalawan,2022,69.47
Pelalawan,2023,70.05
Pelalawan,2024,70.18
Pemalang,2018,71.15
Pemalang,2019,71.26
Pemalang,2020,71.5
Pemalang,2021,71.65
Pemalang,2022,71.79
Pemalang,2023,72.09
Pemalang,2024,72.38
Penajam Paser Utara,2018,69.53
Penajam Paser Utara,2019,69.76
Penajam Paser Utara,2020,69.85
Penajam Paser Utara,2021,70.05
Penajam Paser Utara,2022,70.05
Penajam Paser Utara,2023,70.1
Penajam Paser Utara,2024,70.28
Penukal Abab Lematang Ilir,2018,65.94
Penukal Abab Lematang Ilir,2019,66.03
Penukal Abab Lematang Ilir,2020,66.09
Penukal Abab Lematang Ilir,2021,66.1
Penukal Abab Lematang Ilir,2022,66.26
Penukal Abab Lematang Ilir,2023,67.03
Penukal Abab Lematang Ilir,2024,67.24
Pesawaran,2018,66.49
Pesawaran,2019,66.84
Pesawaran,2020,67.0
Pesawaran,2021,67.12
Pesawaran,2022,67.37
Pesawaran,2023,67.81
Pesawaran,2024,68.2
Pesisir Barat,2018,60.9
Pesisir Barat,2019,61.32
Pesisir Barat,2020,61.55
Pesisir Barat,2021,61.71
Pesisir Barat,2022,61.99
Pesisir Barat,2023,62.43
Pesisir Barat,2024,62.82
Pesisir Selatan,2018,68.44
Pesisir Selatan,2019,68.71
Pesisir Selatan,2020,68.85
Pesisir Selatan,2021,68.93
Pesisir Selatan,2022,69.19
Pesisir Selatan,2023,69.58
Pesisir Selatan,2024,69.65
Pidie,2018,64.67
Pidie,2019,64.88
Pidie,2020,64.94
Pidie,2021,64.95
Pidie,2022,65.12
Pidie,2023,65.36
Pidie,2024,65.48
Pidie Jaya,2018,67.77
Pidie Jaya,2019,68.03
Pidie Jaya,2020,68.15
Pidie Jaya,2021,68.21
Pidie Jaya,2022,68.43
Pidie Jaya,2023,68.68
Pidie Jaya,2024,68.85
Pinrang,2018,66.88
Pinrang,2019,67.36
Pinrang,2020,67.65
Pinrang,2021,67.88
Pinrang,2022,68.08
Pinrang,2023,68.57
Pinrang,2024,68.73
Pohuwato,2018,61.3
Pohuwato,2019,61.87
Pohuwato,2020,62.12
Pohuwato,2021,62.38
Pohuwato,2022,62.69
Pohuwato,2023,63.07
Pohuwato,2024,63.31
Polewali Mandar,2018,60.06
Polewali Mandar,2019,60.25
Polewali Mandar,2020,60.45
Polewali Mandar,2021,60.6
Polewali Mandar,2022,60.89
Polewali Mandar,2023,61.35
Polewali Mandar,2024,61.61
