Kabupaten/Kota,Tahun,Angka Harapan Hidup
Ponorogo,2018,70.45
Ponorogo,2019,70.68
Ponorogo,2020,70.8
Ponorogo,2021,70.9
Ponorogo,2022,71.2
Ponorogo,2023,71.36
Ponorogo,2024,71.52
Poso,2018,68.49
Poso,2019,68.83
Poso,2020,69.2
Poso,2021,69.25
Poso,2022,69.25
Poso,2023,69.39
Poso,2024,69.41
Pringsewu,2018,67.4
Pringsewu,2019,67.82
Pringsewu,2020,68.06
Pringsewu,2021,68.25
Pringsewu,2022,68.58
Pringsewu,2023,69.12
Pringsewu,2024,69.27
Probolinggo,2018,64.69
Probolinggo,2019,64.98
Probolinggo,2020,65.17
Probolinggo,2021,65.34
Probolinggo,2022,65.7
Probolinggo,2023,66.18
Probolinggo,2024,66.34
Pulang Pisau,2018,65.87
Pulang Pisau,2019,65.94
Pulang Pisau,2020,66.01
Pulang Pisau,2021,66.07
Pulang Pisau,2022,66.28
Pulang Pisau,2023,66.66
Pulang Pisau,2024,66.8
Pulau Morotai,2018,64.58
Pulau Morotai,2019,64.98
Pulau Morotai,2020,65.18
Pulau Morotai,2021,65.33
Pulau Morotai,2022,65.65
Pulau Morotai,2023,66.16
Pulau Morotai,2024,66.44
Pulau Taliabu,2018,59.68
Pulau Taliabu,2019,60.04
Pulau Taliabu,2020,60.2
Pulau Taliabu,2021,60.31
Pulau Taliabu,2022,60.56
Pulau Taliabu,2023,60.95
Pulau Taliabu,2024,61.21
Puncak,2018,63.7
Puncak,2019,63.99
Puncak,2020,64.2
Puncak,2021,64.39
Puncak,2022,64.51
Puncak,2023,64.57
Puncak,2024,64.61
Puncak Jaya,2018,62.67
Puncak Jaya,2019,63.0
Puncak Jaya,2020,63.25
Puncak Jaya,2021,63.48
Puncak Jaya,2022,63.76
Puncak Jaya,2023,64.01
Puncak Jaya,2024,64.14
Purbalingga,2018,71.02
Purbalingga,2019,71.06
Purbalingga,2020,71.22
Purbalingga,2021,71.3
Purbalingga,2022,71.38
Purbalingga,2023,71.57
Purbalingga,2024,71.78
Purwakarta,2018,68.59
Purwakarta,2019,68.78
Purwakarta,2020,69.05
Purwakarta,2021,69.31
Purwakarta,2022,69.5
Purwakarta,2023,69.79
Purwakarta,2024,70.04
Purworejo,2018,72.52
Purworejo,2019,72.62
Purworejo,2020,72.85
Purworejo,2021,73.0
Purworejo,2022,73.16
Purworejo,2023,73.47
Purworejo,2024,74.03
Raja Ampat,2018,62.46
Raja Ampat,2019,62.73
Raja Ampat,2020,62.85
Raja Ampat,2021,62.94
Raja Ampat,2022,63.11
Raja Ampat,2023,63.53
Raja Ampat,2024,63.68
Rejang Lebong,2018,65.89
Rejang Lebong,2019,66.33
Rejang Lebong,2020,66.65
Rejang Lebong,2021,66.85
Rejang Lebong,2022,67.09
Rejang Lebong,2023,67.29
Rejang Lebong,2024,67.49
Rembang,2018,72.5
Rembang,2019,72.53
Rembang,2020,72.67
Rembang,2021,72.73
Rembang,2022,72.79
Rembang,2023,73.02
Rembang,2024,73.29
Rokan Hilir,2018,67.83
Rokan Hilir,2019,68.14
Rokan Hilir,2020,68.31
Rokan Hilir,2021,68.41
Rokan Hilir,2022,68.65
Rokan Hilir,2023,69.07
Rokan Hilir,2024,69.18
Rokan Hulu,2018,67.52
Rokan Hulu,2019,67.86
Rokan Hulu,2020,68.05
Rokan Hulu,2021,68.18
Rokan Hulu,2022,68.45
Rokan Hulu,2023,68.91
Rokan Hulu,2024,69.02
Rote Ndao,2018,61.85
Rote Ndao,2019,62.38
Rote Ndao,2020,62.66
Rote Ndao,2021,62.98
Rote Ndao,2022,63.33
Rote Ndao,2023,63.72
Rote Ndao,2024,63.96
Sabu Raijua,2018,57.68
Sabu Raijua,2019,58.35
Sabu Raijua,2020,58.78
Sabu Raijua,2021,58.82
Sabu Raijua,2022,58.98
Sabu Raijua,2023,59.26
Sabu Raijua,2024,59.47
Sambas,2018,66.44
Sambas,2019,66.79
Sambas,2020,66.92
Sambas,2021,67.07
Sambas,2022,67.34
Sambas,2023,67.83
Sambas,2024,68.19
Samosir,2018,68.85
Samosir,2019,69.15
Samosir,2020,69.29
Samosir,2021,69.39
Samosir,2022,69.67
Samosir,2023,70.28
Samosir,2024,70.45
Sampang,2018,65.75
Sampang,2019,65.92
Sampang,2020,65.99
Sampang,2021,66.02
Sampang,2022,66.26
Sampang,2023,66.7
Sampang,2024,66.88
Sanggau,2018,69.03
Sanggau,2019,69.35
Sanggau,2020,69.43
Sanggau,2021,69.46
Sanggau,2022,69.6
Sanggau,2023,69.82
Sanggau,2024,69.96
Sarmi,2018,64.0
Sarmi,2019,64.26
Sarmi,2020,64.43
Sarmi,2021,64.57
Sarmi,2022,64.79
Sarmi,2023,65.14
Sarmi,2024,65.42
Sarolangun,2018,66.98
Sarolangun,2019,67.05
Sarolangun,2020,67.13
Sarolangun,2021,67.13
Sarolangun,2022,67.31
Sarolangun,2023,67.77
Sarolangun,2024,67.99
Sekadau,2018,69.23
Sekadau,2019,69.66
Sekadau,2020,69.86
Sekadau,2021,70.01
Sekadau,2022,70.26
Sekadau,2023,70.77
Sekadau,2024,70.98
Seluma,2018,65.13
Seluma,2019,65.52
Seluma,2020,65.79
Seluma,2021,65.94
Seluma,2022,66.21
Seluma,2023,66.4
Seluma,2024,66.59
Semarang,2018,73.76
Semarang,2019,73.78
Semarang,2020,73.93
Semarang,2021,74.0
Semarang,2022,74.08
Semarang,2023,74.12
Semarang,2024,74.41
Seram Bagian Barat,2018,59.29
Seram Bagian Barat,2019,59.56
Seram Bagian Barat,2020,59.78
Seram Bagian Barat,2021,59.94
Seram Bagian Barat,2022,60.18
Seram Bagian Barat,2023,60.78
Seram Bagian Barat,2024,61.06
Seram Bagian Timur,2018,57.0
Seram Bagian Timur,2019,57.31
Seram Bagian Timur,2020,57.57
Seram Bagian Timur,2021,57.78
Seram Bagian Timur,2022,58.06
Seram Bagian Timur,2023,58.68
Seram Bagian Timur,2024,59.0
Serang,2018,62.25
Serang,2019,62.5
Serang,2020,62.68
Serang,2021,62.82
Serang,2022,63.2
Serang,2023,63.72
Serang,2024,64.0
Serdang Bedagai,2018,66.04
Serdang Bedagai,2019,66.42
Serdang Bedagai,2020,66.66
Serdang Bedagai,2021,66.86
Serdang Bedagai,2022,67.23
Serdang Bedagai,2023,67.66
Serdang Bedagai,2024,67.9
Seruyan,2018,67.3
Seruyan,2019,67.38
Seruyan,2020,67.44
Seruyan,2021,67.46
Seruyan,2022,67.62
Seruyan,2023,67.71
Seruyan,2024,67.79
Siak,2018,68.77
Siak,2019,69.02
Siak,2020,69.12
Siak,2021,69.16
Siak,2022,69.34
Siak,2023,69.69
Siak,2024,69.8
Siau Tagulandang Biaro,2018,68.11
Siau Tagulandang Biaro,2019,68.52
Siau Tagulandang Biaro,2020,68.72
Siau Tagulandang Biaro,2021,68.87
Siau Tagulandang Biaro,2022,69.23
Siau Tagulandang Biaro,2023,69.65
Siau Tagulandang Biaro,2024,69.93
Sidenreng Rappang,2018,67.11
Sidenreng Rappang,2019,67.56
Sidenreng Rappang,2020,67.81
Sidenreng Rappang,2021,68.01
Sidenreng Rappang,2022,68.28
Sidenreng Rappang,2023,68.82
Sidenreng Rappang,2024,69.1
Sidoarjo,2018,71.89
Sidoarjo,2019,72.06
Sidoarjo,2020,72.12
Sidoarjo,2021,72.15
Sidoarjo,2022,72.4
Sidoarjo,2023,72.93
Sidoarjo,2024,73.09
Sigi,2018,67.15
Sigi,2019,67.54
Sigi,2020,67.96
Sigi,2021,68.07
Sigi,2022,68.11
Sigi,2023,68.43
Sigi,2024,68.56
Sijunjung,2018,63.69
Sijunjung,2019,64.02
Sijunjung,2020,64.23
Sijunjung,2021,64.38
Sijunjung,2022,64.7
Sijunjung,2023,65.09
Sijunjung,2024,65.39
Sikka,2018,64.61
Sikka,2019,65.05
Sikka,2020,65.25
Sikka,2021,65.49
Sikka,2022,65.87
Sikka,2023,66.35
Sikka,2024,66.58
Simalungun,2018,68.73
Simalungun,2019,69.07
Simalungun,2020,69.24
Simalungun,2021,69.38
Simalungun,2022,69.66
Simalungun,2023,70.25
Simalungun,2024,70.43
Simeulue,2018,63.03
Simeulue,2019,63.24
Simeulue,2020,63.3
Simeulue,2021,63.33
Simeulue,2022,63.52
Simeulue,2023,63.72
Simeulue,2024,63.84
Sinjai,2018,64.8
Sinjai,2019,65.15
Sinjai,2020,65.29
Sinjai,2021,65.38
Sinjai,2022,65.63
Sinjai,2023,65.97
Sinjai,2024,66.18
Sintang,2018,69.27
Sintang,2019,69.62
Sintang,2020,69.74
Sintang,2021,69.87
Sintang,2022,70.1
Sintang,2023,70.45
Sintang,2024,70.75
Situbondo,2018,66.68
Situbondo,2019,66.94
Situbondo,2020,67.09
Situbondo,2021,67.22
Situbondo,2022,67.55
Situbondo,2023,68.01
Situbondo,2024,68.19
Sleman,2018,72.8
Sleman,2019,72.88
Sleman,2020,72.94
Sleman,2021,73.08
Sleman,2022,73.1
Sleman,2023,73.35
Sleman,2024,73.64
Solok,2018,65.91
Solok,2019,66.29
Solok,2020,66.56
Solok,2021,66.77
Solok,2022,67.15
Solok,2023,67.63
Solok,2024,67.88
Solok Selatan,2018,65.2
Solok Selatan,2019,65.55
Solok Selatan,2020,65.77
Solok Selatan,2021,65.94
Solok Selatan,2022,66.26
Solok Selatan,2023,66.77
Solok Selatan,2024,67.05
Soppeng,2018,66.88
Soppeng,2019,67.4
Soppeng,2020,67.73
Soppeng,2021,68.01
Soppeng,2022,68.27
Soppeng,2023,68.58
Soppeng,2024,68.86
Sorong,2018,63.72
Sorong,2019,64.02
Sorong,2020,64.19
Sorong,2021,64.32
Sorong,2022,64.55
Sorong,2023,64.98
Sorong,2024,65.18
Sorong Selatan,2018,63.84
Sorong Selatan,2019,64.15
Sorong Selatan,2020,64.33
Sorong Selatan,2021,64.47
Sorong Selatan,2022,64.68
Sorong Selatan,2023,65.09
Sorong Selatan,2024,65.2
Sragen,2018,73.74
Sragen,2019,73.76
Sragen,2020,73.91
Sragen,2021,74.0
Sragen,2022,74.1
Sragen,2023,74.14
Sragen,2024,74.45
Subang,2018,69.91
Subang,2019,70.15
Subang,2020,70.46
Subang,2021,70.78
Subang,2022,71.03
Subang,2023,71.16
Subang,2024,71.34
Sukabumi,2018,68.46
Sukabumi,2019,68.71
Sukabumi,2020,69.03
Sukabumi,2021,69.27
Sukabumi,2022,69.53
Sukabumi,2023,69.89
Sukabumi,2024,70.11
Sukamara,2018,69.45
Sukamara,2019,69.49
Sukamara,2020,69.52
Sukamara,2021,69.55
Sukamara,2022,69.73
Sukamara,2023,70.07
Sukamara,2024,70.2
Sukoharjo,2018,75.76
Sukoharjo,2019,75.77
Sukoharjo,2020,75.9
Sukoharjo,2021,75.99
Sukoharjo,2022,76.09
Sukoharjo,2023,76.14
Sukoharjo,2024,76.37
Sumba Barat,2018,64.57
Sumba Barat,2019,64.96
Sumba Barat,2020,65.1
Sumba Barat,2021,65.14
Sumba Barat,2022,65.28
Sumba Barat,2023,65.64
Sumba Barat,2024,65.78
Sumba Barat Daya,2018,65.98
Sumba Barat Daya,2019,66.39
Sumba Barat Daya,2020,66.54
Sumba Barat Daya,2021,66.58
Sumba Barat Daya,2022,66.74
Sumba Barat Daya,2023,67.06
Sumba Barat Daya,2024,67.27
Sumba Tengah,2018,66.06
Sumba Tengah,2019,66.28
Sumba Tengah,2020,66.39
Sumba Tengah,2021,66.43
Sumba Tengah,2022,66.59
Sumba Tengah,2023,66.94
Sumba Tengah,2024,67.16
Sumba Timur,2018,62.49
Sumba Timur,2019,62.96
Sumba Timur,2020,63.18
Sumba Timur,2021,63.22
Sumba Timur,2022,63.43
Sumba Timur,2023,63.92
Sumba Timur,2024,64.15
Sumbawa,2018,64.88
Sumbawa,2019,65.28
Sumbawa,2020,65.59
Sumbawa,2021,65.77
Sumbawa,2022,66.08
Sumbawa,2023,66.6
Sumbawa,2024,66.87
Sumbawa Barat,2018,65.31
Sumbawa Barat,2019,65.76
Sumbawa Barat,2020,66.12
Sumbawa Barat,2021,66.34
Sumbawa Barat,2022,66.7
Sumbawa Barat,2023,67.26
Sumbawa Barat,2024,67.61
Sumedang,2018,70.17
Sumedang,2019,70.31
Sumedang,2020,70.52
Sumedang,2021,70.77
Sumedang,2022,70.95
Sumedang,2023,71.13
Sumedang,2024,71.29
Sumenep,2018,68.92
Sumenep,2019,69.21
Sumenep,2020,69.41
Sumenep,2021,69.58
Sumenep,2022,69.96
Sumenep,2023,70.51
Sumenep,2024,70.69
Supiori,2018,63.55
Supiori,2019,63.82
Supiori,2020,64.0
Supiori,2021,64.16
Supiori,2022,64.39
Supiori,2023,64.75
Supiori,2024,64.99
Tabalong,2018,68.1
Tabalong,2019,68.3
Tabalong,2020,68.46
Tabalong,2021,68.62
Tabalong,2022,68.85
Tabalong,2023,69.34
Tabalong,2024,69.52
Tabanan,2018,71.28
Tabanan,2019,71.59
Tabanan,2020,71.74
Tabanan,2021,71.84
Tabanan,2022,72.13
Tabanan,2023,72.71
Tabanan,2024,72.89
Takalar,2018,64.62
Takalar,2019,64.99
Takalar,2020,65.16
Takalar,2021,65.28
Takalar,2022,65.47
Takalar,2023,65.96
Takalar,2024,66.17
Tambrauw,2018,57.71
Tambrauw,2019,58.09
Tambrauw,2020,58.33
Tambrauw,2021,58.43
Tambrauw,2022,58.82
Tambrauw,2023,59.34
Tambrauw,2024,59.51
Tana Tidung,2018,70.59
Tana Tidung,2019,70.62
Tana Tidung,2020,70.68
Tana Tidung,2021,70.74
Tana Tidung,2022,70.75
Tana Tidung,2023,70.77
Tana Tidung,2024,70.78
Tana Toraja,2018,70.83
Tana Toraja,2019,71.2
Tana Toraja,2020,71.37
Tana Toraja,2021,71.48
Tana Toraja,2022,71.77
Tana Toraja,2023,72.23
Tana Toraja,2024,72.44
Tanah Bumbu,2018,67.69
Tanah Bumbu,2019,68.05
Tanah Bumbu,2020,68.37
Tanah Bumbu,2021,68.53
Tanah Bumbu,2022,68.74
Tanah Bumbu,2023,69.01
Tanah Bumbu,2024,69.18
Tanah Datar,2018,67.34
Tanah Datar,2019,67.7
Tanah Datar,2020,67.94
Tanah Datar,2021,68.12
Tanah Datar,2022,68.48
Tanah Datar,2023,68.92
Tanah Datar,2024,69.04
Tanah Laut,2018,67.06
Tanah Laut,2019,67.28
Tanah Laut,2020,67.45
Tanah Laut,2021,67.62
Tanah Laut,2022,67.84
Tanah Laut,2023,68.19
Tanah Laut,2024,68.39
Tangerang,2018,67.58
Tangerang,2019,67.76
Tangerang,2020,67.86
Tangerang,2021,67.93
Tangerang,2022,68.25
Tangerang,2023,68.73
Tangerang,2024,68.95
Tanggamus,2018,65.98
Tanggamus,2019,66.36
Tanggamus,2020,66.54
Tanggamus,2021,66.67
Tanggamus,2022,66.92
Tanggamus,2023,67.3
Tanggamus,2024,67.63
Tanjung Jabung Barat,2018,65.87
Tanjung Jabung Barat,2019,65.99
Tanjung Jabung Barat,2020,66.11
Tanjung Jabung Barat,2021,66.13
Tanjung Jabung Barat,2022,66.33
Tanjung Jabung Barat,2023,66.74
Tanjung Jabung Barat,2024,66.98
Tanjung Jabung Timur,2018,63.87
Tanjung Jabung Timur,2019,64.08
Tanjung Jabung Timur,2020,64.3
Tanjung Jabung Timur,2021,64.42
Tanjung Jabung Timur,2022,64.72
Tanjung Jabung Timur,2023,65.05
Tanjung Jabung Timur,2024,65.34
Tapanuli Selatan,2018,62.57
Tapanuli Selatan,2019,62.85
Tapanuli Selatan,2020,62.96
Tapanuli Selatan,2021,63.05
Tapanuli Selatan,2022,63.3
Tapanuli Selatan,2023,63.67
Tapanuli Selatan,2024,63.85
Tapanuli Tengah,2018,64.95
Tapanuli Tengah,2019,65.06
Tapanuli Tengah,2020,65.11
Tapanuli Tengah,2021,65.19
Tapanuli Tengah,2022,65.44
Tapanuli Tengah,2023,65.95
Tapanuli Tengah,2024,66.24
Tapanuli Utara,2018,66.08
Tapanuli Utara,2019,66.42
Tapanuli Utara,2020,66.6
Tapanuli Utara,2021,66.72
Tapanuli Utara,2022,67.01
Tapanuli Utara,2023,67.64
Tapanuli Utara,2024,67.85
Tapin,2018,67.95
Tapin,2019,68.21
Tapin,2020,68.42
Tapin,2021,68.62
Tapin,2022,68.88
Tapin,2023,69.23
Tapin,2024,69.42
Tasikmalaya,2018,66.93
Tasikmalaya,2019,67.18
Tasikmalaya,2020,67.51
Tasikmalaya,2021,67.78
Tasikmalaya,2022,67.97
Tasikmalaya,2023,68.27
Tasikmalaya,2024,68.47
Tebo,2018,67.81
Tebo,2019,67.88
Tebo,2020,67.96
Tebo,2021,67.96
Tebo,2022,68.13
Tebo,2023,68.57
Tebo,2024,68.77
Tegal,2018,69.24
Tegal,2019,69.4
Tegal,2020,69.68
Tegal,2021,69.83
Tegal,2022,69.98
Tegal,2023,70.05
Tegal,2024,70.2
Teluk Bintuni,2018,58.26
Teluk Bintuni,2019,58.72
Teluk Bintuni,2020,59.03
Teluk Bintuni,2021,59.21
Teluk Bintuni,2022,59.48
Teluk Bintuni,2023,59.95
Teluk Bintuni,2024,60.14
Teluk Wondama,2018,57.67
Teluk Wondama,2019,58.06
Teluk Wondama,2020,58.31
Teluk Wondama,2021,58.46
Teluk Wondama,2022,58.68
Teluk Wondama,2023,59.07
Teluk Wondama,2024,59.26
Temanggung,2018,73.62
Temanggung,2019,73.63
Temanggung,2020,73.75
Temanggung,2021,73.81
Temanggung,2022,73.87
Temanggung,2023,73.95
Temanggung,2024,74.24
Timor Tengah Selatan,2018,63.91
Timor Tengah Selatan,2019,64.31
Timor Tengah Selatan,2020,64.47
Timor Tengah Selatan,2021,64.51
Timor Tengah Selatan,2022,64.67
Timor Tengah Selatan,2023,64.97
Timor Tengah Selatan,2024,65.11
Timor Tengah Utara,2018,64.44
Timor Tengah Utara,2019,64.84
Timor Tengah Utara,2020,64.99
Timor Tengah Utara,2021,65.09
Timor Tengah Utara,2022,65.27
Timor Tengah Utara,2023,65.67
Timor Tengah Utara,2024,65.88
Toba Samosir / Toba,2018,67.56
Toba Samosir / Toba,2019,67.9
Toba Samosir / Toba,2020,68.08
Toba Samosir / Toba,2021,68.22
Toba Samosir / Toba,2022,68.54
Toba Samosir / Toba,2023,69.31
Toba Samosir / Toba,2024,69.48
Tojo Una-Una,2018,62.64
Tojo Una-Una,2019,63.16
Tojo Una-Una,2020,63.71
Tojo Una-Una,2021,63.96
Tojo Una-Una,2022,64.13
Tojo Una-Una,2023,64.5
Tojo Una-Una,2024,64.69
Toli-Toli,2018,62.73
Toli-Toli,2019,63.32
Toli-Toli,2020,63.95
Toli-Toli,2021,64.27
Toli-Toli,2022,64.4
Toli-Toli,2023,64.86
Toli-Toli,2024,65.11
Tolikara,2018,63.32
Tolikara,2019,63.6
Tolikara,2020,63.78
Tolikara,2021,63.95
Tolikara,2022,64.13
Tolikara,2023,64.42
Tolikara,2024,64.61
Toraja Utara,2018,71.14
Toraja Utara,2019,71.4
Toraja Utara,2020,71.45
Toraja Utara,2021,71.46
Toraja Utara,2022,71.64
Toraja Utara,2023,72.06
Toraja Utara,2024,72.3
Trenggalek,2018,71.4
Trenggalek,2019,71.65
Trenggalek,2020,71.81
Trenggalek,2021,71.95
Trenggalek,2022,72.31
Trenggalek,2023,72.9
Trenggalek,2024,73.04
Tuban,2018,68.99
Tuban,2019,69.26
Tuban,2020,69.43
Tuban,2021,69.58
Tuban,2022,69.94
Tuban,2023,70.4
Tuban,2024,70.58
Tulang Bawang Barat,2018,67.52
Tulang Bawang Barat,2019,67.85
Tulang Bawang Barat,2020,67.98
Tulang Bawang Barat,2021,68.02
Tulang Bawang Barat,2022,68.18
Tulang Bawang Barat,2023,68.5
Tulang Bawang Barat,2024,68.72
Tulangbawang,2018,67.56
Tulangbawang,2019,67.85
Tulangbawang,2020,67.94
Tulangbawang,2021,67.98
Tulangbawang,2022,68.14
Tulangbawang,2023,68.5
Tulangbawang,2024,68.64
Tulungagung,2018,71.8
Tulungagung,2019,72.03
Tulungagung,2020,72.16
Tulungagung,2021,72.27
Tulungagung,2022,72.61
Tulungagung,2023,73.18
Tulungagung,2024,73.34
Wajo,2018,64.79
Wajo,2019,65.15
Wajo,2020,65.31
Wajo,2021,65.41
Wajo,2022,65.68
Wajo,2023,66.16
Wajo,2024,66.38
Wakatobi,2018,67.82
Wakatobi,2019,68.1
Wakatobi,2020,68.27
Wakatobi,2021,68.34
Wakatobi,2022,68.43
Wakatobi,2023,68.61
Wakatobi,2024,68.95
Waropen,2018,64.0
Waropen,2019,64.24
Waropen,2020,64.39
Waropen,2021,64.51
Waropen,2022,64.7
Waropen,2023,65.0
Waropen,2024,65.17
Way Kanan,2018,66.92
Way Kanan,2019,67.24
Way Kanan,2020,67.36
Way Kanan,2021,67.41
Way Kanan,2022,67.58
Way Kanan,2023,67.99
Way Kanan,2024,68.24
Wonogiri,2018,74.21
Wonogiri,2019,74.22
Wonogiri,2020,74.35
Wonogiri,2021,74.44
Wonogiri,2022,74.53
Wonogiri,2023,74.72
Wonogiri,2024,74.95
Wonosobo,2018,69.45
Wonosobo,2019,69.61
Wonosobo,2020,69.89
Wonosobo,2021,70.01
Wonosobo,2022,70.12
Wonosobo,2023,70.21
Wonosobo,2024,70.44
Yahukimo,2018,63.54
Yahukimo,2019,63.81
Yahukimo,2020,63.99
Yahukimo,2021,64.15
Yahukimo,2022,64.33
Yahukimo,2023,64.51
Yahukimo,2024,64.63
Yalimo,2018,63.28
Yalimo,2019,63.35
Yalimo,2020,63.39
Yalimo,2021,63.4
Yalimo,2022,63.56
Yalimo,2023,64.05
Yalimo,2024,64.21
