Kabupaten/Kota,Tahun,Garis Kemiskinan
Grobogan,2021,404456.0
Grobogan,2022,428597.0
Grobogan,2023,464614.0
Grobogan,2024,489208.0
Gunung Kidul,2018,288748.0
Gunung Kidul,2019,301125.0
Gunung Kidul,2020,319851.0
Gunung Kidul,2021,325907.0
Gunung Kidul,2022,350739.0
Gunung Kidul,2023,382249.0
Gunung Kidul,2024,401209.0
Gunung Mas,2018,388864.0
Gunung Mas,2019,403045.0
Gunung Mas,2020,438881.0
Gunung Mas,2021,456984.0
Gunung Mas,2022,479550.0
Gunung Mas,2023,526341.0
Gunung Mas,2024,562332.0
Halmahera Barat,2018,316381.0
Halmahera Barat,2019,324849.0
Halmahera Barat,2020,339283.0
Halmahera Barat,2021,358707.0
Halmahera Barat,2022,379108.0
Halmahera Barat,2023,414870.0
Halmahera Barat,2024,455327.0
Halmahera Selatan,2018,290627.0
Halmahera Selatan,2019,310161.0
Halmahera Selatan,2020,324767.0
Halmahera Selatan,2021,343323.0
Halmahera Selatan,2022,362100.0
Halmahera Selatan,2023,400768.0
Halmahera Selatan,2024,449334.0
Halmahera Tengah,2018,429805.0
Halmahera Tengah,2019,454180.0
Halmahera Tengah,2020,466973.0
Halmahera Tengah,2021,491657.0
Halmahera Tengah,2022,507555.0
Halmahera Tengah,2023,552350.0
Halmahera Tengah,2024,593903.0
Halmahera Timur,2018,510899.0
Halmahera Timur,2019,545238.0
Halmahera Timur,2020,569464.0
Halmahera Timur,2021,600339.0
Halmahera Timur,2022,624983.0
Halmahera Timur,2023,631233.0
Halmahera Timur,2024,655936.0
Halmahera Utara,2018,228092.0
Halmahera Utara,2019,238878.0
Halmahera Utara,2020,248544.0
Halmahera Utara,2021,263507.0
Halmahera Utara,2022,301041.0
Halmahera Utara,2023,378968.0
Halmahera Utara,2024,425857.0
Hulu Sungai Selatan,2018,444455.0
Hulu Sungai Selatan,2019,461581.0
Hulu Sungai Selatan,2020,528622.0
Hulu Sungai Selatan,2021,494203.0
Hulu Sungai Selatan,2022,516857.0
Hulu Sungai Selatan,2023,547855.0
Hulu Sungai Selatan,2024,583549.0
Hulu Sungai Tengah,2018,354214.0
Hulu Sungai Tengah,2019,365008.0
Hulu Sungai Tengah,2020,417778.0
Hulu Sungai Tengah,2021,425438.0
Hulu Sungai Tengah,2022,444331.0
Hulu Sungai Tengah,2023,475655.0
Hulu Sungai Tengah,2024,513950.0
Hulu Sungai Utara,2018,420783.0
Hulu Sungai Utara,2019,436997.0
Hulu Sungai Utara,2020,488237.0
Hulu Sungai Utara,2021,501994.0
Hulu Sungai Utara,2022,526919.0
Hulu Sungai Utara,2023,561429.0
Hulu Sungai Utara,2024,597894.0
Humbang Hasundutan,2018,329189.0
Humbang Hasundutan,2019,336500.0
Humbang Hasundutan,2020,374768.0
Humbang Hasundutan,2021,397237.0
Humbang Hasundutan,2022,419180.0
Humbang Hasundutan,2023,451625.0
Humbang Hasundutan,2024,487256.0
Indragiri Hilir,2018,435202.0
Indragiri Hilir,2019,450728.0
Indragiri Hilir,2020,495305.0
Indragiri Hilir,2021,518283.0
Indragiri Hilir,2022,568879.0
Indragiri Hilir,2023,597122.0
Indragiri Hilir,2024,629570.0
Indragiri Hulu,2018,457871.0
Indragiri Hulu,2019,474298.0
Indragiri Hulu,2020,522110.0
Indragiri Hulu,2021,549563.0
Indragiri Hulu,2022,584910.0
Indragiri Hulu,2023,626671.0
Indragiri Hulu,2024,660349.0
Indramayu,2018,447378.0
Indramayu,2019,458240.0
Indramayu,2020,474807.0
Indramayu,2021,481754.0
Indramayu,2022,499805.0
Indramayu,2023,532545.0
Indramayu,2024,560159.0
Intan Jaya,2018,606138.0
Intan Jaya,2019,627128.0
Intan Jaya,2020,662465.0
Intan Jaya,2021,725106.0
Intan Jaya,2022,769993.0
Intan Jaya,2023,853098.0
Intan Jaya,2024,948843.0
Jayapura,2018,549489.0
Jayapura,2019,589521.0
Jayapura,2020,601005.0
Jayapura,2021,624845.0
Jayapura,2022,651581.0
Jayapura,2023,706549.0
Jayapura,2024,729234.0
Jayawijaya,2018,409846.0
Jayawijaya,2019,420471.0
Jayawijaya,2020,461058.0
Jayawijaya,2021,501075.0
Jayawijaya,2022,524173.0
Jayawijaya,2023,566319.0
Jayawijaya,2024,722258.0
Jember,2018,324174.0
Jember,2019,339685.0
Jember,2020,365295.0
Jember,2021,380397.0
Jember,2022,400961.0
Jember,2023,441171.0
Jember,2024,459043.0
Jembrana,2018,385959.0
Jembrana,2019,390102.0
Jembrana,2020,403462.0
Jembrana,2021,434839.0
Jembrana,2022,458214.0
Jembrana,2023,496435.0
Jembrana,2024,531164.0
Jeneponto,2018,356319.0
Jeneponto,2019,359883.0
Jeneponto,2020,366453.0
Jeneponto,2021,374407.0
Jeneponto,2022,384299.0
Jeneponto,2023,405280.0
Jeneponto,2024,416231.0
Jepara,2018,371296.0
Jepara,2019,386693.0
Jepara,2020,407056.0
Jepara,2021,419028.0
Jepara,2022,442618.0
Jepara,2023,479131.0
Jepara,2024,503832.0
Jombang,2018,374895.0
Jombang,2019,399633.0
Jombang,2020,410116.0
Jombang,2021,421172.0
Jombang,2022,448830.0
Jombang,2023,488754.0
Jombang,2024,514170.0
Kaimana,2018,386576.0
Kaimana,2019,412130.0
Kaimana,2020,438991.0
Kaimana,2021,450301.0
Kaimana,2022,511011.0
Kaimana,2023,609865.0
Kaimana,2024,682231.0
Kampar,2018,419306.0
Kampar,2019,434601.0
Kampar,2020,460991.0
Kampar,2021,477603.0
Kampar,2022,502670.0
Kampar,2023,547696.0
Kampar,2024,590444.0
Kapuas,2018,291820.0
Kapuas,2019,305809.0
Kapuas,2020,332999.0
Kapuas,2021,345272.0
Kapuas,2022,424066.0
Kapuas,2023,485958.0
Kapuas,2024,508022.0
Kapuas Hulu,2018,430652.0
Kapuas Hulu,2019,452471.0
Kapuas Hulu,2020,465360.0
Kapuas Hulu,2021,481826.0
Kapuas Hulu,2022,508087.0
Kapuas Hulu,2023,543301.0
Kapuas Hulu,2024,572644.0
Karang Asem,2018,311321.0
Karang Asem,2019,315805.0
Karang Asem,2020,330441.0
Karang Asem,2021,354123.0
Karang Asem,2022,376229.0
Karang Asem,2023,404083.0
Karang Asem,2024,432414.0
Karanganyar,2018,348896.0
Karanganyar,2019,365151.0
Karanganyar,2020,385563.0
Karanganyar,2021,401542.0
Karanganyar,2022,424677.0
Karanganyar,2023,465703.0
Karanganyar,2024,491551.0
Karawang,2018,433972.0
Karawang,2019,440347.0
Karawang,2020,466152.0
Karawang,2021,494201.0
Karawang,2022,521158.0
Karawang,2023,555889.0
Karawang,2024,597345.0
Karimun,2018,360087.0
Karimun,2019,376853.0
Karimun,2020,411052.0
Karimun,2021,422961.0
Karimun,2022,446856.0
Karimun,2023,468332.0
Karimun,2024,492654.0
Karo,2018,437702.0
Karo,2019,460870.0
Karo,2020,500921.0
Karo,2021,531519.0
Karo,2022,563660.0
Karo,2023,606244.0
Karo,2024,656812.0
Katingan,2018,420418.0
Katingan,2019,434609.0
Katingan,2020,474056.0
Katingan,2021,498487.0
Katingan,2022,553082.0
Katingan,2023,589596.0
Katingan,2024,615575.0
Kaur,2018,317558.0
Kaur,2019,322815.0
Kaur,2020,338451.0
Kaur,2021,350794.0
Kaur,2022,371660.0
Kaur,2023,415715.0
Kaur,2024,432939.0
Kayong Utara,2018,287078.0
Kayong Utara,2019,302811.0
Kayong Utara,2020,311643.0
Kayong Utara,2021,321356.0
Kayong Utara,2022,339089.0
Kayong Utara,2023,365262.0
Kayong Utara,2024,386071.0
Kebumen,2018,342437.0
Kebumen,2019,362847.0
Kebumen,2020,380557.0
Kebumen,2021,390599.0
Kebumen,2022,416004.0
Kebumen,2023,451678.0
Kebumen,2024,471824.0
Kediri,2018,294098.0
Kediri,2019,305491.0
Kediri,2020,324215.0
Kediri,2021,335990.0
Kediri,2022,353033.0
Kediri,2023,385874.0
Kediri,2024,403621.0
Keerom,2018,597230.0
Keerom,2019,655056.0
Keerom,2020,677050.0
Keerom,2021,704998.0
Keerom,2022,744805.0
Keerom,2023,807097.0
Keerom,2024,832766.0
Kendal,2018,353127.0
Kendal,2019,369769.0
Kendal,2020,396691.0
Kendal,2021,407387.0
Kendal,2022,433864.0
Kendal,2023,465936.0
Kendal,2024,488940.0
Kepahiang,2018,361281.0
Kepahiang,2019,374568.0
Kepahiang,2020,396184.0
Kepahiang,2021,410569.0
Kepahiang,2022,433660.0
Kepahiang,2023,465292.0
Kepahiang,2024,488445.0
Kepulauan Anambas,2018,366917.0
Kepulauan Anambas,2019,382449.0
Kepulauan Anambas,2020,416877.0
Kepulauan Anambas,2021,429475.0
Kepulauan Anambas,2022,452220.0
Kepulauan Anambas,2023,481718.0
Kepulauan Anambas,2024,504332.0
Kepulauan Aru,2018,412665.0
Kepulauan Aru,2019,438848.0
Kepulauan Aru,2020,490565.0
Kepulauan Aru,2021,516604.0
Kepulauan Aru,2022,562416.0
Kepulauan Aru,2023,626086.0
Kepulauan Aru,2024,644112.0
Kepulauan Mentawai,2018,294284.0
Kepulauan Mentawai,2019,310033.0
Kepulauan Mentawai,2020,340191.0
Kepulauan Mentawai,2021,356403.0
Kepulauan Mentawai,2022,386152.0
Kepulauan Mentawai,2023,421113.0
Kepulauan Mentawai,2024,461088.0
Kepulauan Meranti,2018,462535.0
Kepulauan Meranti,2019,483377.0
Kepulauan Meranti,2020,520955.0
Kepulauan Meranti,2021,542599.0
Kepulauan Meranti,2022,568639.0
Kepulauan Meranti,2023,623576.0
Kepulauan Meranti,2024,661863.0
Kepulauan Sangihe,2018,250475.0
Kepulauan Sangihe,2019,263268.0
Kepulauan Sangihe,2020,272971.0
Kepulauan Sangihe,2021,283852.0
Kepulauan Sangihe,2022,292549.0
Kepulauan Sangihe,2023,313945.0
Kepulauan Sangihe,2024,328431.0
Kepulauan Selayar,2018,348608.0
Kepulauan Selayar,2019,370380.0
Kepulauan Selayar,2020,396822.0
Kepulauan Selayar,2021,406732.0
Kepulauan Selayar,2022,430976.0
Kepulauan Selayar,2023,453432.0
Kepulauan Selayar,2024,468755.0
Kepulauan Seribu,2018,576713.0
Kepulauan Seribu,2019,629315.0
Kepulauan Seribu,2020,661852.0
Kepulauan Seribu,2021,670785.0
Kepulauan Seribu,2022,701088.0
Kepulauan Seribu,2023,743820.0
Kepulauan Seribu,2024,775909.0
Kepulauan Sula,2018,337543.0
Kepulauan Sula,2019,359497.0
Kepulauan Sula,2020,372561.0
Kepulauan Sula,2021,391912.0
Kepulauan Sula,2022,414512.0
Kepulauan Sula,2023,453476.0
Kepulauan Sula,2024,485242.0
Kepulauan Talaud,2018,265839.0
Kepulauan Talaud,2019,284681.0
Kepulauan Talaud,2020,294686.0
Kepulauan Talaud,2021,308395.0
Kepulauan Talaud,2022,319974.0
Kepulauan Talaud,2023,352120.0
Kepulauan Talaud,2024,364581.0
Kepulauan Yapen,2018,600161.0
Kepulauan Yapen,2019,618487.0
Kepulauan Yapen,2020,653819.0
Kepulauan Yapen,2021,688204.0
Kepulauan Yapen,2022,716343.0
Kepulauan Yapen,2023,757676.0
Kepulauan Yapen,2024,782033.0
Kerinci,2018,333978.0
Kerinci,2019,356059.0
Kerinci,2020,385571.0
Kerinci,2021,396168.0
Kerinci,2022,443408.0
Kerinci,2023,485838.0
Kerinci,2024,606095.0
Ketapang,2018,432354.0
Ketapang,2019,454160.0
Ketapang,2020,468450.0
Ketapang,2021,482824.0
Ketapang,2022,499724.0
Ketapang,2023,539108.0
Ketapang,2024,570638.0
Klaten,2018,397447.0
Klaten,2019,405537.0
Klaten,2020,419510.0
Klaten,2021,436896.0
Klaten,2022,458872.0
Klaten,2023,488102.0
Klaten,2024,505826.0
Klungkung,2018,310764.0
Klungkung,2019,312864.0
Klungkung,2020,318139.0
Klungkung,2021,342043.0
Klungkung,2022,359415.0
Klungkung,2023,384983.0
Klungkung,2024,411010.0
Kolaka,2018,349388.0
Kolaka,2019,370036.0
Kolaka,2020,406919.0
Kolaka,2021,432858.0
Kolaka,2022,448100.0
Kolaka,2023,464000.0
Kolaka,2024,477917.0
Kolaka Timur,2018,345216.0
Kolaka Timur,2019,369870.0
Kolaka Timur,2020,405341.0
Kolaka Timur,2021,431179.0
Kolaka Timur,2022,458563.0
Kolaka Timur,2023,513085.0
Kolaka Timur,2024,525091.0
Kolaka Utara,2018,453994.0
Kolaka Utara,2019,454127.0
Kolaka Utara,2020,494836.0
Kolaka Utara,2021,506903.0
Kolaka Utara,2022,511972.0
Kolaka Utara,2023,517092.0
Kolaka Utara,2024,529192.0
Konawe,2018,283109.0
Konawe,2019,293801.0
Konawe,2020,323180.0
Konawe,2021,343781.0
Konawe,2022,363645.0
Konawe,2023,400581.0
Konawe,2024,425029.0
Konawe Kepulauan,2018,294035.0
Konawe Kepulauan,2019,314815.0
Konawe Kepulauan,2020,335414.0
Konawe Kepulauan,2021,347332.0
Konawe Kepulauan,2022,370692.0
Konawe Kepulauan,2023,393000.0
Konawe Kepulauan,2024,415880.0
Konawe Selatan,2018,219979.0
Konawe Selatan,2019,235654.0
Konawe Selatan,2020,261382.0
Konawe Selatan,2021,275339.0
Konawe Selatan,2022,294510.0
Konawe Selatan,2023,331620.0
Konawe Selatan,2024,354696.0
Konawe Utara,2018,260861.0
Konawe Utara,2019,273544.0
Konawe Utara,2020,305100.0
Konawe Utara,2021,321986.0
Konawe Utara,2022,340061.0
Konawe Utara,2023,381620.0
Konawe Utara,2024,407710.0
Kota Ambon,2018,532719.0
Kota Ambon,2019,571315.0
Kota Ambon,2020,596042.0
Kota Ambon,2021,621482.0
Kota Ambon,2022,661016.0
Kota Ambon,2023,716560.0
Kota Ambon,2024,750166.0
Kota Balikpapan,2018,545971.0
Kota Balikpapan,2019,572108.0
Kota Balikpapan,2020,613622.0
Kota Balikpapan,2021,657521.0
Kota Balikpapan,2022,680499.0
Kota Balikpapan,2023,743084.0
Kota Balikpapan,2024,782248.0
Kota Banda Aceh,2018,607391.0
Kota Banda Aceh,2019,628493.0
Kota Banda Aceh,2020,674977.0
Kota Banda Aceh,2021,698617.0
Kota Banda Aceh,2022,737016.0
Kota Banda Aceh,2023,814530.0
Kota Banda Aceh,2024,862944.0
Kota Bandar Lampung,2018,562277.0
Kota Bandar Lampung,2019,588177.0
Kota Bandar Lampung,2020,634743.0
Kota Bandar Lampung,2021,654576.0
Kota Bandar Lampung,2022,698598.0
Kota Bandar Lampung,2023,761790.0
Kota Bandar Lampung,2024,787260.0
Kota Bandung,2018,448902.0
Kota Bandung,2019,474448.0
Kota Bandung,2020,500452.0
Kota Bandung,2021,515396.0
Kota Bandung,2022,545675.0
Kota Bandung,2023,591124.0
Kota Bandung,2024,614707.0
Kota Banjar,2018,324958.0
Kota Banjar,2019,334590.0
Kota Banjar,2020,344363.0
Kota Banjar,2021,357210.0
Kota Banjar,2022,373510.0
Kota Banjar,2023,408710.0
Kota Banjar,2024,430590.0
Kota Banjar Baru,2018,572195.0
Kota Banjar Baru,2019,614757.0
Kota Banjar Baru,2020,652030.0
Kota Banjar Baru,2021,653556.0
Kota Banjar Baru,2022,692830.0
Kota Banjar Baru,2023,753899.0
Kota Banjar Baru,2024,781405.0
Kota Banjarmasin,2018,477210.0
Kota Banjarmasin,2019,509773.0
Kota Banjarmasin,2020,543546.0
Kota Banjarmasin,2021,606330.0
Kota Banjarmasin,2022,651383.0
Kota Banjarmasin,2023,708617.0
Kota Banjarmasin,2024,743872.0
Kota Baru,2018,401300.0
Kota Baru,2019,416388.0
Kota Baru,2020,466121.0
Kota Baru,2021,481452.0
Kota Baru,2022,505601.0
Kota Baru,2023,556962.0
Kota Baru,2024,592230.0
Kota Batam,2018,650406.0
Kota Batam,2019,686956.0
Kota Batam,2020,707856.0
Kota Batam,2021,740109.0
Kota Batam,2022,783730.0
Kota Batam,2023,854465.0
Kota Batam,2024,903960.0
Kota Batu,2018,467073.0
Kota Batu,2019,501016.0
Kota Batu,2020,509886.0
Kota Batu,2021,522819.0
Kota Batu,2022,564010.0
Kota Batu,2023,613985.0
Kota Batu,2024,642778.0
Kota Baubau,2018,311509.0
Kota Baubau,2019,329977.0
Kota Baubau,2020,344598.0
Kota Baubau,2021,360766.0
Kota Baubau,2022,376932.0
Kota Baubau,2023,412008.0
Kota Baubau,2024,431717.0
Kota Bekasi,2018,582723.0
Kota Bekasi,2019,617718.0
Kota Bekasi,2020,657953.0
Kota Bekasi,2021,692885.0
Kota Bekasi,2022,731392.0
Kota Bekasi,2023,795965.0
Kota Bekasi,2024,842927.0
Kota Bengkulu,2018,642314.0
Kota Bengkulu,2019,660442.0
Kota Bengkulu,2020,702578.0
Kota Bengkulu,2021,740612.0
Kota Bengkulu,2022,785905.0
Kota Bengkulu,2023,810507.0
Kota Bengkulu,2024,820354.0
Kota Bima,2018,323187.0
Kota Bima,2019,352593.0
Kota Bima,2020,383161.0
Kota Bima,2021,399193.0
Kota Bima,2022,432959.0
Kota Bima,2023,471841.0
Kota Bima,2024,496096.0
Kota Binjai,2018,380792.0
Kota Binjai,2019,403798.0
Kota Binjai,2020,433746.0
Kota Binjai,2021,466554.0
Kota Binjai,2022,499451.0
Kota Binjai,2023,538638.0
Kota Binjai,2024,577220.0
Kota Bitung,2018,368574.0
Kota Bitung,2019,391479.0
Kota Bitung,2020,416993.0
Kota Bitung,2021,434642.0
Kota Bitung,2022,458983.0
Kota Bitung,2023,501139.0
Kota Bitung,2024,518405.0
Kota Blitar,2018,425832.0
Kota Blitar,2019,456778.0
Kota Blitar,2020,465868.0
Kota Blitar,2021,481229.0
Kota Blitar,2022,517363.0
Kota Blitar,2023,568280.0
Kota Blitar,2024,596105.0
Kota Bogor,2018,480749.0
Kota Bogor,2019,513343.0
Kota Bogor,2020,547399.0
Kota Bogor,2021,571425.0
Kota Bogor,2022,608949.0
Kota Bogor,2023,661384.0
Kota Bogor,2024,699861.0
Kota Bontang,2018,549830.0
Kota Bontang,2019,582188.0
Kota Bontang,2020,636491.0
Kota Bontang,2021,665572.0
Kota Bontang,2022,697326.0
Kota Bontang,2023,763661.0
Kota Bontang,2024,801945.0
Kota Bukittinggi,2018,459371.0
Kota Bukittinggi,2019,475755.0
Kota Bukittinggi,2020,519470.0
Kota Bukittinggi,2021,540457.0
Kota Bukittinggi,2022,570032.0
Kota Bukittinggi,2023,619896.0
Kota Bukittinggi,2024,658640.0
Kota Cilegon,2018,428867.0
Kota Cilegon,2019,459469.0
Kota Cilegon,2020,504571.0
Kota Cilegon,2021,540032.0
Kota Cilegon,2022,572780.0
Kota Cilegon,2023,632703.0
Kota Cilegon,2024,663533.0
Kota Cimahi,2018,462969.0
Kota Cimahi,2019,484804.0
Kota Cimahi,2020,511375.0
Kota Cimahi,2021,522281.0
Kota Cimahi,2022,549450.0
Kota Cimahi,2023,590197.0
Kota Cimahi,2024,612567.0
Kota Cirebon,2018,426738.0
Kota Cirebon,2019,444574.0
Kota Cirebon,2020,457954.0
Kota Cirebon,2021,467248.0
Kota Cirebon,2022,485613.0
Kota Cirebon,2023,520579.0
Kota Cirebon,2024,545592.0
Kota Denpasar,2018,545357.0
Kota Denpasar,2019,571246.0
Kota Denpasar,2020,618064.0
Kota Denpasar,2021,662499.0
Kota Denpasar,2022,712815.0
Kota Denpasar,2023,778203.0
Kota Denpasar,2024,820512.0
Kota Depok,2018,615255.0
Kota Depok,2019,644860.0
Kota Depok,2020,688194.0
Kota Depok,2021,705084.0
Kota Depok,2022,744771.0
Kota Depok,2023,804984.0
Kota Depok,2024,843893.0
Kota Dumai,2018,418597.0
Kota Dumai,2019,439152.0
Kota Dumai,2020,484609.0
Kota Dumai,2021,509002.0
Kota Dumai,2022,543182.0
Kota Dumai,2023,601348.0
Kota Dumai,2024,631652.0
Kota Gorontalo,2018,482585.0
Kota Gorontalo,2019,520095.0
Kota Gorontalo,2020,569538.0
Kota Gorontalo,2021,598363.0
Kota Gorontalo,2022,643531.0
Kota Gorontalo,2023,697650.0
Kota Gorontalo,2024,723861.0
Kota Gunungsitoli,2018,327303.0
Kota Gunungsitoli,2019,339671.0
Kota Gunungsitoli,2020,370967.0
Kota Gunungsitoli,2021,408190.0
Kota Gunungsitoli,2022,426349.0
Kota Gunungsitoli,2023,459787.0
Kota Gunungsitoli,2024,493644.0
Kota Jakarta Barat,2018,490331.0
Kota Jakarta Barat,2019,517646.0
Kota Jakarta Barat,2020,557803.0
Kota Jakarta Barat,2021,570330.0
Kota Jakarta Barat,2022,599514.0
Kota Jakarta Barat,2023,657247.0
Kota Jakarta Barat,2024,685071.0
Kota Jakarta Pusat,2018,580080.0
Kota Jakarta Pusat,2019,625177.0
Kota Jakarta Pusat,2020,672328.0
Kota Jakarta Pusat,2021,689379.0
Kota Jakarta Pusat,2022,733176.0
Kota Jakarta Pusat,2023,784679.0
Kota Jakarta Pusat,2024,818722.0
Kota Jakarta Selatan,2018,680167.0
Kota Jakarta Selatan,2019,729256.0
Kota Jakarta Selatan,2020,782731.0
Kota Jakarta Selatan,2021,792684.0
Kota Jakarta Selatan,2022,842630.0
Kota Jakarta Selatan,2023,891580.0
Kota Jakarta Selatan,2024,928278.0
Kota Jakarta Timur,2018,502152.0
Kota Jakarta Timur,2019,539510.0
Kota Jakarta Timur,2020,581954.0
Kota Jakarta Timur,2021,594849.0
Kota Jakarta Timur,2022,630842.0
Kota Jakarta Timur,2023,669713.0
Kota Jakarta Timur,2024,697472.0
Kota Jakarta Utara,2018,512689.0
Kota Jakarta Utara,2019,549506.0
Kota Jakarta Utara,2020,594240.0
Kota Jakarta Utara,2021,609310.0
Kota Jakarta Utara,2022,645431.0
Kota Jakarta Utara,2023,684557.0
Kota Jakarta Utara,2024,712835.0
Kota Jambi,2018,466854.0
Kota Jambi,2019,488034.0
Kota Jambi,2020,529090.0
Kota Jambi,2021,563403.0
Kota Jambi,2022,605556.0
Kota Jambi,2023,667447.0
Kota Jambi,2024,757014.0
Kota Jayapura,2018,944479.0
Kota Jayapura,2019,992610.0
Kota Jayapura,2020,1021759.0
Kota Jayapura,2021,1051297.0
Kota Jayapura,2022,1099019.0
Kota Jayapura,2023,1147265.0
Kota Jayapura,2024,1179015.0
Kota Kediri,2018,453807.0
Kota Kediri,2019,471893.0
Kota Kediri,2020,493438.0
Kota Kediri,2021,506936.0
Kota Kediri,2022,537326.0
Kota Kediri,2023,587723.0
Kota Kediri,2024,621051.0
Kota Kendari,2018,327976.0
Kota Kendari,2019,350647.0
Kota Kendari,2020,384379.0
Kota Kendari,2021,423653.0
Kota Kendari,2022,454846.0
Kota Kendari,2023,503369.0
Kota Kendari,2024,516809.0
Kota Kotamobagu,2018,298742.0
Kota Kotamobagu,2019,323292.0
