Kabupaten/Kota,Tahun,Garis Kemiskinan
Pontianak,2023,444790.0
Pontianak,2024,471845.0
Poso,2018,449834.0
Poso,2019,477801.0
Poso,2020,515435.0
Poso,2021,530022.0
Poso,2022,561276.0
Poso,2023,599881.0
Poso,2024,620267.0
Pringsewu,2018,408174.0
Pringsewu,2019,422691.0
Pringsewu,2020,458627.0
Pringsewu,2021,475983.0
Pringsewu,2022,511679.0
Pringsewu,2023,555787.0
Pringsewu,2024,583425.0
Probolinggo,2018,402532.0
Probolinggo,2019,417991.0
Probolinggo,2020,441258.0
Probolinggo,2021,451395.0
Probolinggo,2022,475713.0
Probolinggo,2023,514274.0
Probolinggo,2024,537724.0
Pulang Pisau,2018,349978.0
Pulang Pisau,2019,365674.0
Pulang Pisau,2020,395989.0
Pulang Pisau,2021,411258.0
Pulang Pisau,2022,454933.0
Pulang Pisau,2023,507058.0
Pulang Pisau,2024,542349.0
Pulau Morotai,2018,249242.0
Pulau Morotai,2019,265761.0
Pulau Morotai,2020,276746.0
Pulau Morotai,2021,291879.0
Pulau Morotai,2022,301712.0
Pulau Morotai,2023,379931.0
Pulau Morotai,2024,428136.0
Pulau Taliabu,2018,360955.0
Pulau Taliabu,2019,387664.0
Pulau Taliabu,2020,401710.0
Pulau Taliabu,2021,425241.0
Pulau Taliabu,2022,448735.0
Pulau Taliabu,2023,491203.0
Pulau Taliabu,2024,525953.0
Puncak,2018,611369.0
Puncak,2019,630074.0
Puncak,2020,664865.0
Puncak,2021,721541.0
Puncak,2022,754778.0
Puncak,2023,836828.0
Puncak,2024,888666.0
Puncak Jaya,2018,589022.0
Puncak Jaya,2019,604945.0
Puncak Jaya,2020,639503.0
Puncak Jaya,2021,708658.0
Puncak Jaya,2022,744762.0
Puncak Jaya,2023,823079.0
Puncak Jaya,2024,879631.0
Purbalingga,2018,324735.0
Purbalingga,2019,355702.0
Purbalingga,2020,375199.0
Purbalingga,2021,384183.0
Purbalingga,2022,407849.0
Purbalingga,2023,439208.0
Purbalingga,2024,460870.0
Purwakarta,2018,352061.0
Purwakarta,2019,367273.0
Purwakarta,2020,378287.0
Purwakarta,2021,387754.0
Purwakarta,2022,403663.0
Purwakarta,2023,434187.0
Purwakarta,2024,467948.0
Purworejo,2018,335995.0
Purworejo,2019,345458.0
Purworejo,2020,364289.0
Purworejo,2021,376127.0
Purworejo,2022,393731.0
Purworejo,2023,427622.0
Purworejo,2024,459253.0
Raja Ampat,2018,326050.0
Raja Ampat,2019,347203.0
Raja Ampat,2020,374488.0
Raja Ampat,2021,388021.0
Raja Ampat,2022,464797.0
Raja Ampat,2023,557107.0
Raja Ampat,2024,629473.0
Rejang Lebong,2018,434643.0
Rejang Lebong,2019,449999.0
Rejang Lebong,2020,472555.0
Rejang Lebong,2021,487490.0
Rejang Lebong,2022,530029.0
Rejang Lebong,2023,566433.0
Rejang Lebong,2024,595125.0
Rembang,2018,365443.0
Rembang,2019,384561.0
Rembang,2020,403932.0
Rembang,2021,414977.0
Rembang,2022,441482.0
Rembang,2023,477514.0
Rembang,2024,518607.0
Rokan Hilir,2018,371067.0
Rokan Hilir,2019,388701.0
Rokan Hilir,2020,418473.0
Rokan Hilir,2021,437398.0
Rokan Hilir,2022,465614.0
Rokan Hilir,2023,511610.0
Rokan Hilir,2024,545799.0
Rokan Hulu,2018,467343.0
Rokan Hulu,2019,488401.0
Rokan Hulu,2020,532643.0
Rokan Hulu,2021,551351.0
Rokan Hulu,2022,585225.0
Rokan Hulu,2023,647599.0
Rokan Hulu,2024,699018.0
Rote Ndao,2018,287867.0
Rote Ndao,2019,305166.0
Rote Ndao,2020,322619.0
Rote Ndao,2021,341135.0
Rote Ndao,2022,372179.0
Rote Ndao,2023,410491.0
Rote Ndao,2024,426843.0
Sabu Raijua,2018,368187.0
Sabu Raijua,2019,374256.0
Sabu Raijua,2020,403846.0
Sabu Raijua,2021,438492.0
Sabu Raijua,2022,480844.0
Sabu Raijua,2023,526831.0
Sabu Raijua,2024,549947.0
Sambas,2018,407346.0
Sambas,2019,427240.0
Sambas,2020,438062.0
Sambas,2021,451173.0
Sambas,2022,472079.0
Sambas,2023,498209.0
Sambas,2024,528017.0
Samosir,2018,299640.0
Samosir,2019,315825.0
Samosir,2020,341843.0
Samosir,2021,370082.0
Samosir,2022,396267.0
Samosir,2023,425875.0
Samosir,2024,455397.0
Sampang,2018,325825.0
Sampang,2019,346075.0
Sampang,2020,374908.0
Sampang,2021,391032.0
Sampang,2022,411661.0
Sampang,2023,454716.0
Sampang,2024,491753.0
Sanggau,2018,312909.0
Sanggau,2019,328763.0
Sanggau,2020,346983.0
Sanggau,2021,363714.0
Sanggau,2022,395305.0
Sanggau,2023,416112.0
Sanggau,2024,440303.0
Sarmi,2018,472720.0
Sarmi,2019,518491.0
Sarmi,2020,535586.0
Sarmi,2021,554491.0
Sarmi,2022,584626.0
Sarmi,2023,633124.0
Sarmi,2024,653436.0
Sarolangun,2018,403411.0
Sarolangun,2019,424223.0
Sarolangun,2020,459092.0
Sarolangun,2021,472866.0
Sarolangun,2022,497951.0
Sarolangun,2023,545939.0
Sarolangun,2024,607306.0
Sekadau,2018,313930.0
Sekadau,2019,329835.0
Sekadau,2020,339456.0
Sekadau,2021,351726.0
Sekadau,2022,370836.0
Sekadau,2023,392195.0
Sekadau,2024,414782.0
Seluma,2018,377647.0
Seluma,2019,386321.0
Seluma,2020,400090.0
Seluma,2021,414446.0
Seluma,2022,444931.0
Seluma,2023,478617.0
Seluma,2024,502739.0
Semarang,2018,341576.0
Semarang,2019,377674.0
Semarang,2020,404455.0
Semarang,2021,416395.0
Semarang,2022,459151.0
Semarang,2023,498952.0
Semarang,2024,520639.0
Seram Bagian Barat,2018,359085.0
Seram Bagian Barat,2019,394628.0
Seram Bagian Barat,2020,419793.0
Seram Bagian Barat,2021,427355.0
Seram Bagian Barat,2022,449297.0
Seram Bagian Barat,2023,486747.0
Seram Bagian Barat,2024,508517.0
Seram Bagian Timur,2018,341261.0
Seram Bagian Timur,2019,375040.0
Seram Bagian Timur,2020,398430.0
Seram Bagian Timur,2021,403573.0
Seram Bagian Timur,2022,421902.0
Seram Bagian Timur,2023,458176.0
Seram Bagian Timur,2024,478721.0
Serang,2018,294829.0
Serang,2019,309036.0
Serang,2020,341074.0
Serang,2021,362102.0
Serang,2022,385864.0
Serang,2023,425751.0
Serang,2024,449291.0
Serdang Bedagai,2018,361623.0
Serdang Bedagai,2019,382283.0
Serdang Bedagai,2020,416991.0
Serdang Bedagai,2021,448372.0
Serdang Bedagai,2022,478072.0
Serdang Bedagai,2023,503955.0
Serdang Bedagai,2024,518209.0
Seruyan,2018,428539.0
Seruyan,2019,454971.0
Seruyan,2020,504264.0
Seruyan,2021,529892.0
Seruyan,2022,571049.0
Seruyan,2023,608186.0
Seruyan,2024,642281.0
Siak,2018,431814.0
Siak,2019,443868.0
Siak,2020,473128.0
Siak,2021,489467.0
Siak,2022,518768.0
Siak,2023,558867.0
Siak,2024,595659.0
Siau Tagulandang Biaro,2018,284021.0
Siau Tagulandang Biaro,2019,302736.0
Siau Tagulandang Biaro,2020,312581.0
Siau Tagulandang Biaro,2021,327263.0
Siau Tagulandang Biaro,2022,339250.0
Siau Tagulandang Biaro,2023,370423.0
Siau Tagulandang Biaro,2024,388056.0
Sidenreng Rappang,2018,299332.0
Sidenreng Rappang,2019,312800.0
Sidenreng Rappang,2020,349452.0
Sidenreng Rappang,2021,360591.0
Sidenreng Rappang,2022,383134.0
Sidenreng Rappang,2023,421321.0
Sidenreng Rappang,2024,458509.0
Sidoarjo,2018,437899.0
Sidoarjo,2019,462738.0
Sidoarjo,2020,486421.0
Sidoarjo,2021,502524.0
Sidoarjo,2022,523213.0
Sidoarjo,2023,571696.0
Sidoarjo,2024,597284.0
Sigi,2018,316949.0
Sigi,2019,344631.0
Sigi,2020,370788.0
Sigi,2021,382579.0
Sigi,2022,409679.0
Sigi,2023,445106.0
Sigi,2024,463011.0
Sijunjung,2018,379046.0
Sijunjung,2019,400861.0
Sijunjung,2020,433147.0
Sijunjung,2021,455346.0
Sijunjung,2022,484572.0
Sijunjung,2023,529460.0
Sijunjung,2024,565067.0
Sikka,2018,298357.0
Sikka,2019,301994.0
Sikka,2020,324775.0
Sikka,2021,354234.0
Sikka,2022,389455.0
Sikka,2023,428352.0
Sikka,2024,434074.0
Simalungun,2018,342477.0
Simalungun,2019,359540.0
Simalungun,2020,387549.0
Simalungun,2021,416714.0
Simalungun,2022,441744.0
Simalungun,2023,467926.0
Simalungun,2024,496959.0
Simeulue,2018,368068.0
Simeulue,2019,404739.0
Simeulue,2020,444754.0
Simeulue,2021,458896.0
Simeulue,2022,493303.0
Simeulue,2023,538693.0
Simeulue,2024,576505.0
Sinjai,2018,281301.0
Sinjai,2019,294916.0
Sinjai,2020,329819.0
Sinjai,2021,352490.0
Sinjai,2022,374226.0
Sinjai,2023,397562.0
Sinjai,2024,412441.0
Sintang,2018,551704.0
Sintang,2019,556885.0
Sintang,2020,573128.0
Sintang,2021,593844.0
Sintang,2022,620670.0
Sintang,2023,644010.0
Sintang,2024,670853.0
Situbondo,2018,294209.0
Situbondo,2019,305280.0
Situbondo,2020,322527.0
Situbondo,2021,336040.0
Situbondo,2022,356133.0
Situbondo,2023,396587.0
Situbondo,2024,413611.0
Sleman,2018,370127.0
Sleman,2019,382868.0
Sleman,2020,411610.0
Sleman,2021,422933.0
Sleman,2022,450763.0
Sleman,2023,491652.0
Sleman,2024,513926.0
Solok,2018,408570.0
Solok,2019,415649.0
Solok,2020,451906.0
Solok,2021,461030.0
Solok,2022,484358.0
Solok,2023,532900.0
Solok,2024,569605.0
Solok Selatan,2018,364498.0
Solok Selatan,2019,387438.0
Solok Selatan,2020,419442.0
Solok Selatan,2021,438187.0
Solok Selatan,2022,470090.0
Solok Selatan,2023,516004.0
Solok Selatan,2024,551340.0
Soppeng,2018,253457.0
Soppeng,2019,297546.0
Soppeng,2020,315455.0
Soppeng,2021,341484.0
Soppeng,2022,365650.0
Soppeng,2023,398802.0
Soppeng,2024,411958.0
Sorong,2018,339187.0
Sorong,2019,357900.0
Sorong,2020,379951.0
Sorong,2021,388166.0
Sorong,2022,466380.0
Sorong,2023,559363.0
Sorong,2024,631729.0
Sorong Selatan,2018,306803.0
Sorong Selatan,2019,323369.0
Sorong Selatan,2020,347898.0
Sorong Selatan,2021,358864.0
Sorong Selatan,2022,422694.0
Sorong Selatan,2023,506944.0
Sorong Selatan,2024,579310.0
Sragen,2018,312106.0
Sragen,2019,335334.0
Sragen,2020,348890.0
Sragen,2021,363349.0
Sragen,2022,389265.0
Sragen,2023,426482.0
Sragen,2024,453663.0
Subang,2018,331557.0
Subang,2019,339607.0
Subang,2020,351885.0
Subang,2021,360691.0
Subang,2022,372308.0
Subang,2023,404320.0
Subang,2024,434161.0
Sukabumi,2018,302213.0
Sukabumi,2019,309676.0
Sukabumi,2020,328284.0
Sukabumi,2021,342094.0
Sukabumi,2022,357636.0
Sukabumi,2023,392705.0
Sukabumi,2024,416751.0
Sukamara,2018,442086.0
Sukamara,2019,469353.0
Sukamara,2020,522601.0
Sukamara,2021,568578.0
Sukamara,2022,619116.0
Sukamara,2023,648534.0
Sukamara,2024,676781.0
Sukoharjo,2018,345363.0
Sukoharjo,2019,377319.0
Sukoharjo,2020,393776.0
Sukoharjo,2021,410273.0
Sukoharjo,2022,434318.0
Sukoharjo,2023,476675.0
Sukoharjo,2024,501693.0
Sumba Barat,2018,326334.0
Sumba Barat,2019,331713.0
Sumba Barat,2020,358252.0
Sumba Barat,2021,364361.0
Sumba Barat,2022,395592.0
Sumba Barat,2023,422382.0
Sumba Barat,2024,441428.0
Sumba Barat Daya,2018,350906.0
Sumba Barat Daya,2019,355252.0
Sumba Barat Daya,2020,383674.0
Sumba Barat Daya,2021,390217.0
Sumba Barat Daya,2022,432375.0
Sumba Barat Daya,2023,475879.0
Sumba Barat Daya,2024,494229.0
Sumba Tengah,2018,280425.0
Sumba Tengah,2019,285048.0
Sumba Tengah,2020,307853.0
Sumba Tengah,2021,311199.0
Sumba Tengah,2022,341513.0
Sumba Tengah,2023,362089.0
Sumba Tengah,2024,381760.0
Sumba Timur,2018,331295.0
Sumba Timur,2019,343589.0
Sumba Timur,2020,370487.0
Sumba Timur,2021,375859.0
Sumba Timur,2022,414832.0
Sumba Timur,2023,443502.0
Sumba Timur,2024,460384.0
Sumbawa,2018,320617.0
Sumbawa,2019,340254.0
Sumbawa,2020,369115.0
Sumbawa,2021,376307.0
Sumbawa,2022,404396.0
Sumbawa,2023,441977.0
Sumbawa,2024,477774.0
Sumbawa Barat,2018,459065.0
Sumbawa Barat,2019,468122.0
Sumbawa Barat,2020,489863.0
Sumbawa Barat,2021,499013.0
Sumbawa Barat,2022,518619.0
Sumbawa Barat,2023,565599.0
Sumbawa Barat,2024,611142.0
Sumedang,2018,334743.0
Sumedang,2019,342073.0
Sumedang,2020,353092.0
Sumedang,2021,360054.0
Sumedang,2022,371870.0
Sumedang,2023,396573.0
Sumedang,2024,422714.0
Sumenep,2018,340033.0
Sumenep,2019,357473.0
Sumenep,2020,382491.0
Sumenep,2021,400960.0
Sumenep,2022,427882.0
Sumenep,2023,471860.0
Sumenep,2024,506569.0
Supiori,2018,434625.0
Supiori,2019,447524.0
Supiori,2020,471401.0
Supiori,2021,498615.0
Supiori,2022,526482.0
Supiori,2023,554954.0
Supiori,2024,587783.0
Tabalong,2018,446765.0
Tabalong,2019,463980.0
Tabalong,2020,531180.0
Tabalong,2021,542800.0
Tabalong,2022,573018.0
Tabalong,2023,615912.0
Tabalong,2024,637132.0
Tabanan,2018,422345.0
Tabanan,2019,425926.0
Tabanan,2020,450571.0
Tabanan,2021,488750.0
Tabanan,2022,522520.0
Tabanan,2023,562801.0
Tabanan,2024,601963.0
Takalar,2018,335989.0
Takalar,2019,356973.0
Takalar,2020,364378.0
Takalar,2021,380564.0
Takalar,2022,399062.0
Takalar,2023,428941.0
Takalar,2024,455793.0
Tambrauw,2018,329708.0
Tambrauw,2019,362884.0
Tambrauw,2020,393268.0
Tambrauw,2021,399421.0
Tambrauw,2022,485342.0
Tambrauw,2023,528817.0
Tambrauw,2024,579473.0
Tana Tidung,2018,376876.0
Tana Tidung,2019,406949.0
Tana Tidung,2020,425348.0
Tana Tidung,2021,440599.0
Tana Tidung,2022,462898.0
Tana Tidung,2023,490400.0
Tana Tidung,2024,518696.0
Tana Toraja,2018,299570.0
Tana Toraja,2019,316911.0
Tana Toraja,2020,336877.0
Tana Toraja,2021,350220.0
Tana Toraja,2022,366753.0
Tana Toraja,2023,399202.0
Tana Toraja,2024,418308.0
Tanah Bumbu,2018,451714.0
Tanah Bumbu,2019,475763.0
Tanah Bumbu,2020,513803.0
Tanah Bumbu,2021,530568.0
Tanah Bumbu,2022,557500.0
Tanah Bumbu,2023,619249.0
Tanah Bumbu,2024,643652.0
Tanah Datar,2018,369833.0
Tanah Datar,2019,379041.0
Tanah Datar,2020,420049.0
Tanah Datar,2021,441793.0
Tanah Datar,2022,466907.0
Tanah Datar,2023,515587.0
Tanah Datar,2024,554665.0
Tanah Laut,2018,447212.0
Tanah Laut,2019,480010.0
Tanah Laut,2020,522845.0
Tanah Laut,2021,537854.0
Tanah Laut,2022,575061.0
Tanah Laut,2023,620532.0
Tanah Laut,2024,670062.0
Tangerang,2018,451325.0
Tangerang,2019,476636.0
Tangerang,2020,520742.0
Tangerang,2021,545065.0
Tangerang,2022,576122.0
Tangerang,2023,604362.0
Tangerang,2024,632941.0
Tanggamus,2018,351167.0
Tanggamus,2019,359580.0
Tanggamus,2020,397984.0
Tanggamus,2021,410510.0
Tanggamus,2022,430697.0
Tanggamus,2023,463925.0
Tanggamus,2024,496000.0
Tanjung Jabung Barat,2018,348495.0
Tanjung Jabung Barat,2019,364012.0
Tanjung Jabung Barat,2020,396113.0
Tanjung Jabung Barat,2021,409631.0
Tanjung Jabung Barat,2022,453956.0
Tanjung Jabung Barat,2023,499318.0
Tanjung Jabung Barat,2024,575337.0
Tanjung Jabung Timur,2018,361574.0
Tanjung Jabung Timur,2019,374735.0
Tanjung Jabung Timur,2020,392778.0
Tanjung Jabung Timur,2021,406772.0
Tanjung Jabung Timur,2022,468201.0
Tanjung Jabung Timur,2023,514905.0
Tanjung Jabung Timur,2024,592432.0
Tapanuli Selatan,2018,343407.0
Tapanuli Selatan,2019,364798.0
Tapanuli Selatan,2020,397363.0
Tapanuli Selatan,2021,420431.0
Tapanuli Selatan,2022,445612.0
Tapanuli Selatan,2023,480834.0
Tapanuli Selatan,2024,512480.0
Tapanuli Tengah,2018,369471.0
Tapanuli Tengah,2019,376474.0
Tapanuli Tengah,2020,406646.0
Tapanuli Tengah,2021,429050.0
Tapanuli Tengah,2022,450940.0
Tapanuli Tengah,2023,489760.0
Tapanuli Tengah,2024,527227.0
Tapanuli Utara,2018,357464.0
Tapanuli Utara,2019,377948.0
Tapanuli Utara,2020,406813.0
Tapanuli Utara,2021,437428.0
Tapanuli Utara,2022,466316.0
Tapanuli Utara,2023,499881.0
Tapanuli Utara,2024,531593.0
Tapin,2018,405591.0
Tapin,2019,406367.0
Tapin,2020,446577.0
Tapin,2021,459160.0
Tapin,2022,484113.0
Tapin,2023,516532.0
Tapin,2024,561101.0
Tasikmalaya,2018,306759.0
Tasikmalaya,2019,311848.0
Tasikmalaya,2020,323880.0
Tasikmalaya,2021,333909.0
Tasikmalaya,2022,347917.0
Tasikmalaya,2023,378958.0
Tasikmalaya,2024,400148.0
Tebo,2018,379390.0
Tebo,2019,404473.0
Tebo,2020,435523.0
Tebo,2021,448461.0
Tebo,2022,485883.0
Tebo,2023,528310.0
Tebo,2024,590573.0
Tegal,2018,332298.0
Tegal,2019,365334.0
Tegal,2020,390520.0
Tegal,2021,404655.0
Tegal,2022,434638.0
Tegal,2023,470728.0
Tegal,2024,497315.0
Teluk Bintuni,2018,587770.0
Teluk Bintuni,2019,644838.0
Teluk Bintuni,2020,683667.0
Teluk Bintuni,2021,693305.0
Teluk Bintuni,2022,716834.0
Teluk Bintuni,2023,787048.0
Teluk Bintuni,2024,794285.0
Teluk Wondama,2018,508345.0
Teluk Wondama,2019,557702.0
Teluk Wondama,2020,588838.0
Teluk Wondama,2021,597676.0
Teluk Wondama,2022,614573.0
Teluk Wondama,2023,659187.0
Teluk Wondama,2024,710854.0
Temanggung,2018,287981.0
Temanggung,2019,310176.0
Temanggung,2020,323705.0
Temanggung,2021,336034.0
Temanggung,2022,354012.0
Temanggung,2023,388369.0
Temanggung,2024,416086.0
Timor Tengah Selatan,2018,302124.0
Timor Tengah Selatan,2019,318986.0
Timor Tengah Selatan,2020,338099.0
Timor Tengah Selatan,2021,344239.0
Timor Tengah Selatan,2022,382167.0
Timor Tengah Selatan,2023,420783.0
Timor Tengah Selatan,2024,436707.0
Timor Tengah Utara,2018,343965.0
Timor Tengah Utara,2019,363162.0
Timor Tengah Utara,2020,386990.0
Timor Tengah Utara,2021,394818.0
Timor Tengah Utara,2022,440155.0
Timor Tengah Utara,2023,485744.0
Timor Tengah Utara,2024,499772.0
Toba Samosir,2018,352860.0
Toba Samosir,2019,373020.0
Toba Samosir,2020,404864.0
Toba Samosir,2021,435332.0
Toba Samosir,2022,465681.0
Toba Samosir,2023,496950.0
Toba Samosir,2024,531581.0
Tojo Una-Una,2018,442186.0
Tojo Una-Una,2019,472245.0
Tojo Una-Una,2020,504889.0
Tojo Una-Una,2021,521534.0
Tojo Una-Una,2022,547910.0
Tojo Una-Una,2023,597788.0
Tojo Una-Una,2024,622000.0
Toli-Toli,2018,299052.0
Toli-Toli,2019,317448.0
Toli-Toli,2020,343770.0
Toli-Toli,2021,354427.0
Toli-Toli,2022,378317.0
Toli-Toli,2023,405556.0
Toli-Toli,2024,441975.0
Tolikara,2018,371589.0
Tolikara,2019,382936.0
Tolikara,2020,404812.0
Tolikara,2021,441994.0
Tolikara,2022,472692.0
Tolikara,2023,525770.0
Tolikara,2024,675908.0
Toraja Utara,2018,309806.0
Toraja Utara,2019,314426.0
Toraja Utara,2020,328096.0
Toraja Utara,2021,348611.0
Toraja Utara,2022,364343.0
Toraja Utara,2023,395731.0
Toraja Utara,2024,413029.0
Trenggalek,2018,308644.0
Trenggalek,2019,323787.0
Trenggalek,2020,340915.0
Trenggalek,2021,358831.0
Trenggalek,2022,381448.0
Trenggalek,2023,411527.0
Trenggalek,2024,434146.0
Tuban,2018,328268.0
Tuban,2019,348503.0
Tuban,2020,371465.0
Tuban,2021,388176.0
Tuban,2022,421287.0
Tuban,2023,454336.0
Tuban,2024,488131.0
Tulang Bawang Barat,2018,384933.0
Tulang Bawang Barat,2019,391096.0
Tulang Bawang Barat,2020,432693.0
Tulang Bawang Barat,2021,447327.0
Tulang Bawang Barat,2022,476712.0
Tulang Bawang Barat,2023,511418.0
Tulang Bawang Barat,2024,544020.0
Tulangbawang,2018,384465.0
Tulangbawang,2019,393676.0
Tulangbawang,2020,438744.0
Tulangbawang,2021,456567.0
Tulangbawang,2022,486739.0
Tulangbawang,2023,522396.0
Tulangbawang,2024,560324.0
Tulungagung,2018,328640.0
Tulungagung,2019,341651.0
Tulungagung,2020,362213.0
Tulungagung,2021,374183.0
Tulungagung,2022,391888.0
Tulungagung,2023,423875.0
Tulungagung,2024,447793.0
Wajo,2018,297121.0
Wajo,2019,311017.0
Wajo,2020,350765.0
Wajo,2021,361181.0
Wajo,2022,375022.0
Wajo,2023,402351.0
Wajo,2024,431291.0
Wakatobi,2018,256308.0
Wakatobi,2019,278929.0
Wakatobi,2020,294440.0
Wakatobi,2021,302511.0
Wakatobi,2022,319981.0
Wakatobi,2023,340151.0
Wakatobi,2024,355748.0
Waropen,2018,632478.0
Waropen,2019,655060.0
Waropen,2020,691544.0
Waropen,2021,731467.0
Waropen,2022,769979.0
Waropen,2023,810167.0
Waropen,2024,835594.0
Way Kanan,2018,333033.0
Way Kanan,2019,341012.0
Way Kanan,2020,377712.0
Way Kanan,2021,389088.0
Way Kanan,2022,409522.0
Way Kanan,2023,433471.0
Way Kanan,2024,464717.0
Wonogiri,2018,293357.0
Wonogiri,2019,327364.0
Wonogiri,2020,341643.0
Wonogiri,2021,356728.0
Wonogiri,2022,376763.0
Wonogiri,2023,414901.0
Wonogiri,2024,443563.0
Wonosobo,2018,323490.0
Wonosobo,2019,340827.0
Wonosobo,2020,362683.0
Wonosobo,2021,373474.0
Wonosobo,2022,399180.0
Wonosobo,2023,425105.0
Wonosobo,2024,456351.0
Yahukimo,2018,379628.0
Yahukimo,2019,414936.0
Yahukimo,2020,428433.0
Yahukimo,2021,466113.0
Yahukimo,2022,496222.0
Yahukimo,2023,549772.0
Yahukimo,2024,718084.0
Yalimo,2018,320971.0
Yalimo,2019,330040.0
Yalimo,2020,347171.0
Yalimo,2021,378167.0
Yalimo,2022,395868.0
Yalimo,2023,434256.0
Yalimo,2024,600536.0
