Provinsi,Kabupaten/Kota,Tahun,Kelompok IKP
Aceh,Simeulue,2018,5
Aceh,Aceh Singkil,2018,5
Aceh,Aceh Selatan,2018,5
Aceh,Aceh Tenggara,2018,2
Aceh,Aceh Timur,2018,4
Aceh,Aceh Tengah,2018,5
Aceh,Aceh Barat,2018,5
Aceh,Aceh Besar,2018,4
Aceh,Pidie,2018,5
Aceh,Bireuen,2018,5
Aceh,Aceh Utara,2018,6
Aceh,Aceh Barat Daya,2018,5
Aceh,Gayo Lues,2018,5
Aceh,Aceh Tamiang,2018,5
Aceh,Nagan Raya,2018,5
Aceh,Aceh Jaya,2018,6
Aceh,Bener Meriah,2018,2
Aceh,Pidie Jaya,2018,5
Sumatera Utara,Nias,2018,5
Sumatera Utara,Mandailing Natal,2018,6
Sumatera Utara,Tapanuli Selatan,2018,5
Sumatera Utara,Tapanuli Tengah,2018,4
Sumatera Utara,Tapanuli Utara,2018,4
Sumatera Utara,Toba Samosir,2018,6
Sumatera Utara,Labuhan Batu,2018,6
Sumatera Utara,Asahan,2018,6
Sumatera Utara,Simalungun,2018,5
Sumatera Utara,Dairi,2018,6
Sumatera Utara,Karo,2018,6
Sumatera Utara,Deli Serdang,2018,6
Sumatera Utara,Langkat,2018,5
Sumatera Utara,Nias Selatan,2018,4
Sumatera Utara,Humbang Hasundutan,2018,5
Sumatera Utara,Pakpak Bharat,2018,5
Sumatera Utara,Samosir,2018,5
Sumatera Utara,Serdang Bedagai,2018,6
Sumatera Utara,Batu Bara,2018,6
Sumatera Utara,Padang Lawas Utara,2018,5
Sumatera Utara,Padang Lawas,2018,4
Sumatera Utara,Labuhan Batu Selatan,2018,2
Sumatera Utara,Labuhan Batu Utara,2018,6
Sumatera Utara,Nias Utara,2018,3
Sumatera Utara,Nias Barat,2018,3
Sumatera Barat,Kepulauan Mentawai,2018,5
Sumatera Barat,Pesisir Selatan,2018,2
Sumatera Barat,Solok,2018,6
Sumatera Barat,Sijunjung,2018,5
Sumatera Barat,Tanah Datar,2018,5
Sumatera Barat,Padang Pariaman,2018,6
Sumatera Barat,Agam,2018,6
Sumatera Barat,Limapuluh Koto,2018,6
Sumatera Barat,Pasaman,2018,6
Sumatera Barat,Solok Selatan,2018,6
Sumatera Barat,Dharmas Raya,2018,6
Sumatera Barat,Pasaman Barat,2018,5
Riau,Kuantan Sengingi,2018,4
Riau,Indragiri Hulu,2018,3
Riau,Indragiri Hilir,2018,4
Riau,Pelalawan,2018,5
Riau,Siak,2018,3
Riau,Kampar,2018,5
Riau,Rokan Hulu,2018,3
Riau,Bengkalis,2018,4
Riau,Rokan Hilir,2018,3
Riau,Kepulauan Meranti,2018,2
Jambi,Kerinci,2018,6
Jambi,Merangin,2018,6
Jambi,Sarolangun,2018,5
Jambi,Batang Hari,2018,4
Jambi,Muaro Jambi,2018,4
Jambi,Tanjung Jabung Timur,2018,5
Jambi,Tanjung Jabung Barat,2018,5
Jambi,Tebo,2018,5
Jambi,Bungo,2018,6
Sumatera Selatan,Ogan Komering Ulu,2018,5
Sumatera Selatan,Ogan Komering Ilir,2018,5
Sumatera Selatan,Muara Enim,2018,5
Sumatera Selatan,Lahat,2018,5
Sumatera Selatan,Musi Rawas,2018,6
Sumatera Selatan,Musi Banyuasin,2018,5
Sumatera Selatan,Banyuasin,2018,6
Sumatera Selatan,Ogan Komering Ulu Selatan,2018,6
Sumatera Selatan,Ogan Komering Ulu Timur,2018,5
Sumatera Selatan,Ogan Ilir,2018,5
Sumatera Selatan,Empat Lawang,2018,5
Sumatera Selatan,Penukal Abab Lematang Ilir,2018,5
Sumatera Selatan,Musi Rawas Utara,2018,4
Bengkulu,Bengkulu Selatan,2018,5
Bengkulu,Rejang Lebong,2018,5
Bengkulu,Bengkulu Utara,2018,5
Bengkulu,Kaur,2018,4
Bengkulu,Seluma,2018,5
Bengkulu,Mukomuko,2018,5
Bengkulu,Lebong,2018,5
Bengkulu,Kepahiang,2018,5
Bengkulu,Bengkulu Tengah,2018,5
Lampung,Lampung Barat,2018,6
Lampung,Tanggamus,2018,5
Lampung,Lampung Selatan,2018,5
Lampung,Lampung Timur,2018,5
Lampung,Lampung Tengah,2018,5
Lampung,Lampung Utara,2018,6
Lampung,Way Kanan,2018,6
Lampung,Tulang Bawang,2018,5
Lampung,Pesawaran,2018,5
Lampung,Pringsewu,2018,6
Lampung,Mesuji,2018,6
Lampung,Tulang Bawang Barat,2018,6
Lampung,Pesisir Barat,2018,5
Kepulauan Bangka Belitung,Bangka,2018,3
Kepulauan Bangka Belitung,Belitung,2018,3
Kepulauan Bangka Belitung,Bangka Barat,2018,4
Kepulauan Bangka Belitung,Bangka Tengah,2018,3
Kepulauan Bangka Belitung,Bangka Selatan,2018,4
Kepulauan Bangka Belitung,Belitung Timur,2018,3
Kepulauan Riau,Karimun,2018,3
Kepulauan Riau,Bintan,2018,3
Kepulauan Riau,Natuna,2018,3
Kepulauan Riau,Lingga,2018,2
Kepulauan Riau,Kepulauan Anambas,2018,2
DKI Jakarta,Kepulauan Seribu,2018,3
Jawa Barat,Bogor,2018,4
Jawa Barat,Sukabumi,2018,5
Jawa Barat,Cianjur,2018,5
Jawa Barat,Bandung,2018,5
Jawa Barat,Garut,2018,5
Jawa Barat,Tasikmalaya,2018,5
Jawa Barat,Ciamis,2018,5
Jawa Barat,Kuningan,2018,5
Jawa Barat,Cirebon,2018,5
Jawa Barat,Majalengka,2018,6
Jawa Barat,Sumedang,2018,6
Jawa Barat,Indramayu,2018,6
Jawa Barat,Subang,2018,6
Jawa Barat,Purwakarta,2018,5
Jawa Barat,Karawang,2018,6
Jawa Barat,Bekasi,2018,6
Jawa Barat,Bandung Barat,2018,5
Jawa Barat,Pangandaran,2018,6
Jawa Tengah,Cilacap,2018,6
Jawa Tengah,Banyumas,2018,5
Jawa Tengah,Purbalingga,2018,5
Jawa Tengah,Banjarnegara,2018,5
Jawa Tengah,Kebumen,2018,5
Jawa Tengah,Purworejo,2018,6
Jawa Tengah,Wonosobo,2018,6
Jawa Tengah,Magelang,2018,6
Jawa Tengah,Boyolali,2018,6
Jawa Tengah,Klaten,2018,6
Jawa Tengah,Sukoharjo,2018,6
Jawa Tengah,Wonogiri,2018,6
Jawa Tengah,Karanganyar,2018,6
Jawa Tengah,Sragen,2018,6
Jawa Tengah,Grobogan,2018,6
Jawa Tengah,Blora,2018,6
Jawa Tengah,Rembang,2018,6
Jawa Tengah,Pati,2018,6
Jawa Tengah,Kudus,2018,6
Jawa Tengah,Jepara,2018,6
Jawa Tengah,Demak,2018,6
Jawa Tengah,Semarang,2018,6
Jawa Tengah,Temanggung,2018,6
Jawa Tengah,Kendal,2018,6
Jawa Tengah,Batang,2018,6
Jawa Tengah,Pekalongan,2018,5
Jawa Tengah,Pemalang,2018,5
Jawa Tengah,Tegal,2018,5
Jawa Tengah,Brebes,2018,5
DI Yogyakarta,Kulon Progo,2018,6
DI Yogyakarta,Bantul,2018,6
DI Yogyakarta,Gunung Kidul,2018,6
DI Yogyakarta,Sleman,2018,6
Jawa Timur,Pacitan,2018,6
Jawa Timur,Ponorogo,2018,6
Jawa Timur,Trenggalek,2018,6
Jawa Timur,Tulungagung,2018,6
Jawa Timur,Blitar,2018,6
Jawa Timur,Kediri,2018,6
Jawa Timur,Malang,2018,6
Jawa Timur,Lumajang,2018,5
Jawa Timur,Jember,2018,5
Jawa Timur,Banyuwangi,2018,6
Jawa Timur,Bondowoso,2018,5
Jawa Timur,Situbondo,2018,5
Jawa Timur,Probolinggo,2018,5
Jawa Timur,Pasuruan,2018,6
Jawa Timur,Sidoarjo,2018,5
Jawa Timur,Mojokerto,2018,6
Jawa Timur,Jombang,2018,6
Jawa Timur,Nganjuk,2018,6
Jawa Timur,Madiun,2018,6
Jawa Timur,Magetan,2018,6
Jawa Timur,Ngawi,2018,6
Jawa Timur,Bojonegoro,2018,6
Jawa Timur,Tuban,2018,6
Jawa Timur,Lamongan,2018,6
Jawa Timur,Gresik,2018,6
Jawa Timur,Bangkalan,2018,4
Jawa Timur,Sampang,2018,5
Jawa Timur,Pamekasan,2018,4
Jawa Timur,Sumenep,2018,5
Banten,Pandeglang,2018,5
Banten,Lebak,2018,5
Banten,Tangerang,2018,5
Banten,Serang,2018,5
Bali,Jembrana,2018,6
Bali,Tabanan,2018,6
Bali,Badung,2018,6
Bali,Gianyar,2018,6
Bali,Klungkung,2018,6
Bali,Bangli,2018,6
Bali,Karangasem,2018,6
Bali,Buleleng,2018,6
Nusa Tenggara Barat,Lombok Barat,2018,5
Nusa Tenggara Barat,Lombok Tengah,2018,5
Nusa Tenggara Barat,Lombok Timur,2018,4
Nusa Tenggara Barat,Sumbawa,2018,6
Nusa Tenggara Barat,Dompu,2018,6
Nusa Tenggara Barat,Bima,2018,5
Nusa Tenggara Barat,Sumbawa Barat,2018,6
Nusa Tenggara Barat,Lombok Utara,2018,4
Nusa Tenggara Timur,Sumba Barat,2018,5
Nusa Tenggara Timur,Sumba Timur,2018,4
Nusa Tenggara Timur,Kupang,2018,3
Nusa Tenggara Timur,Timor Tengah Selatan,2018,4
Nusa Tenggara Timur,Timor Tengah Utara,2018,4
Nusa Tenggara Timur,Belu,2018,3
Nusa Tenggara Timur,Alor,2018,4
Nusa Tenggara Timur,Lembata,2018,4
Nusa Tenggara Timur,Flores Timur,2018,4
Nusa Tenggara Timur,Sikka,2018,3
Nusa Tenggara Timur,Ende,2018,4
Nusa Tenggara Timur,Ngada,2018,5
Nusa Tenggara Timur,Manggarai,2018,5
Nusa Tenggara Timur,Rote Ndao,2018,4
Nusa Tenggara Timur,Manggarai Barat,2018,5
Nusa Tenggara Timur,Sumba Tengah,2018,3
Nusa Tenggara Timur,Sumba Barat Daya,2018,5
Nusa Tenggara Timur,Nagekeo,2018,3
Nusa Tenggara Timur,Manggarai Timur,2018,3
Nusa Tenggara Timur,Sabu Raijua,2018,1
Nusa Tenggara Timur,Malaka,2018,3
Kalimantan Barat,Sambas,2018,6
Kalimantan Barat,Bengkayang,2018,5
Kalimantan Barat,Landak,2018,5
Kalimantan Barat,Mempawah,2018,6
Kalimantan Barat,Sanggau,2018,4
Kalimantan Barat,Ketapang,2018,5
Kalimantan Barat,Sintang,2018,6
Kalimantan Barat,Kapuas Hulu,2018,5
Kalimantan Barat,Sekadau,2018,5
Kalimantan Barat,Melawai,2018,4
Kalimantan Barat,Kayong Utara,2018,5
Kalimantan Barat,Kubu Raya,2018,5
Kalimantan Tengah,Kotawaringin Barat,2018,5
Kalimantan Tengah,Kotawaringin Timur,2018,5
Kalimantan Tengah,Kapuas,2018,6
Kalimantan Tengah,Barito Selatan,2018,5
Kalimantan Tengah,Barito Utara,2018,6
Kalimantan Tengah,Sukamara,2018,5
Kalimantan Tengah,Lamandau,2018,6
Kalimantan Tengah,Seruyan,2018,6
Kalimantan Tengah,Katingan,2018,6
Kalimantan Tengah,Pulang Pisau,2018,3
Kalimantan Tengah,Gunung Mas,2018,6
Kalimantan Tengah,Barito Timur,2018,4
Kalimantan Tengah,Murung Raya,2018,5
Kalimantan Selatan,Tanah Laut,2018,6
Kalimantan Selatan,Kota Baru,2018,6
Kalimantan Selatan,Banjar,2018,6
Kalimantan Selatan,Barito Kuala,2018,6
Kalimantan Selatan,Tapin,2018,6
Kalimantan Selatan,Hulu Sungai Selatan,2018,6
Kalimantan Selatan,Hulu Sungai Tengah,2018,6
Kalimantan Selatan,Hulu Sungai Utara,2018,6
Kalimantan Selatan,Tabalong,2018,6
Kalimantan Selatan,Tanah Bumbu,2018,6
Kalimantan Selatan,Balangan,2018,6
Kalimantan Timur,Paser,2018,5
Kalimantan Timur,Kutai Barat,2018,5
Kalimantan Timur,Kutai Kertanegara,2018,5
Kalimantan Timur,Kutai Timur,2018,5
Kalimantan Timur,Berau,2018,6
Kalimantan Timur,Penajam Paser Utara,2018,6
Kalimantan Timur,Mahakam Ulu,2018,5
Kalimantan Utara,Malinau,2018,6
Kalimantan Utara,Bulungan,2018,6
Kalimantan Utara,Tana Tidung,2018,6
Kalimantan Utara,Nunukan,2018,5
Sulawesi Utara,Bolaang Mongondow,2018,6
Sulawesi Utara,Minahasa,2018,6
Sulawesi Utara,Kepulauan Sangihe,2018,2
Sulawesi Utara,Kepulauan Talaud,2018,4
Sulawesi Utara,Minahasa Selatan,2018,5
Sulawesi Utara,Minahasa Utara,2018,6
Sulawesi Utara,Bolaang Mongondow Utara,2018,2
Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2018,5
Sulawesi Utara,Minahasa Tenggara,2018,5
Sulawesi Utara,Bolaang Mongondow Selatan,2018,6
Sulawesi Utara,Bolaang Mongondow Timur,2018,4
Sulawesi Tengah,Banggai Kepulauan,2018,4
Sulawesi Tengah,Banggai,2018,2
Sulawesi Tengah,Morowali,2018,5
Sulawesi Tengah,Poso,2018,6
Sulawesi Tengah,Donggala,2018,6
Sulawesi Tengah,Toli-Toli,2018,6
Sulawesi Tengah,Buol,2018,5
Sulawesi Tengah,Parigi Moutong,2018,5
Sulawesi Tengah,Tojo Una-Una,2018,4
Sulawesi Tengah,Sigi,2018,5
Sulawesi Tengah,Banggai Laut,2018,2
Sulawesi Tengah,Morowali Utara,2018,5
Sulawesi Selatan,Selayar,2018,5
Sulawesi Selatan,Bulukumba,2018,6
Sulawesi Selatan,Bantaeng,2018,6
Sulawesi Selatan,Jeneponto,2018,5
Sulawesi Selatan,Takalar,2018,6
Sulawesi Selatan,Gowa,2018,6
Sulawesi Selatan,Sinjai,2018,6
Sulawesi Selatan,Maros,2018,5
Sulawesi Selatan,Pangkajene dan Kepulauan,2018,6
Sulawesi Selatan,Barru,2018,6
Sulawesi Selatan,Bone,2018,6
Sulawesi Selatan,Soppeng,2018,6
Sulawesi Selatan,Wajo,2018,6
Sulawesi Selatan,Sidenreng Rappang,2018,6
Sulawesi Selatan,Pinrang,2018,6
Sulawesi Selatan,Enrekang,2018,5
Sulawesi Selatan,Luwu,2018,6
Sulawesi Selatan,Tana Toraja,2018,5
Sulawesi Selatan,Luwu Utara,2018,6
Sulawesi Selatan,Luwu Timur,2018,6
Sulawesi Selatan,Toraja Utara,2018,5
Sulawesi Tenggara,Buton,2018,6
Sulawesi Tenggara,Muna,2018,6
Sulawesi Tenggara,Konawe,2018,4
Sulawesi Tenggara,Kolaka,2018,4
Sulawesi Tenggara,Konawe Selatan,2018,6
Sulawesi Tenggara,Bombana,2018,6
Sulawesi Tenggara,Wakatobi,2018,5
Sulawesi Tenggara,Kolaka Utara,2018,4
Sulawesi Tenggara,Buton Utara,2018,6
Sulawesi Tenggara,Konawe Utara,2018,5
Sulawesi Tenggara,Kolaka Timur,2018,6
Sulawesi Tenggara,Konawe Kepulauan,2018,4
Sulawesi Tenggara,Muna Barat,2018,3
Sulawesi Tenggara,Buton Tengah,2018,2
Sulawesi Tenggara,Buton Selatan,2018,2
Gorontalo,Boalemo,2018,5
Gorontalo,Gorontalo,2018,5
Gorontalo,Pohuwato,2018,5
Gorontalo,Bone Bolango,2018,5
Gorontalo,Gorontalo Utara,2018,5
Sulawesi Barat,Majene,2018,5
Sulawesi Barat,Polewali Mandar,2018,6
Sulawesi Barat,Mamasa,2018,4
Sulawesi Barat,Mamuju,2018,5
Sulawesi Barat,Mamuju Utara,2018,4
Sulawesi Barat,Mamuju Tengah,2018,6
Maluku,Kepulauan Tanimbar,2018,4
Maluku,Maluku Tenggara,2018,4
Maluku,Maluku Tengah,2018,1
Maluku,Buru,2018,5
Maluku,Kepulauan Aru,2018,3
Maluku,Seram Bagian Barat,2018,3
Maluku,Seram Bagian Timur,2018,1
Maluku,Maluku Barat Daya,2018,2
Maluku,Buru Selatan,2018,3
Maluku Utara,Halmahera Barat,2018,4
Maluku Utara,Halmahera Tengah,2018,4
Maluku Utara,Kepulauan Sula,2018,6
Maluku Utara,Halmahera Selatan,2018,5
Maluku Utara,Halmahera Utara,2018,3
Maluku Utara,Halmahera Timur,2018,5
Maluku Utara,Pulau Morotai,2018,5
Maluku Utara,Pulau Taliabu,2018,2
Papua Barat,Fak-Fak,2018,1
Papua Barat,Kaimana,2018,2
Papua Barat,Teluk Wondama,2018,1
Papua Barat,Teluk Bintuni,2018,1
Papua Barat,Manokwari,2018,4
Papua Barat,Sorong Selatan,2018,2
Papua Barat,Sorong,2018,3
Papua Barat,Raja Ampat,2018,3
Papua Barat,Tambrauw,2018,1
Papua Barat,Maybrat,2018,1
Papua Barat,Manokwari Selatan,2018,3
Papua Barat,Pegunungan Arfak,2018,1
Papua,Merauke,2018,6
Papua,Jayawijaya,2018,3
Papua,Jayapura,2018,1
Papua,Nabire,2018,6
Papua,Kepulauan Yapen,2018,4
Papua,Biak Namfor,2018,2
Papua,Paniai,2018,4
Papua,Puncak Jaya,2018,3
Papua,Mimika,2018,5
Papua,Boven Digoel,2018,2
Papua,Mappi,2018,1
Papua,Asmat,2018,1
Papua,Yahukimo,2018,1
Papua,Pegunungan Bintang,2018,1
Papua,Tolikara,2018,1
Papua,Sarmi,2018,1
Papua,Keerom,2018,3
Papua,Waropen,2018,2
Papua,Supiori,2018,1
Papua,Mamberamo Raya,2018,1
Papua,Nduga,2018,1
Papua,Lanny Jaya,2018,1
Papua,Mamberamo Tengah,2018,1
Papua,Yalimo,2018,1
Papua,Puncak,2018,1
Papua,Dogiyai,2018,1
Papua,Intan Jaya,2018,1
Papua,Deiyai,2018,3
Aceh,Kota Banda Aceh,2018,6
Aceh,Kota Sabang,2018,4
Aceh,Kota Langsa,2018,5
Aceh,Kota Lhokseumawe,2018,5
Aceh,Kota Subulussalam,2018,1
Sumatera Utara,Kota Sibolga,2018,6
Sumatera Utara,Kota Tanjung Balai,2018,4
Sumatera Utara,Kota Pematang Siantar,2018,3
Sumatera Utara,Kota Tebing Tinggi,2018,5
Sumatera Utara,Kota Medan,2018,5
Sumatera Utara,Kota Binjai,2018,6
Sumatera Utara,Kota Padang Sidimpuan,2018,4
Sumatera Utara,Kota Gunungsitoli,2018,2
Sumatera Barat,Kota Padang,2018,6
Sumatera Barat,Kota Solok,2018,6
Sumatera Barat,Kota Sawah Lunto,2018,5
Sumatera Barat,Kota Padang Panjang,2018,6
Sumatera Barat,Kota Bukittinggi,2018,6
Sumatera Barat,Kota Payakumbuh,2018,6
Sumatera Barat,Kota Pariaman,2018,5
Riau,Kota Pekanbaru,2018,6
Riau,Kota Dumai,2018,5
Jambi,Kota Jambi,2018,6
Jambi,Kota Sungai Penuh,2018,5
Sumatera Selatan,Kota Palembang,2018,6
Sumatera Selatan,Kota Prabumulih,2018,3
Sumatera Selatan,Kota Pagar Alam,2018,4
Sumatera Selatan,Kota Lubuklinggau,2018,2
Bengkulu,Kota Bengkulu,2018,5
Lampung,Kota Bandar Lampung,2018,5
Lampung,Kota Metro,2018,5
Kepulauan Bangka Belitung,Kota Pangkal Pinang,2018,6
Kepulauan Riau,Kota Batam,2018,6
Kepulauan Riau,Kota Tanjung Pinang,2018,5
DKI Jakarta,Kota Jakarta Selatan,2018,6
DKI Jakarta,Kota Jakarta Timur,2018,6
DKI Jakarta,Kota Jakarta Pusat,2018,6
DKI Jakarta,Kota Jakarta Barat,2018,6
DKI Jakarta,Kota Jakarta Utara,2018,6
Jawa Barat,Kota Bogor,2018,6
Jawa Barat,Kota Sukabumi,2018,5
Jawa Barat,Kota Bandung,2018,6
Jawa Barat,Kota Cirebon,2018,6
Jawa Barat,Kota Bekasi,2018,6
Jawa Barat,Kota Depok,2018,6
Jawa Barat,Kota Cimahi,2018,6
Jawa Barat,Kota Tasikmalaya,2018,4
Jawa Barat,Kota Banjar,2018,5
Jawa Tengah,Kota Magelang,2018,6
Jawa Tengah,Kota Surakarta,2018,6
Jawa Tengah,Kota Salatiga,2018,6
Jawa Tengah,Kota Semarang,2018,6
Jawa Tengah,Kota Pekalongan,2018,5
Jawa Tengah,Kota Tegal,2018,5
DI Yogyakarta,Kota Yogyakarta,2018,6
Jawa Timur,Kota Kediri,2018,5
Jawa Timur,Kota Blitar,2018,5
Jawa Timur,Kota Malang,2018,6
Jawa Timur,Kota Probolinggo,2018,5
Jawa Timur,Kota Pasuruan,2018,5
Jawa Timur,Kota Mojokerto,2018,6
Jawa Timur,Kota Madiun,2018,6
Jawa Timur,Kota Surabaya,2018,6
Jawa Timur,Kota Batu,2018,5
Banten,Kota Tangerang,2018,6
Banten,Kota Cilegon,2018,5
Banten,Kota Serang,2018,4
Banten,Kota Tangerang Selatan,2018,6
Bali,Kota Denpasar,2018,6
Nusa Tenggara Barat,Kota Mataram,2018,5
Nusa Tenggara Barat,Kota Bima,2018,4
Nusa Tenggara Timur,Kota Kupang,2018,5
Kalimantan Barat,Kota Pontianak,2018,5
Kalimantan Barat,Kota Singkawang,2018,4
Kalimantan Tengah,Kota Palangka Raya,2018,6
Kalimantan Selatan,Kota Banjarmasin,2018,6
Kalimantan Selatan,Kota Banjar Baru,2018,5
Kalimantan Timur,Kota Balikpapan,2018,6
Kalimantan Timur,Kota Samarinda,2018,6
Kalimantan Timur,Kota Bontang,2018,6
Kalimantan Utara,Kota Tarakan,2018,6
Sulawesi Utara,Kota Manado,2018,6
Sulawesi Utara,Kota Bitung,2018,5
Sulawesi Utara,Kota Tomohon,2018,6
Sulawesi Utara,Kota Kotamobago,2018,5
Sulawesi Tengah,Kota Palu,2018,6
Sulawesi Selatan,Kota Makasar,2018,6
Sulawesi Selatan,Kota Pare-Pare,2018,6
Sulawesi Selatan,Kota Palopo,2018,5
Sulawesi Tenggara,Kota Kendari,2018,6
Sulawesi Tenggara,Kota Bau-Bau,2018,5
Gorontalo,Kota Gorontalo,2018,6
Maluku,Kota Ambon,2018,5
Maluku,Kota Tual,2018,1
Maluku Utara,Kota Ternate,2018,6
Maluku Utara,Kota Tidore Kepulauan,2018,3
Papua Barat,Kota Sorong,2018,4
Papua,Kota Jayapura,2018,4
Aceh,Simeulue,2019,5
Aceh,Aceh Singkil,2019,6
Aceh,Aceh Selatan,2019,5
Aceh,Aceh Tenggara,2019,2
Aceh,Aceh Timur,2019,5
Aceh,Aceh Tengah,2019,5
Aceh,Aceh Barat,2019,5
Aceh,Aceh Besar,2019,5
Aceh,Pidie,2019,5
Aceh,Bireuen,2019,5
Aceh,Aceh Utara,2019,6
Aceh,Aceh Barat Daya,2019,5
Aceh,Gayo Lues,2019,5
Aceh,Aceh Tamiang,2019,6
Aceh,Nagan Raya,2019,5
Aceh,Aceh Jaya,2019,6
Aceh,Bener Meriah,2019,3
Aceh,Pidie Jaya,2019,6
Sumatera Utara,Nias,2019,4
Sumatera Utara,Mandailing Natal,2019,6
Sumatera Utara,Tapanuli Selatan,2019,5
Sumatera Utara,Tapanuli Tengah,2019,4
Sumatera Utara,Tapanuli Utara,2019,4
Sumatera Utara,Toba Samosir,2019,6
Sumatera Utara,Labuhan Batu,2019,6
Sumatera Utara,Asahan,2019,6
Sumatera Utara,Simalungun,2019,5
Sumatera Utara,Dairi,2019,6
Sumatera Utara,Karo,2019,6
Sumatera Utara,Deli Serdang,2019,4
Sumatera Utara,Langkat,2019,6
Sumatera Utara,Nias Selatan,2019,4
Sumatera Utara,Humbang Hasundutan,2019,4
Sumatera Utara,Pakpak Bharat,2019,5
Sumatera Utara,Samosir,2019,5
Sumatera Utara,Serdang Bedagai,2019,6
Sumatera Utara,Batu Bara,2019,5
Sumatera Utara,Padang Lawas Utara,2019,4
Sumatera Utara,Padang Lawas,2019,4
Sumatera Utara,Labuhan Batu Selatan,2019,2
Sumatera Utara,Labuhan Batu Utara,2019,6
Sumatera Utara,Nias Utara,2019,3
Sumatera Utara,Nias Barat,2019,2
Sumatera Barat,Kepulauan Mentawai,2019,6
Sumatera Barat,Pesisir Selatan,2019,1
Sumatera Barat,Solok,2019,6
Sumatera Barat,Sijunjung,2019,6
Sumatera Barat,Tanah Datar,2019,6
Sumatera Barat,Padang Pariaman,2019,6
Sumatera Barat,Agam,2019,6
Sumatera Barat,Limapuluh Koto,2019,6
Sumatera Barat,Pasaman,2019,6
Sumatera Barat,Solok Selatan,2019,6
Sumatera Barat,Dharmas Raya,2019,6
Sumatera Barat,Pasaman Barat,2019,6
Riau,Kuantan Sengingi,2019,5
Riau,Indragiri Hulu,2019,4
Riau,Indragiri Hilir,2019,5
Riau,Pelalawan,2019,6
Riau,Siak,2019,4
Riau,Kampar,2019,6
Riau,Rokan Hulu,2019,4
Riau,Bengkalis,2019,4
Riau,Rokan Hilir,2019,3
Riau,Kepulauan Meranti,2019,3
Jambi,Kerinci,2019,6
Jambi,Merangin,2019,5
Jambi,Sarolangun,2019,5
Jambi,Batang Hari,2019,5
Jambi,Muaro Jambi,2019,5
Jambi,Tanjung Jabung Timur,2019,5
Jambi,Tanjung Jabung Barat,2019,5
Jambi,Tebo,2019,5
Jambi,Bungo,2019,5
Sumatera Selatan,Ogan Komering Ulu,2019,4
Sumatera Selatan,Ogan Komering Ilir,2019,6
Sumatera Selatan,Muara Enim,2019,5
Sumatera Selatan,Lahat,2019,5
Sumatera Selatan,Musi Rawas,2019,6
Sumatera Selatan,Musi Banyuasin,2019,6
Sumatera Selatan,Banyuasin,2019,6
Sumatera Selatan,Ogan Komering Ulu Selatan,2019,6
Sumatera Selatan,Ogan Komering Ulu Timur,2019,5
Sumatera Selatan,Ogan Ilir,2019,5
Sumatera Selatan,Empat Lawang,2019,4
Sumatera Selatan,Penukal Abab Lematang Ilir,2019,5
Sumatera Selatan,Musi Rawas Utara,2019,4
Bengkulu,Bengkulu Selatan,2019,5
Bengkulu,Rejang Lebong,2019,5
Bengkulu,Bengkulu Utara,2019,4
Bengkulu,Kaur,2019,5
Bengkulu,Seluma,2019,4
Bengkulu,Mukomuko,2019,5
Bengkulu,Lebong,2019,5
Bengkulu,Kepahiang,2019,5
Bengkulu,Bengkulu Tengah,2019,5
Lampung,Lampung Barat,2019,6
Lampung,Tanggamus,2019,5
Lampung,Lampung Selatan,2019,5
Lampung,Lampung Timur,2019,5
Lampung,Lampung Tengah,2019,6
Lampung,Lampung Utara,2019,6
Lampung,Way Kanan,2019,6
Lampung,Tulang Bawang,2019,6
Lampung,Pesawaran,2019,6
Lampung,Pringsewu,2019,6
Lampung,Mesuji,2019,6
