Provinsi,Kabupaten/Kota,Tahun,Kelompok IKP
Nusa Tenggara Timur,Sumba Barat,2020,4
Nusa Tenggara Timur,Sumba Timur,2020,4
Nusa Tenggara Timur,Kupang,2020,4
Nusa Tenggara Timur,Timor Tengah Selatan,2020,4
Nusa Tenggara Timur,Timor Tengah Utara,2020,5
Nusa Tenggara Timur,Belu,2020,5
Nusa Tenggara Timur,Alor,2020,4
Nusa Tenggara Timur,Lembata,2020,4
Nusa Tenggara Timur,Flores Timur,2020,5
Nusa Tenggara Timur,Sikka,2020,5
Nusa Tenggara Timur,Ende,2020,5
Nusa Tenggara Timur,Ngada,2020,6
Nusa Tenggara Timur,Manggarai,2020,5
Nusa Tenggara Timur,Rote Ndao,2020,5
Nusa Tenggara Timur,Manggarai Barat,2020,5
Nusa Tenggara Timur,Sumba Tengah,2020,4
Nusa Tenggara Timur,Sumba Barat Daya,2020,3
Nusa Tenggara Timur,Nagekeo,2020,5
Nusa Tenggara Timur,Manggarai Timur,2020,4
Nusa Tenggara Timur,Sabu Raijua,2020,2
Nusa Tenggara Timur,Malaka,2020,5
Kalimantan Barat,Sambas,2020,5
Kalimantan Barat,Bengkayang,2020,6
Kalimantan Barat,Landak,2020,5
Kalimantan Barat,Mempawah,2020,5
Kalimantan Barat,Sanggau,2020,6
Kalimantan Barat,Ketapang,2020,5
Kalimantan Barat,Sintang,2020,5
Kalimantan Barat,Kapuas Hulu,2020,5
Kalimantan Barat,Sekadau,2020,6
Kalimantan Barat,Melawai,2020,4
Kalimantan Barat,Kayong Utara,2020,5
Kalimantan Barat,Kubu Raya,2020,5
Kalimantan Tengah,Kotawaringin Barat,2020,4
Kalimantan Tengah,Kotawaringin Timur,2020,6
Kalimantan Tengah,Kapuas,2020,6
Kalimantan Tengah,Barito Selatan,2020,5
Kalimantan Tengah,Barito Utara,2020,6
Kalimantan Tengah,Sukamara,2020,5
Kalimantan Tengah,Lamandau,2020,6
Kalimantan Tengah,Seruyan,2020,4
Kalimantan Tengah,Katingan,2020,6
Kalimantan Tengah,Pulang Pisau,2020,6
Kalimantan Tengah,Gunung Mas,2020,3
Kalimantan Tengah,Barito Timur,2020,5
Kalimantan Tengah,Murung Raya,2020,4
Kalimantan Selatan,Tanah Laut,2020,6
Kalimantan Selatan,Kota Baru,2020,6
Kalimantan Selatan,Banjar,2020,6
Kalimantan Selatan,Barito Kuala,2020,6
Kalimantan Selatan,Tapin,2020,6
Kalimantan Selatan,Hulu Sungai Selatan,2020,6
Kalimantan Selatan,Hulu Sungai Tengah,2020,6
Kalimantan Selatan,Hulu Sungai Utara,2020,6
Kalimantan Selatan,Tabalong,2020,6
Kalimantan Selatan,Tanah Bumbu,2020,6
Kalimantan Selatan,Balangan,2020,6
Kalimantan Timur,Paser,2020,6
Kalimantan Timur,Kutai Barat,2020,3
Kalimantan Timur,Kutai Kertanegara,2020,6
Kalimantan Timur,Kutai Timur,2020,5
Kalimantan Timur,Berau,2020,6
Kalimantan Timur,Penajam Paser Utara,2020,6
Kalimantan Timur,Mahakam Ulu,2020,4
Kalimantan Utara,Malinau,2020,5
Kalimantan Utara,Bulungan,2020,6
Kalimantan Utara,Tana Tidung,2020,3
Kalimantan Utara,Nunukan,2020,6
Sulawesi Utara,Bolaang Mongondow,2020,6
Sulawesi Utara,Minahasa,2020,6
Sulawesi Utara,Kepulauan Sangihe,2020,3
Sulawesi Utara,Kepulauan Talaud,2020,6
Sulawesi Utara,Minahasa Selatan,2020,6
Sulawesi Utara,Minahasa Utara,2020,6
Sulawesi Utara,Bolaang Mongondow Utara,2020,6
Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2020,3
Sulawesi Utara,Minahasa Tenggara,2020,6
Sulawesi Utara,Bolaang Mongondow Selatan,2020,6
Sulawesi Utara,Bolaang Mongondow Timur,2020,6
Sulawesi Tengah,Banggai Kepulauan,2020,4
Sulawesi Tengah,Banggai,2020,6
Sulawesi Tengah,Morowali,2020,6
Sulawesi Tengah,Poso,2020,6
Sulawesi Tengah,Donggala,2020,5
Sulawesi Tengah,Toli-Toli,2020,6
Sulawesi Tengah,Buol,2020,6
Sulawesi Tengah,Parigi Moutong,2020,5
Sulawesi Tengah,Tojo Una-Una,2020,6
Sulawesi Tengah,Sigi,2020,5
Sulawesi Tengah,Banggai Laut,2020,2
Sulawesi Tengah,Morowali Utara,2020,6
Sulawesi Selatan,Selayar,2020,4
Sulawesi Selatan,Bulukumba,2020,6
Sulawesi Selatan,Bantaeng,2020,6
Sulawesi Selatan,Jeneponto,2020,6
Sulawesi Selatan,Takalar,2020,6
Sulawesi Selatan,Gowa,2020,6
Sulawesi Selatan,Sinjai,2020,6
Sulawesi Selatan,Maros,2020,6
Sulawesi Selatan,Pangkajene dan Kepulauan,2020,6
Sulawesi Selatan,Barru,2020,6
Sulawesi Selatan,Bone,2020,6
Sulawesi Selatan,Soppeng,2020,6
Sulawesi Selatan,Wajo,2020,6
Sulawesi Selatan,Sidenreng Rappang,2020,6
Sulawesi Selatan,Pinrang,2020,6
Sulawesi Selatan,Enrekang,2020,6
Sulawesi Selatan,Luwu,2020,6
Sulawesi Selatan,Tana Toraja,2020,6
Sulawesi Selatan,Luwu Utara,2020,6
Sulawesi Selatan,Luwu Timur,2020,6
Sulawesi Selatan,Toraja Utara,2020,6
Sulawesi Tenggara,Buton,2020,5
Sulawesi Tenggara,Muna,2020,6
Sulawesi Tenggara,Konawe,2020,6
Sulawesi Tenggara,Kolaka,2020,6
Sulawesi Tenggara,Konawe Selatan,2020,6
Sulawesi Tenggara,Bombana,2020,6
Sulawesi Tenggara,Wakatobi,2020,5
Sulawesi Tenggara,Kolaka Utara,2020,6
Sulawesi Tenggara,Buton Utara,2020,5
Sulawesi Tenggara,Konawe Utara,2020,5
Sulawesi Tenggara,Kolaka Timur,2020,6
Sulawesi Tenggara,Konawe Kepulauan,2020,4
Sulawesi Tenggara,Muna Barat,2020,6
Sulawesi Tenggara,Buton Tengah,2020,5
Sulawesi Tenggara,Buton Selatan,2020,5
Gorontalo,Boalemo,2020,6
Gorontalo,Gorontalo,2020,6
Gorontalo,Pohuwato,2020,6
Gorontalo,Bone Bolango,2020,6
Gorontalo,Gorontalo Utara,2020,6
Sulawesi Barat,Majene,2020,5
Sulawesi Barat,Polewali Mandar,2020,5
Sulawesi Barat,Mamasa,2020,5
Sulawesi Barat,Mamuju,2020,6
Sulawesi Barat,Mamuju Utara,2020,6
Sulawesi Barat,Mamuju Tengah,2020,6
Maluku,Kepulauan Tanimbar,2020,2
Maluku,Maluku Tenggara,2020,2
Maluku,Maluku Tengah,2020,5
Maluku,Buru,2020,6
Maluku,Kepulauan Aru,2020,1
Maluku,Seram Bagian Barat,2020,3
Maluku,Seram Bagian Timur,2020,4
Maluku,Maluku Barat Daya,2020,4
Maluku,Buru Selatan,2020,3
Maluku Utara,Halmahera Barat,2020,3
Maluku Utara,Halmahera Tengah,2020,4
Maluku Utara,Kepulauan Sula,2020,2
Maluku Utara,Halmahera Selatan,2020,2
Maluku Utara,Halmahera Utara,2020,6
Maluku Utara,Halmahera Timur,2020,5
Maluku Utara,Pulau Morotai,2020,6
Maluku Utara,Pulau Taliabu,2020,2
Papua Barat,Fak-Fak,2020,2
Papua Barat,Kaimana,2020,2
Papua Barat,Teluk Wondama,2020,1
Papua Barat,Teluk Bintuni,2020,2
Papua Barat,Manokwari,2020,5
Papua Barat,Sorong Selatan,2020,2
Papua Barat,Sorong,2020,4
Papua Barat,Raja Ampat,2020,3
Papua Barat,Tambrauw,2020,1
Papua Barat,Maybrat,2020,1
Papua Barat,Manokwari Selatan,2020,4
Papua Barat,Pegunungan Arfak,2020,1
Papua,Merauke,2020,6
Papua,Jayawijaya,2020,1
Papua,Jayapura,2020,3
Papua,Nabire,2020,4
Papua,Kepulauan Yapen,2020,2
Papua,Biak Namfor,2020,2
Papua,Paniai,2020,1
Papua,Puncak Jaya,2020,1
Papua,Mimika,2020,3
Papua,Boven Digoel,2020,1
Papua,Mappi,2020,1
Papua,Asmat,2020,1
Papua,Yahukimo,2020,1
Papua,Pegunungan Bintang,2020,1
Papua,Tolikara,2020,1
Papua,Sarmi,2020,2
Papua,Keerom,2020,4
Papua,Waropen,2020,1
Papua,Supiori,2020,1
Papua,Mamberamo Raya,2020,1
Papua,Nduga,2020,1
Papua,Lanny Jaya,2020,1
Papua,Mamberamo Tengah,2020,1
Papua,Yalimo,2020,1
Papua,Puncak,2020,1
Papua,Dogiyai,2020,1
Papua,Intan Jaya,2020,1
Papua,Deiyai,2020,1
Aceh,Kota Banda Aceh,2020,6
Aceh,Kota Sabang,2020,5
Aceh,Kota Langsa,2020,6
Aceh,Kota Lhokseumawe,2020,5
Aceh,Kota Subulussalam,2020,1
Sumatera Utara,Kota Sibolga,2020,5
Sumatera Utara,Kota Tanjung Balai,2020,4
Sumatera Utara,Kota Pematang Siantar,2020,6
Sumatera Utara,Kota Tebing Tinggi,2020,5
Sumatera Utara,Kota Medan,2020,6
Sumatera Utara,Kota Binjai,2020,6
Sumatera Utara,Kota Padang Sidimpuan,2020,5
Sumatera Utara,Kota Gunungsitoli,2020,3
Sumatera Barat,Kota Padang,2020,6
Sumatera Barat,Kota Solok,2020,6
Sumatera Barat,Kota Sawah Lunto,2020,5
Sumatera Barat,Kota Padang Panjang,2020,6
Sumatera Barat,Kota Bukittinggi,2020,6
Sumatera Barat,Kota Payakumbuh,2020,6
Sumatera Barat,Kota Pariaman,2020,6
Riau,Kota Pekanbaru,2020,6
Riau,Kota Dumai,2020,5
Jambi,Kota Jambi,2020,6
Jambi,Kota Sungai Penuh,2020,5
Sumatera Selatan,Kota Palembang,2020,6
Sumatera Selatan,Kota Prabumulih,2020,5
Sumatera Selatan,Kota Pagar Alam,2020,3
Sumatera Selatan,Kota Lubuklinggau,2020,4
Bengkulu,Kota Bengkulu,2020,5
Lampung,Kota Bandar Lampung,2020,6
Lampung,Kota Metro,2020,6
Kepulauan Bangka Belitung,Kota Pangkal Pinang,2020,6
Kepulauan Riau,Kota Batam,2020,6
Kepulauan Riau,Kota Tanjung Pinang,2020,6
DKI Jakarta,Kota Jakarta Selatan,2020,6
DKI Jakarta,Kota Jakarta Timur,2020,6
DKI Jakarta,Kota Jakarta Pusat,2020,6
DKI Jakarta,Kota Jakarta Barat,2020,6
DKI Jakarta,Kota Jakarta Utara,2020,6
Jawa Barat,Kota Bogor,2020,6
Jawa Barat,Kota Sukabumi,2020,5
Jawa Barat,Kota Bandung,2020,6
Jawa Barat,Kota Cirebon,2020,6
Jawa Barat,Kota Bekasi,2020,6
Jawa Barat,Kota Depok,2020,6
Jawa Barat,Kota Cimahi,2020,6
Jawa Barat,Kota Tasikmalaya,2020,4
Jawa Barat,Kota Banjar,2020,4
Jawa Tengah,Kota Magelang,2020,6
Jawa Tengah,Kota Surakarta,2020,6
Jawa Tengah,Kota Salatiga,2020,6
Jawa Tengah,Kota Semarang,2020,6
Jawa Tengah,Kota Pekalongan,2020,5
Jawa Tengah,Kota Tegal,2020,6
DI Yogyakarta,Kota Yogyakarta,2020,6
Jawa Timur,Kota Kediri,2020,6
Jawa Timur,Kota Blitar,2020,6
Jawa Timur,Kota Malang,2020,6
Jawa Timur,Kota Probolinggo,2020,6
Jawa Timur,Kota Pasuruan,2020,5
Jawa Timur,Kota Mojokerto,2020,6
Jawa Timur,Kota Madiun,2020,6
Jawa Timur,Kota Surabaya,2020,6
Jawa Timur,Kota Batu,2020,6
Banten,Kota Tangerang,2020,6
Banten,Kota Cilegon,2020,5
Banten,Kota Serang,2020,5
Banten,Kota Tangerang Selatan,2020,6
Bali,Kota Denpasar,2020,6
Nusa Tenggara Barat,Kota Mataram,2020,6
Nusa Tenggara Barat,Kota Bima,2020,5
Nusa Tenggara Timur,Kota Kupang,2020,6
Kalimantan Barat,Kota Pontianak,2020,5
Kalimantan Barat,Kota Singkawang,2020,4
Kalimantan Tengah,Kota Palangka Raya,2020,6
Kalimantan Selatan,Kota Banjarmasin,2020,6
Kalimantan Selatan,Kota Banjar Baru,2020,5
Kalimantan Timur,Kota Balikpapan,2020,6
Kalimantan Timur,Kota Samarinda,2020,6
Kalimantan Timur,Kota Bontang,2020,6
Kalimantan Utara,Kota Tarakan,2020,6
Sulawesi Utara,Kota Manado,2020,6
Sulawesi Utara,Kota Bitung,2020,5
Sulawesi Utara,Kota Tomohon,2020,6
Sulawesi Utara,Kota Kotamobago,2020,6
Sulawesi Tengah,Kota Palu,2020,6
Sulawesi Selatan,Kota Makasar,2020,6
Sulawesi Selatan,Kota Pare-Pare,2020,6
Sulawesi Selatan,Kota Palopo,2020,6
Sulawesi Tenggara,Kota Kendari,2020,6
Sulawesi Tenggara,Kota Bau-Bau,2020,6
Gorontalo,Kota Gorontalo,2020,6
Maluku,Kota Ambon,2020,6
Maluku,Kota Tual,2020,2
Maluku Utara,Kota Ternate,2020,6
Maluku Utara,Kota Tidore Kepulauan,2020,4
Papua Barat,Kota Sorong,2020,5
Papua,Kota Jayapura,2020,5
Aceh,Simeulue,2021,5
Aceh,Aceh Singkil,2021,3
Aceh,Aceh Selatan,2021,5
Aceh,Aceh Tenggara,2021,6
Aceh,Aceh Timur,2021,6
Aceh,Aceh Tengah,2021,4
Aceh,Aceh Barat,2021,6
Aceh,Aceh Besar,2021,6
Aceh,Pidie,2021,5
Aceh,Bireuen,2021,6
Aceh,Aceh Utara,2021,6
Aceh,Aceh Barat Daya,2021,6
Aceh,Gayo Lues,2021,5
Aceh,Aceh Tamiang,2021,6
Aceh,Nagan Raya,2021,6
Aceh,Aceh Jaya,2021,6
Aceh,Bener Meriah,2021,2
Aceh,Pidie Jaya,2021,6
Sumatera Utara,Nias,2021,4
Sumatera Utara,Mandailing Natal,2021,4
Sumatera Utara,Tapanuli Selatan,2021,5
Sumatera Utara,Tapanuli Tengah,2021,5
Sumatera Utara,Tapanuli Utara,2021,6
Sumatera Utara,Toba Samosir,2021,6
Sumatera Utara,Labuhan Batu,2021,5
Sumatera Utara,Asahan,2021,5
Sumatera Utara,Simalungun,2021,6
Sumatera Utara,Dairi,2021,6
Sumatera Utara,Karo,2021,6
Sumatera Utara,Deli Serdang,2021,6
Sumatera Utara,Langkat,2021,6
Sumatera Utara,Nias Selatan,2021,4
Sumatera Utara,Humbang Hasundutan,2021,5
Sumatera Utara,Pakpak Bharat,2021,5
Sumatera Utara,Samosir,2021,6
Sumatera Utara,Serdang Bedagai,2021,6
Sumatera Utara,Batu Bara,2021,6
Sumatera Utara,Padang Lawas Utara,2021,5
Sumatera Utara,Padang Lawas,2021,5
Sumatera Utara,Labuhan Batu Selatan,2021,3
Sumatera Utara,Labuhan Batu Utara,2021,5
Sumatera Utara,Nias Utara,2021,4
Sumatera Utara,Nias Barat,2021,4
Sumatera Barat,Kepulauan Mentawai,2021,1
Sumatera Barat,Pesisir Selatan,2021,6
Sumatera Barat,Solok,2021,6
Sumatera Barat,Sijunjung,2021,6
Sumatera Barat,Tanah Datar,2021,6
Sumatera Barat,Padang Pariaman,2021,6
Sumatera Barat,Agam,2021,6
Sumatera Barat,Limapuluh Koto,2021,6
Sumatera Barat,Pasaman,2021,6
Sumatera Barat,Solok Selatan,2021,6
Sumatera Barat,Dharmas Raya,2021,6
Sumatera Barat,Pasaman Barat,2021,6
Riau,Kuantan Sengingi,2021,5
Riau,Indragiri Hulu,2021,4
Riau,Indragiri Hilir,2021,5
Riau,Pelalawan,2021,4
Riau,Siak,2021,6
Riau,Kampar,2021,4
Riau,Rokan Hulu,2021,3
Riau,Bengkalis,2021,4
Riau,Rokan Hilir,2021,4
Riau,Kepulauan Meranti,2021,1
Jambi,Kerinci,2021,6
Jambi,Merangin,2021,6
Jambi,Sarolangun,2021,5
Jambi,Batang Hari,2021,5
Jambi,Muaro Jambi,2021,5
Jambi,Tanjung Jabung Timur,2021,5
Jambi,Tanjung Jabung Barat,2021,5
Jambi,Tebo,2021,5
Jambi,Bungo,2021,5
Sumatera Selatan,Ogan Komering Ulu,2021,5
Sumatera Selatan,Ogan Komering Ilir,2021,6
Sumatera Selatan,Muara Enim,2021,5
Sumatera Selatan,Lahat,2021,5
Sumatera Selatan,Musi Rawas,2021,5
Sumatera Selatan,Musi Banyuasin,2021,6
Sumatera Selatan,Banyuasin,2021,6
Sumatera Selatan,Ogan Komering Ulu Selatan,2021,5
Sumatera Selatan,Ogan Komering Ulu Timur,2021,6
Sumatera Selatan,Ogan Ilir,2021,5
Sumatera Selatan,Empat Lawang,2021,4
Sumatera Selatan,Penukal Abab Lematang Ilir,2021,5
Sumatera Selatan,Musi Rawas Utara,2021,4
Bengkulu,Bengkulu Selatan,2021,5
Bengkulu,Rejang Lebong,2021,4
Bengkulu,Bengkulu Utara,2021,5
Bengkulu,Kaur,2021,5
Bengkulu,Seluma,2021,4
Bengkulu,Mukomuko,2021,6
Bengkulu,Lebong,2021,5
Bengkulu,Kepahiang,2021,5
Bengkulu,Bengkulu Tengah,2021,5
Lampung,Lampung Barat,2021,5
Lampung,Tanggamus,2021,5
Lampung,Lampung Selatan,2021,6
Lampung,Lampung Timur,2021,6
Lampung,Lampung Tengah,2021,6
Lampung,Lampung Utara,2021,5
Lampung,Way Kanan,2021,5
Lampung,Tulang Bawang,2021,6
Lampung,Pesawaran,2021,6
Lampung,Pringsewu,2021,6
Lampung,Mesuji,2021,6
Lampung,Tulang Bawang Barat,2021,6
Lampung,Pesisir Barat,2021,5
Kepulauan Bangka Belitung,Bangka,2021,6
Kepulauan Bangka Belitung,Belitung,2021,4
Kepulauan Bangka Belitung,Bangka Barat,2021,6
Kepulauan Bangka Belitung,Bangka Tengah,2021,3
Kepulauan Bangka Belitung,Bangka Selatan,2021,6
Kepulauan Bangka Belitung,Belitung Timur,2021,4
Kepulauan Riau,Karimun,2021,3
Kepulauan Riau,Bintan,2021,3
Kepulauan Riau,Natuna,2021,3
Kepulauan Riau,Lingga,2021,2
Kepulauan Riau,Kepulauan Anambas,2021,3
DKI Jakarta,Kepulauan Seribu,2021,2
Jawa Barat,Bogor,2021,5
Jawa Barat,Sukabumi,2021,6
Jawa Barat,Cianjur,2021,6
Jawa Barat,Bandung,2021,6
Jawa Barat,Garut,2021,6
Jawa Barat,Tasikmalaya,2021,5
Jawa Barat,Ciamis,2021,6
Jawa Barat,Kuningan,2021,6
Jawa Barat,Cirebon,2021,6
Jawa Barat,Majalengka,2021,6
Jawa Barat,Sumedang,2021,6
Jawa Barat,Indramayu,2021,6
Jawa Barat,Subang,2021,6
Jawa Barat,Purwakarta,2021,6
Jawa Barat,Karawang,2021,6
Jawa Barat,Bekasi,2021,6
Jawa Barat,Bandung Barat,2021,5
Jawa Barat,Pangandaran,2021,6
Jawa Tengah,Cilacap,2021,6
Jawa Tengah,Banyumas,2021,6
Jawa Tengah,Purbalingga,2021,6
Jawa Tengah,Banjarnegara,2021,6
Jawa Tengah,Kebumen,2021,6
Jawa Tengah,Purworejo,2021,6
Jawa Tengah,Wonosobo,2021,6
Jawa Tengah,Magelang,2021,6
Jawa Tengah,Boyolali,2021,6
Jawa Tengah,Klaten,2021,6
Jawa Tengah,Sukoharjo,2021,6
Jawa Tengah,Wonogiri,2021,6
Jawa Tengah,Karanganyar,2021,6
Jawa Tengah,Sragen,2021,6
Jawa Tengah,Grobogan,2021,6
Jawa Tengah,Blora,2021,6
Jawa Tengah,Rembang,2021,6
Jawa Tengah,Pati,2021,6
Jawa Tengah,Kudus,2021,6
Jawa Tengah,Jepara,2021,6
Jawa Tengah,Demak,2021,6
Jawa Tengah,Semarang,2021,6
Jawa Tengah,Temanggung,2021,6
Jawa Tengah,Kendal,2021,6
Jawa Tengah,Batang,2021,6
Jawa Tengah,Pekalongan,2021,6
Jawa Tengah,Pemalang,2021,6
Jawa Tengah,Tegal,2021,6
Jawa Tengah,Brebes,2021,6
DI Yogyakarta,Kulon Progo,2021,6
DI Yogyakarta,Bantul,2021,6
DI Yogyakarta,Gunung Kidul,2021,6
DI Yogyakarta,Sleman,2021,6
Jawa Timur,Pacitan,2021,6
Jawa Timur,Ponorogo,2021,6
Jawa Timur,Trenggalek,2021,6
Jawa Timur,Tulungagung,2021,6
Jawa Timur,Blitar,2021,6
Jawa Timur,Kediri,2021,6
Jawa Timur,Malang,2021,6
Jawa Timur,Lumajang,2021,6
Jawa Timur,Jember,2021,6
Jawa Timur,Banyuwangi,2021,6
Jawa Timur,Bondowoso,2021,5
Jawa Timur,Situbondo,2021,6
Jawa Timur,Probolinggo,2021,5
Jawa Timur,Pasuruan,2021,6
Jawa Timur,Sidoarjo,2021,6
Jawa Timur,Mojokerto,2021,6
Jawa Timur,Jombang,2021,6
Jawa Timur,Nganjuk,2021,6
Jawa Timur,Madiun,2021,6
Jawa Timur,Magetan,2021,6
Jawa Timur,Ngawi,2021,6
Jawa Timur,Bojonegoro,2021,6
Jawa Timur,Tuban,2021,6
Jawa Timur,Lamongan,2021,6
Jawa Timur,Gresik,2021,6
Jawa Timur,Bangkalan,2021,5
Jawa Timur,Sampang,2021,5
Jawa Timur,Pamekasan,2021,6
Jawa Timur,Sumenep,2021,6
Banten,Pandeglang,2021,5
Banten,Lebak,2021,5
Banten,Tangerang,2021,6
Banten,Serang,2021,6
Bali,Jembrana,2021,6
Bali,Tabanan,2021,6
Bali,Badung,2021,6
Bali,Gianyar,2021,6
Bali,Klungkung,2021,6
Bali,Bangli,2021,5
Bali,Karangasem,2021,6
Bali,Buleleng,2021,6
Nusa Tenggara Barat,Lombok Barat,2021,5
Nusa Tenggara Barat,Lombok Tengah,2021,6
Nusa Tenggara Barat,Lombok Timur,2021,5
Nusa Tenggara Barat,Sumbawa,2021,6
Nusa Tenggara Barat,Dompu,2021,6
Nusa Tenggara Barat,Bima,2021,6
Nusa Tenggara Barat,Sumbawa Barat,2021,6
Nusa Tenggara Barat,Lombok Utara,2021,5
Nusa Tenggara Timur,Sumba Barat,2021,4
Nusa Tenggara Timur,Sumba Timur,2021,4
Nusa Tenggara Timur,Kupang,2021,4
Nusa Tenggara Timur,Timor Tengah Selatan,2021,3
Nusa Tenggara Timur,Timor Tengah Utara,2021,4
Nusa Tenggara Timur,Belu,2021,5
Nusa Tenggara Timur,Alor,2021,4
Nusa Tenggara Timur,Lembata,2021,5
Nusa Tenggara Timur,Flores Timur,2021,5
Nusa Tenggara Timur,Sikka,2021,5
Nusa Tenggara Timur,Ende,2021,5
Nusa Tenggara Timur,Ngada,2021,6
Nusa Tenggara Timur,Manggarai,2021,5
Nusa Tenggara Timur,Rote Ndao,2021,4
Nusa Tenggara Timur,Manggarai Barat,2021,5
Nusa Tenggara Timur,Sumba Tengah,2021,4
Nusa Tenggara Timur,Sumba Barat Daya,2021,3
Nusa Tenggara Timur,Nagekeo,2021,5
Nusa Tenggara Timur,Manggarai Timur,2021,4
Nusa Tenggara Timur,Sabu Raijua,2021,2
Nusa Tenggara Timur,Malaka,2021,4
Kalimantan Barat,Sambas,2021,5
Kalimantan Barat,Bengkayang,2021,6
Kalimantan Barat,Landak,2021,5
Kalimantan Barat,Mempawah,2021,5
Kalimantan Barat,Sanggau,2021,6
Kalimantan Barat,Ketapang,2021,5
Kalimantan Barat,Sintang,2021,5
Kalimantan Barat,Kapuas Hulu,2021,5
Kalimantan Barat,Sekadau,2021,5
Kalimantan Barat,Melawai,2021,3
Kalimantan Barat,Kayong Utara,2021,5
Kalimantan Barat,Kubu Raya,2021,5
Kalimantan Tengah,Kotawaringin Barat,2021,4
Kalimantan Tengah,Kotawaringin Timur,2021,6
Kalimantan Tengah,Kapuas,2021,6
Kalimantan Tengah,Barito Selatan,2021,6
Kalimantan Tengah,Barito Utara,2021,6
Kalimantan Tengah,Sukamara,2021,5
Kalimantan Tengah,Lamandau,2021,6
Kalimantan Tengah,Seruyan,2021,5
Kalimantan Tengah,Katingan,2021,6
Kalimantan Tengah,Pulang Pisau,2021,6
Kalimantan Tengah,Gunung Mas,2021,3
Kalimantan Tengah,Barito Timur,2021,6
Kalimantan Tengah,Murung Raya,2021,4
Kalimantan Selatan,Tanah Laut,2021,6
Kalimantan Selatan,Kota Baru,2021,6
Kalimantan Selatan,Banjar,2021,6
Kalimantan Selatan,Barito Kuala,2021,6
Kalimantan Selatan,Tapin,2021,6
Kalimantan Selatan,Hulu Sungai Selatan,2021,6
Kalimantan Selatan,Hulu Sungai Tengah,2021,6
Kalimantan Selatan,Hulu Sungai Utara,2021,6
Kalimantan Selatan,Tabalong,2021,6
Kalimantan Selatan,Tanah Bumbu,2021,6
Kalimantan Selatan,Balangan,2021,6
Kalimantan Timur,Paser,2021,6
Kalimantan Timur,Kutai Barat,2021,3
Kalimantan Timur,Kutai Kertanegara,2021,6
Kalimantan Timur,Kutai Timur,2021,4
Kalimantan Timur,Berau,2021,6
Kalimantan Timur,Penajam Paser Utara,2021,6
Kalimantan Timur,Mahakam Ulu,2021,3
Kalimantan Utara,Malinau,2021,5
Kalimantan Utara,Bulungan,2021,6
Kalimantan Utara,Tana Tidung,2021,3
Kalimantan Utara,Nunukan,2021,6
Sulawesi Utara,Bolaang Mongondow,2021,6
Sulawesi Utara,Minahasa,2021,6
Sulawesi Utara,Kepulauan Sangihe,2021,3
Sulawesi Utara,Kepulauan Talaud,2021,6
Sulawesi Utara,Minahasa Selatan,2021,6
Sulawesi Utara,Minahasa Utara,2021,6
Sulawesi Utara,Bolaang Mongondow Utara,2021,6
Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2021,3
Sulawesi Utara,Minahasa Tenggara,2021,6
Sulawesi Utara,Bolaang Mongondow Selatan,2021,6
Sulawesi Utara,Bolaang Mongondow Timur,2021,6
Sulawesi Tengah,Banggai Kepulauan,2021,4
Sulawesi Tengah,Banggai,2021,6
Sulawesi Tengah,Morowali,2021,6
Sulawesi Tengah,Poso,2021,6
Sulawesi Tengah,Donggala,2021,5
Sulawesi Tengah,Toli-Toli,2021,6
Sulawesi Tengah,Buol,2021,6
Sulawesi Tengah,Parigi Moutong,2021,5
Sulawesi Tengah,Tojo Una-Una,2021,6
Sulawesi Tengah,Sigi,2021,5
