Provinsi,Kabupaten/Kota,Tahun,Kelompok IKP
Aceh,Kota Lhokseumawe,2022,5
Aceh,Kota Subulussalam,2022,1
Sumatera Utara,Kota Sibolga,2022,5
Sumatera Utara,Kota Tanjung Balai,2022,4
Sumatera Utara,Kota Pematang Siantar,2022,6
Sumatera Utara,Kota Tebing Tinggi,2022,5
Sumatera Utara,Kota Medan,2022,6
Sumatera Utara,Kota Binjai,2022,6
Sumatera Utara,Kota Padang Sidimpuan,2022,4
Sumatera Utara,Kota Gunungsitoli,2022,3
Sumatera Barat,Kota Padang,2022,6
Sumatera Barat,Kota Solok,2022,6
Sumatera Barat,Kota Sawah Lunto,2022,6
Sumatera Barat,Kota Padang Panjang,2022,6
Sumatera Barat,Kota Bukittinggi,2022,6
Sumatera Barat,Kota Payakumbuh,2022,6
Sumatera Barat,Kota Pariaman,2022,5
Riau,Kota Pekanbaru,2022,6
Riau,Kota Dumai,2022,6
Jambi,Kota Jambi,2022,6
Jambi,Kota Sungai Penuh,2022,4
Sumatera Selatan,Kota Palembang,2022,6
Sumatera Selatan,Kota Prabumulih,2022,4
Sumatera Selatan,Kota Pagar Alam,2022,3
Sumatera Selatan,Kota Lubuklinggau,2022,4
Bengkulu,Kota Bengkulu,2022,5
Lampung,Kota Bandar Lampung,2022,6
Lampung,Kota Metro,2022,6
Kepulauan Bangka Belitung,Kota Pangkal Pinang,2022,6
Kepulauan Riau,Kota Batam,2022,6
Kepulauan Riau,Kota Tanjung Pinang,2022,6
DKI Jakarta,Kota Jakarta Selatan,2022,6
DKI Jakarta,Kota Jakarta Timur,2022,6
DKI Jakarta,Kota Jakarta Pusat,2022,6
DKI Jakarta,Kota Jakarta Barat,2022,6
DKI Jakarta,Kota Jakarta Utara,2022,6
Jawa Barat,Kota Bogor,2022,6
Jawa Barat,Kota Sukabumi,2022,5
Jawa Barat,Kota Bandung,2022,6
Jawa Barat,Kota Cirebon,2022,5
Jawa Barat,Kota Bekasi,2022,6
Jawa Barat,Kota Depok,2022,6
Jawa Barat,Kota Cimahi,2022,6
Jawa Barat,Kota Tasikmalaya,2022,4
Jawa Barat,Kota Banjar,2022,5
Jawa Tengah,Kota Magelang,2022,6
Jawa Tengah,Kota Surakarta,2022,6
Jawa Tengah,Kota Salatiga,2022,6
Jawa Tengah,Kota Semarang,2022,6
Jawa Tengah,Kota Pekalongan,2022,5
Jawa Tengah,Kota Tegal,2022,6
DI Yogyakarta,Kota Yogyakarta,2022,6
Jawa Timur,Kota Kediri,2022,6
Jawa Timur,Kota Blitar,2022,6
Jawa Timur,Kota Malang,2022,6
Jawa Timur,Kota Probolinggo,2022,6
Jawa Timur,Kota Pasuruan,2022,6
Jawa Timur,Kota Mojokerto,2022,6
Jawa Timur,Kota Madiun,2022,6
Jawa Timur,Kota Surabaya,2022,6
Jawa Timur,Kota Batu,2022,6
Banten,Kota Tangerang,2022,6
Banten,Kota Cilegon,2022,6
Banten,Kota Serang,2022,4
Banten,Kota Tangerang Selatan,2022,6
Bali,Kota Denpasar,2022,6
Nusa Tenggara Barat,Kota Mataram,2022,6
Nusa Tenggara Barat,Kota Bima,2022,5
Nusa Tenggara Timur,Kota Kupang,2022,6
Kalimantan Barat,Kota Pontianak,2022,5
Kalimantan Barat,Kota Singkawang,2022,5
Kalimantan Tengah,Kota Palangka Raya,2022,6
Kalimantan Selatan,Kota Banjarmasin,2022,6
Kalimantan Selatan,Kota Banjar Baru,2022,6
Kalimantan Timur,Kota Balikpapan,2022,6
Kalimantan Timur,Kota Samarinda,2022,6
Kalimantan Timur,Kota Bontang,2022,6
Kalimantan Utara,Kota Tarakan,2022,6
Sulawesi Utara,Kota Manado,2022,6
Sulawesi Utara,Kota Bitung,2022,5
Sulawesi Utara,Kota Tomohon,2022,6
Sulawesi Utara,Kota Kotamobago,2022,6
Sulawesi Tengah,Kota Palu,2022,6
Sulawesi Selatan,Kota Makasar,2022,6
Sulawesi Selatan,Kota Pare-Pare,2022,6
Sulawesi Selatan,Kota Palopo,2022,6
Sulawesi Tenggara,Kota Kendari,2022,6
Sulawesi Tenggara,Kota Bau-Bau,2022,6
Gorontalo,Kota Gorontalo,2022,6
Maluku,Kota Ambon,2022,6
Maluku,Kota Tual,2022,3
Maluku Utara,Kota Ternate,2022,6
Maluku Utara,Kota Tidore Kepulauan,2022,4
Papua Barat,Kota Sorong,2022,5
Papua,Kota Jayapura,2022,6
Aceh,Simeulue,2023,5
Aceh,Aceh Singkil,2023,2
Aceh,Aceh Selatan,2023,5
Aceh,Aceh Tenggara,2023,6
Aceh,Aceh Timur,2023,6
Aceh,Aceh Tengah,2023,4
Aceh,Aceh Barat,2023,6
Aceh,Aceh Besar,2023,6
Aceh,Pidie,2023,6
Aceh,Bireuen,2023,6
Aceh,Aceh Utara,2023,6
Aceh,Aceh Barat Daya,2023,6
Aceh,Gayo Lues,2023,5
Aceh,Aceh Tamiang,2023,6
Aceh,Nagan Raya,2023,6
Aceh,Aceh Jaya,2023,6
Aceh,Bener Meriah,2023,2
Aceh,Pidie Jaya,2023,6
Sumatera Utara,Nias,2023,5
Sumatera Utara,Mandailing Natal,2023,5
Sumatera Utara,Tapanuli Selatan,2023,5
Sumatera Utara,Tapanuli Tengah,2023,5
Sumatera Utara,Tapanuli Utara,2023,6
Sumatera Utara,Toba Samosir,2023,6
Sumatera Utara,Labuhan Batu,2023,6
Sumatera Utara,Asahan,2023,5
Sumatera Utara,Simalungun,2023,6
Sumatera Utara,Dairi,2023,6
Sumatera Utara,Karo,2023,6
Sumatera Utara,Deli Serdang,2023,6
Sumatera Utara,Langkat,2023,6
Sumatera Utara,Nias Selatan,2023,4
Sumatera Utara,Humbang Hasundutan,2023,6
Sumatera Utara,Pakpak Bharat,2023,6
Sumatera Utara,Samosir,2023,6
Sumatera Utara,Serdang Bedagai,2023,6
Sumatera Utara,Batu Bara,2023,6
Sumatera Utara,Padang Lawas Utara,2023,5
Sumatera Utara,Padang Lawas,2023,5
Sumatera Utara,Labuhan Batu Selatan,2023,3
Sumatera Utara,Labuhan Batu Utara,2023,6
Sumatera Utara,Nias Utara,2023,5
Sumatera Utara,Nias Barat,2023,4
Sumatera Barat,Kepulauan Mentawai,2023,2
Sumatera Barat,Pesisir Selatan,2023,6
Sumatera Barat,Solok,2023,6
Sumatera Barat,Sijunjung,2023,6
Sumatera Barat,Tanah Datar,2023,6
Sumatera Barat,Padang Pariaman,2023,6
Sumatera Barat,Agam,2023,6
Sumatera Barat,Limapuluh Koto,2023,6
Sumatera Barat,Pasaman,2023,6
Sumatera Barat,Solok Selatan,2023,6
Sumatera Barat,Dharmas Raya,2023,6
Sumatera Barat,Pasaman Barat,2023,6
Riau,Kuantan Sengingi,2023,5
Riau,Indragiri Hulu,2023,3
Riau,Indragiri Hilir,2023,5
Riau,Pelalawan,2023,5
Riau,Siak,2023,5
Riau,Kampar,2023,3
Riau,Rokan Hulu,2023,3
Riau,Bengkalis,2023,4
Riau,Rokan Hilir,2023,4
Riau,Kepulauan Meranti,2023,5
Jambi,Kerinci,2023,6
Jambi,Merangin,2023,5
Jambi,Sarolangun,2023,4
Jambi,Batang Hari,2023,5
Jambi,Muaro Jambi,2023,4
Jambi,Tanjung Jabung Timur,2023,5
Jambi,Tanjung Jabung Barat,2023,4
Jambi,Tebo,2023,5
Jambi,Bungo,2023,4
Sumatera Selatan,Ogan Komering Ulu,2023,5
Sumatera Selatan,Ogan Komering Ilir,2023,6
Sumatera Selatan,Muara Enim,2023,5
Sumatera Selatan,Lahat,2023,5
Sumatera Selatan,Musi Rawas,2023,6
Sumatera Selatan,Musi Banyuasin,2023,6
Sumatera Selatan,Banyuasin,2023,6
Sumatera Selatan,Ogan Komering Ulu Selatan,2023,6
Sumatera Selatan,Ogan Komering Ulu Timur,2023,6
Sumatera Selatan,Ogan Ilir,2023,6
Sumatera Selatan,Empat Lawang,2023,5
Sumatera Selatan,Penukal Abab Lematang Ilir,2023,5
Sumatera Selatan,Musi Rawas Utara,2023,4
Bengkulu,Bengkulu Selatan,2023,5
Bengkulu,Rejang Lebong,2023,5
Bengkulu,Bengkulu Utara,2023,5
Bengkulu,Kaur,2023,5
Bengkulu,Seluma,2023,5
Bengkulu,Mukomuko,2023,6
Bengkulu,Lebong,2023,6
Bengkulu,Kepahiang,2023,5
Bengkulu,Bengkulu Tengah,2023,4
Lampung,Lampung Barat,2023,5
Lampung,Tanggamus,2023,5
Lampung,Lampung Selatan,2023,6
Lampung,Lampung Timur,2023,6
Lampung,Lampung Tengah,2023,6
Lampung,Lampung Utara,2023,5
Lampung,Way Kanan,2023,6
Lampung,Tulang Bawang,2023,6
Lampung,Pesawaran,2023,6
Lampung,Pringsewu,2023,6
Lampung,Mesuji,2023,6
Lampung,Tulang Bawang Barat,2023,6
Lampung,Pesisir Barat,2023,6
Kepulauan Bangka Belitung,Bangka,2023,6
Kepulauan Bangka Belitung,Belitung,2023,4
Kepulauan Bangka Belitung,Bangka Barat,2023,4
Kepulauan Bangka Belitung,Bangka Tengah,2023,3
Kepulauan Bangka Belitung,Bangka Selatan,2023,6
Kepulauan Bangka Belitung,Belitung Timur,2023,4
Kepulauan Riau,Karimun,2023,4
Kepulauan Riau,Bintan,2023,3
Kepulauan Riau,Natuna,2023,3
Kepulauan Riau,Lingga,2023,3
Kepulauan Riau,Kepulauan Anambas,2023,3
DKI Jakarta,Kepulauan Seribu,2023,3
Jawa Barat,Bogor,2023,5
Jawa Barat,Sukabumi,2023,6
Jawa Barat,Cianjur,2023,6
Jawa Barat,Bandung,2023,6
Jawa Barat,Garut,2023,6
Jawa Barat,Tasikmalaya,2023,6
Jawa Barat,Ciamis,2023,6
Jawa Barat,Kuningan,2023,6
Jawa Barat,Cirebon,2023,6
Jawa Barat,Majalengka,2023,6
Jawa Barat,Sumedang,2023,6
Jawa Barat,Indramayu,2023,6
Jawa Barat,Subang,2023,6
Jawa Barat,Purwakarta,2023,6
Jawa Barat,Karawang,2023,6
Jawa Barat,Bekasi,2023,6
Jawa Barat,Bandung Barat,2023,5
Jawa Barat,Pangandaran,2023,6
Jawa Tengah,Cilacap,2023,6
Jawa Tengah,Banyumas,2023,6
Jawa Tengah,Purbalingga,2023,6
Jawa Tengah,Banjarnegara,2023,6
Jawa Tengah,Kebumen,2023,6
Jawa Tengah,Purworejo,2023,6
Jawa Tengah,Wonosobo,2023,6
Jawa Tengah,Magelang,2023,6
Jawa Tengah,Boyolali,2023,6
Jawa Tengah,Klaten,2023,6
Jawa Tengah,Sukoharjo,2023,6
Jawa Tengah,Wonogiri,2023,6
Jawa Tengah,Karanganyar,2023,6
Jawa Tengah,Sragen,2023,6
Jawa Tengah,Grobogan,2023,6
Jawa Tengah,Blora,2023,6
Jawa Tengah,Rembang,2023,6
Jawa Tengah,Pati,2023,6
Jawa Tengah,Kudus,2023,6
Jawa Tengah,Jepara,2023,6
Jawa Tengah,Demak,2023,6
Jawa Tengah,Semarang,2023,6
Jawa Tengah,Temanggung,2023,6
Jawa Tengah,Kendal,2023,6
Jawa Tengah,Batang,2023,6
Jawa Tengah,Pekalongan,2023,6
Jawa Tengah,Pemalang,2023,6
Jawa Tengah,Tegal,2023,6
Jawa Tengah,Brebes,2023,6
DI Yogyakarta,Kulon Progo,2023,6
DI Yogyakarta,Bantul,2023,6
DI Yogyakarta,Gunung Kidul,2023,6
DI Yogyakarta,Sleman,2023,6
Jawa Timur,Pacitan,2023,6
Jawa Timur,Ponorogo,2023,6
Jawa Timur,Trenggalek,2023,6
Jawa Timur,Tulungagung,2023,6
Jawa Timur,Blitar,2023,6
Jawa Timur,Kediri,2023,6
Jawa Timur,Malang,2023,6
Jawa Timur,Lumajang,2023,6
Jawa Timur,Jember,2023,6
Jawa Timur,Banyuwangi,2023,6
Jawa Timur,Bondowoso,2023,5
Jawa Timur,Situbondo,2023,6
Jawa Timur,Probolinggo,2023,5
Jawa Timur,Pasuruan,2023,6
Jawa Timur,Sidoarjo,2023,6
Jawa Timur,Mojokerto,2023,6
Jawa Timur,Jombang,2023,6
Jawa Timur,Nganjuk,2023,6
Jawa Timur,Madiun,2023,6
Jawa Timur,Magetan,2023,6
Jawa Timur,Ngawi,2023,6
Jawa Timur,Bojonegoro,2023,6
Jawa Timur,Tuban,2023,6
Jawa Timur,Lamongan,2023,6
Jawa Timur,Gresik,2023,6
Jawa Timur,Bangkalan,2023,5
Jawa Timur,Sampang,2023,6
Jawa Timur,Pamekasan,2023,6
Jawa Timur,Sumenep,2023,6
Banten,Pandeglang,2023,5
Banten,Lebak,2023,5
Banten,Tangerang,2023,6
Banten,Serang,2023,6
Bali,Jembrana,2023,6
Bali,Tabanan,2023,6
Bali,Badung,2023,6
Bali,Gianyar,2023,6
Bali,Klungkung,2023,6
Bali,Bangli,2023,6
Bali,Karangasem,2023,6
Bali,Buleleng,2023,6
Nusa Tenggara Barat,Lombok Barat,2023,5
Nusa Tenggara Barat,Lombok Tengah,2023,5
Nusa Tenggara Barat,Lombok Timur,2023,5
Nusa Tenggara Barat,Sumbawa,2023,6
Nusa Tenggara Barat,Dompu,2023,6
Nusa Tenggara Barat,Bima,2023,6
Nusa Tenggara Barat,Sumbawa Barat,2023,6
Nusa Tenggara Barat,Lombok Utara,2023,4
Nusa Tenggara Timur,Sumba Barat,2023,5
Nusa Tenggara Timur,Sumba Timur,2023,5
Nusa Tenggara Timur,Kupang,2023,5
Nusa Tenggara Timur,Timor Tengah Selatan,2023,4
Nusa Tenggara Timur,Timor Tengah Utara,2023,5
Nusa Tenggara Timur,Belu,2023,6
Nusa Tenggara Timur,Alor,2023,4
Nusa Tenggara Timur,Lembata,2023,5
Nusa Tenggara Timur,Flores Timur,2023,5
Nusa Tenggara Timur,Sikka,2023,6
Nusa Tenggara Timur,Ende,2023,5
Nusa Tenggara Timur,Ngada,2023,6
Nusa Tenggara Timur,Manggarai,2023,6
Nusa Tenggara Timur,Rote Ndao,2023,5
Nusa Tenggara Timur,Manggarai Barat,2023,6
Nusa Tenggara Timur,Sumba Tengah,2023,4
Nusa Tenggara Timur,Sumba Barat Daya,2023,4
Nusa Tenggara Timur,Nagekeo,2023,5
Nusa Tenggara Timur,Manggarai Timur,2023,4
Nusa Tenggara Timur,Sabu Raijua,2023,3
Nusa Tenggara Timur,Malaka,2023,5
Kalimantan Barat,Sambas,2023,5
Kalimantan Barat,Bengkayang,2023,6
Kalimantan Barat,Landak,2023,6
Kalimantan Barat,Mempawah,2023,5
Kalimantan Barat,Sanggau,2023,6
Kalimantan Barat,Ketapang,2023,6
Kalimantan Barat,Sintang,2023,5
Kalimantan Barat,Kapuas Hulu,2023,5
Kalimantan Barat,Sekadau,2023,5
Kalimantan Barat,Melawai,2023,3
Kalimantan Barat,Kayong Utara,2023,5
Kalimantan Barat,Kubu Raya,2023,5
Kalimantan Tengah,Kotawaringin Barat,2023,4
Kalimantan Tengah,Kotawaringin Timur,2023,5
Kalimantan Tengah,Kapuas,2023,6
Kalimantan Tengah,Barito Selatan,2023,4
Kalimantan Tengah,Barito Utara,2023,6
Kalimantan Tengah,Sukamara,2023,4
Kalimantan Tengah,Lamandau,2023,3
Kalimantan Tengah,Seruyan,2023,3
Kalimantan Tengah,Katingan,2023,6
Kalimantan Tengah,Pulang Pisau,2023,6
Kalimantan Tengah,Gunung Mas,2023,3
Kalimantan Tengah,Barito Timur,2023,6
Kalimantan Tengah,Murung Raya,2023,2
Kalimantan Selatan,Tanah Laut,2023,6
Kalimantan Selatan,Kota Baru,2023,5
Kalimantan Selatan,Banjar,2023,6
Kalimantan Selatan,Barito Kuala,2023,6
Kalimantan Selatan,Tapin,2023,6
Kalimantan Selatan,Hulu Sungai Selatan,2023,6
Kalimantan Selatan,Hulu Sungai Tengah,2023,6
Kalimantan Selatan,Hulu Sungai Utara,2023,5
Kalimantan Selatan,Tabalong,2023,6
Kalimantan Selatan,Tanah Bumbu,2023,6
Kalimantan Selatan,Balangan,2023,6
Kalimantan Timur,Paser,2023,6
Kalimantan Timur,Kutai Barat,2023,3
Kalimantan Timur,Kutai Kertanegara,2023,6
Kalimantan Timur,Kutai Timur,2023,4
Kalimantan Timur,Berau,2023,6
Kalimantan Timur,Penajam Paser Utara,2023,6
Kalimantan Timur,Mahakam Ulu,2023,3
Kalimantan Utara,Malinau,2023,5
Kalimantan Utara,Bulungan,2023,6
Kalimantan Utara,Tana Tidung,2023,4
Kalimantan Utara,Nunukan,2023,6
Sulawesi Utara,Bolaang Mongondow,2023,6
Sulawesi Utara,Minahasa,2023,6
Sulawesi Utara,Kepulauan Sangihe,2023,3
Sulawesi Utara,Kepulauan Talaud,2023,6
Sulawesi Utara,Minahasa Selatan,2023,6
Sulawesi Utara,Minahasa Utara,2023,6
Sulawesi Utara,Bolaang Mongondow Utara,2023,6
Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2023,3
Sulawesi Utara,Minahasa Tenggara,2023,6
Sulawesi Utara,Bolaang Mongondow Selatan,2023,5
Sulawesi Utara,Bolaang Mongondow Timur,2023,6
Sulawesi Tengah,Banggai Kepulauan,2023,3
Sulawesi Tengah,Banggai,2023,6
Sulawesi Tengah,Morowali,2023,6
Sulawesi Tengah,Poso,2023,6
Sulawesi Tengah,Donggala,2023,5
Sulawesi Tengah,Toli-Toli,2023,6
Sulawesi Tengah,Buol,2023,6
Sulawesi Tengah,Parigi Moutong,2023,6
Sulawesi Tengah,Tojo Una-Una,2023,6
Sulawesi Tengah,Sigi,2023,6
Sulawesi Tengah,Banggai Laut,2023,2
Sulawesi Tengah,Morowali Utara,2023,6
Sulawesi Selatan,Selayar,2023,5
Sulawesi Selatan,Bulukumba,2023,6
Sulawesi Selatan,Bantaeng,2023,6
Sulawesi Selatan,Jeneponto,2023,6
Sulawesi Selatan,Takalar,2023,6
Sulawesi Selatan,Gowa,2023,6
Sulawesi Selatan,Sinjai,2023,6
Sulawesi Selatan,Maros,2023,6
Sulawesi Selatan,Pangkajene dan Kepulauan,2023,6
Sulawesi Selatan,Barru,2023,6
Sulawesi Selatan,Bone,2023,6
Sulawesi Selatan,Soppeng,2023,6
Sulawesi Selatan,Wajo,2023,6
Sulawesi Selatan,Sidenreng Rappang,2023,6
Sulawesi Selatan,Pinrang,2023,6
Sulawesi Selatan,Enrekang,2023,6
Sulawesi Selatan,Luwu,2023,6
Sulawesi Selatan,Tana Toraja,2023,6
Sulawesi Selatan,Luwu Utara,2023,6
Sulawesi Selatan,Luwu Timur,2023,6
Sulawesi Selatan,Toraja Utara,2023,6
Sulawesi Tenggara,Buton,2023,5
Sulawesi Tenggara,Muna,2023,5
Sulawesi Tenggara,Konawe,2023,6
Sulawesi Tenggara,Kolaka,2023,6
Sulawesi Tenggara,Konawe Selatan,2023,6
Sulawesi Tenggara,Bombana,2023,6
Sulawesi Tenggara,Wakatobi,2023,3
Sulawesi Tenggara,Kolaka Utara,2023,4
Sulawesi Tenggara,Buton Utara,2023,6
Sulawesi Tenggara,Konawe Utara,2023,6
Sulawesi Tenggara,Kolaka Timur,2023,6
Sulawesi Tenggara,Konawe Kepulauan,2023,2
Sulawesi Tenggara,Muna Barat,2023,6
Sulawesi Tenggara,Buton Tengah,2023,4
Sulawesi Tenggara,Buton Selatan,2023,4
Gorontalo,Boalemo,2023,6
Gorontalo,Gorontalo,2023,6
Gorontalo,Pohuwato,2023,6
Gorontalo,Bone Bolango,2023,6
Gorontalo,Gorontalo Utara,2023,6
Sulawesi Barat,Majene,2023,4
Sulawesi Barat,Polewali Mandar,2023,5
Sulawesi Barat,Mamasa,2023,5
Sulawesi Barat,Mamuju,2023,6
Sulawesi Barat,Mamuju Utara,2023,4
Sulawesi Barat,Mamuju Tengah,2023,6
Maluku,Kepulauan Tanimbar,2023,4
Maluku,Maluku Tenggara,2023,3
Maluku,Maluku Tengah,2023,5
Maluku,Buru,2023,6
Maluku,Kepulauan Aru,2023,2
Maluku,Seram Bagian Barat,2023,3
Maluku,Seram Bagian Timur,2023,5
Maluku,Maluku Barat Daya,2023,4
Maluku,Buru Selatan,2023,3
Maluku Utara,Halmahera Barat,2023,3
Maluku Utara,Halmahera Tengah,2023,2
Maluku Utara,Kepulauan Sula,2023,3
Maluku Utara,Halmahera Selatan,2023,3
Maluku Utara,Halmahera Utara,2023,6
Maluku Utara,Halmahera Timur,2023,6
Maluku Utara,Pulau Morotai,2023,3
Maluku Utara,Pulau Taliabu,2023,2
Papua Barat,Fak-Fak,2023,2
Papua Barat,Kaimana,2023,2
Papua Barat,Teluk Wondama,2023,1
Papua Barat,Teluk Bintuni,2023,1
Papua Barat,Manokwari,2023,4
Papua Barat,Sorong Selatan,2023,2
Papua Barat,Sorong,2023,2
Papua Barat,Raja Ampat,2023,2
Papua Barat,Tambrauw,2023,1
Papua Barat,Maybrat,2023,2
Papua Barat,Manokwari Selatan,2023,4
Papua Barat,Pegunungan Arfak,2023,1
Papua,Merauke,2023,6
Papua,Jayawijaya,2023,1
Papua,Jayapura,2023,5
Papua,Nabire,2023,6
Papua,Kepulauan Yapen,2023,5
Papua,Biak Namfor,2023,2
Papua,Paniai,2023,1
Papua,Puncak Jaya,2023,1
Papua,Mimika,2023,6
Papua,Boven Digoel,2023,1
Papua,Mappi,2023,2
Papua,Asmat,2023,1
Papua,Yahukimo,2023,1
Papua,Pegunungan Bintang,2023,3
Papua,Tolikara,2023,1
Papua,Sarmi,2023,4
Papua,Keerom,2023,5
Papua,Waropen,2023,4
Papua,Supiori,2023,1
Papua,Mamberamo Raya,2023,1
Papua,Nduga,2023,1
Papua,Lanny Jaya,2023,1
Papua,Mamberamo Tengah,2023,1
Papua,Yalimo,2023,1
Papua,Puncak,2023,1
Papua,Dogiyai,2023,1
Papua,Intan Jaya,2023,1
Papua,Deiyai,2023,1
Aceh,Kota Banda Aceh,2023,6
Aceh,Kota Sabang,2023,6
Aceh,Kota Langsa,2023,6
Aceh,Kota Lhokseumawe,2023,6
Aceh,Kota Subulussalam,2023,2
Sumatera Utara,Kota Sibolga,2023,6
Sumatera Utara,Kota Tanjung Balai,2023,6
Sumatera Utara,Kota Pematang Siantar,2023,6
Sumatera Utara,Kota Tebing Tinggi,2023,6
Sumatera Utara,Kota Medan,2023,6
Sumatera Utara,Kota Binjai,2023,6
Sumatera Utara,Kota Padang Sidimpuan,2023,5
Sumatera Utara,Kota Gunungsitoli,2023,5
Sumatera Barat,Kota Padang,2023,6
Sumatera Barat,Kota Solok,2023,6
Sumatera Barat,Kota Sawah Lunto,2023,6
Sumatera Barat,Kota Padang Panjang,2023,6
Sumatera Barat,Kota Bukittinggi,2023,6
Sumatera Barat,Kota Payakumbuh,2023,6
Sumatera Barat,Kota Pariaman,2023,6
Riau,Kota Pekanbaru,2023,6
Riau,Kota Dumai,2023,6
Jambi,Kota Jambi,2023,6
Jambi,Kota Sungai Penuh,2023,6
Sumatera Selatan,Kota Palembang,2023,6
Sumatera Selatan,Kota Prabumulih,2023,5
Sumatera Selatan,Kota Pagar Alam,2023,4
Sumatera Selatan,Kota Lubuklinggau,2023,5
Bengkulu,Kota Bengkulu,2023,6
Lampung,Kota Bandar Lampung,2023,6
Lampung,Kota Metro,2023,6
Kepulauan Bangka Belitung,Kota Pangkal Pinang,2023,6
Kepulauan Riau,Kota Batam,2023,6
Kepulauan Riau,Kota Tanjung Pinang,2023,6
DKI Jakarta,Kota Jakarta Selatan,2023,6
DKI Jakarta,Kota Jakarta Timur,2023,6
DKI Jakarta,Kota Jakarta Pusat,2023,6
DKI Jakarta,Kota Jakarta Barat,2023,6
DKI Jakarta,Kota Jakarta Utara,2023,6
Jawa Barat,Kota Bogor,2023,6
Jawa Barat,Kota Sukabumi,2023,6
Jawa Barat,Kota Bandung,2023,6
Jawa Barat,Kota Cirebon,2023,6
Jawa Barat,Kota Bekasi,2023,6
Jawa Barat,Kota Depok,2023,6
Jawa Barat,Kota Cimahi,2023,6
Jawa Barat,Kota Tasikmalaya,2023,6
Jawa Barat,Kota Banjar,2023,6
Jawa Tengah,Kota Magelang,2023,6
Jawa Tengah,Kota Surakarta,2023,6
Jawa Tengah,Kota Salatiga,2023,6
Jawa Tengah,Kota Semarang,2023,6
Jawa Tengah,Kota Pekalongan,2023,6
Jawa Tengah,Kota Tegal,2023,6
DI Yogyakarta,Kota Yogyakarta,2023,6
Jawa Timur,Kota Kediri,2023,6
Jawa Timur,Kota Blitar,2023,6
Jawa Timur,Kota Malang,2023,6
Jawa Timur,Kota Probolinggo,2023,6
Jawa Timur,Kota Pasuruan,2023,6
Jawa Timur,Kota Mojokerto,2023,6
Jawa Timur,Kota Madiun,2023,6
Jawa Timur,Kota Surabaya,2023,6
Jawa Timur,Kota Batu,2023,6
Banten,Kota Tangerang,2023,6
Banten,Kota Cilegon,2023,6
Banten,Kota Serang,2023,6
Banten,Kota Tangerang Selatan,2023,6
Bali,Kota Denpasar,2023,6
Nusa Tenggara Barat,Kota Mataram,2023,6
Nusa Tenggara Barat,Kota Bima,2023,6
Nusa Tenggara Timur,Kota Kupang,2023,6
Kalimantan Barat,Kota Pontianak,2023,6
Kalimantan Barat,Kota Singkawang,2023,5
Kalimantan Tengah,Kota Palangka Raya,2023,6
Kalimantan Selatan,Kota Banjarmasin,2023,6
Kalimantan Selatan,Kota Banjar Baru,2023,6
Kalimantan Timur,Kota Balikpapan,2023,6
Kalimantan Timur,Kota Samarinda,2023,6
Kalimantan Timur,Kota Bontang,2023,6
Kalimantan Utara,Kota Tarakan,2023,6
Sulawesi Utara,Kota Manado,2023,6
Sulawesi Utara,Kota Bitung,2023,6
Sulawesi Utara,Kota Tomohon,2023,6
Sulawesi Utara,Kota Kotamobago,2023,6
Sulawesi Tengah,Kota Palu,2023,6
Sulawesi Selatan,Kota Makasar,2023,6
Sulawesi Selatan,Kota Pare-Pare,2023,6
Sulawesi Selatan,Kota Palopo,2023,6
Sulawesi Tenggara,Kota Kendari,2023,6
Sulawesi Tenggara,Kota Bau-Bau,2023,6
Gorontalo,Kota Gorontalo,2023,6
Maluku,Kota Ambon,2023,6
Maluku,Kota Tual,2023,4
Maluku Utara,Kota Ternate,2023,6
Maluku Utara,Kota Tidore Kepulauan,2023,5
Papua Barat,Kota Sorong,2023,6
Papua,Kota Jayapura,2023,6
