Kabupaten/Kota,Tahun,Indeks Pembangunan Manusia
Lumajang,2023,67.87
Lumajang,2024,68.8
Luwu,2018,69.6
Luwu,2019,70.39
Luwu,2020,70.51
Luwu,2021,70.85
Luwu,2022,71.36
Luwu,2023,72.16
Luwu,2024,72.79
Luwu Timur,2018,72.16
Luwu Timur,2019,72.8
Luwu Timur,2020,73.22
Luwu Timur,2021,73.34
Luwu Timur,2022,73.92
Luwu Timur,2023,74.35
Luwu Timur,2024,74.95
Luwu Utara,2018,68.79
Luwu Utara,2019,69.46
Luwu Utara,2020,69.57
Luwu Utara,2021,70.02
Luwu Utara,2022,70.51
Luwu Utara,2023,71.34
Luwu Utara,2024,72.07
Madiun,2018,71.01
Madiun,2019,71.69
Madiun,2020,71.73
Madiun,2021,71.88
Madiun,2022,72.39
Madiun,2023,72.97
Madiun,2024,73.74
Magelang,2018,69.11
Magelang,2019,69.87
Magelang,2020,69.87
Magelang,2021,70.12
Magelang,2022,70.85
Magelang,2023,71.45
Magelang,2024,71.99
Magetan,2018,72.91
Magetan,2019,73.49
Magetan,2020,73.92
Magetan,2021,74.15
Magetan,2022,74.85
Magetan,2023,75.41
Magetan,2024,75.87
Mahakam Ulu,2018,66.67
Mahakam Ulu,2019,67.58
Mahakam Ulu,2020,67.09
Mahakam Ulu,2021,67.95
Mahakam Ulu,2022,68.75
Mahakam Ulu,2023,69.59
Mahakam Ulu,2024,70.35
Majalengka,2018,66.72
Majalengka,2019,67.52
Majalengka,2020,67.59
Majalengka,2021,67.81
Majalengka,2022,68.56
Majalengka,2023,69.13
Majalengka,2024,69.74
Majene,2018,66.01
Majene,2019,66.59
Majene,2020,66.91
Majene,2021,67.29
Majene,2022,67.84
Majene,2023,68.62
Majene,2024,69.42
Malaka,2018,59.66
Malaka,2019,60.34
Malaka,2020,60.21
Malaka,2021,60.42
Malaka,2022,61.34
Malaka,2023,62.06
Malaka,2024,62.73
Malang,2018,69.4
Malang,2019,70.35
Malang,2020,70.36
Malang,2021,70.6
Malang,2022,71.38
Malang,2023,72.16
Malang,2024,72.68
Malinau,2018,71.74
Malinau,2019,72.06
Malinau,2020,71.94
Malinau,2021,72.32
Malinau,2022,72.75
Malinau,2023,73.19
Malinau,2024,73.9
Maluku Barat Daya,2018,60.64
Maluku Barat Daya,2019,61.55
Maluku Barat Daya,2020,61.9
Maluku Barat Daya,2021,62.37
Maluku Barat Daya,2022,63.07
Maluku Barat Daya,2023,63.93
Maluku Barat Daya,2024,64.86
Maluku Tengah,2018,70.6
Maluku Tengah,2019,71.25
Maluku Tengah,2020,71.25
Maluku Tengah,2021,71.32
Maluku Tengah,2022,71.81
Maluku Tengah,2023,72.45
Maluku Tengah,2024,73.21
Maluku Tenggara,2018,65.53
Maluku Tenggara,2019,65.85
Maluku Tenggara,2020,66.2
Maluku Tenggara,2021,66.33
Maluku Tenggara,2022,66.88
Maluku Tenggara,2023,67.57
Maluku Tenggara,2024,68.24
Maluku Tenggara Barat / Kepulauan Tanimbar,2018,62.39
Maluku Tenggara Barat / Kepulauan Tanimbar,2019,62.86
Maluku Tenggara Barat / Kepulauan Tanimbar,2020,62.86
Maluku Tenggara Barat / Kepulauan Tanimbar,2021,62.97
Maluku Tenggara Barat / Kepulauan Tanimbar,2022,63.45
Maluku Tenggara Barat / Kepulauan Tanimbar,2023,64.16
Maluku Tenggara Barat / Kepulauan Tanimbar,2024,64.83
Mamasa,2018,64.66
Mamasa,2019,65.32
Mamasa,2020,66.02
Mamasa,2021,66.63
Mamasa,2022,67.21
Mamasa,2023,67.83
Mamasa,2024,68.37
Mamberamo Raya,2018,51.24
Mamberamo Raya,2019,52.2
Mamberamo Raya,2020,51.78
Mamberamo Raya,2021,52.18
Mamberamo Raya,2022,53.1
Mamberamo Raya,2023,54.08
Mamberamo Raya,2024,55.0
Mamberamo Tengah,2018,46.41
Mamberamo Tengah,2019,47.23
Mamberamo Tengah,2020,47.57
Mamberamo Tengah,2021,48.32
Mamberamo Tengah,2022,49.25
Mamberamo Tengah,2023,50.22
Mamberamo Tengah,2024,50.72
Mamuju,2018,67.11
Mamuju,2019,67.72
Mamuju,2020,68.15
Mamuju,2021,68.32
Mamuju,2022,68.88
Mamuju,2023,69.61
Mamuju,2024,70.4
Mamuju Tengah,2018,64.43
Mamuju Tengah,2019,65.1
Mamuju Tengah,2020,65.71
Mamuju Tengah,2021,66.18
Mamuju Tengah,2022,66.89
Mamuju Tengah,2023,67.45
Mamuju Tengah,2024,68.36
Mamuju Utara / Pasangkayu,2018,66.6
Mamuju Utara / Pasangkayu,2019,67.27
Mamuju Utara / Pasangkayu,2020,67.79
Mamuju Utara / Pasangkayu,2021,68.03
Mamuju Utara / Pasangkayu,2022,68.61
Mamuju Utara / Pasangkayu,2023,69.11
Mamuju Utara / Pasangkayu,2024,69.73
Mandailing Natal,2018,65.83
Mandailing Natal,2019,66.52
Mandailing Natal,2020,66.79
Mandailing Natal,2021,67.19
Mandailing Natal,2022,68.05
Mandailing Natal,2023,68.56
Mandailing Natal,2024,69.33
Manggarai,2018,63.32
Manggarai,2019,64.15
Manggarai,2020,64.54
Manggarai,2021,65.01
Manggarai,2022,65.83
Manggarai,2023,66.42
Manggarai,2024,67.28
Manggarai Barat,2018,62.58
Manggarai Barat,2019,63.5
Manggarai Barat,2020,63.89
Manggarai Barat,2021,64.17
Manggarai Barat,2022,64.92
Manggarai Barat,2023,65.81
Manggarai Barat,2024,66.65
Manggarai Timur,2018,59.49
Manggarai Timur,2019,60.47
Manggarai Timur,2020,60.85
Manggarai Timur,2021,61.37
Manggarai Timur,2022,62.3
Manggarai Timur,2023,63.24
Manggarai Timur,2024,64.2
Manokwari,2018,71.17
Manokwari,2019,71.67
Manokwari,2020,72.01
Manokwari,2021,72.02
Manokwari,2022,72.6
Manokwari,2023,73.21
Manokwari,2024,73.83
Manokwari Selatan,2018,58.84
Manokwari Selatan,2019,59.72
Manokwari Selatan,2020,59.84
Manokwari Selatan,2021,59.85
Manokwari Selatan,2022,60.68
Manokwari Selatan,2023,61.55
Manokwari Selatan,2024,62.45
Mappi,2018,57.72
Mappi,2019,58.3
Mappi,2020,58.15
Mappi,2021,58.7
Mappi,2022,59.61
Mappi,2023,60.57
Mappi,2024,61.51
Maros,2018,68.94
Maros,2019,69.5
Maros,2020,69.86
Maros,2021,70.41
Maros,2022,71.0
Maros,2023,71.63
Maros,2024,72.11
Maybrat,2018,58.16
Maybrat,2019,59.15
Maybrat,2020,59.52
Maybrat,2021,59.7
Maybrat,2022,60.49
Maybrat,2023,61.29
Maybrat,2024,61.83
Melawi,2018,65.05
Melawi,2019,65.54
Melawi,2020,65.55
Melawi,2021,65.87
Melawi,2022,66.81
Melawi,2023,67.76
Melawi,2024,68.66
Mempawah,2018,64.9
Mempawah,2019,65.5
Mempawah,2020,65.74
Mempawah,2021,66.03
Mempawah,2022,66.94
Mempawah,2023,67.92
Mempawah,2024,68.56
Merangin,2018,68.81
Merangin,2019,69.07
Merangin,2020,69.19
Merangin,2021,69.53
Merangin,2022,69.98
Merangin,2023,70.81
Merangin,2024,71.66
Merauke,2018,69.38
Merauke,2019,69.98
Merauke,2020,70.09
Merauke,2021,70.49
Merauke,2022,71.24
Merauke,2023,72.19
Merauke,2024,72.73
Mesuji,2018,62.88
Mesuji,2019,63.52
Mesuji,2020,63.63
Mesuji,2021,64.04
Mesuji,2022,64.94
Mesuji,2023,65.64
Mesuji,2024,66.46
Mimika,2018,73.15
Mimika,2019,74.13
Mimika,2020,74.19
Mimika,2021,74.48
Mimika,2022,75.08
Mimika,2023,75.91
Mimika,2024,76.85
Minahasa,2018,74.97
Minahasa,2019,75.47
Minahasa,2020,75.29
Minahasa,2021,75.73
Minahasa,2022,76.18
Minahasa,2023,76.96
Minahasa,2024,77.74
Minahasa Selatan,2018,70.86
Minahasa Selatan,2019,71.68
Minahasa Selatan,2020,72.11
Minahasa Selatan,2021,72.32
Minahasa Selatan,2022,72.89
Minahasa Selatan,2023,73.66
Minahasa Selatan,2024,74.17
Minahasa Tenggara,2018,69.66
Minahasa Tenggara,2019,70.47
Minahasa Tenggara,2020,70.51
Minahasa Tenggara,2021,71.06
Minahasa Tenggara,2022,71.48
Minahasa Tenggara,2023,71.93
Minahasa Tenggara,2024,72.66
Minahasa Utara,2018,73.05
Minahasa Utara,2019,73.95
Minahasa Utara,2020,73.9
Minahasa Utara,2021,74.11
Minahasa Utara,2022,74.69
Minahasa Utara,2023,75.31
Minahasa Utara,2024,75.89
Mojokerto,2018,72.64
Mojokerto,2019,73.53
Mojokerto,2020,73.83
Mojokerto,2021,74.15
Mojokerto,2022,74.89
Mojokerto,2023,75.53
Mojokerto,2024,75.98
Morowali,2018,71.14
Morowali,2019,72.02
Morowali,2020,72.21
Morowali,2021,72.29
Morowali,2022,72.55
Morowali,2023,73.02
Morowali,2024,73.54
Morowali Utara,2018,67.95
Morowali Utara,2019,68.45
Morowali Utara,2020,68.36
Morowali Utara,2021,68.48
Morowali Utara,2022,68.97
Morowali Utara,2023,69.73
Morowali Utara,2024,70.58
Muara Enim,2018,68.28
Muara Enim,2019,68.88
Muara Enim,2020,68.74
Muara Enim,2021,68.86
Muara Enim,2022,69.43
Muara Enim,2023,70.24
Muara Enim,2024,71.0
Muaro Jambi,2018,68.34
Muaro Jambi,2019,69.01
Muaro Jambi,2020,69.18
Muaro Jambi,2021,69.55
Muaro Jambi,2022,70.18
Muaro Jambi,2023,71.04
Muaro Jambi,2024,71.91
Mukomuko,2018,67.47
Mukomuko,2019,68.12
Mukomuko,2020,68.45
Mukomuko,2021,68.64
Mukomuko,2022,69.12
Mukomuko,2023,69.97
Mukomuko,2024,70.63
Muna,2018,68.47
Muna,2019,68.97
Muna,2020,69.02
Muna,2021,69.17
Muna,2022,69.61
Muna,2023,70.16
Muna,2024,71.05
Muna Barat,2018,64.11
Muna Barat,2019,64.45
Muna Barat,2020,65.08
Muna Barat,2021,65.48
Muna Barat,2022,66.21
Muna Barat,2023,67.13
Muna Barat,2024,68.06
Murung Raya,2018,67.56
Murung Raya,2019,67.89
Murung Raya,2020,67.98
Murung Raya,2021,68.12
Murung Raya,2022,68.63
Murung Raya,2023,69.42
Murung Raya,2024,70.03
Musi Banyuasin,2018,67.57
Musi Banyuasin,2019,67.83
Musi Banyuasin,2020,67.69
Musi Banyuasin,2021,68.1
Musi Banyuasin,2022,68.6
Musi Banyuasin,2023,69.17
Musi Banyuasin,2024,70.12
Musi Rawas,2018,66.18
Musi Rawas,2019,66.92
Musi Rawas,2020,66.79
Musi Rawas,2021,67.01
Musi Rawas,2022,67.78
Musi Rawas,2023,68.26
Musi Rawas,2024,68.95
Musi Rawas Utara,2018,63.75
Musi Rawas Utara,2019,64.32
Musi Rawas Utara,2020,64.49
Musi Rawas Utara,2021,64.93
Musi Rawas Utara,2022,65.74
Musi Rawas Utara,2023,66.6
Musi Rawas Utara,2024,67.4
Nabire,2018,67.7
Nabire,2019,68.53
Nabire,2020,68.83
Nabire,2021,69.15
Nabire,2022,69.91
Nabire,2023,70.84
Nabire,2024,71.77
Nagan Raya,2018,68.15
Nagan Raya,2019,69.11
Nagan Raya,2020,69.18
Nagan Raya,2021,69.31
Nagan Raya,2022,70.1
Nagan Raya,2023,70.78
Nagan Raya,2024,71.72
Nagekeo,2018,65.35
Nagekeo,2019,65.88
Nagekeo,2020,65.81
Nagekeo,2021,65.82
Nagekeo,2022,66.22
Nagekeo,2023,67.07
Nagekeo,2024,67.72
Natuna,2018,72.1
Natuna,2019,72.63
Natuna,2020,72.72
Natuna,2021,73.09
Natuna,2022,73.47
Natuna,2023,74.21
Natuna,2024,74.56
Nduga,2018,29.42
Nduga,2019,30.75
Nduga,2020,31.55
Nduga,2021,32.84
Nduga,2022,34.1
Nduga,2023,35.19
Nduga,2024,36.3
Ngada,2018,67.1
Ngada,2019,67.76
Ngada,2020,67.88
Ngada,2021,67.88
Ngada,2022,68.26
Ngada,2023,69.14
Ngada,2024,69.52
Nganjuk,2018,71.23
Nganjuk,2019,71.71
Nganjuk,2020,71.72
Nganjuk,2021,71.97
Nganjuk,2022,72.93
Nganjuk,2023,73.71
Nganjuk,2024,74.23
Ngawi,2018,69.91
Ngawi,2019,70.41
Ngawi,2020,70.54
Ngawi,2021,71.04
Ngawi,2022,71.75
Ngawi,2023,72.47
Ngawi,2024,73.09
Nias,2018,60.82
Nias,2019,61.65
Nias,2020,61.93
Nias,2021,62.74
Nias,2022,63.69
Nias,2023,64.56
Nias,2024,65.55
Nias Barat,2018,60.42
Nias Barat,2019,61.14
Nias Barat,2020,61.51
Nias Barat,2021,61.99
Nias Barat,2022,62.93
Nias Barat,2023,63.7
Nias Barat,2024,64.67
Nias Selatan,2018,60.75
Nias Selatan,2019,61.59
Nias Selatan,2020,61.89
Nias Selatan,2021,62.35
Nias Selatan,2022,63.17
Nias Selatan,2023,64.12
Nias Selatan,2024,65.02
Nias Utara,2018,61.08
Nias Utara,2019,61.98
Nias Utara,2020,62.36
Nias Utara,2021,62.82
Nias Utara,2022,63.75
Nias Utara,2023,64.64
Nias Utara,2024,65.62
Nunukan,2018,65.67
Nunukan,2019,66.32
Nunukan,2020,65.79
Nunukan,2021,66.46
Nunukan,2022,67.16
Nunukan,2023,67.7
Nunukan,2024,68.52
Ogan Ilir,2018,66.43
Ogan Ilir,2019,67.22
Ogan Ilir,2020,67.06
Ogan Ilir,2021,67.17
Ogan Ilir,2022,67.96
Ogan Ilir,2023,68.76
Ogan Ilir,2024,69.4
Ogan Komering Ilir,2018,66.57
Ogan Komering Ilir,2019,66.96
Ogan Komering Ilir,2020,66.82
Ogan Komering Ilir,2021,67.17
Ogan Komering Ilir,2022,68.02
Ogan Komering Ilir,2023,68.65
Ogan Komering Ilir,2024,69.33
Ogan Komering Ulu,2018,69.01
Ogan Komering Ulu,2019,69.45
Ogan Komering Ulu,2020,69.32
Ogan Komering Ulu,2021,69.6
Ogan Komering Ulu,2022,70.24
Ogan Komering Ulu,2023,71.01
Ogan Komering Ulu,2024,71.55
Ogan Komering Ulu Selatan,2018,64.84
Ogan Komering Ulu Selatan,2019,65.43
Ogan Komering Ulu Selatan,2020,65.3
Ogan Komering Ulu Selatan,2021,65.34
Ogan Komering Ulu Selatan,2022,65.87
Ogan Komering Ulu Selatan,2023,66.67
Ogan Komering Ulu Selatan,2024,67.65
Ogan Komering Ulu Timur,2018,68.58
Ogan Komering Ulu Timur,2019,69.34
Ogan Komering Ulu Timur,2020,69.28
Ogan Komering Ulu Timur,2021,69.58
Ogan Komering Ulu Timur,2022,70.23
Ogan Komering Ulu Timur,2023,70.96
Ogan Komering Ulu Timur,2024,71.55
Pacitan,2018,67.33
Pacitan,2019,68.16
Pacitan,2020,68.39
Pacitan,2021,68.57
Pacitan,2022,69.37
Pacitan,2023,70.19
Pacitan,2024,70.74
Padang Lawas,2018,67.59
Padang Lawas,2019,68.16
Padang Lawas,2020,68.25
Padang Lawas,2021,68.64
Padang Lawas,2022,69.58
Padang Lawas,2023,70.34
Padang Lawas,2024,71.27
Padang Lawas Utara,2018,68.77
Padang Lawas Utara,2019,69.29
Padang Lawas Utara,2020,69.85
Padang Lawas Utara,2021,70.11
Padang Lawas Utara,2022,70.93
Padang Lawas Utara,2023,71.63
Padang Lawas Utara,2024,72.32
Padang Pariaman,2018,69.71
Padang Pariaman,2019,70.59
Padang Pariaman,2020,70.61
Padang Pariaman,2021,70.76
Padang Pariaman,2022,71.63
Padang Pariaman,2023,72.61
Padang Pariaman,2024,73.1
Pakpak Bharat,2018,66.63
Pakpak Bharat,2019,67.47
Pakpak Bharat,2020,67.59
Pakpak Bharat,2021,67.94
Pakpak Bharat,2022,68.85
Pakpak Bharat,2023,69.58
Pakpak Bharat,2024,70.36
Pamekasan,2018,65.41
Pamekasan,2019,65.94
Pamekasan,2020,66.26
Pamekasan,2021,66.4
Pamekasan,2022,66.99
Pamekasan,2023,67.96
Pamekasan,2024,68.49
Pandeglang,2018,64.34
Pandeglang,2019,64.91
Pandeglang,2020,65.0
Pandeglang,2021,65.17
Pandeglang,2022,65.84
Pandeglang,2023,66.42
Pandeglang,2024,66.99
Pangandaran,2018,67.44
Pangandaran,2019,68.21
Pangandaran,2020,68.06
Pangandaran,2021,68.28
Pangandaran,2022,69.03
Pangandaran,2023,69.38
Pangandaran,2024,69.85
Pangkajene dan Kepulauan,2018,67.71
Pangkajene dan Kepulauan,2019,68.29
Pangkajene dan Kepulauan,2020,68.72
Pangkajene dan Kepulauan,2021,69.21
Pangkajene dan Kepulauan,2022,69.79
Pangkajene dan Kepulauan,2023,70.59
Pangkajene dan Kepulauan,2024,71.22
Paniai,2018,55.83
Paniai,2019,56.58
Paniai,2020,56.31
Paniai,2021,56.7
Paniai,2022,57.14
Paniai,2023,57.91
Paniai,2024,58.69
Parigi Moutong,2018,64.85
Parigi Moutong,2019,65.47
Parigi Moutong,2020,65.44
Parigi Moutong,2021,65.82
Parigi Moutong,2022,66.26
Parigi Moutong,2023,67.11
Parigi Moutong,2024,67.49
Pasaman,2018,65.6
Pasaman,2019,66.46
Pasaman,2020,66.64
Pasaman,2021,66.77
Pasaman,2022,67.41
Pasaman,2023,68.13
Pasaman,2024,68.89
Pasaman Barat,2018,67.43
Pasaman Barat,2019,68.21
Pasaman Barat,2020,68.49
Pasaman Barat,2021,68.76
Pasaman Barat,2022,69.57
Pasaman Barat,2023,70.19
Pasaman Barat,2024,70.93
Paser,2018,71.61
Paser,2019,72.29
Paser,2020,72.04
Paser,2021,72.93
Paser,2022,73.44
Paser,2023,74.14
Paser,2024,74.7
Pasuruan,2018,67.41
Pasuruan,2019,68.29
Pasuruan,2020,68.6
Pasuruan,2021,68.93
Pasuruan,2022,69.68
Pasuruan,2023,70.29
Pasuruan,2024,70.73
Pati,2018,70.71
Pati,2019,71.35
Pati,2020,71.77
Pati,2021,72.28
Pati,2022,73.14
Pati,2023,73.59
Pati,2024,74.1
Pegunungan Arfak,2018,55.31
Pegunungan Arfak,2019,56.15
Pegunungan Arfak,2020,56.33
Pegunungan Arfak,2021,56.13
Pegunungan Arfak,2022,57.01
Pegunungan Arfak,2023,57.82
Pegunungan Arfak,2024,58.73
Pegunungan Bintang,2018,44.22
Pegunungan Bintang,2019,45.21
Pegunungan Bintang,2020,45.44
Pegunungan Bintang,2021,46.28
Pegunungan Bintang,2022,47.21
Pegunungan Bintang,2023,48.18
Pegunungan Bintang,2024,49.36
Pekalongan,2018,68.97
Pekalongan,2019,69.71
Pekalongan,2020,69.63
Pekalongan,2021,70.11
Pekalongan,2022,70.81
Pekalongan,2023,71.4
Pekalongan,2024,71.84
Pelalawan,2018,71.44
Pelalawan,2019,71.85
Pelalawan,2020,71.56
Pelalawan,2021,72.08
Pelalawan,2022,72.93
Pelalawan,2023,73.59
Pelalawan,2024,74.08
Pemalang,2018,65.67
Pemalang,2019,66.32
Pemalang,2020,66.32
Pemalang,2021,66.56
Pemalang,2022,67.19
Pemalang,2023,68.03
Pemalang,2024,68.55
Penajam Paser Utara,2018,71.13
Penajam Paser Utara,2019,71.64
Penajam Paser Utara,2020,71.41
Penajam Paser Utara,2021,72.01
Penajam Paser Utara,2022,72.55
Penajam Paser Utara,2023,73.3
Penajam Paser Utara,2024,73.9
Penukal Abab Lematang Ilir,2018,63.49
Penukal Abab Lematang Ilir,2019,64.33
Penukal Abab Lematang Ilir,2020,64.7
Penukal Abab Lematang Ilir,2021,64.88
Penukal Abab Lematang Ilir,2022,65.75
Penukal Abab Lematang Ilir,2023,66.64
Penukal Abab Lematang Ilir,2024,67.48
Pesawaran,2018,64.97
Pesawaran,2019,65.75
Pesawaran,2020,65.79
Pesawaran,2021,66.14
Pesawaran,2022,66.7
Pesawaran,2023,67.67
Pesawaran,2024,68.52
Pesisir Barat,2018,62.96
Pesisir Barat,2019,63.79
Pesisir Barat,2020,63.91
Pesisir Barat,2021,64.3
Pesisir Barat,2022,65.14
Pesisir Barat,2023,66.0
Pesisir Barat,2024,66.73
Pesisir Selatan,2018,69.4
Pesisir Selatan,2019,70.08
Pesisir Selatan,2020,69.9
Pesisir Selatan,2021,70.03
Pesisir Selatan,2022,70.84
Pesisir Selatan,2023,71.44
Pesisir Selatan,2024,72.02
Pidie,2018,69.93
Pidie,2019,70.41
Pidie,2020,70.63
Pidie,2021,70.7
Pidie,2022,71.2
Pidie,2023,71.66
Pidie,2024,72.31
Pidie Jaya,2018,72.12
Pidie Jaya,2019,72.87
Pidie Jaya,2020,73.2
Pidie Jaya,2021,73.6
Pidie Jaya,2022,74.34
Pidie Jaya,2023,74.8
Pidie Jaya,2024,75.16
Pinrang,2018,70.62
Pinrang,2019,71.12
Pinrang,2020,71.26
Pinrang,2021,71.45
Pinrang,2022,71.97
Pinrang,2023,72.84
Pinrang,2024,73.55
Pohuwato,2018,64.44
Pohuwato,2019,65.27
Pohuwato,2020,65.37
Pohuwato,2021,65.8
Pohuwato,2022,66.53
Pohuwato,2023,67.15
Pohuwato,2024,68.02
Polewali Mandar,2018,63.14
Polewali Mandar,2019,63.74
Polewali Mandar,2020,63.84
Polewali Mandar,2021,64.23
Polewali Mandar,2022,64.79
Polewali Mandar,2023,65.59
Polewali Mandar,2024,66.22
