Tahun,Jumlah Penduduk Miskin,Kabupaten/Kota
2019,14.02,Pontianak
2020,13.18,Pontianak
2021,13.82,Pontianak
2022,14.3,Pontianak
2023,14.15,Pontianak
2024,13.22,Pontianak
2018,41.75,Poso
2019,39.92,Poso
2020,40.2,Poso
2021,41.99,Poso
2022,40.78,Poso
2023,41.48,Poso
2024,39.63,Poso
2018,41.64,Pringsewu
2019,40.55,Pringsewu
2020,40.12,Pringsewu
2021,41.04,Pringsewu
2022,38.18,Pringsewu
2023,37.6,Pringsewu
2024,34.42,Pringsewu
2018,217.06,Probolinggo
2019,207.22,Probolinggo
2020,218.35,Probolinggo
2021,223.32,Probolinggo
2022,203.23,Probolinggo
2023,205.02,Probolinggo
2024,197.11,Probolinggo
2018,5.71,Pulang Pisau
2019,5.39,Pulang Pisau
2020,5.21,Pulang Pisau
2021,5.43,Pulang Pisau
2022,6.04,Pulang Pisau
2023,5.92,Pulang Pisau
2024,5.91,Pulang Pisau
2018,4.67,Pulau Morotai
2019,4.86,Pulau Morotai
2020,4.43,Pulau Morotai
2021,4.45,Pulau Morotai
2022,3.77,Pulau Morotai
2023,3.81,Pulau Morotai
2024,3.69,Pulau Morotai
2018,3.85,Pulau Taliabu
2019,3.98,Pulau Taliabu
2020,3.89,Pulau Taliabu
2021,4.05,Pulau Taliabu
2022,3.76,Pulau Taliabu
2023,4.03,Pulau Taliabu
2024,3.97,Pulau Taliabu
2018,42.1,Puncak
2019,43.09,Puncak
2020,42.43,Puncak
2021,40.78,Puncak
2022,41.28,Puncak
2023,42.01,Puncak
2024,43.73,Puncak
2018,45.51,Puncak Jaya
2019,45.89,Puncak Jaya
2020,46.07,Puncak Jaya
2021,46.39,Puncak Jaya
2022,47.61,Puncak Jaya
2023,47.5,Puncak Jaya
2024,48.78,Puncak Jaya
2018,144.16,Purbalingga
2019,140.07,Purbalingga
2020,149.48,Purbalingga
2021,153.08,Purbalingga
2022,145.33,Purbalingga
2023,143.41,Purbalingga
2024,136.72,Purbalingga
2018,75.94,Purwakarta
2019,71.86,Purwakarta
2020,80.17,Purwakarta
2021,84.27,Purwakarta
2022,83.44,Purwakarta
2023,81.54,Purwakarta
2024,81.44,Purwakarta
2018,83.55,Purworejo
2019,82.17,Purworejo
2020,84.79,Purworejo
2021,88.8,Purworejo
2022,82.64,Purworejo
2023,81.28,Purworejo
2024,78.02,Purworejo
2018,8.5,Raja Ampat
2019,8.3,Raja Ampat
2020,8.32,Raja Ampat
2021,8.69,Raja Ampat
2022,8.69,Raja Ampat
2023,8.51,Raja Ampat
2024,8.13,Raja Ampat
2018,42.13,Rejang Lebong
2019,41.57,Rejang Lebong
2020,41.47,Rejang Lebong
2021,43.3,Rejang Lebong
2022,43.18,Rejang Lebong
2023,41.18,Rejang Lebong
2024,41.16,Rejang Lebong
2018,97.44,Rembang
2019,95.26,Rembang
2020,100.08,Rembang
2021,101.4,Rembang
2022,94.56,Rembang
2023,91.97,Rembang
2024,91.45,Rembang
2018,48.92,Rokan Hilir
2019,49.8,Rokan Hilir
2020,48.85,Rokan Hilir
2021,51.97,Rokan Hilir
2022,49.59,Rokan Hilir
2023,53.04,Rokan Hilir
2024,53.49,Rokan Hilir
2018,72.28,Rokan Hulu
2019,72.21,Rokan Hulu
2020,73.35,Rokan Hulu
2021,74.73,Rokan Hulu
2022,73.81,Rokan Hulu
2023,74.38,Rokan Hulu
2024,75.89,Rokan Hulu
2018,46.13,Rote Ndao
2019,47.66,Rote Ndao
2020,48.77,Rote Ndao
2021,51.71,Rote Ndao
2022,52.43,Rote Ndao
2023,53.55,Rote Ndao
2024,52.89,Rote Ndao
2018,28.88,Sabu Raijua
2019,29.49,Sabu Raijua
2020,30.14,Sabu Raijua
2021,30.6,Sabu Raijua
2022,30.0,Sabu Raijua
2023,30.43,Sabu Raijua
2024,30.98,Sabu Raijua
2018,45.48,Sambas
2019,43.84,Sambas
2020,41.41,Sambas
2021,41.49,Sambas
2022,37.65,Sambas
2023,38.71,Sambas
2024,35.87,Sambas
2018,16.81,Samosir
2019,15.79,Samosir
2020,15.8,Samosir
2021,16.08,Samosir
2022,14.97,Samosir
2023,14.86,Samosir
2024,14.85,Samosir
2018,204.82,Sampang
2019,202.21,Sampang
2020,224.74,Sampang
2021,237.23,Sampang
2022,217.97,Sampang
2023,221.71,Sampang
2024,214.32,Sampang
2018,21.59,Sanggau
2019,21.41,Sanggau
2020,21.16,Sanggau
2021,21.7,Sanggau
2022,21.74,Sanggau
2023,23.34,Sanggau
2024,23.02,Sanggau
2018,5.67,Sarmi
2019,5.8,Sarmi
2020,5.7,Sarmi
2021,5.56,Sarmi
2022,5.6,Sarmi
2023,5.45,Sarmi
2024,5.87,Sarmi
2018,25.7,Sarolangun
2019,25.39,Sarolangun
2020,25.79,Sarolangun
2021,27.06,Sarolangun
2022,26.23,Sarolangun
2023,26.77,Sarolangun
2024,26.54,Sarolangun
2018,12.29,Sekadau
2019,12.28,Sekadau
2020,11.92,Sekadau
2021,12.69,Sekadau
2022,11.91,Sekadau
2023,12.09,Sekadau
2024,11.69,Sekadau
2018,37.51,Seluma
2019,36.92,Seluma
2020,36.23,Seluma
2021,37.05,Seluma
2022,36.71,Seluma
2023,36.32,Seluma
2024,35.08,Seluma
2018,75.67,Semarang
2019,73.9,Semarang
2020,79.88,Semarang
2021,83.61,Semarang
2022,78.6,Semarang
2023,78.35,Semarang
2024,76.87,Semarang
2018,43.77,Seram Bagian Barat
2019,43.14,Seram Bagian Barat
2020,43.15,Seram Bagian Barat
2021,43.72,Seram Bagian Barat
2022,38.57,Seram Bagian Barat
2023,38.87,Seram Bagian Barat
2024,38.78,Seram Bagian Barat
2018,26.64,Seram Bagian Timur
2019,26.44,Seram Bagian Timur
2020,26.69,Seram Bagian Timur
2021,26.41,Seram Bagian Timur
2022,23.71,Seram Bagian Timur
2023,24.26,Seram Bagian Timur
2024,24.34,Seram Bagian Timur
2018,64.46,Serang
2019,61.54,Serang
2020,74.8,Serang
2021,83.09,Serang
2022,75.45,Serang
2023,73.83,Serang
2024,68.86,Serang
2018,50.49,Serdang Bedagai
2019,48.69,Serdang Bedagai
2020,49.18,Serdang Bedagai
2021,51.16,Serdang Bedagai
2022,48.22,Serdang Bedagai
2023,45.88,Serdang Bedagai
2024,43.0,Serdang Bedagai
2018,14.56,Seruyan
2019,14.66,Seruyan
2020,14.53,Seruyan
2021,15.07,Seruyan
2022,15.96,Seruyan
2023,15.71,Seruyan
2024,16.06,Seruyan
2018,25.81,Siak
2019,24.49,Siak
2020,25.38,Siak
2021,25.77,Siak
2022,25.71,Siak
2023,26.99,Siak
2024,26.72,Siak
2018,6.53,Siau Tagulandang Biaro
2019,6.35,Siau Tagulandang Biaro
2020,5.95,Siau Tagulandang Biaro
2021,6.0,Siau Tagulandang Biaro
2022,5.53,Siau Tagulandang Biaro
2023,5.92,Siau Tagulandang Biaro
2024,5.63,Siau Tagulandang Biaro
2018,15.41,Sidenreng Rappang
2019,14.44,Sidenreng Rappang
2020,15.36,Sidenreng Rappang
2021,15.25,Sidenreng Rappang
2022,15.56,Sidenreng Rappang
2023,15.75,Sidenreng Rappang
2024,15.48,Sidenreng Rappang
2018,125.75,Sidoarjo
2019,119.29,Sidoarjo
2020,127.05,Sidoarjo
2021,137.15,Sidoarjo
2022,125.69,Sidoarjo
2023,119.15,Sidoarjo
2024,109.39,Sidoarjo
2018,29.78,Sigi
2019,30.82,Sigi
2020,30.0,Sigi
2021,31.51,Sigi
2022,29.94,Sigi
2023,31.47,Sigi
2024,29.8,Sigi
2018,16.55,Sijunjung
2019,16.65,Sijunjung
2020,16.28,Sijunjung
2021,16.81,Sijunjung
2022,15.07,Sijunjung
2023,15.02,Sijunjung
2024,14.99,Sijunjung
2018,44.02,Sikka
2019,43.32,Sikka
2020,42.18,Sikka
2021,43.09,Sikka
2022,40.87,Sikka
2023,40.81,Sikka
2024,38.73,Sikka
2018,80.3,Simalungun
2019,76.33,Simalungun
2020,73.64,Simalungun
2021,76.99,Simalungun
2022,72.47,Simalungun
2023,69.21,Simalungun
2024,68.05,Simalungun
2018,18.22,Simeulue
2019,17.67,Simeulue
2020,17.34,Simeulue
2021,18.25,Simeulue
2022,17.86,Simeulue
2023,17.62,Simeulue
2024,17.59,Simeulue
2018,22.48,Sinjai
2019,22.27,Sinjai
2020,22.06,Sinjai
2021,21.69,Sinjai
2022,21.67,Sinjai
2023,21.14,Sinjai
2024,19.4,Sinjai
2018,42.65,Sintang
2019,40.3,Sintang
2020,39.19,Sintang
2021,39.4,Sintang
2022,36.76,Sintang
2023,35.49,Sintang
2024,35.18,Sintang
2018,80.27,Situbondo
2019,76.44,Situbondo
2020,83.74,Situbondo
2021,86.95,Situbondo
2022,81.46,Situbondo
2023,82.62,Situbondo
2024,80.17,Situbondo
2018,92.04,Sleman
2019,90.17,Sleman
2020,99.78,Sleman
2021,108.93,Sleman
2022,98.92,Sleman
2023,97.5,Sleman
2024,97.94,Sleman
2018,32.89,Solok
2019,29.74,Solok
2020,29.28,Solok
2021,30.36,Solok
2022,27.16,Solok
2023,27.33,Solok
2024,28.18,Solok
2018,11.85,Solok Selatan
2019,12.5,Solok Selatan
2020,12.39,Solok Selatan
2021,13.41,Solok Selatan
2022,11.81,Solok Selatan
2023,11.91,Solok Selatan
2024,12.33,Solok Selatan
2018,17.0,Soppeng
2019,16.45,Soppeng
2020,17.23,Soppeng
2021,17.27,Soppeng
2022,17.21,Soppeng
2023,17.21,Soppeng
2024,15.9,Soppeng
2018,26.1,Sorong
2019,25.3,Sorong
2020,24.89,Sorong
2021,25.93,Sorong
2022,26.34,Sorong
2023,26.27,Sorong
2024,25.69,Sorong
2018,8.76,Sorong Selatan
2019,8.6,Sorong Selatan
2020,8.71,Sorong Selatan
2021,9.16,Sorong Selatan
2022,9.33,Sorong Selatan
2023,9.35,Sorong Selatan
2024,9.4,Sorong Selatan
2018,116.37,Sragen
2019,113.83,Sragen
2020,119.38,Sragen
2021,122.91,Sragen
2022,115.14,Sragen
2023,114.62,Sragen
2024,110.65,Sragen
2018,136.61,Subang
2019,129.18,Subang
2020,149.81,Subang
2021,158.97,Subang
2022,155.34,Subang
2023,152.33,Subang
2024,152.56,Subang
2018,166.33,Sukabumi
2019,153.3,Sukabumi
2020,175.1,Sukabumi
2021,194.35,Sukabumi
2022,186.28,Sukabumi
2023,178.71,Sukabumi
2024,175.93,Sukabumi
2018,1.96,Sukamara
2019,2.01,Sukamara
2020,2.13,Sukamara
2021,2.38,Sukamara
2022,2.48,Sukamara
2023,2.71,Sukamara
2024,2.9,Sukamara
2018,65.43,Sukoharjo
2019,63.55,Sukoharjo
2020,68.89,Sukoharjo
2021,73.84,Sukoharjo
2022,68.72,Sukoharjo
2023,68.79,Sukoharjo
2024,68.15,Sukoharjo
2018,36.3,Sumba Barat
2019,36.56,Sumba Barat
2020,36.95,Sumba Barat
2021,37.78,Sumba Barat
2022,37.06,Sumba Barat
2023,37.15,Sumba Barat
2024,36.72,Sumba Barat
2018,97.28,Sumba Barat Daya
2019,96.3,Sumba Barat Daya
2020,97.81,Sumba Barat Daya
2021,100.42,Sumba Barat Daya
2022,98.5,Sumba Barat Daya
2023,101.4,Sumba Barat Daya
2024,102.05,Sumba Barat Daya
2018,24.93,Sumba Tengah
2019,25.12,Sumba Tengah
2020,25.37,Sumba Tengah
2021,25.48,Sumba Tengah
2022,24.49,Sumba Tengah
2023,24.24,Sumba Tengah
2024,23.81,Sumba Tengah
2018,76.8,Sumba Timur
2019,77.39,Sumba Timur
2020,77.3,Sumba Timur
2021,78.33,Sumba Timur
2022,75.28,Sumba Timur
2023,75.66,Sumba Timur
2024,73.58,Sumba Timur
2018,63.77,Sumbawa
2019,63.49,Sumbawa
2020,62.88,Sumbawa
2021,66.0,Sumbawa
2022,64.73,Sumbawa
2023,67.4,Sumbawa
2024,63.0,Sumbawa
2018,20.36,Sumbawa Barat
2019,20.45,Sumbawa Barat
2020,20.2,Sumbawa Barat
2021,21.51,Sumbawa Barat
2022,21.28,Sumbawa Barat
2023,21.77,Sumbawa Barat
2024,21.13,Sumbawa Barat
2018,112.14,Sumedang
2019,104.18,Sumedang
2020,118.38,Sumedang
2021,126.28,Sumedang
2022,120.12,Sumedang
2023,111.39,Sumedang
2024,108.89,Sumedang
2018,218.6,Sumenep
2019,211.98,Sumenep
2020,220.23,Sumenep
2021,224.73,Sumenep
2022,206.2,Sumenep
2023,206.1,Sumenep
2024,196.42,Sumenep
2018,7.76,Supiori
2019,7.97,Supiori
2020,7.78,Supiori
2021,7.83,Supiori
2022,7.94,Supiori
2023,7.94,Supiori
2024,8.25,Supiori
2018,14.87,Tabalong
2019,15.22,Tabalong
2020,14.7,Tabalong
2021,16.13,Tabalong
2022,15.24,Tabalong
2023,15.15,Tabalong
2024,14.97,Tabalong
2018,19.77,Tabanan
2019,18.74,Tabanan
2020,19.11,Tabanan
2021,23.11,Tabanan
2022,23.46,Tabanan
2023,21.42,Tabanan
2024,20.16,Tabanan
2018,26.57,Takalar
2019,25.93,Takalar
2020,25.38,Takalar
2021,24.6,Takalar
2022,24.75,Takalar
2023,25.01,Takalar
2024,23.51,Takalar
2018,4.77,Tambrauw
2019,4.67,Tambrauw
2020,4.59,Tambrauw
2021,5.31,Tambrauw
2022,5.2,Tambrauw
2023,5.13,Tambrauw
2024,5.02,Tambrauw
2018,1.34,Tana Tidung
2019,1.34,Tana Tidung
2020,1.46,Tana Tidung
2021,1.49,Tana Tidung
2022,1.35,Tana Tidung
2023,1.47,Tana Tidung
2024,1.5,Tana Tidung
2018,29.65,Tana Toraja
2019,28.87,Tana Toraja
2020,28.41,Tana Toraja
2021,29.33,Tana Toraja
2022,29.31,Tana Toraja
2023,30.23,Tana Toraja
2024,26.3,Tana Toraja
2018,17.06,Tanah Bumbu
2019,17.35,Tanah Bumbu
2020,16.83,Tanah Bumbu
2021,18.92,Tanah Bumbu
2022,17.22,Tanah Bumbu
2023,17.17,Tanah Bumbu
2024,14.68,Tanah Bumbu
2018,18.48,Tanah Datar
2019,16.2,Tanah Datar
2020,15.34,Tanah Datar
2021,15.89,Tanah Datar
2022,14.91,Tanah Datar
2023,14.57,Tanah Datar
2024,15.0,Tanah Datar
2018,14.87,Tanah Laut
2019,15.45,Tanah Laut
2020,14.79,Tanah Laut
2021,15.86,Tanah Laut
2022,13.54,Tanah Laut
2023,13.22,Tanah Laut
2024,13.4,Tanah Laut
2018,190.05,Tangerang
2019,193.97,Tangerang
2020,242.16,Tangerang
2021,272.35,Tangerang
2022,270.52,Tangerang
2023,276.33,Tangerang
2024,266.43,Tangerang
2018,73.77,Tanggamus
2019,71.9,Tanggamus
2020,70.37,Tanggamus
2021,71.89,Tanggamus
2022,67.43,Tanggamus
2023,65.18,Tanggamus
2024,64.22,Tanggamus
2018,36.28,Tanjung Jabung Barat
2019,35.12,Tanjung Jabung Barat
2020,34.79,Tanjung Jabung Barat
2021,36.1,Tanjung Jabung Barat
2022,33.95,Tanjung Jabung Barat
2023,33.61,Tanjung Jabung Barat
2024,33.12,Tanjung Jabung Barat
2018,26.99,Tanjung Jabung Timur
2019,25.35,Tanjung Jabung Timur
2020,24.23,Tanjung Jabung Timur
2021,24.42,Tanjung Jabung Timur
2022,23.42,Tanjung Jabung Timur
2023,23.33,Tanjung Jabung Timur
2024,21.86,Tanjung Jabung Timur
2018,25.63,Tapanuli Selatan
2019,24.22,Tapanuli Selatan
2020,23.96,Tapanuli Selatan
2021,25.01,Tapanuli Selatan
2022,23.05,Tapanuli Selatan
2023,20.09,Tapanuli Selatan
2024,19.9,Tapanuli Selatan
2018,48.53,Tapanuli Tengah
2019,46.99,Tapanuli Tengah
2020,47.19,Tapanuli Tengah
2021,49.95,Tapanuli Tengah
2022,47.07,Tapanuli Tengah
2023,47.09,Tapanuli Tengah
2024,49.21,Tapanuli Tengah
2018,29.2,Tapanuli Utara
2019,28.57,Tapanuli Utara
2020,28.41,Tapanuli Utara
2021,29.72,Tapanuli Utara
2022,27.47,Tapanuli Utara
2023,26.39,Tapanuli Utara
2024,25.51,Tapanuli Utara
2018,6.98,Tapin
2019,6.51,Tapin
2020,5.9,Tapin
2021,6.93,Tapin
2022,6.98,Tapin
2023,6.22,Tapin
2024,6.55,Tapin
2018,172.41,Tasikmalaya
2019,159.93,Tasikmalaya
2020,181.52,Tasikmalaya
2021,200.59,Tasikmalaya
2022,194.1,Tasikmalaya
2023,186.87,Tasikmalaya
2024,186.75,Tasikmalaya
2018,22.86,Tebo
2019,22.83,Tebo
2020,22.47,Tebo
2021,23.77,Tebo
2022,22.81,Tebo
2023,23.47,Tebo
2024,22.48,Tebo
2018,114.06,Tegal
2019,109.94,Tegal
2020,117.5,Tegal
2021,123.52,Tegal
2022,113.62,Tegal
2023,105.03,Tegal
2024,98.02,Tegal
2018,19.64,Teluk Bintuni
2019,19.59,Teluk Bintuni
2020,19.22,Teluk Bintuni
2021,20.07,Teluk Bintuni
2022,20.45,Teluk Bintuni
2023,19.82,Teluk Bintuni
2024,19.33,Teluk Bintuni
2018,10.53,Teluk Wondama
2019,10.48,Teluk Wondama
2020,10.22,Teluk Wondama
2021,10.74,Teluk Wondama
2022,10.44,Teluk Wondama
2023,10.24,Teluk Wondama
2024,10.3,Teluk Wondama
2018,75.39,Temanggung
2019,72.57,Temanggung
2020,77.33,Temanggung
2021,79.09,Temanggung
2022,73.04,Temanggung
2023,72.96,Temanggung
2024,68.77,Temanggung
2018,130.63,Timor Tengah Selatan
2019,130.31,Timor Tengah Selatan
2020,128.98,Timor Tengah Selatan
2021,125.68,Timor Tengah Selatan
2022,120.45,Timor Tengah Selatan
2023,119.51,Timor Tengah Selatan
2024,117.41,Timor Tengah Selatan
2018,56.09,Timor Tengah Utara
2019,56.94,Timor Tengah Utara
2020,56.98,Timor Tengah Utara
2021,58.33,Timor Tengah Utara
2022,55.88,Timor Tengah Utara
2023,57.19,Timor Tengah Utara
2024,55.03,Timor Tengah Utara
2018,15.82,Toba Samosir
2019,15.78,Toba Samosir
2020,16.05,Toba Samosir
2021,16.61,Toba Samosir
2022,16.48,Toba Samosir
2023,14.94,Toba Samosir
2024,15.03,Toba Samosir
2018,27.78,Tojo Una-Una
2019,26.36,Tojo Una-Una
2020,25.43,Tojo Una-Una
2021,25.86,Tojo Una-Una
2022,25.33,Tojo Una-Una
2023,26.51,Tojo Una-Una
2024,26.12,Tojo Una-Una
2018,31.8,Toli-Toli
2019,30.79,Toli-Toli
2020,30.51,Toli-Toli
2021,32.19,Toli-Toli
2022,30.61,Toli-Toli
2023,31.13,Toli-Toli
2024,30.39,Toli-Toli
2018,45.54,Tolikara
2019,45.65,Tolikara
2020,44.88,Tolikara
2021,48.16,Tolikara
2022,47.13,Tolikara
2023,48.4,Tolikara
2024,48.73,Tolikara
2018,30.68,Toraja Utara
2019,28.64,Toraja Utara
2020,27.88,Toraja Utara
2021,28.39,Toraja Utara
2022,27.79,Toraja Utara
2023,29.14,Toraja Utara
2024,25.97,Toraja Utara
2018,83.5,Trenggalek
2019,76.44,Trenggalek
2020,81.06,Trenggalek
2021,84.89,Trenggalek
2022,76.75,Trenggalek
2023,74.58,Trenggalek
2024,73.75,Trenggalek
2018,178.64,Tuban
2019,170.8,Tuban
2020,187.13,Tuban
2021,192.58,Tuban
2022,178.05,Tuban
2023,177.25,Tuban
2024,171.24,Tuban
2018,21.93,Tulang Bawang Barat
2019,21.14,Tulang Bawang Barat
2020,20.29,Tulang Bawang Barat
2021,23.03,Tulang Bawang Barat
2022,20.72,Tulang Bawang Barat
2023,20.32,Tulang Bawang Barat
2024,20.35,Tulang Bawang Barat
2018,43.1,Tulangbawang
2019,42.06,Tulangbawang
2020,42.43,Tulangbawang
2021,44.53,Tulangbawang
2022,39.19,Tulangbawang
2023,37.83,Tulangbawang
2024,37.46,Tulangbawang
2018,75.23,Tulungagung
2019,70.01,Tulungagung
2020,76.4,Tulungagung
2021,78.59,Tulungagung
2022,70.52,Tulungagung
2023,68.81,Tulungagung
2024,66.42,Tulungagung
2018,29.73,Wajo
2019,27.48,Wajo
2020,27.69,Wajo
2021,26.22,Wajo
2022,26.75,Wajo
2023,27.54,Wajo
2024,26.57,Wajo
2018,14.2,Wakatobi
2019,14.14,Wakatobi
2020,13.75,Wakatobi
2021,15.3,Wakatobi
2022,15.01,Wakatobi
2023,15.34,Wakatobi
2024,14.93,Wakatobi
2018,9.26,Waropen
2019,9.68,Waropen
2020,9.44,Waropen
2021,9.69,Waropen
2022,10.02,Waropen
2023,9.86,Waropen
2024,10.3,Waropen
2018,60.16,Way Kanan
2019,58.72,Way Kanan
2020,58.41,Way Kanan
2021,59.89,Way Kanan
2022,54.28,Way Kanan
2023,51.26,Way Kanan
2024,48.88,Way Kanan
2018,102.84,Wonogiri
2019,98.28,Wonogiri
2020,104.37,Wonogiri
2021,110.46,Wonogiri
2022,105.19,Wonogiri
2023,104.82,Wonogiri
2024,102.57,Wonogiri
2018,138.32,Wonosobo
2019,131.35,Wonosobo
2020,137.64,Wonosobo
2021,139.67,Wonosobo
2022,128.11,Wonosobo
2023,123.7,Wonosobo
2024,121.49,Wonosobo
2018,74.02,Yahukimo
2019,73.92,Yahukimo
2020,71.76,Yahukimo
2021,73.62,Yahukimo
2022,71.61,Yahukimo
2023,72.14,Yahukimo
2024,68.32,Yahukimo
2018,21.64,Yalimo
2019,21.48,Yalimo
2020,20.84,Yalimo
2021,22.32,Yalimo
2022,21.72,Yalimo
2023,21.67,Yalimo
2024,21.44,Yalimo
