Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Makanan Lainnya
Ponorogo,2021,2507.58
Ponorogo,2022,2483.77
Ponorogo,2023,2811.75
Ponorogo,2024,2332.0
Poso,2018,1601.11
Poso,2019,1672.81
Poso,2020,1963.16
Poso,2021,2093.42
Poso,2022,2300.71
Poso,2023,2817.86
Poso,2024,2811.0
Pringsewu,2018,1596.06
Pringsewu,2019,1602.85
Pringsewu,2020,1679.89
Pringsewu,2021,2128.08
Pringsewu,2022,2207.87
Pringsewu,2023,2075.63
Pringsewu,2024,2559.0
Probolinggo,2018,2411.72
Probolinggo,2019,2073.38
Probolinggo,2020,2457.6
Probolinggo,2021,2578.55
Probolinggo,2022,2294.57
Probolinggo,2023,2973.67
Probolinggo,2024,2595.0
Pulang Pisau,2018,3371.49
Pulang Pisau,2019,3252.63
Pulang Pisau,2020,3855.92
Pulang Pisau,2021,4428.06
Pulang Pisau,2022,4274.1
Pulang Pisau,2023,4576.36
Pulang Pisau,2024,4254.0
Pulau Morotai,2018,1957.19
Pulau Morotai,2019,1878.05
Pulau Morotai,2020,1764.35
Pulau Morotai,2021,2258.51
Pulau Morotai,2022,2428.74
Pulau Morotai,2023,3095.58
Pulau Morotai,2024,2919.0
Pulau Taliabu,2018,1570.82
Pulau Taliabu,2019,1526.1
Pulau Taliabu,2020,1877.97
Pulau Taliabu,2021,2289.76
Pulau Taliabu,2022,1806.3
Pulau Taliabu,2023,1801.83
Pulau Taliabu,2024,2459.0
Puncak,2018,3988.29
Puncak,2019,3452.53
Puncak,2020,4851.2
Puncak,2021,7022.81
Puncak,2022,5522.53
Puncak,2023,4938.38
Puncak,2024,1364.0
Puncak Jaya,2018,2672.15
Puncak Jaya,2019,4802.59
Puncak Jaya,2020,7194.92
Puncak Jaya,2021,10861.32
Puncak Jaya,2022,16579.12
Puncak Jaya,2023,14537.3
Puncak Jaya,2024,2330.0
Purbalingga,2018,1896.22
Purbalingga,2019,1832.82
Purbalingga,2020,1805.17
Purbalingga,2021,2034.18
Purbalingga,2022,2221.01
Purbalingga,2023,2443.82
Purbalingga,2024,2325.0
Purwakarta,2018,3012.43
Purwakarta,2019,3176.79
Purwakarta,2020,3180.97
Purwakarta,2021,3913.17
Purwakarta,2022,3503.67
Purwakarta,2023,4626.57
Purwakarta,2024,3696.0
Purworejo,2018,1774.22
Purworejo,2019,1677.88
Purworejo,2020,1715.83
Purworejo,2021,1937.11
Purworejo,2022,1870.79
Purworejo,2023,2034.12
Purworejo,2024,2283.0
Raja Ampat,2018,2004.21
Raja Ampat,2019,2580.33
Raja Ampat,2020,2680.85
Raja Ampat,2021,2176.49
Raja Ampat,2022,2602.35
Raja Ampat,2023,2379.34
Raja Ampat,2024,2802.0
Rejang Lebong,2018,2118.52
Rejang Lebong,2019,1871.69
Rejang Lebong,2020,2398.87
Rejang Lebong,2021,2787.38
Rejang Lebong,2022,3150.31
Rejang Lebong,2023,3743.2
Rejang Lebong,2024,3345.0
Rembang,2018,2031.07
Rembang,2019,1710.46
Rembang,2020,1859.59
Rembang,2021,2768.98
Rembang,2022,2755.86
Rembang,2023,2251.69
Rembang,2024,2684.0
Rokan Hilir,2018,1993.23
Rokan Hilir,2019,1626.7
Rokan Hilir,2020,1808.11
Rokan Hilir,2021,1880.55
Rokan Hilir,2022,2163.42
Rokan Hilir,2023,2357.66
Rokan Hilir,2024,2334.0
Rokan Hulu,2018,2139.01
Rokan Hulu,2019,1961.98
Rokan Hulu,2020,2217.83
Rokan Hulu,2021,2207.71
Rokan Hulu,2022,2258.22
Rokan Hulu,2023,2309.22
Rokan Hulu,2024,2513.0
Rote Ndao,2018,1097.3
Rote Ndao,2019,1108.58
Rote Ndao,2020,1025.26
Rote Ndao,2021,1280.99
Rote Ndao,2022,1189.18
Rote Ndao,2023,1002.75
Rote Ndao,2024,1245.0
Sabu Raijua,2018,1456.51
Sabu Raijua,2019,1381.94
Sabu Raijua,2020,1423.93
Sabu Raijua,2021,1120.6
Sabu Raijua,2022,1717.68
Sabu Raijua,2023,1660.94
Sabu Raijua,2024,1979.0
Sambas,2018,2444.06
Sambas,2019,2312.63
Sambas,2020,2444.51
Sambas,2021,2200.47
Sambas,2022,2361.08
Sambas,2023,3003.84
Sambas,2024,2560.0
Samosir,2018,1152.36
Samosir,2019,1031.22
Samosir,2020,1250.12
Samosir,2021,1751.38
Samosir,2022,1782.08
Samosir,2023,2043.8
Samosir,2024,2157.0
Sampang,2018,2117.69
Sampang,2019,1873.68
Sampang,2020,2150.06
Sampang,2021,2115.65
Sampang,2022,1877.9
Sampang,2023,1900.11
Sampang,2024,1891.0
Sanggau,2018,2562.03
Sanggau,2019,2570.15
Sanggau,2020,2793.62
Sanggau,2021,3556.38
Sanggau,2022,3570.5
Sanggau,2023,3482.33
Sanggau,2024,3603.0
Sarmi,2018,2073.84
Sarmi,2019,2035.56
Sarmi,2020,2005.87
Sarmi,2021,1775.4
Sarmi,2022,2956.66
Sarmi,2023,2343.54
Sarmi,2024,3058.0
Sarolangun,2018,2106.48
Sarolangun,2019,2226.77
Sarolangun,2020,2111.76
Sarolangun,2021,2374.2
Sarolangun,2022,2693.01
Sarolangun,2023,2902.51
Sarolangun,2024,3078.0
Sekadau,2018,2686.34
Sekadau,2019,2622.04
Sekadau,2020,3333.28
Sekadau,2021,3219.2
Sekadau,2022,3785.68
Sekadau,2023,3627.49
Sekadau,2024,4055.0
Seluma,2018,1733.11
Seluma,2019,1766.68
Seluma,2020,1819.05
Seluma,2021,2274.64
Seluma,2022,3306.89
Seluma,2023,2941.94
Seluma,2024,2759.0
Semarang,2018,2570.21
Semarang,2019,2621.82
Semarang,2020,2438.76
Semarang,2021,2609.79
Semarang,2022,3174.41
Semarang,2023,3476.79
Semarang,2024,3220.0
Seram Bagian Barat,2018,1124.63
Seram Bagian Barat,2019,1488.5
Seram Bagian Barat,2020,1408.63
Seram Bagian Barat,2021,1501.52
Seram Bagian Barat,2022,1949.44
Seram Bagian Barat,2023,1932.68
Seram Bagian Barat,2024,1547.0
Seram Bagian Timur,2018,2049.71
Seram Bagian Timur,2019,1568.04
Seram Bagian Timur,2020,1621.63
Seram Bagian Timur,2021,1866.58
Seram Bagian Timur,2022,2232.03
Seram Bagian Timur,2023,2578.71
Seram Bagian Timur,2024,2281.0
Serang,2018,2778.69
Serang,2019,2666.16
Serang,2020,2618.5
Serang,2021,2761.41
Serang,2022,3241.89
Serang,2023,3850.34
Serang,2024,3493.0
Serdang Bedagai,2018,1304.86
Serdang Bedagai,2019,1297.31
Serdang Bedagai,2020,1278.49
Serdang Bedagai,2021,1487.48
Serdang Bedagai,2022,1769.7
Serdang Bedagai,2023,1805.53
Serdang Bedagai,2024,1761.0
Seruyan,2018,3690.26
Seruyan,2019,4038.61
Seruyan,2020,3495.71
Seruyan,2021,4757.63
Seruyan,2022,4339.87
Seruyan,2023,5274.11
Seruyan,2024,4189.0
Siak,2018,2450.92
Siak,2019,2554.05
Siak,2020,2331.52
Siak,2021,2497.76
Siak,2022,2935.76
Siak,2023,3700.37
Siak,2024,3709.0
Siau Tagulandang Biaro,2018,1728.67
Siau Tagulandang Biaro,2019,1117.06
Siau Tagulandang Biaro,2020,1455.93
Siau Tagulandang Biaro,2021,1434.41
Siau Tagulandang Biaro,2022,1654.78
Siau Tagulandang Biaro,2023,1804.67
Siau Tagulandang Biaro,2024,1779.0
Sidenreng Rappang,2018,2324.38
Sidenreng Rappang,2019,2815.17
Sidenreng Rappang,2020,2373.01
Sidenreng Rappang,2021,2881.24
Sidenreng Rappang,2022,2849.83
Sidenreng Rappang,2023,2488.28
Sidenreng Rappang,2024,3288.0
Sidoarjo,2018,2742.76
Sidoarjo,2019,2624.77
Sidoarjo,2020,3000.49
Sidoarjo,2021,3367.16
Sidoarjo,2022,3934.34
Sidoarjo,2023,4219.76
Sidoarjo,2024,3439.0
Sigi,2018,1864.3
Sigi,2019,1933.43
Sigi,2020,2075.6
Sigi,2021,2092.8
Sigi,2022,2374.43
Sigi,2023,2264.2
Sigi,2024,2368.0
Sijunjung,2018,1395.38
Sijunjung,2019,1436.65
Sijunjung,2020,1884.26
Sijunjung,2021,2037.26
Sijunjung,2022,2254.23
Sijunjung,2023,2455.49
Sijunjung,2024,2166.0
Sikka,2018,1131.48
Sikka,2019,838.6
Sikka,2020,1013.57
Sikka,2021,912.75
Sikka,2022,1398.46
Sikka,2023,1261.2
Sikka,2024,1464.0
Simalungun,2018,1228.03
Simalungun,2019,1209.92
Simalungun,2020,1255.01
Simalungun,2021,1483.55
Simalungun,2022,1563.54
Simalungun,2023,2154.11
Simalungun,2024,1607.0
Simeulue,2018,1411.87
Simeulue,2019,1473.35
Simeulue,2020,1442.43
Simeulue,2021,1511.99
Simeulue,2022,1497.52
Simeulue,2023,2640.1
Simeulue,2024,1918.0
Sinjai,2018,1735.02
Sinjai,2019,1763.62
Sinjai,2020,1798.74
Sinjai,2021,2453.35
Sinjai,2022,2059.11
Sinjai,2023,2362.17
Sinjai,2024,2203.0
Sintang,2018,2321.91
Sintang,2019,2485.22
Sintang,2020,2699.33
Sintang,2021,3005.1
Sintang,2022,3436.71
Sintang,2023,3748.72
Sintang,2024,3571.0
Situbondo,2018,2292.49
Situbondo,2019,2145.77
Situbondo,2020,2022.3
Situbondo,2021,2194.76
Situbondo,2022,2063.16
Situbondo,2023,2424.17
Situbondo,2024,2349.0
Sleman,2018,2557.44
Sleman,2019,2273.84
Sleman,2020,2245.65
Sleman,2021,2693.33
Sleman,2022,3322.78
Sleman,2023,3631.59
Sleman,2024,3734.0
Solok,2018,1524.43
Solok,2019,1664.26
Solok,2020,1623.13
Solok,2021,1615.62
Solok,2022,2156.36
Solok,2023,2769.32
Solok,2024,2065.0
Solok Selatan,2018,1373.6
Solok Selatan,2019,1499.77
Solok Selatan,2020,1502.47
Solok Selatan,2021,1944.34
Solok Selatan,2022,1978.1
Solok Selatan,2023,2466.02
Solok Selatan,2024,2291.0
Soppeng,2018,1895.02
Soppeng,2019,1736.8
Soppeng,2020,1574.05
Soppeng,2021,2478.62
Soppeng,2022,2407.25
Soppeng,2023,2571.43
Soppeng,2024,2267.0
Sorong,2018,2246.27
Sorong,2019,2447.46
Sorong,2020,2337.35
Sorong,2021,2929.09
Sorong,2022,2971.67
Sorong,2023,3354.1
Sorong,2024,4301.0
Sorong Selatan,2018,1750.95
Sorong Selatan,2019,2021.12
Sorong Selatan,2020,1539.79
Sorong Selatan,2021,1616.18
Sorong Selatan,2022,1222.1
Sorong Selatan,2023,1674.99
Sorong Selatan,2024,3808.0
Sragen,2018,2406.05
Sragen,2019,2197.91
Sragen,2020,2176.55
Sragen,2021,3361.79
Sragen,2022,3239.25
Sragen,2023,3183.44
Sragen,2024,3176.0
Subang,2018,2921.94
Subang,2019,2686.17
Subang,2020,2878.81
Subang,2021,2880.91
Subang,2022,3452.16
Subang,2023,3596.18
Subang,2024,3212.0
Sukabumi,2018,2504.21
Sukabumi,2019,2763.48
Sukabumi,2020,2688.74
Sukabumi,2021,2976.79
Sukabumi,2022,3635.18
Sukabumi,2023,3638.58
Sukabumi,2024,3508.0
Sukamara,2018,3923.03
Sukamara,2019,4601.19
Sukamara,2020,4313.62
Sukamara,2021,4878.28
Sukamara,2022,5160.35
Sukamara,2023,5046.75
Sukamara,2024,4990.0
Sukoharjo,2018,1765.48
Sukoharjo,2019,2210.3
Sukoharjo,2020,1797.43
Sukoharjo,2021,2109.48
Sukoharjo,2022,2304.39
Sukoharjo,2023,2633.36
Sukoharjo,2024,2310.0
Sumba Barat,2018,971.91
Sumba Barat,2019,909.38
Sumba Barat,2020,1370.48
Sumba Barat,2021,1169.37
Sumba Barat,2022,1293.81
Sumba Barat,2023,1625.58
Sumba Barat,2024,1181.0
Sumba Barat Daya,2018,914.4
Sumba Barat Daya,2019,909.15
Sumba Barat Daya,2020,1021.95
Sumba Barat Daya,2021,1402.75
Sumba Barat Daya,2022,1651.32
Sumba Barat Daya,2023,1429.15
Sumba Barat Daya,2024,1557.0
Sumba Tengah,2018,1070.69
Sumba Tengah,2019,1034.72
Sumba Tengah,2020,852.33
Sumba Tengah,2021,1087.86
Sumba Tengah,2022,1209.15
Sumba Tengah,2023,1990.95
Sumba Tengah,2024,1752.0
Sumba Timur,2018,1420.21
Sumba Timur,2019,1345.72
Sumba Timur,2020,1355.66
Sumba Timur,2021,1637.14
Sumba Timur,2022,1892.15
Sumba Timur,2023,2345.83
Sumba Timur,2024,2165.0
Sumbawa,2018,2682.16
Sumbawa,2019,2430.6
Sumbawa,2020,2468.93
Sumbawa,2021,2711.68
Sumbawa,2022,3521.84
Sumbawa,2023,3352.56
Sumbawa,2024,2736.0
Sumbawa Barat,2018,2072.88
Sumbawa Barat,2019,2662.67
Sumbawa Barat,2020,2158.38
Sumbawa Barat,2021,2836.32
Sumbawa Barat,2022,3050.93
Sumbawa Barat,2023,3075.42
Sumbawa Barat,2024,3012.0
Sumedang,2018,2661.27
Sumedang,2019,3187.87
Sumedang,2020,3652.75
Sumedang,2021,4057.25
Sumedang,2022,4182.8
Sumedang,2023,4377.35
Sumedang,2024,3973.0
Sumenep,2018,3599.61
Sumenep,2019,2826.08
Sumenep,2020,2920.65
Sumenep,2021,3586.37
Sumenep,2022,5502.44
Sumenep,2023,5534.78
Sumenep,2024,4237.0
Supiori,2018,1229.7
Supiori,2019,1583.24
Supiori,2020,1245.82
Supiori,2021,1581.09
Supiori,2022,2212.88
Supiori,2023,2565.04
Supiori,2024,5735.0
Tabalong,2018,3029.84
Tabalong,2019,3511.29
Tabalong,2020,3445.95
Tabalong,2021,3950.63
Tabalong,2022,4828.92
Tabalong,2023,4458.61
Tabalong,2024,4266.0
Tabanan,2018,1630.19
Tabanan,2019,1743.01
Tabanan,2020,1555.81
Tabanan,2021,2345.62
Tabanan,2022,2193.59
Tabanan,2023,2732.94
Tabanan,2024,2231.0
Takalar,2018,2230.33
Takalar,2019,2209.26
Takalar,2020,1896.61
Takalar,2021,2966.02
Takalar,2022,2465.55
Takalar,2023,2642.13
Takalar,2024,2319.0
Tambrauw,2018,1387.9
Tambrauw,2019,1530.05
Tambrauw,2020,1732.56
Tambrauw,2021,1930.47
Tambrauw,2022,2384.98
Tambrauw,2023,2854.59
Tambrauw,2024,3359.0
Tana Tidung,2018,4146.79
Tana Tidung,2019,3863.88
Tana Tidung,2020,4922.62
Tana Tidung,2021,4393.38
Tana Tidung,2022,5014.36
Tana Tidung,2023,4617.37
Tana Tidung,2024,4297.0
Tana Toraja,2018,1353.02
Tana Toraja,2019,1395.55
Tana Toraja,2020,1284.07
Tana Toraja,2021,1931.65
Tana Toraja,2022,1502.05
Tana Toraja,2023,1977.03
Tana Toraja,2024,1449.0
Tanah Bumbu,2018,3373.39
Tanah Bumbu,2019,3577.45
Tanah Bumbu,2020,3456.42
Tanah Bumbu,2021,4022.15
Tanah Bumbu,2022,3908.78
Tanah Bumbu,2023,4146.82
Tanah Bumbu,2024,4619.0
Tanah Datar,2018,1859.53
Tanah Datar,2019,1728.13
Tanah Datar,2020,1738.69
Tanah Datar,2021,1967.81
Tanah Datar,2022,2199.1
Tanah Datar,2023,2337.25
Tanah Datar,2024,2076.0
Tanah Laut,2018,2956.26
Tanah Laut,2019,2557.55
Tanah Laut,2020,3267.03
Tanah Laut,2021,3429.79
Tanah Laut,2022,3707.16
Tanah Laut,2023,3609.1
Tanah Laut,2024,3204.0
Tangerang,2018,3193.49
Tangerang,2019,2986.3
Tangerang,2020,3124.19
Tangerang,2021,3392.87
Tangerang,2022,3986.06
Tangerang,2023,3676.89
Tangerang,2024,3630.0
Tanggamus,2018,1885.18
Tanggamus,2019,1888.8
Tanggamus,2020,1833.4
Tanggamus,2021,2052.97
Tanggamus,2022,2305.77
Tanggamus,2023,2612.97
Tanggamus,2024,2673.0
Tanjung Jabung Barat,2018,2564.72
Tanjung Jabung Barat,2019,2747.79
Tanjung Jabung Barat,2020,3054.69
Tanjung Jabung Barat,2021,3173.1
Tanjung Jabung Barat,2022,3436.47
Tanjung Jabung Barat,2023,2966.09
Tanjung Jabung Barat,2024,3446.0
Tanjung Jabung Timur,2018,3198.44
Tanjung Jabung Timur,2019,2547.48
Tanjung Jabung Timur,2020,3095.52
Tanjung Jabung Timur,2021,3770.0
Tanjung Jabung Timur,2022,3825.37
Tanjung Jabung Timur,2023,4413.85
Tanjung Jabung Timur,2024,3486.0
Tapanuli Selatan,2018,1177.14
Tapanuli Selatan,2019,976.16
Tapanuli Selatan,2020,953.84
Tapanuli Selatan,2021,1305.38
Tapanuli Selatan,2022,1352.76
Tapanuli Selatan,2023,1592.92
Tapanuli Selatan,2024,1387.0
Tapanuli Tengah,2018,799.46
Tapanuli Tengah,2019,857.62
Tapanuli Tengah,2020,923.36
Tapanuli Tengah,2021,982.87
Tapanuli Tengah,2022,1147.58
Tapanuli Tengah,2023,1041.76
Tapanuli Tengah,2024,1259.0
Tapanuli Utara,2018,883.85
Tapanuli Utara,2019,721.18
Tapanuli Utara,2020,990.18
Tapanuli Utara,2021,1308.09
Tapanuli Utara,2022,1448.88
Tapanuli Utara,2023,1566.77
Tapanuli Utara,2024,1724.0
Tapin,2018,3327.8
Tapin,2019,3765.21
Tapin,2020,4055.94
Tapin,2021,4641.11
Tapin,2022,3710.07
Tapin,2023,3771.71
Tapin,2024,4601.0
Tasikmalaya,2018,2087.43
Tasikmalaya,2019,2421.82
Tasikmalaya,2020,2245.06
Tasikmalaya,2021,2752.18
Tasikmalaya,2022,3195.92
Tasikmalaya,2023,3139.87
Tasikmalaya,2024,2972.0
Tebo,2018,2434.02
Tebo,2019,2323.94
Tebo,2020,2657.54
Tebo,2021,2686.74
Tebo,2022,2784.57
Tebo,2023,2561.93
Tebo,2024,2954.0
Tegal,2018,2351.28
Tegal,2019,2150.45
Tegal,2020,2275.01
Tegal,2021,2802.04
Tegal,2022,2519.4
Tegal,2023,2566.61
Tegal,2024,2266.0
Teluk Bintuni,2018,4416.11
Teluk Bintuni,2019,3178.04
Teluk Bintuni,2020,3590.62
Teluk Bintuni,2021,4026.94
Teluk Bintuni,2022,3747.02
Teluk Bintuni,2023,4567.54
Teluk Bintuni,2024,4234.0
Teluk Wondama,2018,2739.51
Teluk Wondama,2019,2650.88
Teluk Wondama,2020,3214.51
Teluk Wondama,2021,2854.16
Teluk Wondama,2022,2476.88
Teluk Wondama,2023,3492.12
Teluk Wondama,2024,2697.0
Temanggung,2018,1491.36
Temanggung,2019,1594.01
Temanggung,2020,1676.91
Temanggung,2021,1875.46
Temanggung,2022,2369.94
Temanggung,2023,2677.94
Temanggung,2024,2497.0
Timor Tengah Selatan,2018,1871.61
Timor Tengah Selatan,2019,1810.99
Timor Tengah Selatan,2020,1883.26
Timor Tengah Selatan,2021,1931.96
Timor Tengah Selatan,2022,2134.96
Timor Tengah Selatan,2023,2137.05
Timor Tengah Selatan,2024,1955.0
Timor Tengah Utara,2018,1838.15
Timor Tengah Utara,2019,1592.53
Timor Tengah Utara,2020,1393.57
Timor Tengah Utara,2021,1600.59
Timor Tengah Utara,2022,1445.43
Timor Tengah Utara,2023,1551.38
Timor Tengah Utara,2024,1988.0
Toba Samosir,2018,1244.23
Toba Samosir,2019,1177.97
Toba Samosir,2020,1395.13
Toba Samosir,2021,1641.57
Toba Samosir,2022,1839.69
Toba Samosir,2023,2090.63
Toba Samosir,2024,1946.0
Tojo Una-Una,2018,1758.84
Tojo Una-Una,2019,1610.86
Tojo Una-Una,2020,1785.6
Tojo Una-Una,2021,2102.78
Tojo Una-Una,2022,2274.33
Tojo Una-Una,2023,2076.12
Tojo Una-Una,2024,2336.0
Toli-Toli,2018,1776.55
Toli-Toli,2019,1781.37
Toli-Toli,2020,2156.7
Toli-Toli,2021,1869.1
Toli-Toli,2022,2277.78
Toli-Toli,2023,1723.55
Toli-Toli,2024,2237.0
Tolikara,2018,2384.04
Tolikara,2019,2923.52
Tolikara,2020,3931.14
Tolikara,2021,2637.82
Tolikara,2022,3490.08
Tolikara,2023,2303.97
Tolikara,2024,2997.0
Toraja Utara,2018,1180.98
Toraja Utara,2019,1186.33
Toraja Utara,2020,1470.07
Toraja Utara,2021,1492.0
Toraja Utara,2022,1425.31
Toraja Utara,2023,1531.85
Toraja Utara,2024,1749.0
Trenggalek,2018,1530.65
Trenggalek,2019,1315.54
Trenggalek,2020,1225.74
Trenggalek,2021,1512.65
Trenggalek,2022,1626.22
Trenggalek,2023,1612.53
Trenggalek,2024,1848.0
Tuban,2018,1728.31
Tuban,2019,1741.79
Tuban,2020,1692.84
Tuban,2021,1987.48
Tuban,2022,2982.09
Tuban,2023,3155.36
Tuban,2024,2816.0
Tulang Bawang Barat,2018,1601.74
Tulang Bawang Barat,2019,1568.39
Tulang Bawang Barat,2020,1473.76
Tulang Bawang Barat,2021,1924.18
Tulang Bawang Barat,2022,1725.78
Tulang Bawang Barat,2023,2443.04
Tulang Bawang Barat,2024,2431.0
Tulangbawang,2018,2295.9
Tulangbawang,2019,1860.2
Tulangbawang,2020,1815.78
Tulangbawang,2021,2353.18
Tulangbawang,2022,2454.27
Tulangbawang,2023,2287.31
Tulangbawang,2024,2921.0
Tulungagung,2018,1988.25
Tulungagung,2019,2088.33
Tulungagung,2020,2537.38
Tulungagung,2021,2967.54
Tulungagung,2022,3342.89
Tulungagung,2023,3011.98
Tulungagung,2024,3086.0
Wajo,2018,2788.67
Wajo,2019,3201.83
Wajo,2020,2461.39
Wajo,2021,2830.19
Wajo,2022,3364.3
Wajo,2023,3521.04
Wajo,2024,2635.0
Wakatobi,2018,2745.62
Wakatobi,2019,2170.3
Wakatobi,2020,2289.85
Wakatobi,2021,2465.09
Wakatobi,2022,2110.35
Wakatobi,2023,3120.75
Wakatobi,2024,2476.0
Waropen,2018,3569.65
Waropen,2019,1376.14
Waropen,2020,2161.08
Waropen,2021,1883.28
Waropen,2022,1344.97
Waropen,2023,975.88
Waropen,2024,3167.0
Way Kanan,2018,2484.98
Way Kanan,2019,1899.65
Way Kanan,2020,2066.57
Way Kanan,2021,2592.34
Way Kanan,2022,2792.91
Way Kanan,2023,2907.1
Way Kanan,2024,2863.0
Wonogiri,2018,1966.77
Wonogiri,2019,2077.22
Wonogiri,2020,1798.86
Wonogiri,2021,2254.43
Wonogiri,2022,2524.91
Wonogiri,2023,2872.72
Wonogiri,2024,2583.0
Wonosobo,2018,2503.66
Wonosobo,2019,2165.99
Wonosobo,2020,2677.69
Wonosobo,2021,2848.03
Wonosobo,2022,3246.24
Wonosobo,2023,3180.19
Wonosobo,2024,2482.0
Yahukimo,2018,3860.26
Yahukimo,2019,4868.76
Yahukimo,2020,3974.12
Yahukimo,2021,3167.34
Yahukimo,2022,4198.67
Yahukimo,2023,4012.84
Yahukimo,2024,2994.0
Yalimo,2018,14498.22
Yalimo,2019,3327.17
Yalimo,2020,6453.37
Yalimo,2021,7375.07
Yalimo,2022,7625.46
Yalimo,2023,9309.6
Yalimo,2024,12909.0
