Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minuman
Ponorogo,2022,3748.4
Ponorogo,2023,4101.95
Ponorogo,2024,4433.0
Poso,2018,4269.21
Poso,2019,4381.08
Poso,2020,4857.05
Poso,2021,4916.75
Poso,2022,5213.92
Poso,2023,4945.87
Poso,2024,5863.0
Pringsewu,2018,3493.99
Pringsewu,2019,3328.41
Pringsewu,2020,4170.52
Pringsewu,2021,4291.38
Pringsewu,2022,4605.55
Pringsewu,2023,4761.17
Pringsewu,2024,5276.0
Probolinggo,2018,4005.04
Probolinggo,2019,3565.56
Probolinggo,2020,4188.8
Probolinggo,2021,4166.07
Probolinggo,2022,4022.69
Probolinggo,2023,4213.67
Probolinggo,2024,5106.0
Pulang Pisau,2018,5887.67
Pulang Pisau,2019,5660.99
Pulang Pisau,2020,6597.26
Pulang Pisau,2021,7319.6
Pulang Pisau,2022,6623.95
Pulang Pisau,2023,7114.96
Pulang Pisau,2024,7023.0
Pulau Morotai,2018,4988.97
Pulau Morotai,2019,5228.06
Pulau Morotai,2020,4647.07
Pulau Morotai,2021,5456.21
Pulau Morotai,2022,5785.29
Pulau Morotai,2023,6488.68
Pulau Morotai,2024,5803.0
Pulau Taliabu,2018,3743.03
Pulau Taliabu,2019,4092.77
Pulau Taliabu,2020,4079.93
Pulau Taliabu,2021,4819.71
Pulau Taliabu,2022,4598.45
Pulau Taliabu,2023,4992.24
Pulau Taliabu,2024,5335.0
Puncak,2018,33806.87
Puncak,2019,34077.54
Puncak,2020,30563.47
Puncak,2021,42845.72
Puncak,2022,24521.63
Puncak,2023,12362.0
Puncak,2024,5713.0
Puncak Jaya,2018,28121.58
Puncak Jaya,2019,14238.98
Puncak Jaya,2020,20057.53
Puncak Jaya,2021,23156.69
Puncak Jaya,2022,30014.68
Puncak Jaya,2023,20939.89
Puncak Jaya,2024,4572.0
Purbalingga,2018,3806.54
Purbalingga,2019,4140.03
Purbalingga,2020,4446.77
Purbalingga,2021,4564.7
Purbalingga,2022,4664.8
Purbalingga,2023,5441.9
Purbalingga,2024,4939.0
Purwakarta,2018,3609.0
Purwakarta,2019,4526.89
Purwakarta,2020,4150.78
Purwakarta,2021,5003.8
Purwakarta,2022,4709.61
Purwakarta,2023,5571.03
Purwakarta,2024,5029.0
Purworejo,2018,3894.86
Purworejo,2019,3623.4
Purworejo,2020,4668.03
Purworejo,2021,4572.55
Purworejo,2022,4072.47
Purworejo,2023,4363.06
Purworejo,2024,4897.0
Raja Ampat,2018,6925.21
Raja Ampat,2019,5730.56
Raja Ampat,2020,6782.11
Raja Ampat,2021,7419.14
Raja Ampat,2022,7374.88
Raja Ampat,2023,8115.49
Raja Ampat,2024,6899.0
Rejang Lebong,2018,4572.72
Rejang Lebong,2019,3808.7
Rejang Lebong,2020,4415.93
Rejang Lebong,2021,4292.55
Rejang Lebong,2022,4298.34
Rejang Lebong,2023,4799.99
Rejang Lebong,2024,5322.0
Rembang,2018,2800.43
Rembang,2019,3051.88
Rembang,2020,3189.72
Rembang,2021,3380.62
Rembang,2022,3961.87
Rembang,2023,3534.05
Rembang,2024,4138.0
Rokan Hilir,2018,4120.2
Rokan Hilir,2019,3975.7
Rokan Hilir,2020,5095.75
Rokan Hilir,2021,4727.61
Rokan Hilir,2022,4935.98
Rokan Hilir,2023,4596.6
Rokan Hilir,2024,4987.0
Rokan Hulu,2018,4117.52
Rokan Hulu,2019,3614.33
Rokan Hulu,2020,4594.54
Rokan Hulu,2021,4579.33
Rokan Hulu,2022,4302.31
Rokan Hulu,2023,4221.31
Rokan Hulu,2024,4740.0
Rote Ndao,2018,5744.41
Rote Ndao,2019,5018.41
Rote Ndao,2020,5788.62
Rote Ndao,2021,6309.45
Rote Ndao,2022,4799.68
Rote Ndao,2023,4926.98
Rote Ndao,2024,5022.0
Sabu Raijua,2018,6080.42
Sabu Raijua,2019,6000.1
Sabu Raijua,2020,6685.09
Sabu Raijua,2021,7570.99
Sabu Raijua,2022,5989.55
Sabu Raijua,2023,6777.22
Sabu Raijua,2024,7276.0
Sambas,2018,5039.38
Sambas,2019,4927.24
Sambas,2020,4785.24
Sambas,2021,4796.4
Sambas,2022,4569.24
Sambas,2023,5188.71
Sambas,2024,5466.0
Samosir,2018,5081.3
Samosir,2019,4999.95
Samosir,2020,5028.75
Samosir,2021,5871.13
Samosir,2022,5775.47
Samosir,2023,6024.57
Samosir,2024,6534.0
Sampang,2018,2302.68
Sampang,2019,2304.35
Sampang,2020,2498.46
Sampang,2021,2857.42
Sampang,2022,2738.72
Sampang,2023,2722.01
Sampang,2024,3089.0
Sanggau,2018,4922.64
Sanggau,2019,4702.64
Sanggau,2020,5340.34
Sanggau,2021,5108.64
Sanggau,2022,5547.15
Sanggau,2023,5469.5
Sanggau,2024,5523.0
Sarmi,2018,2922.41
Sarmi,2019,3342.82
Sarmi,2020,2595.89
Sarmi,2021,2943.23
Sarmi,2022,2995.07
Sarmi,2023,3519.54
Sarmi,2024,4250.0
Sarolangun,2018,3666.45
Sarolangun,2019,3916.75
Sarolangun,2020,3838.92
Sarolangun,2021,3884.21
Sarolangun,2022,4031.62
Sarolangun,2023,3977.85
Sarolangun,2024,3822.0
Sekadau,2018,6437.97
Sekadau,2019,5799.49
Sekadau,2020,6826.33
Sekadau,2021,6342.61
Sekadau,2022,7254.73
Sekadau,2023,6773.06
Sekadau,2024,7358.0
Seluma,2018,3939.63
Seluma,2019,3529.36
Seluma,2020,3584.85
Seluma,2021,4068.4
Seluma,2022,4337.63
Seluma,2023,4973.73
Seluma,2024,4869.0
Semarang,2018,4705.05
Semarang,2019,4469.33
Semarang,2020,5043.78
Semarang,2021,5402.39
Semarang,2022,5585.43
Semarang,2023,5930.83
Semarang,2024,5859.0
Seram Bagian Barat,2018,4070.47
Seram Bagian Barat,2019,4223.32
Seram Bagian Barat,2020,5253.43
Seram Bagian Barat,2021,4826.09
Seram Bagian Barat,2022,5596.38
Seram Bagian Barat,2023,5741.02
Seram Bagian Barat,2024,4746.0
Seram Bagian Timur,2018,6911.36
Seram Bagian Timur,2019,6094.69
Seram Bagian Timur,2020,6669.95
Seram Bagian Timur,2021,6144.6
Seram Bagian Timur,2022,7190.59
Seram Bagian Timur,2023,7818.72
Seram Bagian Timur,2024,7122.0
Serang,2018,3737.97
Serang,2019,3736.18
Serang,2020,3735.6
Serang,2021,3744.5
Serang,2022,4277.23
Serang,2023,4527.65
Serang,2024,4123.0
Serdang Bedagai,2018,3890.44
Serdang Bedagai,2019,3731.72
Serdang Bedagai,2020,4199.89
Serdang Bedagai,2021,4097.21
Serdang Bedagai,2022,4397.56
Serdang Bedagai,2023,4239.01
Serdang Bedagai,2024,4096.0
Seruyan,2018,5122.88
Seruyan,2019,4805.99
Seruyan,2020,5271.89
Seruyan,2021,6364.62
Seruyan,2022,7075.55
Seruyan,2023,5668.75
Seruyan,2024,6714.0
Siak,2018,3751.54
Siak,2019,4086.17
Siak,2020,4356.7
Siak,2021,5012.66
Siak,2022,4835.12
Siak,2023,5537.27
Siak,2024,5306.0
Siau Tagulandang Biaro,2018,4574.06
Siau Tagulandang Biaro,2019,3846.78
Siau Tagulandang Biaro,2020,4614.22
Siau Tagulandang Biaro,2021,4637.99
Siau Tagulandang Biaro,2022,5182.19
Siau Tagulandang Biaro,2023,4739.15
Siau Tagulandang Biaro,2024,5185.0
Sidenreng Rappang,2018,3545.63
Sidenreng Rappang,2019,3211.42
Sidenreng Rappang,2020,3001.15
Sidenreng Rappang,2021,3493.53
Sidenreng Rappang,2022,3218.87
Sidenreng Rappang,2023,3280.59
Sidenreng Rappang,2024,3924.0
Sidoarjo,2018,3979.8
Sidoarjo,2019,3937.28
Sidoarjo,2020,4810.5
Sidoarjo,2021,4972.22
Sidoarjo,2022,5177.32
Sidoarjo,2023,4953.27
Sidoarjo,2024,4999.0
Sigi,2018,3886.35
Sigi,2019,3738.79
Sigi,2020,4095.09
Sigi,2021,4202.18
Sigi,2022,4110.62
Sigi,2023,4734.09
Sigi,2024,4483.0
Sijunjung,2018,3248.8
Sijunjung,2019,2997.75
Sijunjung,2020,3392.12
Sijunjung,2021,3859.77
Sijunjung,2022,3696.23
Sijunjung,2023,3674.88
Sijunjung,2024,4008.0
Sikka,2018,3256.57
Sikka,2019,3094.53
Sikka,2020,3202.15
Sikka,2021,3306.72
Sikka,2022,3445.11
Sikka,2023,3862.32
Sikka,2024,3915.0
Simalungun,2018,4016.36
Simalungun,2019,3860.75
Simalungun,2020,4493.28
Simalungun,2021,4380.15
Simalungun,2022,4221.13
Simalungun,2023,4910.6
Simalungun,2024,4895.0
Simeulue,2018,4065.96
Simeulue,2019,3553.9
Simeulue,2020,3774.8
Simeulue,2021,3715.48
Simeulue,2022,4213.31
Simeulue,2023,4218.08
Simeulue,2024,3490.0
Sinjai,2018,3057.98
Sinjai,2019,3334.22
Sinjai,2020,4062.57
Sinjai,2021,4337.86
Sinjai,2022,3638.37
Sinjai,2023,4063.83
Sinjai,2024,3945.0
Sintang,2018,5103.04
Sintang,2019,4573.31
Sintang,2020,5559.91
Sintang,2021,5780.91
Sintang,2022,6241.33
Sintang,2023,5935.45
Sintang,2024,6083.0
Situbondo,2018,3653.35
Situbondo,2019,3906.34
Situbondo,2020,3948.44
Situbondo,2021,3945.7
Situbondo,2022,3776.08
Situbondo,2023,4283.15
Situbondo,2024,4404.0
Sleman,2018,4873.98
Sleman,2019,4633.59
Sleman,2020,4749.03
Sleman,2021,5344.62
Sleman,2022,5858.34
Sleman,2023,6495.19
Sleman,2024,6483.0
Solok,2018,4159.48
Solok,2019,4453.24
Solok,2020,4646.17
Solok,2021,4898.89
Solok,2022,4953.3
Solok,2023,5024.02
Solok,2024,4952.0
Solok Selatan,2018,3595.23
Solok Selatan,2019,4061.33
Solok Selatan,2020,4336.65
Solok Selatan,2021,4415.71
Solok Selatan,2022,5077.72
Solok Selatan,2023,5062.52
Solok Selatan,2024,5330.0
Soppeng,2018,3221.92
Soppeng,2019,2744.84
Soppeng,2020,3181.23
Soppeng,2021,3771.97
Soppeng,2022,3985.67
Soppeng,2023,4088.04
Soppeng,2024,4172.0
Sorong,2018,4362.94
Sorong,2019,4512.44
Sorong,2020,3977.99
Sorong,2021,4949.78
Sorong,2022,5936.08
Sorong,2023,5893.5
Sorong,2024,5563.0
Sorong Selatan,2018,3354.73
Sorong Selatan,2019,3776.88
Sorong Selatan,2020,4560.28
Sorong Selatan,2021,4135.17
Sorong Selatan,2022,3526.71
Sorong Selatan,2023,4847.32
Sorong Selatan,2024,5170.0
Sragen,2018,4526.43
Sragen,2019,4442.17
Sragen,2020,4942.31
Sragen,2021,5606.35
Sragen,2022,5548.0
Sragen,2023,5598.75
Sragen,2024,5651.0
Subang,2018,4069.07
Subang,2019,4419.88
Subang,2020,4349.08
Subang,2021,4897.94
Subang,2022,4280.36
Subang,2023,4533.14
Subang,2024,4741.0
Sukabumi,2018,4709.05
Sukabumi,2019,4035.94
Sukabumi,2020,3651.27
Sukabumi,2021,4390.03
Sukabumi,2022,4412.2
Sukabumi,2023,4809.7
Sukabumi,2024,4983.0
Sukamara,2018,5922.34
Sukamara,2019,5254.04
Sukamara,2020,5476.38
Sukamara,2021,6155.2
Sukamara,2022,6342.83
Sukamara,2023,5895.4
Sukamara,2024,6104.0
Sukoharjo,2018,3820.97
Sukoharjo,2019,4278.72
Sukoharjo,2020,4344.87
Sukoharjo,2021,4679.89
Sukoharjo,2022,4760.29
Sukoharjo,2023,4670.57
Sukoharjo,2024,5260.0
Sumba Barat,2018,4262.03
Sumba Barat,2019,4217.56
Sumba Barat,2020,4502.39
Sumba Barat,2021,5208.22
Sumba Barat,2022,4558.77
Sumba Barat,2023,5727.26
Sumba Barat,2024,5747.0
Sumba Barat Daya,2018,4029.26
Sumba Barat Daya,2019,3563.33
Sumba Barat Daya,2020,4442.69
Sumba Barat Daya,2021,4368.36
Sumba Barat Daya,2022,4736.42
Sumba Barat Daya,2023,4267.9
Sumba Barat Daya,2024,4869.0
Sumba Tengah,2018,4356.18
Sumba Tengah,2019,4862.94
Sumba Tengah,2020,4806.38
Sumba Tengah,2021,5240.85
Sumba Tengah,2022,4977.41
Sumba Tengah,2023,5823.46
Sumba Tengah,2024,5633.0
Sumba Timur,2018,4183.28
Sumba Timur,2019,3782.95
Sumba Timur,2020,4428.46
Sumba Timur,2021,4306.67
Sumba Timur,2022,4595.13
Sumba Timur,2023,5047.55
Sumba Timur,2024,4966.0
Sumbawa,2018,4172.03
Sumbawa,2019,3558.69
Sumbawa,2020,3941.88
Sumbawa,2021,4160.97
Sumbawa,2022,4493.43
Sumbawa,2023,4689.67
Sumbawa,2024,4033.0
Sumbawa Barat,2018,3185.19
Sumbawa Barat,2019,3099.67
Sumbawa Barat,2020,3512.74
Sumbawa Barat,2021,3841.81
Sumbawa Barat,2022,3265.56
Sumbawa Barat,2023,3067.09
Sumbawa Barat,2024,3818.0
Sumedang,2018,4173.56
Sumedang,2019,4044.47
Sumedang,2020,5265.53
Sumedang,2021,5367.01
Sumedang,2022,5704.93
Sumedang,2023,5829.04
Sumedang,2024,6189.0
Sumenep,2018,4341.96
Sumenep,2019,3464.6
Sumenep,2020,3789.76
Sumenep,2021,4353.66
Sumenep,2022,5283.36
Sumenep,2023,5823.4
Sumenep,2024,5832.0
Supiori,2018,3583.29
Supiori,2019,3691.23
Supiori,2020,5240.45
Supiori,2021,5043.76
Supiori,2022,5350.14
Supiori,2023,5139.41
Supiori,2024,8975.0
Tabalong,2018,4712.12
Tabalong,2019,4535.28
Tabalong,2020,5409.23
Tabalong,2021,5205.32
Tabalong,2022,5403.2
Tabalong,2023,5542.4
Tabalong,2024,5905.0
Tabanan,2018,4070.35
Tabanan,2019,3576.79
Tabanan,2020,3298.45
Tabanan,2021,4008.08
Tabanan,2022,3627.33
Tabanan,2023,4381.65
Tabanan,2024,4343.0
Takalar,2018,3588.33
Takalar,2019,3441.5
Takalar,2020,3594.56
Takalar,2021,4089.37
Takalar,2022,4022.57
Takalar,2023,3924.98
Takalar,2024,3963.0
Tambrauw,2018,4341.39
Tambrauw,2019,4131.05
Tambrauw,2020,5063.02
Tambrauw,2021,7047.63
Tambrauw,2022,6351.65
Tambrauw,2023,6461.18
Tambrauw,2024,6323.0
Tana Tidung,2018,5851.44
Tana Tidung,2019,7423.83
Tana Tidung,2020,6232.08
Tana Tidung,2021,6713.44
Tana Tidung,2022,6833.6
Tana Tidung,2023,5511.66
Tana Tidung,2024,5855.0
Tana Toraja,2018,4717.69
Tana Toraja,2019,4107.69
Tana Toraja,2020,5094.86
Tana Toraja,2021,4883.75
Tana Toraja,2022,4699.75
Tana Toraja,2023,4799.96
Tana Toraja,2024,4092.0
Tanah Bumbu,2018,4595.96
Tanah Bumbu,2019,4654.79
Tanah Bumbu,2020,5052.78
Tanah Bumbu,2021,5000.73
Tanah Bumbu,2022,5139.12
Tanah Bumbu,2023,5216.08
Tanah Bumbu,2024,5716.0
Tanah Datar,2018,3379.85
Tanah Datar,2019,3320.6
Tanah Datar,2020,3914.63
Tanah Datar,2021,4232.0
Tanah Datar,2022,3776.72
Tanah Datar,2023,3833.01
Tanah Datar,2024,3835.0
Tanah Laut,2018,4650.45
Tanah Laut,2019,4565.48
Tanah Laut,2020,5426.69
Tanah Laut,2021,6071.93
Tanah Laut,2022,5842.3
Tanah Laut,2023,6240.29
Tanah Laut,2024,6294.0
Tangerang,2018,4246.71
Tangerang,2019,4582.9
Tangerang,2020,4752.05
Tangerang,2021,4735.55
Tangerang,2022,5411.61
Tangerang,2023,4972.98
Tangerang,2024,5405.0
Tanggamus,2018,4427.1
Tanggamus,2019,4429.31
Tanggamus,2020,4047.82
Tanggamus,2021,4140.04
Tanggamus,2022,4586.69
Tanggamus,2023,5510.52
Tanggamus,2024,5340.0
Tanjung Jabung Barat,2018,5234.13
Tanjung Jabung Barat,2019,4969.23
Tanjung Jabung Barat,2020,5322.87
Tanjung Jabung Barat,2021,4980.12
Tanjung Jabung Barat,2022,5485.91
Tanjung Jabung Barat,2023,5313.12
Tanjung Jabung Barat,2024,5610.0
Tanjung Jabung Timur,2018,5087.4
Tanjung Jabung Timur,2019,4636.52
Tanjung Jabung Timur,2020,5328.98
Tanjung Jabung Timur,2021,5783.05
Tanjung Jabung Timur,2022,6193.35
Tanjung Jabung Timur,2023,6767.11
Tanjung Jabung Timur,2024,5655.0
Tapanuli Selatan,2018,2488.18
Tapanuli Selatan,2019,2293.12
Tapanuli Selatan,2020,2998.15
Tapanuli Selatan,2021,3131.98
Tapanuli Selatan,2022,2783.57
Tapanuli Selatan,2023,2811.77
Tapanuli Selatan,2024,2757.0
Tapanuli Tengah,2018,2493.88
Tapanuli Tengah,2019,2623.06
Tapanuli Tengah,2020,2675.26
Tapanuli Tengah,2021,3223.99
Tapanuli Tengah,2022,2927.3
Tapanuli Tengah,2023,3021.61
Tapanuli Tengah,2024,2948.0
Tapanuli Utara,2018,5105.4
Tapanuli Utara,2019,4759.11
Tapanuli Utara,2020,5641.04
Tapanuli Utara,2021,5598.75
Tapanuli Utara,2022,6105.72
Tapanuli Utara,2023,6845.32
Tapanuli Utara,2024,6763.0
Tapin,2018,4777.46
Tapin,2019,4898.5
Tapin,2020,5814.75
Tapin,2021,5638.91
Tapin,2022,5403.08
Tapin,2023,5321.48
Tapin,2024,6210.0
Tasikmalaya,2018,3486.44
Tasikmalaya,2019,3828.32
Tasikmalaya,2020,3483.69
Tasikmalaya,2021,3783.89
Tasikmalaya,2022,3866.5
Tasikmalaya,2023,4044.18
Tasikmalaya,2024,4081.0
Tebo,2018,4059.46
Tebo,2019,3885.6
Tebo,2020,4267.92
Tebo,2021,4318.55
Tebo,2022,4414.8
Tebo,2023,4666.26
Tebo,2024,5231.0
Tegal,2018,3687.04
Tegal,2019,3627.43
Tegal,2020,4171.14
Tegal,2021,4571.37
Tegal,2022,4718.4
Tegal,2023,4550.04
Tegal,2024,4261.0
Teluk Bintuni,2018,6899.39
Teluk Bintuni,2019,5202.91
Teluk Bintuni,2020,5470.9
Teluk Bintuni,2021,7084.32
Teluk Bintuni,2022,6568.0
Teluk Bintuni,2023,7606.31
Teluk Bintuni,2024,7294.0
Teluk Wondama,2018,5501.51
Teluk Wondama,2019,5388.48
Teluk Wondama,2020,7463.56
Teluk Wondama,2021,6725.87
Teluk Wondama,2022,5657.02
Teluk Wondama,2023,7681.06
Teluk Wondama,2024,5594.0
Temanggung,2018,5232.74
Temanggung,2019,5014.32
Temanggung,2020,5407.93
Temanggung,2021,6068.06
Temanggung,2022,5918.07
Temanggung,2023,6876.6
Temanggung,2024,6773.0
Timor Tengah Selatan,2018,4390.25
Timor Tengah Selatan,2019,4069.66
Timor Tengah Selatan,2020,4304.51
Timor Tengah Selatan,2021,4242.63
Timor Tengah Selatan,2022,4910.62
Timor Tengah Selatan,2023,4831.92
Timor Tengah Selatan,2024,5062.0
Timor Tengah Utara,2018,3563.26
Timor Tengah Utara,2019,3854.41
Timor Tengah Utara,2020,4121.91
Timor Tengah Utara,2021,4796.05
Timor Tengah Utara,2022,4306.32
Timor Tengah Utara,2023,4629.5
Timor Tengah Utara,2024,4685.0
Toba Samosir,2018,4487.41
Toba Samosir,2019,4438.97
Toba Samosir,2020,4688.46
Toba Samosir,2021,4934.92
Toba Samosir,2022,5289.31
Toba Samosir,2023,5363.57
Toba Samosir,2024,5722.0
Tojo Una-Una,2018,4201.01
Tojo Una-Una,2019,4114.85
Tojo Una-Una,2020,4933.27
Tojo Una-Una,2021,4886.6
Tojo Una-Una,2022,5043.5
Tojo Una-Una,2023,5170.06
Tojo Una-Una,2024,5008.0
Toli-Toli,2018,4046.08
Toli-Toli,2019,3611.67
Toli-Toli,2020,4213.83
Toli-Toli,2021,3683.88
Toli-Toli,2022,4219.24
Toli-Toli,2023,3798.85
Toli-Toli,2024,3968.0
Tolikara,2018,5788.0
Tolikara,2019,7907.9
Tolikara,2020,6872.06
Tolikara,2021,4774.31
Tolikara,2022,10470.51
Tolikara,2023,5350.84
Tolikara,2024,3889.0
Toraja Utara,2018,4585.86
Toraja Utara,2019,4364.65
Toraja Utara,2020,4232.42
Toraja Utara,2021,4982.04
Toraja Utara,2022,4445.27
Toraja Utara,2023,5397.48
Toraja Utara,2024,5935.0
Trenggalek,2018,3490.9
Trenggalek,2019,3426.57
Trenggalek,2020,3576.07
Trenggalek,2021,3517.66
Trenggalek,2022,3779.89
Trenggalek,2023,4127.77
Trenggalek,2024,4503.0
Tuban,2018,3326.54
Tuban,2019,3051.31
Tuban,2020,3168.46
Tuban,2021,3576.36
Tuban,2022,3793.51
Tuban,2023,4126.73
Tuban,2024,3697.0
Tulang Bawang Barat,2018,3353.35
Tulang Bawang Barat,2019,2989.78
Tulang Bawang Barat,2020,3277.31
Tulang Bawang Barat,2021,3689.87
Tulang Bawang Barat,2022,3478.96
Tulang Bawang Barat,2023,3694.97
Tulang Bawang Barat,2024,4499.0
Tulangbawang,2018,3502.19
Tulangbawang,2019,3205.46
Tulangbawang,2020,3013.14
Tulangbawang,2021,3452.6
Tulangbawang,2022,3987.11
Tulangbawang,2023,3883.69
Tulangbawang,2024,4019.0
Tulungagung,2018,3657.79
Tulungagung,2019,3579.39
Tulungagung,2020,4028.41
Tulungagung,2021,4168.28
Tulungagung,2022,5047.83
Tulungagung,2023,4633.39
Tulungagung,2024,4833.0
Wajo,2018,4227.65
Wajo,2019,3752.0
Wajo,2020,4041.5
Wajo,2021,4437.95
Wajo,2022,3849.71
Wajo,2023,4767.77
Wajo,2024,4127.0
Wakatobi,2018,3659.24
Wakatobi,2019,3331.92
Wakatobi,2020,4290.37
Wakatobi,2021,3923.98
Wakatobi,2022,3430.77
Wakatobi,2023,4843.45
Wakatobi,2024,4278.0
Waropen,2018,6273.88
Waropen,2019,4234.44
Waropen,2020,7071.25
Waropen,2021,5842.11
Waropen,2022,4437.49
Waropen,2023,5347.77
Waropen,2024,4774.0
Way Kanan,2018,4792.37
Way Kanan,2019,4265.28
Way Kanan,2020,4867.52
Way Kanan,2021,5165.2
Way Kanan,2022,5506.72
Way Kanan,2023,5477.86
Way Kanan,2024,5943.0
Wonogiri,2018,4774.01
Wonogiri,2019,4660.81
Wonogiri,2020,4701.91
Wonogiri,2021,5454.17
Wonogiri,2022,5620.47
Wonogiri,2023,5765.46
Wonogiri,2024,6307.0
Wonosobo,2018,4201.88
Wonosobo,2019,4370.08
Wonosobo,2020,4271.61
Wonosobo,2021,4774.66
Wonosobo,2022,5096.57
Wonosobo,2023,5607.71
Wonosobo,2024,4888.0
Yahukimo,2018,4307.95
Yahukimo,2019,5167.04
Yahukimo,2020,8226.59
Yahukimo,2021,6004.14
Yahukimo,2022,6099.94
Yahukimo,2023,7168.97
Yahukimo,2024,5104.0
Yalimo,2018,8637.77
Yalimo,2019,7531.92
Yalimo,2020,6709.25
Yalimo,2021,10846.26
Yalimo,2022,9882.05
Yalimo,2023,19151.62
Yalimo,2024,28925.0
