Kabupaten/Kota,Tahun,Pengeluaran Perkapita Buah-Buahan
Ponorogo,2019,5421.0
Ponorogo,2020,5954.0
Ponorogo,2021,5451.0
Ponorogo,2022,6217.44
Ponorogo,2023,7004.94
Ponorogo,2024,6571.0
Poso,2018,8350.0
Poso,2019,10542.0
Poso,2020,9731.0
Poso,2021,4629.0
Poso,2022,5228.62
Poso,2023,11833.87
Poso,2024,10673.0
Pringsewu,2018,6252.0
Pringsewu,2019,4364.0
Pringsewu,2020,5401.0
Pringsewu,2021,4544.0
Pringsewu,2022,5115.28
Pringsewu,2023,6380.7
Pringsewu,2024,9019.0
Probolinggo,2018,4027.0
Probolinggo,2019,2833.0
Probolinggo,2020,5049.0
Probolinggo,2021,3426.0
Probolinggo,2022,3104.96
Probolinggo,2023,4593.19
Probolinggo,2024,6165.0
Pulang Pisau,2018,5255.0
Pulang Pisau,2019,4859.0
Pulang Pisau,2020,6805.0
Pulang Pisau,2021,5163.0
Pulang Pisau,2022,5809.98
Pulang Pisau,2023,5172.67
Pulang Pisau,2024,9992.0
Pulau Morotai,2018,7806.0
Pulau Morotai,2019,10098.0
Pulau Morotai,2020,11717.0
Pulau Morotai,2021,5109.0
Pulau Morotai,2022,6737.3
Pulau Morotai,2023,9470.22
Pulau Morotai,2024,7666.0
Pulau Taliabu,2018,5177.0
Pulau Taliabu,2019,8732.0
Pulau Taliabu,2020,13400.0
Pulau Taliabu,2021,3188.0
Pulau Taliabu,2022,12134.95
Pulau Taliabu,2023,9586.1
Pulau Taliabu,2024,13784.0
Puncak,2018,1176.0
Puncak,2019,4344.0
Puncak,2020,1087.0
Puncak,2021,1787.0
Puncak,2022,1402.86
Puncak,2023,1835.17
Puncak,2024,3981.0
Puncak Jaya,2018,6649.0
Puncak Jaya,2019,3767.0
Puncak Jaya,2020,2748.0
Puncak Jaya,2021,4135.0
Puncak Jaya,2022,8585.43
Puncak Jaya,2023,4292.34
Puncak Jaya,2024,6745.0
Purbalingga,2018,6990.0
Purbalingga,2019,6113.0
Purbalingga,2020,4863.0
Purbalingga,2021,5287.0
Purbalingga,2022,4877.79
Purbalingga,2023,5584.07
Purbalingga,2024,8349.0
Purwakarta,2018,7416.0
Purwakarta,2019,6820.0
Purwakarta,2020,6602.0
Purwakarta,2021,7497.0
Purwakarta,2022,6841.11
Purwakarta,2023,8211.29
Purwakarta,2024,9513.0
Purworejo,2018,6638.0
Purworejo,2019,5839.0
Purworejo,2020,5929.0
Purworejo,2021,5866.0
Purworejo,2022,6023.49
Purworejo,2023,6405.61
Purworejo,2024,8384.0
Raja Ampat,2018,9197.0
Raja Ampat,2019,10376.0
Raja Ampat,2020,15214.0
Raja Ampat,2021,4779.0
Raja Ampat,2022,5263.91
Raja Ampat,2023,6292.74
Raja Ampat,2024,10993.0
Rejang Lebong,2018,5266.0
Rejang Lebong,2019,4754.0
Rejang Lebong,2020,5591.0
Rejang Lebong,2021,5481.0
Rejang Lebong,2022,5722.5
Rejang Lebong,2023,6506.75
Rejang Lebong,2024,9415.0
Rembang,2018,6089.0
Rembang,2019,5649.0
Rembang,2020,5422.0
Rembang,2021,5607.0
Rembang,2022,6539.85
Rembang,2023,7199.52
Rembang,2024,8403.0
Rokan Hilir,2018,5111.0
Rokan Hilir,2019,5128.0
Rokan Hilir,2020,5958.0
Rokan Hilir,2021,5126.0
Rokan Hilir,2022,7481.72
Rokan Hilir,2023,5909.76
Rokan Hilir,2024,7162.0
Rokan Hulu,2018,5488.0
Rokan Hulu,2019,5835.0
Rokan Hulu,2020,6332.0
Rokan Hulu,2021,5843.0
Rokan Hulu,2022,6632.81
Rokan Hulu,2023,7114.8
Rokan Hulu,2024,9723.0
Rote Ndao,2018,1317.0
Rote Ndao,2019,1167.0
Rote Ndao,2020,1374.0
Rote Ndao,2021,1424.0
Rote Ndao,2022,1205.65
Rote Ndao,2023,1890.55
Rote Ndao,2024,1395.0
Sabu Raijua,2018,1077.0
Sabu Raijua,2019,1479.0
Sabu Raijua,2020,1377.0
Sabu Raijua,2021,1681.0
Sabu Raijua,2022,2176.1
Sabu Raijua,2023,3196.39
Sabu Raijua,2024,3367.0
Sambas,2018,2845.0
Sambas,2019,4151.0
Sambas,2020,4559.0
Sambas,2021,3439.0
Sambas,2022,4779.24
Sambas,2023,4745.13
Sambas,2024,7340.0
Samosir,2018,4945.0
Samosir,2019,5500.0
Samosir,2020,7674.0
Samosir,2021,6851.0
Samosir,2022,8809.79
Samosir,2023,10616.36
Samosir,2024,10145.0
Sampang,2018,2958.0
Sampang,2019,2094.0
Sampang,2020,2799.0
Sampang,2021,2600.0
Sampang,2022,2215.47
Sampang,2023,2694.8
Sampang,2024,2811.0
Sanggau,2018,2659.0
Sanggau,2019,3277.0
Sanggau,2020,4646.0
Sanggau,2021,4562.0
Sanggau,2022,4596.09
Sanggau,2023,3549.46
Sanggau,2024,5801.0
Sarmi,2018,5596.0
Sarmi,2019,4401.0
Sarmi,2020,8953.0
Sarmi,2021,3035.0
Sarmi,2022,5487.61
Sarmi,2023,5309.0
Sarmi,2024,3052.0
Sarolangun,2018,3987.0
Sarolangun,2019,3776.0
Sarolangun,2020,5465.0
Sarolangun,2021,4298.0
Sarolangun,2022,5810.05
Sarolangun,2023,5719.34
Sarolangun,2024,13960.0
Sekadau,2018,2869.0
Sekadau,2019,3089.0
Sekadau,2020,4371.0
Sekadau,2021,3209.0
Sekadau,2022,4592.79
Sekadau,2023,5042.95
Sekadau,2024,12255.0
Seluma,2018,3366.0
Seluma,2019,2732.0
Seluma,2020,6733.0
Seluma,2021,3473.0
Seluma,2022,5999.79
Seluma,2023,5552.37
Seluma,2024,7522.0
Semarang,2018,8755.0
Semarang,2019,8061.0
Semarang,2020,6857.0
Semarang,2021,5717.0
Semarang,2022,7271.35
Semarang,2023,11061.23
Semarang,2024,10408.0
Seram Bagian Barat,2018,4247.0
Seram Bagian Barat,2019,9264.0
Seram Bagian Barat,2020,9135.0
Seram Bagian Barat,2021,3389.0
Seram Bagian Barat,2022,4474.93
Seram Bagian Barat,2023,6703.93
Seram Bagian Barat,2024,10078.0
Seram Bagian Timur,2018,4739.0
Seram Bagian Timur,2019,5919.0
Seram Bagian Timur,2020,9725.0
Seram Bagian Timur,2021,3472.0
Seram Bagian Timur,2022,7693.05
Seram Bagian Timur,2023,7107.02
Seram Bagian Timur,2024,13984.0
Serang,2018,6812.0
Serang,2019,6052.0
Serang,2020,6070.0
Serang,2021,4337.0
Serang,2022,6110.08
Serang,2023,6828.1
Serang,2024,9329.0
Serdang Bedagai,2018,5663.0
Serdang Bedagai,2019,6062.0
Serdang Bedagai,2020,5929.0
Serdang Bedagai,2021,5939.0
Serdang Bedagai,2022,6966.07
Serdang Bedagai,2023,6297.94
Serdang Bedagai,2024,6076.0
Seruyan,2018,4633.0
Seruyan,2019,5700.0
Seruyan,2020,6713.0
Seruyan,2021,4851.0
Seruyan,2022,6135.69
Seruyan,2023,6153.63
Seruyan,2024,11054.0
Siak,2018,5905.0
Siak,2019,7203.0
Siak,2020,9029.0
Siak,2021,6910.0
Siak,2022,7451.26
Siak,2023,8119.81
Siak,2024,8303.0
Siau Tagulandang Biaro,2018,6460.0
Siau Tagulandang Biaro,2019,7028.0
Siau Tagulandang Biaro,2020,11591.0
Siau Tagulandang Biaro,2021,7398.0
Siau Tagulandang Biaro,2022,5641.32
Siau Tagulandang Biaro,2023,7151.55
Siau Tagulandang Biaro,2024,11546.0
Sidenreng Rappang,2018,5832.0
Sidenreng Rappang,2019,8486.0
Sidenreng Rappang,2020,7182.0
Sidenreng Rappang,2021,4085.0
Sidenreng Rappang,2022,5327.58
Sidenreng Rappang,2023,5392.82
Sidenreng Rappang,2024,11245.0
Sidoarjo,2018,11362.0
Sidoarjo,2019,10002.0
Sidoarjo,2020,8789.0
Sidoarjo,2021,9218.0
Sidoarjo,2022,9569.63
Sidoarjo,2023,9869.22
Sidoarjo,2024,11957.0
Sigi,2018,3832.0
Sigi,2019,4556.0
Sigi,2020,6164.0
Sigi,2021,4313.0
Sigi,2022,4807.28
Sigi,2023,5264.32
Sigi,2024,7488.0
Sijunjung,2018,4958.0
Sijunjung,2019,4695.0
Sijunjung,2020,6771.0
Sijunjung,2021,5136.0
Sijunjung,2022,5735.9
Sijunjung,2023,6449.96
Sijunjung,2024,8582.0
Sikka,2018,2657.0
Sikka,2019,2455.0
Sikka,2020,3611.0
Sikka,2021,2476.0
Sikka,2022,4031.69
Sikka,2023,2575.14
Sikka,2024,4810.0
Simalungun,2018,4911.0
Simalungun,2019,6520.0
Simalungun,2020,6932.0
Simalungun,2021,5972.0
Simalungun,2022,6723.55
Simalungun,2023,8632.41
Simalungun,2024,7460.0
Simeulue,2018,3200.0
Simeulue,2019,3725.0
Simeulue,2020,3583.0
Simeulue,2021,3039.0
Simeulue,2022,4747.11
Simeulue,2023,5287.59
Simeulue,2024,3978.0
Sinjai,2018,7667.0
Sinjai,2019,8493.0
Sinjai,2020,8512.0
Sinjai,2021,7752.0
Sinjai,2022,8252.68
Sinjai,2023,6194.32
Sinjai,2024,12006.0
Sintang,2018,2108.0
Sintang,2019,3868.0
Sintang,2020,4528.0
Sintang,2021,3531.0
Sintang,2022,4380.56
Sintang,2023,4963.96
Sintang,2024,7211.0
Situbondo,2018,4401.0
Situbondo,2019,4215.0
Situbondo,2020,3370.0
Situbondo,2021,3660.0
Situbondo,2022,4403.84
Situbondo,2023,4415.99
Situbondo,2024,6327.0
Sleman,2018,9530.0
Sleman,2019,10066.0
Sleman,2020,9950.0
Sleman,2021,8735.0
Sleman,2022,11057.53
Sleman,2023,11333.93
Sleman,2024,13381.0
Solok,2018,3955.0
Solok,2019,7213.0
Solok,2020,6301.0
Solok,2021,4703.0
Solok,2022,5223.18
Solok,2023,5214.32
Solok,2024,6588.0
Solok Selatan,2018,4839.0
Solok Selatan,2019,4432.0
Solok Selatan,2020,5917.0
Solok Selatan,2021,6312.0
Solok Selatan,2022,5630.7
Solok Selatan,2023,5371.14
Solok Selatan,2024,7666.0
Soppeng,2018,4678.0
Soppeng,2019,4842.0
Soppeng,2020,6415.0
Soppeng,2021,3545.0
Soppeng,2022,4516.73
Soppeng,2023,4670.03
Soppeng,2024,9154.0
Sorong,2018,6785.0
Sorong,2019,8283.0
Sorong,2020,10319.0
Sorong,2021,8672.0
Sorong,2022,9755.72
Sorong,2023,8826.03
Sorong,2024,5249.0
Sorong Selatan,2018,7124.0
Sorong Selatan,2019,8908.0
Sorong Selatan,2020,6024.0
Sorong Selatan,2021,3961.0
Sorong Selatan,2022,4470.08
Sorong Selatan,2023,8737.37
Sorong Selatan,2024,8768.0
Sragen,2018,6836.0
Sragen,2019,6085.0
Sragen,2020,6879.0
Sragen,2021,6422.0
Sragen,2022,7293.7
Sragen,2023,7488.53
Sragen,2024,8632.0
Subang,2018,6082.0
Subang,2019,5647.0
Subang,2020,4915.0
Subang,2021,6508.0
Subang,2022,6837.2
Subang,2023,7691.83
Subang,2024,8881.0
Sukabumi,2018,6293.0
Sukabumi,2019,6113.0
Sukabumi,2020,7096.0
Sukabumi,2021,5528.0
Sukabumi,2022,6168.73
Sukabumi,2023,8257.29
Sukabumi,2024,10662.0
Sukamara,2018,6687.0
Sukamara,2019,9073.0
Sukamara,2020,9112.0
Sukamara,2021,5902.0
Sukamara,2022,9120.31
Sukamara,2023,6850.77
Sukamara,2024,15057.0
Sukoharjo,2018,5630.0
Sukoharjo,2019,7239.0
Sukoharjo,2020,6085.0
Sukoharjo,2021,6360.0
Sukoharjo,2022,7224.22
Sukoharjo,2023,7174.58
Sukoharjo,2024,9218.0
Sumba Barat,2018,2008.0
Sumba Barat,2019,1737.0
Sumba Barat,2020,2276.0
Sumba Barat,2021,2538.0
Sumba Barat,2022,3648.26
Sumba Barat,2023,4595.0
Sumba Barat,2024,2718.0
Sumba Barat Daya,2018,3136.0
Sumba Barat Daya,2019,2872.0
Sumba Barat Daya,2020,3219.0
Sumba Barat Daya,2021,3654.0
Sumba Barat Daya,2022,4402.74
Sumba Barat Daya,2023,4147.88
Sumba Barat Daya,2024,4100.0
Sumba Tengah,2018,1316.0
Sumba Tengah,2019,1596.0
Sumba Tengah,2020,1275.0
Sumba Tengah,2021,2984.0
Sumba Tengah,2022,3411.17
Sumba Tengah,2023,4519.12
Sumba Tengah,2024,3409.0
Sumba Timur,2018,1771.0
Sumba Timur,2019,2166.0
Sumba Timur,2020,2061.0
Sumba Timur,2021,3404.0
Sumba Timur,2022,2974.49
Sumba Timur,2023,3993.0
Sumba Timur,2024,3406.0
Sumbawa,2018,9166.0
Sumbawa,2019,6788.0
Sumbawa,2020,6477.0
Sumbawa,2021,8590.0
Sumbawa,2022,9372.79
Sumbawa,2023,9751.65
Sumbawa,2024,10927.0
Sumbawa Barat,2018,9953.0
Sumbawa Barat,2019,8146.0
Sumbawa Barat,2020,10720.0
Sumbawa Barat,2021,10369.0
Sumbawa Barat,2022,12091.39
Sumbawa Barat,2023,13487.77
Sumbawa Barat,2024,16109.0
Sumedang,2018,6124.0
Sumedang,2019,4499.0
Sumedang,2020,6349.0
Sumedang,2021,5505.0
Sumedang,2022,6762.27
Sumedang,2023,7714.44
Sumedang,2024,9376.0
Sumenep,2018,4003.0
Sumenep,2019,4756.0
Sumenep,2020,5172.0
Sumenep,2021,5238.0
Sumenep,2022,11077.76
Sumenep,2023,10081.6
Sumenep,2024,8677.0
Supiori,2018,1489.0
Supiori,2019,8447.0
Supiori,2020,6060.0
Supiori,2021,4902.0
Supiori,2022,6044.24
Supiori,2023,9320.38
Supiori,2024,4558.0
Tabalong,2018,7964.0
Tabalong,2019,9826.0
Tabalong,2020,9689.0
Tabalong,2021,5504.0
Tabalong,2022,7178.15
Tabalong,2023,8056.41
Tabalong,2024,14530.0
Tabanan,2018,9004.0
Tabanan,2019,6496.0
Tabanan,2020,11728.0
Tabanan,2021,6849.0
Tabanan,2022,5372.81
Tabanan,2023,7457.46
Tabanan,2024,11266.0
Takalar,2018,7087.0
Takalar,2019,6379.0
Takalar,2020,6170.0
Takalar,2021,4555.0
Takalar,2022,4901.73
Takalar,2023,5435.38
Takalar,2024,7918.0
Tambrauw,2018,6041.0
Tambrauw,2019,2202.0
Tambrauw,2020,6154.0
Tambrauw,2021,3988.0
Tambrauw,2022,6278.98
Tambrauw,2023,10947.41
Tambrauw,2024,9559.0
Tana Tidung,2018,5812.0
Tana Tidung,2019,5749.0
Tana Tidung,2020,9441.0
Tana Tidung,2021,6345.0
Tana Tidung,2022,7079.97
Tana Tidung,2023,6729.92
Tana Tidung,2024,10346.0
Tana Toraja,2018,3919.0
Tana Toraja,2019,4693.0
Tana Toraja,2020,5532.0
Tana Toraja,2021,3318.0
Tana Toraja,2022,3585.63
Tana Toraja,2023,4175.0
Tana Toraja,2024,6072.0
Tanah Bumbu,2018,6697.0
Tanah Bumbu,2019,7884.0
Tanah Bumbu,2020,6906.0
Tanah Bumbu,2021,5570.0
Tanah Bumbu,2022,7386.13
Tanah Bumbu,2023,8110.6
Tanah Bumbu,2024,12211.0
Tanah Datar,2018,5346.0
Tanah Datar,2019,5889.0
Tanah Datar,2020,9410.0
Tanah Datar,2021,5920.0
Tanah Datar,2022,6678.27
Tanah Datar,2023,6319.09
Tanah Datar,2024,8919.0
Tanah Laut,2018,6169.0
Tanah Laut,2019,4743.0
Tanah Laut,2020,5862.0
Tanah Laut,2021,4896.0
Tanah Laut,2022,7025.68
Tanah Laut,2023,7439.54
Tanah Laut,2024,7856.0
Tangerang,2018,6967.0
Tangerang,2019,6734.0
Tangerang,2020,8209.0
Tangerang,2021,6436.0
Tangerang,2022,7832.44
Tangerang,2023,7277.8
Tangerang,2024,8517.0
Tanggamus,2018,5865.0
Tanggamus,2019,3325.0
Tanggamus,2020,5125.0
Tanggamus,2021,2879.0
Tanggamus,2022,3962.46
Tanggamus,2023,4137.89
Tanggamus,2024,7608.0
Tanjung Jabung Barat,2018,5890.0
Tanjung Jabung Barat,2019,4573.0
Tanjung Jabung Barat,2020,6213.0
Tanjung Jabung Barat,2021,6535.0
Tanjung Jabung Barat,2022,6623.99
Tanjung Jabung Barat,2023,5637.83
Tanjung Jabung Barat,2024,8248.0
Tanjung Jabung Timur,2018,4987.0
Tanjung Jabung Timur,2019,4123.0
Tanjung Jabung Timur,2020,6231.0
Tanjung Jabung Timur,2021,6950.0
Tanjung Jabung Timur,2022,8881.76
Tanjung Jabung Timur,2023,8154.21
Tanjung Jabung Timur,2024,10383.0
Tapanuli Selatan,2018,3739.0
Tapanuli Selatan,2019,3674.0
Tapanuli Selatan,2020,4834.0
Tapanuli Selatan,2021,4212.0
Tapanuli Selatan,2022,5336.56
Tapanuli Selatan,2023,5222.05
Tapanuli Selatan,2024,5063.0
Tapanuli Tengah,2018,3457.0
Tapanuli Tengah,2019,3981.0
Tapanuli Tengah,2020,4802.0
Tapanuli Tengah,2021,4791.0
Tapanuli Tengah,2022,5652.43
Tapanuli Tengah,2023,4984.65
Tapanuli Tengah,2024,6169.0
Tapanuli Utara,2018,5725.0
Tapanuli Utara,2019,5186.0
Tapanuli Utara,2020,6371.0
Tapanuli Utara,2021,7365.0
Tapanuli Utara,2022,7375.71
Tapanuli Utara,2023,8824.73
Tapanuli Utara,2024,9033.0
Tapin,2018,7930.0
Tapin,2019,7979.0
Tapin,2020,7510.0
Tapin,2021,5491.0
Tapin,2022,5585.95
Tapin,2023,5703.74
Tapin,2024,10881.0
Tasikmalaya,2018,7550.0
Tasikmalaya,2019,5249.0
Tasikmalaya,2020,5158.0
Tasikmalaya,2021,4075.0
Tasikmalaya,2022,5188.32
Tasikmalaya,2023,4985.72
Tasikmalaya,2024,9851.0
Tebo,2018,4681.0
Tebo,2019,4447.0
Tebo,2020,6062.0
Tebo,2021,4938.0
Tebo,2022,6798.72
Tebo,2023,5660.72
Tebo,2024,11133.0
Tegal,2018,5626.0
Tegal,2019,5404.0
Tegal,2020,5974.0
Tegal,2021,5301.0
Tegal,2022,6217.65
Tegal,2023,5626.79
Tegal,2024,5581.0
Teluk Bintuni,2018,10168.0
Teluk Bintuni,2019,16291.0
Teluk Bintuni,2020,9045.0
Teluk Bintuni,2021,6292.0
Teluk Bintuni,2022,7910.04
Teluk Bintuni,2023,18454.07
Teluk Bintuni,2024,11297.0
Teluk Wondama,2018,7837.0
Teluk Wondama,2019,9997.0
Teluk Wondama,2020,19761.0
Teluk Wondama,2021,5472.0
Teluk Wondama,2022,5914.23
Teluk Wondama,2023,6637.03
Teluk Wondama,2024,9473.0
Temanggung,2018,4968.0
Temanggung,2019,5152.0
Temanggung,2020,4976.0
Temanggung,2021,3315.0
Temanggung,2022,4277.1
Temanggung,2023,6490.71
Temanggung,2024,6377.0
Timor Tengah Selatan,2018,2346.0
Timor Tengah Selatan,2019,2997.0
Timor Tengah Selatan,2020,2181.0
Timor Tengah Selatan,2021,3159.0
Timor Tengah Selatan,2022,4404.66
Timor Tengah Selatan,2023,5046.06
Timor Tengah Selatan,2024,4287.0
Timor Tengah Utara,2018,1868.0
Timor Tengah Utara,2019,1759.0
Timor Tengah Utara,2020,2094.0
Timor Tengah Utara,2021,2663.0
Timor Tengah Utara,2022,2619.54
Timor Tengah Utara,2023,3052.7
Timor Tengah Utara,2024,4132.0
Toba Samosir,2018,7399.0
Toba Samosir,2019,9087.0
Toba Samosir,2020,9441.0
Toba Samosir,2021,9918.0
Toba Samosir,2022,11006.75
Toba Samosir,2023,11973.75
Toba Samosir,2024,12956.0
Tojo Una-Una,2018,4198.0
Tojo Una-Una,2019,7640.0
Tojo Una-Una,2020,6980.0
Tojo Una-Una,2021,2915.0
Tojo Una-Una,2022,4505.04
Tojo Una-Una,2023,7715.84
Tojo Una-Una,2024,6626.0
Toli-Toli,2018,4887.0
Toli-Toli,2019,10501.0
Toli-Toli,2020,10582.0
Toli-Toli,2021,3208.0
Toli-Toli,2022,5463.85
Toli-Toli,2023,4255.01
Toli-Toli,2024,5259.0
Tolikara,2018,3483.0
Tolikara,2019,4808.0
Tolikara,2020,4293.0
Tolikara,2021,4341.0
Tolikara,2022,5397.42
Tolikara,2023,8467.15
Tolikara,2024,7560.0
Toraja Utara,2018,3657.0
Toraja Utara,2019,4573.0
Toraja Utara,2020,6390.0
Toraja Utara,2021,3568.0
Toraja Utara,2022,3207.4
Toraja Utara,2023,6158.43
Toraja Utara,2024,6346.0
Trenggalek,2018,6599.0
Trenggalek,2019,5272.0
Trenggalek,2020,6298.0
Trenggalek,2021,3901.0
Trenggalek,2022,5723.87
Trenggalek,2023,4887.36
Trenggalek,2024,7696.0
Tuban,2018,5485.0
Tuban,2019,5130.0
Tuban,2020,5110.0
Tuban,2021,6129.0
Tuban,2022,8472.09
Tuban,2023,8268.25
Tuban,2024,8445.0
Tulang Bawang Barat,2018,4312.0
Tulang Bawang Barat,2019,3616.0
Tulang Bawang Barat,2020,3715.0
Tulang Bawang Barat,2021,3370.0
Tulang Bawang Barat,2022,3984.26
Tulang Bawang Barat,2023,4276.44
Tulang Bawang Barat,2024,6347.0
Tulangbawang,2018,5640.0
Tulangbawang,2019,4146.0
Tulangbawang,2020,4752.0
Tulangbawang,2021,3634.0
Tulangbawang,2022,4912.76
Tulangbawang,2023,4689.73
Tulangbawang,2024,7215.0
Tulungagung,2018,7752.0
Tulungagung,2019,6178.0
Tulungagung,2020,7990.0
Tulungagung,2021,6467.0
Tulungagung,2022,9386.08
Tulungagung,2023,7091.38
Tulungagung,2024,7650.0
Wajo,2018,4974.0
Wajo,2019,7589.0
Wajo,2020,9243.0
Wajo,2021,3573.0
Wajo,2022,5536.81
Wajo,2023,9444.19
Wajo,2024,9300.0
Wakatobi,2018,4714.0
Wakatobi,2019,4576.0
Wakatobi,2020,6343.0
Wakatobi,2021,3465.0
Wakatobi,2022,4829.91
Wakatobi,2023,6380.19
Wakatobi,2024,7320.0
Waropen,2018,8766.0
Waropen,2019,2615.0
Waropen,2020,14597.0
Waropen,2021,4976.0
Waropen,2022,3466.09
Waropen,2023,5914.29
Waropen,2024,1879.0
Way Kanan,2018,5268.0
Way Kanan,2019,4049.0
Way Kanan,2020,4483.0
Way Kanan,2021,5310.0
Way Kanan,2022,5853.99
Way Kanan,2023,9108.78
Way Kanan,2024,8584.0
Wonogiri,2018,5134.0
Wonogiri,2019,4100.0
Wonogiri,2020,4075.0
Wonogiri,2021,5158.0
Wonogiri,2022,6212.1
Wonogiri,2023,6344.2
Wonogiri,2024,6870.0
Wonosobo,2018,10769.0
Wonosobo,2019,9402.0
Wonosobo,2020,7068.0
Wonosobo,2021,5307.0
Wonosobo,2022,6028.31
Wonosobo,2023,7468.52
Wonosobo,2024,6803.0
Yahukimo,2018,4255.0
Yahukimo,2019,5036.0
Yahukimo,2020,8554.0
Yahukimo,2021,9063.0
Yahukimo,2022,10535.55
Yahukimo,2023,9732.61
Yahukimo,2024,6519.0
Yalimo,2018,6538.0
Yalimo,2019,3381.0
Yalimo,2020,3660.0
Yalimo,2021,8033.0
Yalimo,2022,7903.15
Yalimo,2023,11369.67
Yalimo,2024,13414.0
