Kabupaten/Kota,Tahun,Pengeluaran Perkapita Daging
Ponorogo,2022,4730.18
Ponorogo,2023,5310.45
Ponorogo,2024,5236.0
Poso,2018,3746.14
Poso,2019,3771.73
Poso,2020,5194.85
Poso,2021,5382.43
Poso,2022,7154.2
Poso,2023,9157.11
Poso,2024,6804.0
Pringsewu,2018,2885.72
Pringsewu,2019,3258.86
Pringsewu,2020,3461.91
Pringsewu,2021,3808.19
Pringsewu,2022,4244.28
Pringsewu,2023,4080.18
Pringsewu,2024,3834.0
Probolinggo,2018,2810.2
Probolinggo,2019,2676.94
Probolinggo,2020,4416.94
Probolinggo,2021,5859.2
Probolinggo,2022,4061.7
Probolinggo,2023,4461.08
Probolinggo,2024,4399.0
Pulang Pisau,2018,6596.87
Pulang Pisau,2019,7005.21
Pulang Pisau,2020,7229.13
Pulang Pisau,2021,8492.13
Pulang Pisau,2022,9470.28
Pulang Pisau,2023,8740.61
Pulang Pisau,2024,11301.0
Pulau Morotai,2018,1450.63
Pulau Morotai,2019,2401.54
Pulau Morotai,2020,1662.5
Pulau Morotai,2021,2327.73
Pulau Morotai,2022,3290.34
Pulau Morotai,2023,2507.96
Pulau Morotai,2024,2928.0
Pulau Taliabu,2018,234.67
Pulau Taliabu,2019,567.21
Pulau Taliabu,2020,1096.74
Pulau Taliabu,2021,709.21
Pulau Taliabu,2022,1293.73
Pulau Taliabu,2023,2895.64
Pulau Taliabu,2024,3388.0
Puncak,2018,7376.77
Puncak,2019,11779.55
Puncak,2020,6217.87
Puncak,2021,8755.29
Puncak,2022,13087.52
Puncak,2023,15076.91
Puncak,2024,10559.0
Puncak Jaya,2018,17789.39
Puncak Jaya,2019,21622.05
Puncak Jaya,2020,43428.05
Puncak Jaya,2021,34130.89
Puncak Jaya,2022,85486.99
Puncak Jaya,2023,55144.66
Puncak Jaya,2024,11209.0
Purbalingga,2018,2974.26
Purbalingga,2019,3529.98
Purbalingga,2020,2922.06
Purbalingga,2021,3833.1
Purbalingga,2022,4450.53
Purbalingga,2023,4560.63
Purbalingga,2024,4924.0
Purwakarta,2018,6301.95
Purwakarta,2019,6427.32
Purwakarta,2020,6447.63
Purwakarta,2021,7727.57
Purwakarta,2022,8032.53
Purwakarta,2023,8858.22
Purwakarta,2024,7250.0
Purworejo,2018,3208.82
Purworejo,2019,3064.74
Purworejo,2020,3977.78
Purworejo,2021,4719.55
Purworejo,2022,5073.66
Purworejo,2023,5715.85
Purworejo,2024,6010.0
Raja Ampat,2018,4432.35
Raja Ampat,2019,4014.68
Raja Ampat,2020,2951.04
Raja Ampat,2021,2946.02
Raja Ampat,2022,2750.02
Raja Ampat,2023,2797.72
Raja Ampat,2024,5462.0
Rejang Lebong,2018,3330.46
Rejang Lebong,2019,3786.19
Rejang Lebong,2020,3950.28
Rejang Lebong,2021,5064.81
Rejang Lebong,2022,5201.23
Rejang Lebong,2023,6368.61
Rejang Lebong,2024,6301.0
Rembang,2018,2476.34
Rembang,2019,3124.35
Rembang,2020,2810.95
Rembang,2021,3966.82
Rembang,2022,5353.0
Rembang,2023,5095.74
Rembang,2024,6093.0
Rokan Hilir,2018,4846.06
Rokan Hilir,2019,5000.25
Rokan Hilir,2020,5073.5
Rokan Hilir,2021,5792.55
Rokan Hilir,2022,7774.09
Rokan Hilir,2023,6392.08
Rokan Hilir,2024,6299.0
Rokan Hulu,2018,6022.53
Rokan Hulu,2019,6343.65
Rokan Hulu,2020,5503.06
Rokan Hulu,2021,6726.47
Rokan Hulu,2022,8293.71
Rokan Hulu,2023,7553.28
Rokan Hulu,2024,7842.0
Rote Ndao,2018,4212.32
Rote Ndao,2019,4854.49
Rote Ndao,2020,6101.24
Rote Ndao,2021,5566.17
Rote Ndao,2022,2717.27
Rote Ndao,2023,7794.62
Rote Ndao,2024,6677.0
Sabu Raijua,2018,9629.99
Sabu Raijua,2019,10793.22
Sabu Raijua,2020,10364.28
Sabu Raijua,2021,22481.27
Sabu Raijua,2022,9496.79
Sabu Raijua,2023,10898.73
Sabu Raijua,2024,17451.0
Sambas,2018,4570.13
Sambas,2019,5341.45
Sambas,2020,4467.39
Sambas,2021,3858.98
Sambas,2022,3671.37
Sambas,2023,5082.89
Sambas,2024,5211.0
Samosir,2018,5633.06
Samosir,2019,6344.77
Samosir,2020,6273.84
Samosir,2021,8125.64
Samosir,2022,8059.56
Samosir,2023,10700.7
Samosir,2024,14356.0
Sampang,2018,2447.14
Sampang,2019,2783.09
Sampang,2020,3200.96
Sampang,2021,3586.44
Sampang,2022,4403.19
Sampang,2023,4070.16
Sampang,2024,4087.0
Sanggau,2018,8186.53
Sanggau,2019,7858.35
Sanggau,2020,9491.86
Sanggau,2021,10959.82
Sanggau,2022,11819.05
Sanggau,2023,10662.41
Sanggau,2024,11891.0
Sarmi,2018,8282.08
Sarmi,2019,8964.56
Sarmi,2020,7363.72
Sarmi,2021,7886.95
Sarmi,2022,9683.41
Sarmi,2023,11916.03
Sarmi,2024,31947.0
Sarolangun,2018,5114.93
Sarolangun,2019,5385.53
Sarolangun,2020,4457.33
Sarolangun,2021,6032.1
Sarolangun,2022,8208.82
Sarolangun,2023,7898.1
Sarolangun,2024,8017.0
Sekadau,2018,9662.59
Sekadau,2019,9214.99
Sekadau,2020,10054.33
Sekadau,2021,9970.86
Sekadau,2022,11906.77
Sekadau,2023,11588.5
Sekadau,2024,17844.0
Seluma,2018,4037.97
Seluma,2019,3812.48
Seluma,2020,4541.36
Seluma,2021,4644.48
Seluma,2022,5995.31
Seluma,2023,5785.36
Seluma,2024,6205.0
Semarang,2018,4564.0
Semarang,2019,5303.22
Semarang,2020,4825.75
Semarang,2021,5297.73
Semarang,2022,7480.88
Semarang,2023,7746.04
Semarang,2024,7581.0
Seram Bagian Barat,2018,1061.93
Seram Bagian Barat,2019,1169.84
Seram Bagian Barat,2020,1903.97
Seram Bagian Barat,2021,2273.83
Seram Bagian Barat,2022,2261.78
Seram Bagian Barat,2023,1561.81
Seram Bagian Barat,2024,2836.0
Seram Bagian Timur,2018,835.73
Seram Bagian Timur,2019,1747.27
Seram Bagian Timur,2020,1701.65
Seram Bagian Timur,2021,1857.34
Seram Bagian Timur,2022,1805.57
Seram Bagian Timur,2023,1769.77
Seram Bagian Timur,2024,882.0
Serang,2018,3614.43
Serang,2019,4827.29
Serang,2020,4273.32
Serang,2021,4902.81
Serang,2022,6748.25
Serang,2023,6401.17
Serang,2024,6304.0
Serdang Bedagai,2018,3060.15
Serdang Bedagai,2019,3110.54
Serdang Bedagai,2020,3126.62
Serdang Bedagai,2021,3423.87
Serdang Bedagai,2022,3513.2
Serdang Bedagai,2023,5168.26
Serdang Bedagai,2024,5233.0
Seruyan,2018,7357.36
Seruyan,2019,7923.51
Seruyan,2020,8993.5
Seruyan,2021,11641.47
Seruyan,2022,12865.54
Seruyan,2023,9348.64
Seruyan,2024,11961.0
Siak,2018,6132.8
Siak,2019,6383.6
Siak,2020,10829.8
Siak,2021,8884.97
Siak,2022,8503.73
Siak,2023,9772.71
Siak,2024,9357.0
Siau Tagulandang Biaro,2018,2789.69
Siau Tagulandang Biaro,2019,1360.8
Siau Tagulandang Biaro,2020,3240.48
Siau Tagulandang Biaro,2021,2681.66
Siau Tagulandang Biaro,2022,3684.91
Siau Tagulandang Biaro,2023,5406.94
Siau Tagulandang Biaro,2024,6289.0
Sidenreng Rappang,2018,3272.95
Sidenreng Rappang,2019,3298.63
Sidenreng Rappang,2020,4210.31
Sidenreng Rappang,2021,3998.84
Sidenreng Rappang,2022,4142.9
Sidenreng Rappang,2023,4161.32
Sidenreng Rappang,2024,5057.0
Sidoarjo,2018,8501.6
Sidoarjo,2019,8989.32
Sidoarjo,2020,8701.03
Sidoarjo,2021,10919.4
Sidoarjo,2022,12092.57
Sidoarjo,2023,12956.63
Sidoarjo,2024,12654.0
Sigi,2018,2104.72
Sigi,2019,2863.15
Sigi,2020,2399.34
Sigi,2021,4125.79
Sigi,2022,3126.7
Sigi,2023,3042.21
Sigi,2024,2936.0
Sijunjung,2018,4404.57
Sijunjung,2019,4803.87
Sijunjung,2020,5236.24
Sijunjung,2021,5699.25
Sijunjung,2022,7802.26
Sijunjung,2023,7299.31
Sijunjung,2024,6117.0
Sikka,2018,1779.26
Sikka,2019,1834.43
Sikka,2020,3176.98
Sikka,2021,4213.41
Sikka,2022,3405.17
Sikka,2023,1720.66
Sikka,2024,4302.0
Simalungun,2018,4460.94
Simalungun,2019,5692.87
Simalungun,2020,5849.6
Simalungun,2021,5856.76
Simalungun,2022,6544.54
Simalungun,2023,7318.26
Simalungun,2024,5992.0
Simeulue,2018,1507.94
Simeulue,2019,2536.89
Simeulue,2020,2021.22
Simeulue,2021,1851.45
Simeulue,2022,3433.26
Simeulue,2023,3061.86
Simeulue,2024,2027.0
Sinjai,2018,1432.42
Sinjai,2019,1599.11
Sinjai,2020,1971.07
Sinjai,2021,3158.81
Sinjai,2022,1228.89
Sinjai,2023,2434.96
Sinjai,2024,2675.0
Sintang,2018,8064.37
Sintang,2019,9121.35
Sintang,2020,11488.76
Sintang,2021,10036.36
Sintang,2022,12710.89
Sintang,2023,12382.3
Sintang,2024,15342.0
Situbondo,2018,3046.11
Situbondo,2019,3668.73
Situbondo,2020,3050.15
Situbondo,2021,4014.4
Situbondo,2022,4799.36
Situbondo,2023,4128.96
Situbondo,2024,4820.0
Sleman,2018,6705.5
Sleman,2019,7217.57
Sleman,2020,7154.56
Sleman,2021,7768.47
Sleman,2022,9386.36
Sleman,2023,9515.4
Sleman,2024,9678.0
Solok,2018,5197.21
Solok,2019,6284.21
Solok,2020,6066.6
Solok,2021,6526.94
Solok,2022,7277.74
Solok,2023,7764.84
Solok,2024,7693.0
Solok Selatan,2018,5469.59
Solok Selatan,2019,5256.98
Solok Selatan,2020,5231.27
Solok Selatan,2021,6170.47
Solok Selatan,2022,8412.48
Solok Selatan,2023,8055.53
Solok Selatan,2024,7903.0
Soppeng,2018,1585.72
Soppeng,2019,1934.08
Soppeng,2020,2019.34
Soppeng,2021,3177.38
Soppeng,2022,3256.87
Soppeng,2023,3928.03
Soppeng,2024,3524.0
Sorong,2018,4169.48
Sorong,2019,5700.31
Sorong,2020,5284.92
Sorong,2021,7784.34
Sorong,2022,10118.9
Sorong,2023,7200.09
Sorong,2024,13137.0
Sorong Selatan,2018,7492.63
Sorong Selatan,2019,6654.5
Sorong Selatan,2020,11089.81
Sorong Selatan,2021,11315.89
Sorong Selatan,2022,5894.89
Sorong Selatan,2023,9914.44
Sorong Selatan,2024,15475.0
Sragen,2018,4065.41
Sragen,2019,3871.71
Sragen,2020,4298.27
Sragen,2021,6338.17
Sragen,2022,6296.89
Sragen,2023,5957.53
Sragen,2024,6530.0
Subang,2018,4054.33
Subang,2019,4560.56
Subang,2020,4539.43
Subang,2021,6146.56
Subang,2022,7041.57
Subang,2023,7437.71
Subang,2024,6897.0
Sukabumi,2018,5207.77
Sukabumi,2019,6200.49
Sukabumi,2020,6611.54
Sukabumi,2021,6693.35
Sukabumi,2022,7853.23
Sukabumi,2023,9159.17
Sukabumi,2024,7137.0
Sukamara,2018,8882.16
Sukamara,2019,8514.79
Sukamara,2020,9912.18
Sukamara,2021,10163.71
Sukamara,2022,15316.23
Sukamara,2023,13319.33
Sukamara,2024,14456.0
Sukoharjo,2018,4780.97
Sukoharjo,2019,5461.01
Sukoharjo,2020,5752.04
Sukoharjo,2021,6422.85
Sukoharjo,2022,6382.81
Sukoharjo,2023,6826.57
Sukoharjo,2024,6697.0
Sumba Barat,2018,5929.71
Sumba Barat,2019,8962.45
Sumba Barat,2020,8406.19
Sumba Barat,2021,15357.28
Sumba Barat,2022,11731.8
Sumba Barat,2023,12459.39
Sumba Barat,2024,12256.0
Sumba Barat Daya,2018,7302.57
Sumba Barat Daya,2019,9478.03
Sumba Barat Daya,2020,10118.75
Sumba Barat Daya,2021,13142.94
Sumba Barat Daya,2022,12629.14
Sumba Barat Daya,2023,14791.28
Sumba Barat Daya,2024,11645.0
Sumba Tengah,2018,5189.13
Sumba Tengah,2019,9453.59
Sumba Tengah,2020,7211.54
Sumba Tengah,2021,9991.14
Sumba Tengah,2022,7425.28
Sumba Tengah,2023,13827.5
Sumba Tengah,2024,10629.0
Sumba Timur,2018,5969.54
Sumba Timur,2019,7356.25
Sumba Timur,2020,7900.24
Sumba Timur,2021,9655.69
Sumba Timur,2022,9809.31
Sumba Timur,2023,11230.94
Sumba Timur,2024,11154.0
Sumbawa,2018,6548.0
Sumbawa,2019,6856.97
Sumbawa,2020,6407.89
Sumbawa,2021,9789.27
Sumbawa,2022,10044.86
Sumbawa,2023,9489.32
Sumbawa,2024,9870.0
Sumbawa Barat,2018,5501.63
Sumbawa Barat,2019,8038.19
Sumbawa Barat,2020,11479.28
Sumbawa Barat,2021,10064.04
Sumbawa Barat,2022,11303.59
Sumbawa Barat,2023,11714.45
Sumbawa Barat,2024,11803.0
Sumedang,2018,5322.91
Sumedang,2019,5507.13
Sumedang,2020,8028.95
Sumedang,2021,6809.8
Sumedang,2022,8097.29
Sumedang,2023,8769.17
Sumedang,2024,8027.0
Sumenep,2018,4503.91
Sumenep,2019,4936.75
Sumenep,2020,4380.58
Sumenep,2021,5685.1
Sumenep,2022,11781.47
Sumenep,2023,10119.76
Sumenep,2024,7967.0
Supiori,2018,4271.65
Supiori,2019,3842.15
Supiori,2020,2888.03
Supiori,2021,4633.52
Supiori,2022,6712.5
Supiori,2023,4594.24
Supiori,2024,44065.0
Tabalong,2018,4256.91
Tabalong,2019,5776.93
Tabalong,2020,5956.94
Tabalong,2021,6554.16
Tabalong,2022,9312.02
Tabalong,2023,8159.81
Tabalong,2024,10023.0
Tabanan,2018,8397.07
Tabanan,2019,9288.94
Tabanan,2020,11570.44
Tabanan,2021,10936.82
Tabanan,2022,7954.44
Tabanan,2023,12329.96
Tabanan,2024,21398.0
Takalar,2018,1890.4
Takalar,2019,1746.76
Takalar,2020,1562.22
Takalar,2021,2506.2
Takalar,2022,2788.09
Takalar,2023,3432.36
Takalar,2024,3508.0
Tambrauw,2018,6033.09
Tambrauw,2019,6436.21
Tambrauw,2020,5774.39
Tambrauw,2021,8625.16
Tambrauw,2022,10510.97
Tambrauw,2023,10208.01
Tambrauw,2024,9219.0
Tana Tidung,2018,10208.78
Tana Tidung,2019,7008.45
Tana Tidung,2020,6668.29
Tana Tidung,2021,10595.82
Tana Tidung,2022,8729.49
Tana Tidung,2023,11599.77
Tana Tidung,2024,11980.0
Tana Toraja,2018,8297.45
Tana Toraja,2019,8888.54
Tana Toraja,2020,10732.75
Tana Toraja,2021,9871.66
Tana Toraja,2022,10053.68
Tana Toraja,2023,9677.8
Tana Toraja,2024,10567.0
Tanah Bumbu,2018,4399.57
Tanah Bumbu,2019,4972.24
Tanah Bumbu,2020,6132.76
Tanah Bumbu,2021,5541.47
Tanah Bumbu,2022,8053.96
Tanah Bumbu,2023,8420.73
Tanah Bumbu,2024,8822.0
Tanah Datar,2018,5912.91
Tanah Datar,2019,6133.52
Tanah Datar,2020,6608.92
Tanah Datar,2021,6592.36
Tanah Datar,2022,7865.85
Tanah Datar,2023,7264.28
Tanah Datar,2024,7970.0
Tanah Laut,2018,3974.35
Tanah Laut,2019,4379.22
Tanah Laut,2020,4861.94
Tanah Laut,2021,4474.8
Tanah Laut,2022,7835.04
Tanah Laut,2023,7138.46
Tanah Laut,2024,6866.0
Tangerang,2018,6361.91
Tangerang,2019,6612.52
Tangerang,2020,6938.69
Tangerang,2021,6772.46
Tangerang,2022,9871.36
Tangerang,2023,8452.51
Tangerang,2024,7884.0
Tanggamus,2018,3270.19
Tanggamus,2019,2365.64
Tanggamus,2020,2212.11
Tanggamus,2021,2793.84
Tanggamus,2022,3626.91
Tanggamus,2023,4770.52
Tanggamus,2024,4246.0
Tanjung Jabung Barat,2018,3707.3
Tanjung Jabung Barat,2019,4949.48
Tanjung Jabung Barat,2020,5594.14
Tanjung Jabung Barat,2021,6349.88
Tanjung Jabung Barat,2022,6090.22
Tanjung Jabung Barat,2023,5624.81
Tanjung Jabung Barat,2024,6732.0
Tanjung Jabung Timur,2018,3849.5
Tanjung Jabung Timur,2019,3575.3
Tanjung Jabung Timur,2020,4669.41
Tanjung Jabung Timur,2021,5784.55
Tanjung Jabung Timur,2022,6817.56
Tanjung Jabung Timur,2023,7138.83
Tanjung Jabung Timur,2024,7033.0
Tapanuli Selatan,2018,2394.38
Tapanuli Selatan,2019,3092.36
Tapanuli Selatan,2020,3471.63
Tapanuli Selatan,2021,4848.73
Tapanuli Selatan,2022,4704.95
Tapanuli Selatan,2023,4442.56
Tapanuli Selatan,2024,3786.0
Tapanuli Tengah,2018,2266.29
Tapanuli Tengah,2019,2362.34
Tapanuli Tengah,2020,2173.03
Tapanuli Tengah,2021,2523.99
Tapanuli Tengah,2022,2321.64
Tapanuli Tengah,2023,2523.94
Tapanuli Tengah,2024,2894.0
Tapanuli Utara,2018,5614.51
Tapanuli Utara,2019,5768.22
Tapanuli Utara,2020,5493.75
Tapanuli Utara,2021,6370.79
Tapanuli Utara,2022,8723.31
Tapanuli Utara,2023,11136.83
Tapanuli Utara,2024,9730.0
Tapin,2018,4732.31
Tapin,2019,5893.26
Tapin,2020,6238.45
Tapin,2021,6922.86
Tapin,2022,7245.94
Tapin,2023,7727.03
Tapin,2024,8940.0
Tasikmalaya,2018,3972.6
Tasikmalaya,2019,5607.51
Tasikmalaya,2020,6103.33
Tasikmalaya,2021,5665.96
Tasikmalaya,2022,7938.55
Tasikmalaya,2023,6701.72
Tasikmalaya,2024,6332.0
Tebo,2018,4491.42
Tebo,2019,5253.6
Tebo,2020,5168.94
Tebo,2021,5951.45
Tebo,2022,6844.59
Tebo,2023,6117.28
Tebo,2024,6474.0
Tegal,2018,3977.92
Tegal,2019,3727.52
Tegal,2020,4578.48
Tegal,2021,4254.29
Tegal,2022,4008.48
Tegal,2023,4595.99
Tegal,2024,4467.0
Teluk Bintuni,2018,7293.94
Teluk Bintuni,2019,7223.06
Teluk Bintuni,2020,8352.4
Teluk Bintuni,2021,12274.7
Teluk Bintuni,2022,14864.83
Teluk Bintuni,2023,15472.11
Teluk Bintuni,2024,14571.0
Teluk Wondama,2018,5019.5
Teluk Wondama,2019,8231.12
Teluk Wondama,2020,10824.85
Teluk Wondama,2021,6521.86
Teluk Wondama,2022,8653.85
Teluk Wondama,2023,6467.59
Teluk Wondama,2024,8650.0
Temanggung,2018,2808.33
Temanggung,2019,2227.28
Temanggung,2020,3228.42
Temanggung,2021,3400.31
Temanggung,2022,6919.66
Temanggung,2023,8193.34
Temanggung,2024,7769.0
Timor Tengah Selatan,2018,12858.81
Timor Tengah Selatan,2019,12769.84
Timor Tengah Selatan,2020,9980.84
Timor Tengah Selatan,2021,11713.36
Timor Tengah Selatan,2022,13340.66
Timor Tengah Selatan,2023,13901.79
Timor Tengah Selatan,2024,9631.0
Timor Tengah Utara,2018,8971.62
Timor Tengah Utara,2019,9106.75
Timor Tengah Utara,2020,10063.24
Timor Tengah Utara,2021,11900.7
Timor Tengah Utara,2022,6693.65
Timor Tengah Utara,2023,9285.93
Timor Tengah Utara,2024,13998.0
Toba Samosir,2018,7354.42
Toba Samosir,2019,6881.98
Toba Samosir,2020,7667.2
Toba Samosir,2021,9668.09
Toba Samosir,2022,9416.66
Toba Samosir,2023,9622.69
Toba Samosir,2024,10291.0
Tojo Una-Una,2018,1571.04
Tojo Una-Una,2019,2599.22
Tojo Una-Una,2020,1574.41
Tojo Una-Una,2021,2160.1
Tojo Una-Una,2022,2618.12
Tojo Una-Una,2023,1731.4
Tojo Una-Una,2024,1951.0
Toli-Toli,2018,1372.8
Toli-Toli,2019,1824.62
Toli-Toli,2020,2392.0
Toli-Toli,2021,1704.02
Toli-Toli,2022,2637.86
Toli-Toli,2023,2455.62
Toli-Toli,2024,1207.0
Tolikara,2018,10090.03
Tolikara,2019,24832.09
Tolikara,2020,21361.18
Tolikara,2021,12860.21
Tolikara,2022,14110.09
Tolikara,2023,25726.9
Tolikara,2024,22578.0
Toraja Utara,2018,7271.52
Toraja Utara,2019,8876.56
Toraja Utara,2020,10732.73
Toraja Utara,2021,12355.25
Toraja Utara,2022,10900.88
Toraja Utara,2023,14584.27
Toraja Utara,2024,9614.0
Trenggalek,2018,2401.86
Trenggalek,2019,2623.17
Trenggalek,2020,3401.9
Trenggalek,2021,3222.2
Trenggalek,2022,4230.64
Trenggalek,2023,4163.16
Trenggalek,2024,4912.0
Tuban,2018,3917.63
Tuban,2019,4232.77
Tuban,2020,3812.75
Tuban,2021,5187.26
Tuban,2022,7333.75
Tuban,2023,7927.63
Tuban,2024,7533.0
Tulang Bawang Barat,2018,2980.14
Tulang Bawang Barat,2019,2391.83
Tulang Bawang Barat,2020,2613.97
Tulang Bawang Barat,2021,3213.76
Tulang Bawang Barat,2022,4108.07
Tulang Bawang Barat,2023,3671.0
Tulang Bawang Barat,2024,4450.0
Tulangbawang,2018,4181.99
Tulangbawang,2019,4161.12
Tulangbawang,2020,3523.72
Tulangbawang,2021,3362.29
Tulangbawang,2022,4724.72
Tulangbawang,2023,4775.32
Tulangbawang,2024,5363.0
Tulungagung,2018,3142.79
Tulungagung,2019,3389.81
Tulungagung,2020,4125.78
Tulungagung,2021,5408.23
Tulungagung,2022,9456.21
Tulungagung,2023,6063.11
Tulungagung,2024,5186.0
Wajo,2018,1804.96
Wajo,2019,2433.25
Wajo,2020,1978.98
Wajo,2021,2457.49
Wajo,2022,3079.56
Wajo,2023,3134.15
Wajo,2024,2395.0
Wakatobi,2018,455.64
Wakatobi,2019,2254.05
Wakatobi,2020,4542.24
Wakatobi,2021,2480.37
Wakatobi,2022,2566.27
Wakatobi,2023,2547.13
Wakatobi,2024,1916.0
Waropen,2018,14256.75
Waropen,2019,8141.7
Waropen,2020,15260.04
Waropen,2021,9495.15
Waropen,2022,5017.08
Waropen,2023,7537.55
Waropen,2024,28480.0
Way Kanan,2018,2907.34
Way Kanan,2019,4309.84
Way Kanan,2020,4011.2
Way Kanan,2021,4261.32
Way Kanan,2022,5340.38
Way Kanan,2023,5716.17
Way Kanan,2024,5760.0
Wonogiri,2018,4567.5
Wonogiri,2019,3907.71
Wonogiri,2020,4242.19
Wonogiri,2021,5590.65
Wonogiri,2022,7101.06
Wonogiri,2023,6589.18
Wonogiri,2024,6496.0
Wonosobo,2018,3775.34
Wonosobo,2019,3739.17
Wonosobo,2020,3896.64
Wonosobo,2021,5006.11
Wonosobo,2022,6456.73
Wonosobo,2023,5862.89
Wonosobo,2024,5528.0
Yahukimo,2018,6103.87
Yahukimo,2019,16133.66
Yahukimo,2020,21957.85
Yahukimo,2021,17471.2
Yahukimo,2022,27932.89
Yahukimo,2023,37735.92
Yahukimo,2024,7501.0
Yalimo,2018,10862.67
Yalimo,2019,17418.9
Yalimo,2020,21240.07
Yalimo,2021,38480.66
Yalimo,2022,33631.84
Yalimo,2023,45926.78
Yalimo,2024,19211.0
