Kabupaten/Kota,Tahun,Pengeluaran Perkapita Kacang-Kacangan
Grobogan,2023,4292.45
Grobogan,2024,4217.0
Gunung Kidul,2018,3609.92
Gunung Kidul,2019,3527.98
Gunung Kidul,2020,3463.9
Gunung Kidul,2021,3991.72
Gunung Kidul,2022,3840.05
Gunung Kidul,2023,4748.46
Gunung Kidul,2024,4691.0
Gunung Mas,2018,1568.99
Gunung Mas,2019,1767.72
Gunung Mas,2020,1444.82
Gunung Mas,2021,1733.09
Gunung Mas,2022,2130.09
Gunung Mas,2023,2397.52
Gunung Mas,2024,2238.0
Halmahera Barat,2018,992.02
Halmahera Barat,2019,1025.85
Halmahera Barat,2020,1619.15
Halmahera Barat,2021,1568.98
Halmahera Barat,2022,1414.15
Halmahera Barat,2023,1657.78
Halmahera Barat,2024,1541.0
Halmahera Selatan,2018,489.9
Halmahera Selatan,2019,437.04
Halmahera Selatan,2020,598.23
Halmahera Selatan,2021,691.71
Halmahera Selatan,2022,731.51
Halmahera Selatan,2023,884.74
Halmahera Selatan,2024,964.0
Halmahera Tengah,2018,1386.08
Halmahera Tengah,2019,1513.9
Halmahera Tengah,2020,1756.25
Halmahera Tengah,2021,861.67
Halmahera Tengah,2022,1262.04
Halmahera Tengah,2023,1803.68
Halmahera Tengah,2024,1774.0
Halmahera Timur,2018,2107.21
Halmahera Timur,2019,1614.34
Halmahera Timur,2020,1881.94
Halmahera Timur,2021,2318.8
Halmahera Timur,2022,1848.06
Halmahera Timur,2023,2528.42
Halmahera Timur,2024,2684.0
Halmahera Utara,2018,1017.97
Halmahera Utara,2019,825.32
Halmahera Utara,2020,965.95
Halmahera Utara,2021,1709.8
Halmahera Utara,2022,1377.96
Halmahera Utara,2023,1687.56
Halmahera Utara,2024,1646.0
Hulu Sungai Selatan,2018,1448.1
Hulu Sungai Selatan,2019,1575.8
Hulu Sungai Selatan,2020,1691.33
Hulu Sungai Selatan,2021,2036.71
Hulu Sungai Selatan,2022,1816.07
Hulu Sungai Selatan,2023,1810.98
Hulu Sungai Selatan,2024,2479.0
Hulu Sungai Tengah,2018,1555.54
Hulu Sungai Tengah,2019,1685.71
Hulu Sungai Tengah,2020,1592.54
Hulu Sungai Tengah,2021,2332.79
Hulu Sungai Tengah,2022,2305.38
Hulu Sungai Tengah,2023,2745.37
Hulu Sungai Tengah,2024,2419.0
Hulu Sungai Utara,2018,1319.04
Hulu Sungai Utara,2019,1123.21
Hulu Sungai Utara,2020,1336.49
Hulu Sungai Utara,2021,1542.89
Hulu Sungai Utara,2022,1765.04
Hulu Sungai Utara,2023,1660.57
Hulu Sungai Utara,2024,1851.0
Humbang Hasundutan,2018,1552.15
Humbang Hasundutan,2019,1375.43
Humbang Hasundutan,2020,1787.08
Humbang Hasundutan,2021,1905.77
Humbang Hasundutan,2022,2065.88
Humbang Hasundutan,2023,2352.35
Humbang Hasundutan,2024,2375.0
Indragiri Hilir,2018,1795.59
Indragiri Hilir,2019,1698.94
Indragiri Hilir,2020,1879.6
Indragiri Hilir,2021,2143.0
Indragiri Hilir,2022,2006.91
Indragiri Hilir,2023,2175.61
Indragiri Hilir,2024,2099.0
Indragiri Hulu,2018,2125.51
Indragiri Hulu,2019,2179.06
Indragiri Hulu,2020,2244.68
Indragiri Hulu,2021,2537.55
Indragiri Hulu,2022,2382.8
Indragiri Hulu,2023,3126.07
Indragiri Hulu,2024,2708.0
Indramayu,2018,3684.19
Indramayu,2019,3349.51
Indramayu,2020,3822.02
Indramayu,2021,4056.33
Indramayu,2022,4056.0
Indramayu,2023,4774.32
Indramayu,2024,4659.0
Intan Jaya,2018,3206.23
Intan Jaya,2019,2757.52
Intan Jaya,2020,8197.57
Intan Jaya,2021,554.35
Intan Jaya,2022,720.62
Intan Jaya,2023,4438.53
Intan Jaya,2024,4887.0
Jayapura,2018,3270.61
Jayapura,2019,2719.54
Jayapura,2020,2778.82
Jayapura,2021,3564.82
Jayapura,2022,3613.54
Jayapura,2023,5163.67
Jayapura,2024,2280.0
Jayawijaya,2018,2484.73
Jayawijaya,2019,3671.15
Jayawijaya,2020,3546.84
Jayawijaya,2021,2568.06
Jayawijaya,2022,3945.01
Jayawijaya,2023,4797.91
Jayawijaya,2024,2253.0
Jember,2018,3509.21
Jember,2019,3411.66
Jember,2020,3574.16
Jember,2021,4261.76
Jember,2022,4365.29
Jember,2023,5008.97
Jember,2024,5135.0
Jembrana,2018,2636.78
Jembrana,2019,2538.46
Jembrana,2020,2763.15
Jembrana,2021,3096.04
Jembrana,2022,3067.49
Jembrana,2023,3430.69
Jembrana,2024,3165.0
Jeneponto,2018,1509.67
Jeneponto,2019,1442.99
Jeneponto,2020,1637.14
Jeneponto,2021,1789.85
Jeneponto,2022,2037.71
Jeneponto,2023,2044.94
Jeneponto,2024,1718.0
Jepara,2018,2560.9
Jepara,2019,2512.64
Jepara,2020,2147.2
Jepara,2021,2950.81
Jepara,2022,3473.49
Jepara,2023,3421.6
Jepara,2024,3213.0
Jombang,2018,3691.5
Jombang,2019,3646.65
Jombang,2020,3383.47
Jombang,2021,4172.79
Jombang,2022,4313.26
Jombang,2023,4572.65
Jombang,2024,4409.0
Kaimana,2018,1796.01
Kaimana,2019,1381.7
Kaimana,2020,1247.23
Kaimana,2021,1271.45
Kaimana,2022,1830.04
Kaimana,2023,1717.95
Kaimana,2024,1689.0
Kampar,2018,2119.33
Kampar,2019,2061.37
Kampar,2020,2249.06
Kampar,2021,2428.27
Kampar,2022,2415.46
Kampar,2023,2483.15
Kampar,2024,2335.0
Kapuas,2018,1698.25
Kapuas,2019,1949.16
Kapuas,2020,2051.45
Kapuas,2021,2085.76
Kapuas,2022,2144.24
Kapuas,2023,2151.41
Kapuas,2024,2270.0
Kapuas Hulu,2018,1152.88
Kapuas Hulu,2019,1231.44
Kapuas Hulu,2020,1454.08
Kapuas Hulu,2021,1365.83
Kapuas Hulu,2022,1783.48
Kapuas Hulu,2023,1800.46
Kapuas Hulu,2024,2148.0
Karanganyar,2018,3802.44
Karanganyar,2019,3417.23
Karanganyar,2020,3455.44
Karanganyar,2021,4030.08
Karanganyar,2022,3870.18
Karanganyar,2023,4140.42
Karanganyar,2024,4376.0
Karangasem,2018,2223.21
Karangasem,2019,1915.57
Karangasem,2020,1874.78
Karangasem,2021,2064.31
Karangasem,2022,2218.46
Karangasem,2023,2412.82
Karangasem,2024,2375.0
Karawang,2018,2560.81
Karawang,2019,2540.72
Karawang,2020,2747.66
Karawang,2021,2828.73
Karawang,2022,2885.2
Karawang,2023,3157.28
Karawang,2024,3259.0
Karimun,2018,2285.15
Karimun,2019,2445.7
Karimun,2020,2650.52
Karimun,2021,2825.45
Karimun,2022,2086.49
Karimun,2023,2777.3
Karimun,2024,2960.0
Karo,2018,2345.14
Karo,2019,2167.23
Karo,2020,2210.3
Karo,2021,2329.51
Karo,2022,3161.22
Karo,2023,2811.04
Karo,2024,2893.0
Katingan,2018,2170.47
Katingan,2019,2450.75
Katingan,2020,2371.09
Katingan,2021,2519.58
Katingan,2022,2510.79
Katingan,2023,2896.29
Katingan,2024,2485.0
Kaur,2018,1735.98
Kaur,2019,2047.21
Kaur,2020,1904.17
Kaur,2021,1974.32
Kaur,2022,2140.73
Kaur,2023,2312.12
Kaur,2024,2070.0
Kayong Utara,2018,2035.21
Kayong Utara,2019,2048.51
Kayong Utara,2020,2370.86
Kayong Utara,2021,2322.9
Kayong Utara,2022,2486.72
Kayong Utara,2023,2610.23
Kayong Utara,2024,2613.0
Kebumen,2018,3160.0
Kebumen,2019,3664.03
Kebumen,2020,3211.69
Kebumen,2021,3837.58
Kebumen,2022,4245.61
Kebumen,2023,4257.63
Kebumen,2024,4402.0
Kediri,2018,3673.47
Kediri,2019,3458.9
Kediri,2020,3551.12
Kediri,2021,4292.55
Kediri,2022,4450.33
Kediri,2023,4366.58
Kediri,2024,4471.0
Keerom,2018,2490.71
Keerom,2019,3143.09
Keerom,2020,2556.94
Keerom,2021,3811.69
Keerom,2022,3315.27
Keerom,2023,3308.65
Keerom,2024,4050.0
Kendal,2018,3056.24
Kendal,2019,3135.77
Kendal,2020,3095.51
Kendal,2021,3473.36
Kendal,2022,3722.81
Kendal,2023,4237.73
Kendal,2024,4318.0
Kep. Seribu,2018,2955.26
Kep. Seribu,2019,2290.47
Kep. Seribu,2020,2098.22
Kep. Seribu,2021,2538.56
Kep. Seribu,2022,2216.4
Kep. Seribu,2023,2320.14
Kep. Seribu,2024,2273.0
Kepahiang,2018,2204.57
Kepahiang,2019,1851.76
Kepahiang,2020,1825.79
Kepahiang,2021,2152.32
Kepahiang,2022,2326.73
Kepahiang,2023,3068.6
Kepahiang,2024,2624.0
Kepulauan Anambas,2018,1144.11
Kepulauan Anambas,2019,1826.05
Kepulauan Anambas,2020,1592.32
Kepulauan Anambas,2021,1341.48
Kepulauan Anambas,2022,1990.84
Kepulauan Anambas,2023,2107.89
Kepulauan Anambas,2024,2117.0
Kepulauan Aru,2018,751.05
Kepulauan Aru,2019,657.94
Kepulauan Aru,2020,672.15
Kepulauan Aru,2021,572.21
Kepulauan Aru,2022,395.27
Kepulauan Aru,2023,683.6
Kepulauan Aru,2024,510.0
Kepulauan Mentawai,2018,1255.6
Kepulauan Mentawai,2019,751.62
Kepulauan Mentawai,2020,902.02
Kepulauan Mentawai,2021,1346.8
Kepulauan Mentawai,2022,1260.64
Kepulauan Mentawai,2023,1171.24
Kepulauan Mentawai,2024,1723.0
Kepulauan Meranti,2018,1869.79
Kepulauan Meranti,2019,1967.63
Kepulauan Meranti,2020,1875.24
Kepulauan Meranti,2021,2167.67
Kepulauan Meranti,2022,2254.91
Kepulauan Meranti,2023,2720.66
Kepulauan Meranti,2024,2506.0
Kepulauan Sangihe,2018,973.18
Kepulauan Sangihe,2019,1064.77
Kepulauan Sangihe,2020,1273.96
Kepulauan Sangihe,2021,916.51
Kepulauan Sangihe,2022,1200.9
Kepulauan Sangihe,2023,860.65
Kepulauan Sangihe,2024,1154.0
Kepulauan Selayar,2018,1184.48
Kepulauan Selayar,2019,1645.23
Kepulauan Selayar,2020,1488.36
Kepulauan Selayar,2021,1496.73
Kepulauan Selayar,2022,1405.53
Kepulauan Selayar,2023,1859.06
Kepulauan Selayar,2024,1281.0
Kepulauan Sula,2018,604.18
Kepulauan Sula,2019,539.8
Kepulauan Sula,2020,477.07
Kepulauan Sula,2021,581.16
Kepulauan Sula,2022,653.26
Kepulauan Sula,2023,525.09
Kepulauan Sula,2024,728.0
Kepulauan Talaud,2018,1319.64
Kepulauan Talaud,2019,1340.21
Kepulauan Talaud,2020,1269.17
Kepulauan Talaud,2021,1839.0
Kepulauan Talaud,2022,1992.82
Kepulauan Talaud,2023,2516.32
Kepulauan Talaud,2024,2535.0
Kepulauan Yapen,2018,1757.82
Kepulauan Yapen,2019,1823.75
Kepulauan Yapen,2020,2174.79
Kepulauan Yapen,2021,2400.98
Kepulauan Yapen,2022,1846.46
Kepulauan Yapen,2023,2379.08
Kepulauan Yapen,2024,5206.0
Kerinci,2018,1737.17
Kerinci,2019,1742.08
Kerinci,2020,2215.41
Kerinci,2021,2070.74
Kerinci,2022,2222.59
Kerinci,2023,2480.2
Kerinci,2024,2422.0
Ketapang,2018,2095.38
Ketapang,2019,2077.91
Ketapang,2020,2237.63
Ketapang,2021,2441.41
Ketapang,2022,2719.99
Ketapang,2023,2740.87
Ketapang,2024,2701.0
Klaten,2018,2912.71
Klaten,2019,2589.57
Klaten,2020,3076.67
Klaten,2021,3369.65
Klaten,2022,3640.3
Klaten,2023,3824.9
Klaten,2024,3772.0
Klungkung,2018,3358.87
Klungkung,2019,3439.36
Klungkung,2020,3111.05
Klungkung,2021,2988.9
Klungkung,2022,3429.63
Klungkung,2023,4685.62
Klungkung,2024,3621.0
Kolaka,2018,1535.46
Kolaka,2019,1723.93
Kolaka,2020,1886.19
Kolaka,2021,1713.04
Kolaka,2022,1598.03
Kolaka,2023,1968.36
Kolaka,2024,2283.0
Kolaka Timur,2018,2167.17
Kolaka Timur,2019,1682.65
Kolaka Timur,2020,1784.74
Kolaka Timur,2021,2106.54
Kolaka Timur,2022,2243.26
Kolaka Timur,2023,2349.3
Kolaka Timur,2024,2817.0
Kolaka Utara,2018,1110.0
Kolaka Utara,2019,1296.37
Kolaka Utara,2020,1174.2
Kolaka Utara,2021,1530.44
Kolaka Utara,2022,1559.87
Kolaka Utara,2023,1506.89
Kolaka Utara,2024,1604.0
Konawe,2018,1838.82
Konawe,2019,1774.91
Konawe,2020,1743.02
Konawe,2021,2000.9
Konawe,2022,1811.63
Konawe,2023,2442.37
Konawe,2024,1814.0
Konawe Kepulauan,2018,583.52
Konawe Kepulauan,2019,558.98
Konawe Kepulauan,2020,781.77
Konawe Kepulauan,2021,830.71
Konawe Kepulauan,2022,971.24
Konawe Kepulauan,2023,1559.68
Konawe Kepulauan,2024,1074.0
Konawe Selatan,2018,1763.74
Konawe Selatan,2019,1721.58
Konawe Selatan,2020,1912.01
Konawe Selatan,2021,2416.22
Konawe Selatan,2022,2049.53
Konawe Selatan,2023,2146.33
Konawe Selatan,2024,2084.0
Konawe Utara,2018,1358.86
Konawe Utara,2019,1533.09
Konawe Utara,2020,1562.99
Konawe Utara,2021,1898.22
Konawe Utara,2022,1833.22
Konawe Utara,2023,1695.54
Konawe Utara,2024,1960.0
Kota Ambon,2018,2472.94
Kota Ambon,2019,2389.51
Kota Ambon,2020,2199.8
Kota Ambon,2021,2193.32
Kota Ambon,2022,2640.85
Kota Ambon,2023,2212.2
Kota Ambon,2024,2265.0
Kota Balikpapan,2018,3311.72
Kota Balikpapan,2019,3039.68
Kota Balikpapan,2020,2971.41
Kota Balikpapan,2021,3399.02
Kota Balikpapan,2022,4225.97
Kota Balikpapan,2023,4201.3
Kota Balikpapan,2024,4093.0
Kota Banda Aceh,2018,2108.04
Kota Banda Aceh,2019,1429.46
Kota Banda Aceh,2020,1759.77
Kota Banda Aceh,2021,2192.73
Kota Banda Aceh,2022,2720.31
Kota Banda Aceh,2023,2222.36
Kota Banda Aceh,2024,2353.0
Kota Bandar Lampung,2018,3361.8
Kota Bandar Lampung,2019,3986.18
Kota Bandar Lampung,2020,3472.59
Kota Bandar Lampung,2021,4303.96
Kota Bandar Lampung,2022,4349.52
Kota Bandar Lampung,2023,4932.41
Kota Bandar Lampung,2024,4744.0
Kota Bandung,2018,3484.64
Kota Bandung,2019,3748.21
Kota Bandung,2020,4055.94
Kota Bandung,2021,4634.59
Kota Bandung,2022,4540.27
Kota Bandung,2023,5055.57
Kota Bandung,2024,5110.0
Kota Banjar,2018,3120.62
Kota Banjar,2019,2406.92
Kota Banjar,2020,2674.37
Kota Banjar,2021,2605.18
Kota Banjar,2022,2889.43
Kota Banjar,2023,3143.87
Kota Banjar,2024,3406.0
Kota Banjar Baru,2018,3028.22
Kota Banjar Baru,2019,2582.42
Kota Banjar Baru,2020,2974.9
Kota Banjar Baru,2021,3745.68
Kota Banjar Baru,2022,3844.39
Kota Banjar Baru,2023,3398.49
Kota Banjar Baru,2024,3185.0
Kota Banjarmasin,2018,2142.05
Kota Banjarmasin,2019,1854.07
Kota Banjarmasin,2020,1863.75
Kota Banjarmasin,2021,2434.48
Kota Banjarmasin,2022,2293.16
Kota Banjarmasin,2023,2003.05
Kota Banjarmasin,2024,2187.0
Kota Baru,2018,2924.16
Kota Baru,2019,2402.75
Kota Baru,2020,2394.89
Kota Baru,2021,2500.22
Kota Baru,2022,3246.75
Kota Baru,2023,2971.57
Kota Baru,2024,3349.0
Kota Batam,2018,2562.69
Kota Batam,2019,2678.22
Kota Batam,2020,2721.55
Kota Batam,2021,3005.45
Kota Batam,2022,3488.57
Kota Batam,2023,3262.92
Kota Batam,2024,3271.0
Kota Batu,2018,4316.53
Kota Batu,2019,3617.68
Kota Batu,2020,4393.86
Kota Batu,2021,4469.35
Kota Batu,2022,5107.53
Kota Batu,2023,5565.01
Kota Batu,2024,5187.0
Kota Baubau,2018,985.89
Kota Baubau,2019,951.0
Kota Baubau,2020,1211.77
Kota Baubau,2021,1376.9
Kota Baubau,2022,1258.88
Kota Baubau,2023,1279.07
Kota Baubau,2024,1261.0
Kota Bekasi,2018,3240.14
Kota Bekasi,2019,3811.17
Kota Bekasi,2020,4157.25
Kota Bekasi,2021,4576.59
Kota Bekasi,2022,4715.84
Kota Bekasi,2023,4562.45
Kota Bekasi,2024,5120.0
Kota Bengkulu,2018,2614.64
Kota Bengkulu,2019,1934.33
Kota Bengkulu,2020,1819.22
Kota Bengkulu,2021,2187.95
Kota Bengkulu,2022,2545.9
Kota Bengkulu,2023,2941.03
Kota Bengkulu,2024,2967.0
Kota Bima,2018,1910.7
Kota Bima,2019,1621.76
Kota Bima,2020,2304.8
Kota Bima,2021,2560.18
Kota Bima,2022,2596.42
Kota Bima,2023,2690.66
Kota Bima,2024,2864.0
Kota Binjai,2018,1911.09
Kota Binjai,2019,2046.93
Kota Binjai,2020,2027.51
Kota Binjai,2021,2249.73
Kota Binjai,2022,2781.09
Kota Binjai,2023,3025.31
Kota Binjai,2024,3564.0
Kota Bitung,2018,1884.65
Kota Bitung,2019,1484.26
Kota Bitung,2020,1829.86
Kota Bitung,2021,2333.48
Kota Bitung,2022,2300.57
Kota Bitung,2023,2470.95
Kota Bitung,2024,2469.0
Kota Blitar,2018,2987.06
Kota Blitar,2019,2641.32
Kota Blitar,2020,2691.28
Kota Blitar,2021,3430.55
Kota Blitar,2022,3064.47
Kota Blitar,2023,3671.0
Kota Blitar,2024,3428.0
Kota Bogor,2018,2680.37
Kota Bogor,2019,3166.38
Kota Bogor,2020,3383.75
Kota Bogor,2021,3800.48
Kota Bogor,2022,3296.11
Kota Bogor,2023,4540.87
Kota Bogor,2024,3959.0
Kota Bontang,2018,2964.65
Kota Bontang,2019,3277.59
Kota Bontang,2020,3482.72
Kota Bontang,2021,3775.22
Kota Bontang,2022,3520.93
Kota Bontang,2023,3326.24
Kota Bontang,2024,3442.0
Kota Bukittinggi,2018,1695.37
Kota Bukittinggi,2019,1754.26
Kota Bukittinggi,2020,2026.6
Kota Bukittinggi,2021,1950.92
Kota Bukittinggi,2022,2276.8
Kota Bukittinggi,2023,2217.71
Kota Bukittinggi,2024,2554.0
Kota Cilegon,2018,3382.08
Kota Cilegon,2019,3336.46
Kota Cilegon,2020,3454.92
Kota Cilegon,2021,3858.67
Kota Cilegon,2022,3528.28
Kota Cilegon,2023,3600.88
Kota Cilegon,2024,3946.0
Kota Cimahi,2018,3396.5
Kota Cimahi,2019,3910.35
Kota Cimahi,2020,3774.38
Kota Cimahi,2021,3993.72
Kota Cimahi,2022,4353.01
Kota Cimahi,2023,5085.32
Kota Cimahi,2024,4623.0
Kota Cirebon,2018,2526.15
Kota Cirebon,2019,3015.22
Kota Cirebon,2020,3069.05
Kota Cirebon,2021,3231.82
Kota Cirebon,2022,3163.77
Kota Cirebon,2023,4032.57
Kota Cirebon,2024,3744.0
Kota Denpasar,2018,3039.37
Kota Denpasar,2019,2989.4
Kota Denpasar,2020,3000.82
Kota Denpasar,2021,3902.69
Kota Denpasar,2022,3953.62
Kota Denpasar,2023,3906.66
Kota Denpasar,2024,3676.0
Kota Depok,2018,3441.69
Kota Depok,2019,3722.84
Kota Depok,2020,3780.1
Kota Depok,2021,4642.01
Kota Depok,2022,4957.23
Kota Depok,2023,4880.45
Kota Depok,2024,5127.0
Kota Dumai,2018,2139.96
Kota Dumai,2019,2031.5
Kota Dumai,2020,2122.26
Kota Dumai,2021,2327.7
Kota Dumai,2022,3184.14
Kota Dumai,2023,3593.77
Kota Dumai,2024,2865.0
Kota Gorontalo,2018,1419.34
Kota Gorontalo,2019,1062.37
Kota Gorontalo,2020,1150.18
Kota Gorontalo,2021,1507.17
Kota Gorontalo,2022,1799.08
Kota Gorontalo,2023,1638.68
Kota Gorontalo,2024,1990.0
Kota Gunungsitoli,2018,719.59
Kota Gunungsitoli,2019,947.29
Kota Gunungsitoli,2020,659.16
Kota Gunungsitoli,2021,1096.37
Kota Gunungsitoli,2022,1005.87
Kota Gunungsitoli,2023,1017.57
Kota Gunungsitoli,2024,1117.0
Kota Jakarta Barat,2018,2964.88
Kota Jakarta Barat,2019,3071.45
Kota Jakarta Barat,2020,3000.2
Kota Jakarta Barat,2021,3464.76
Kota Jakarta Barat,2022,3488.21
Kota Jakarta Barat,2023,3722.43
Kota Jakarta Barat,2024,3578.0
Kota Jakarta Pusat,2018,3062.38
Kota Jakarta Pusat,2019,3093.5
Kota Jakarta Pusat,2020,3555.94
Kota Jakarta Pusat,2021,3466.62
Kota Jakarta Pusat,2022,3324.29
Kota Jakarta Pusat,2023,3336.73
Kota Jakarta Pusat,2024,3475.0
Kota Jakarta Selatan,2018,3193.94
Kota Jakarta Selatan,2019,3338.96
Kota Jakarta Selatan,2020,4246.74
Kota Jakarta Selatan,2021,4338.67
Kota Jakarta Selatan,2022,4882.85
Kota Jakarta Selatan,2023,4980.71
Kota Jakarta Selatan,2024,5398.0
Kota Jakarta Timur,2018,2903.06
Kota Jakarta Timur,2019,2800.03
Kota Jakarta Timur,2020,2825.97
Kota Jakarta Timur,2021,3353.72
Kota Jakarta Timur,2022,3778.66
Kota Jakarta Timur,2023,3929.51
Kota Jakarta Timur,2024,3944.0
Kota Jakarta Utara,2018,2445.28
Kota Jakarta Utara,2019,2591.78
Kota Jakarta Utara,2020,2637.81
Kota Jakarta Utara,2021,3227.96
Kota Jakarta Utara,2022,3644.94
Kota Jakarta Utara,2023,4007.05
Kota Jakarta Utara,2024,3869.0
Kota Jambi,2018,2632.65
Kota Jambi,2019,2703.32
Kota Jambi,2020,2252.21
Kota Jambi,2021,3038.86
Kota Jambi,2022,3017.1
Kota Jambi,2023,3549.2
Kota Jambi,2024,2870.0
Kota Jayapura,2018,3370.34
Kota Jayapura,2019,3418.06
Kota Jayapura,2020,3411.81
Kota Jayapura,2021,3134.49
Kota Jayapura,2022,4085.36
Kota Jayapura,2023,4409.22
Kota Jayapura,2024,1990.0
Kota Kediri,2018,4372.96
Kota Kediri,2019,3848.81
Kota Kediri,2020,3730.06
Kota Kediri,2021,4282.36
Kota Kediri,2022,4429.42
Kota Kediri,2023,4620.69
Kota Kediri,2024,4647.0
Kota Kendari,2018,2244.09
Kota Kendari,2019,1789.8
Kota Kendari,2020,1817.23
Kota Kendari,2021,2323.15
Kota Kendari,2022,2874.82
Kota Kendari,2023,2677.68
Kota Kendari,2024,2763.0
Kota Kotamobagu,2018,1964.04
Kota Kotamobagu,2019,1966.42
Kota Kotamobagu,2020,1763.98
