Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minyak dan Kelapa
Grobogan,2022,4821.84
Grobogan,2023,4276.88
Grobogan,2024,4338.0
Gunung Kidul,2018,3590.96
Gunung Kidul,2019,3247.21
Gunung Kidul,2020,4049.4
Gunung Kidul,2021,4744.37
Gunung Kidul,2022,5025.63
Gunung Kidul,2023,5212.7
Gunung Kidul,2024,4377.0
Gunung Mas,2018,2527.71
Gunung Mas,2019,3233.55
Gunung Mas,2020,2916.03
Gunung Mas,2021,3209.51
Gunung Mas,2022,4525.19
Gunung Mas,2023,4361.65
Gunung Mas,2024,3969.0
Halmahera Barat,2018,4674.61
Halmahera Barat,2019,3614.78
Halmahera Barat,2020,4376.9
Halmahera Barat,2021,4393.59
Halmahera Barat,2022,6232.12
Halmahera Barat,2023,6651.15
Halmahera Barat,2024,5601.0
Halmahera Selatan,2018,4251.86
Halmahera Selatan,2019,4016.94
Halmahera Selatan,2020,4105.1
Halmahera Selatan,2021,4277.28
Halmahera Selatan,2022,6488.33
Halmahera Selatan,2023,6870.76
Halmahera Selatan,2024,5984.0
Halmahera Tengah,2018,4355.36
Halmahera Tengah,2019,4031.68
Halmahera Tengah,2020,4070.92
Halmahera Tengah,2021,3765.02
Halmahera Tengah,2022,5144.09
Halmahera Tengah,2023,6640.65
Halmahera Tengah,2024,6059.0
Halmahera Timur,2018,4609.18
Halmahera Timur,2019,3975.95
Halmahera Timur,2020,4298.05
Halmahera Timur,2021,5076.03
Halmahera Timur,2022,7084.84
Halmahera Timur,2023,6208.75
Halmahera Timur,2024,6062.0
Halmahera Utara,2018,4186.48
Halmahera Utara,2019,3986.37
Halmahera Utara,2020,3765.89
Halmahera Utara,2021,5102.76
Halmahera Utara,2022,6195.74
Halmahera Utara,2023,6183.38
Halmahera Utara,2024,6548.0
Hulu Sungai Selatan,2018,3095.5
Hulu Sungai Selatan,2019,3160.49
Hulu Sungai Selatan,2020,3079.63
Hulu Sungai Selatan,2021,3322.56
Hulu Sungai Selatan,2022,4785.81
Hulu Sungai Selatan,2023,3577.53
Hulu Sungai Selatan,2024,3758.0
Hulu Sungai Tengah,2018,2988.93
Hulu Sungai Tengah,2019,2937.46
Hulu Sungai Tengah,2020,3079.91
Hulu Sungai Tengah,2021,3427.12
Hulu Sungai Tengah,2022,4266.81
Hulu Sungai Tengah,2023,4110.47
Hulu Sungai Tengah,2024,3829.0
Hulu Sungai Utara,2018,2898.75
Hulu Sungai Utara,2019,2541.82
Hulu Sungai Utara,2020,2816.89
Hulu Sungai Utara,2021,3343.88
Hulu Sungai Utara,2022,5283.1
Hulu Sungai Utara,2023,3603.8
Hulu Sungai Utara,2024,3701.0
Humbang Hasundutan,2018,3814.05
Humbang Hasundutan,2019,3753.99
Humbang Hasundutan,2020,4039.42
Humbang Hasundutan,2021,4471.96
Humbang Hasundutan,2022,6193.84
Humbang Hasundutan,2023,5388.9
Humbang Hasundutan,2024,4966.0
Indragiri Hilir,2018,4123.21
Indragiri Hilir,2019,3660.07
Indragiri Hilir,2020,4133.01
Indragiri Hilir,2021,4566.9
Indragiri Hilir,2022,6539.0
Indragiri Hilir,2023,5466.99
Indragiri Hilir,2024,5165.0
Indragiri Hulu,2018,4398.27
Indragiri Hulu,2019,3884.07
Indragiri Hulu,2020,3992.89
Indragiri Hulu,2021,4698.95
Indragiri Hulu,2022,6608.88
Indragiri Hulu,2023,5914.86
Indragiri Hulu,2024,5795.0
Indramayu,2018,2333.68
Indramayu,2019,2481.88
Indramayu,2020,2717.16
Indramayu,2021,3069.1
Indramayu,2022,4245.64
Indramayu,2023,4038.7
Indramayu,2024,3209.0
Intan Jaya,2018,7815.03
Intan Jaya,2019,6330.83
Intan Jaya,2020,8758.94
Intan Jaya,2021,9879.52
Intan Jaya,2022,8286.24
Intan Jaya,2023,19302.17
Intan Jaya,2024,6618.0
Jayapura,2018,3833.76
Jayapura,2019,3707.28
Jayapura,2020,3897.04
Jayapura,2021,4874.69
Jayapura,2022,6461.53
Jayapura,2023,6867.39
Jayapura,2024,4920.0
Jayawijaya,2018,4803.22
Jayawijaya,2019,5586.82
Jayawijaya,2020,7482.98
Jayawijaya,2021,6162.31
Jayawijaya,2022,8430.93
Jayawijaya,2023,7861.76
Jayawijaya,2024,7643.0
Jember,2018,3140.08
Jember,2019,2981.05
Jember,2020,3272.75
Jember,2021,3984.5
Jember,2022,4973.21
Jember,2023,4740.0
Jember,2024,4610.0
Jembrana,2018,2675.33
Jembrana,2019,3110.69
Jembrana,2020,3150.3
Jembrana,2021,3869.68
Jembrana,2022,3417.01
Jembrana,2023,3534.96
Jembrana,2024,3278.0
Jeneponto,2018,2037.59
Jeneponto,2019,2058.45
Jeneponto,2020,2756.51
Jeneponto,2021,2971.86
Jeneponto,2022,3892.09
Jeneponto,2023,3315.65
Jeneponto,2024,3102.0
Jepara,2018,2910.97
Jepara,2019,2724.49
Jepara,2020,2343.27
Jepara,2021,3146.85
Jepara,2022,4520.96
Jepara,2023,3265.3
Jepara,2024,3928.0
Jombang,2018,2801.72
Jombang,2019,2905.09
Jombang,2020,3229.92
Jombang,2021,3867.53
Jombang,2022,4975.51
Jombang,2023,4010.07
Jombang,2024,4456.0
Kaimana,2018,4909.77
Kaimana,2019,3899.91
Kaimana,2020,4595.26
Kaimana,2021,4881.34
Kaimana,2022,6832.19
Kaimana,2023,5823.57
Kaimana,2024,5632.0
Kampar,2018,4540.36
Kampar,2019,4157.37
Kampar,2020,4946.82
Kampar,2021,5472.7
Kampar,2022,8343.78
Kampar,2023,5927.4
Kampar,2024,5676.0
Kapuas,2018,2879.0
Kapuas,2019,2836.45
Kapuas,2020,3140.68
Kapuas,2021,3575.48
Kapuas,2022,6057.96
Kapuas,2023,4312.62
Kapuas,2024,3849.0
Kapuas Hulu,2018,2702.71
Kapuas Hulu,2019,2750.58
Kapuas Hulu,2020,2835.01
Kapuas Hulu,2021,2942.57
Kapuas Hulu,2022,6259.62
Kapuas Hulu,2023,4066.99
Kapuas Hulu,2024,3963.0
Karanganyar,2018,3158.87
Karanganyar,2019,3059.47
Karanganyar,2020,3297.8
Karanganyar,2021,3692.9
Karanganyar,2022,4653.94
Karanganyar,2023,5497.94
Karanganyar,2024,4180.0
Karangasem,2018,2511.11
Karangasem,2019,2500.58
Karangasem,2020,2840.27
Karangasem,2021,3070.2
Karangasem,2022,3282.44
Karangasem,2023,3138.36
Karangasem,2024,3003.0
Karawang,2018,2664.03
Karawang,2019,2187.84
Karawang,2020,2407.84
Karawang,2021,2936.79
Karawang,2022,3851.58
Karawang,2023,3145.17
Karawang,2024,2925.0
Karimun,2018,3838.74
Karimun,2019,3438.48
Karimun,2020,3604.4
Karimun,2021,4020.01
Karimun,2022,5511.51
Karimun,2023,4592.87
Karimun,2024,5449.0
Karo,2018,5518.04
Karo,2019,5178.59
Karo,2020,5391.7
Karo,2021,6058.27
Karo,2022,8462.86
Karo,2023,6697.3
Karo,2024,6754.0
Katingan,2018,3581.93
Katingan,2019,3522.84
Katingan,2020,3717.98
Katingan,2021,4172.83
Katingan,2022,5305.27
Katingan,2023,5171.21
Katingan,2024,4863.0
Kaur,2018,4042.73
Kaur,2019,4163.03
Kaur,2020,4651.86
Kaur,2021,4767.34
Kaur,2022,6236.97
Kaur,2023,5281.27
Kaur,2024,5116.0
Kayong Utara,2018,3934.48
Kayong Utara,2019,3733.06
Kayong Utara,2020,3849.81
Kayong Utara,2021,3786.76
Kayong Utara,2022,5160.91
Kayong Utara,2023,4634.47
Kayong Utara,2024,4093.0
Kebumen,2018,3035.11
Kebumen,2019,2920.33
Kebumen,2020,3239.16
Kebumen,2021,3719.83
Kebumen,2022,4511.54
Kebumen,2023,3841.72
Kebumen,2024,3765.0
Kediri,2018,3494.65
Kediri,2019,3097.81
Kediri,2020,3285.66
Kediri,2021,3910.12
Kediri,2022,5527.66
Kediri,2023,4751.99
Kediri,2024,4666.0
Keerom,2018,3267.04
Keerom,2019,2945.42
Keerom,2020,3486.99
Keerom,2021,4010.61
Keerom,2022,5505.8
Keerom,2023,4061.47
Keerom,2024,5582.0
Kendal,2018,2556.55
Kendal,2019,2670.96
Kendal,2020,2895.06
Kendal,2021,3134.12
Kendal,2022,4023.12
Kendal,2023,3963.44
Kendal,2024,4107.0
Kep. Seribu,2018,4136.88
Kep. Seribu,2019,3733.43
Kep. Seribu,2020,3960.79
Kep. Seribu,2021,4288.76
Kep. Seribu,2022,6253.89
Kep. Seribu,2023,4674.99
Kep. Seribu,2024,4823.0
Kepahiang,2018,3716.99
Kepahiang,2019,3416.3
Kepahiang,2020,3637.85
Kepahiang,2021,4176.9
Kepahiang,2022,5325.77
Kepahiang,2023,5336.18
Kepahiang,2024,4729.0
Kepulauan Anambas,2018,6392.81
Kepulauan Anambas,2019,6239.15
Kepulauan Anambas,2020,5383.09
Kepulauan Anambas,2021,5960.61
Kepulauan Anambas,2022,8562.03
Kepulauan Anambas,2023,7691.94
Kepulauan Anambas,2024,7197.0
Kepulauan Aru,2018,3253.32
Kepulauan Aru,2019,3009.91
Kepulauan Aru,2020,3332.66
Kepulauan Aru,2021,3783.63
Kepulauan Aru,2022,4220.88
Kepulauan Aru,2023,4881.92
Kepulauan Aru,2024,4587.0
Kepulauan Mentawai,2018,4442.37
Kepulauan Mentawai,2019,4329.15
Kepulauan Mentawai,2020,4701.78
Kepulauan Mentawai,2021,5230.27
Kepulauan Mentawai,2022,6094.63
Kepulauan Mentawai,2023,5890.83
Kepulauan Mentawai,2024,6073.0
Kepulauan Meranti,2018,4000.93
Kepulauan Meranti,2019,3624.15
Kepulauan Meranti,2020,4348.99
Kepulauan Meranti,2021,4812.31
Kepulauan Meranti,2022,5558.84
Kepulauan Meranti,2023,5582.75
Kepulauan Meranti,2024,5434.0
Kepulauan Sangihe,2018,3962.43
Kepulauan Sangihe,2019,3414.38
Kepulauan Sangihe,2020,3534.9
Kepulauan Sangihe,2021,3922.77
Kepulauan Sangihe,2022,5379.78
Kepulauan Sangihe,2023,4198.48
Kepulauan Sangihe,2024,3559.0
Kepulauan Selayar,2018,3485.88
Kepulauan Selayar,2019,3174.12
Kepulauan Selayar,2020,3276.25
Kepulauan Selayar,2021,3805.34
Kepulauan Selayar,2022,5049.88
Kepulauan Selayar,2023,4779.12
Kepulauan Selayar,2024,4224.0
Kepulauan Sula,2018,3255.48
Kepulauan Sula,2019,2906.22
Kepulauan Sula,2020,3187.85
Kepulauan Sula,2021,3599.93
Kepulauan Sula,2022,5574.56
Kepulauan Sula,2023,4860.41
Kepulauan Sula,2024,4978.0
Kepulauan Talaud,2018,3793.54
Kepulauan Talaud,2019,3528.74
Kepulauan Talaud,2020,3479.88
Kepulauan Talaud,2021,4864.67
Kepulauan Talaud,2022,5494.49
Kepulauan Talaud,2023,6075.08
Kepulauan Talaud,2024,6689.0
Kepulauan Yapen,2018,4388.89
Kepulauan Yapen,2019,4287.48
Kepulauan Yapen,2020,5111.39
Kepulauan Yapen,2021,6139.99
Kepulauan Yapen,2022,7291.65
Kepulauan Yapen,2023,6553.61
Kepulauan Yapen,2024,5394.0
Kerinci,2018,5142.17
Kerinci,2019,5217.97
Kerinci,2020,5839.14
Kerinci,2021,5880.96
Kerinci,2022,9141.05
Kerinci,2023,7531.08
Kerinci,2024,7313.0
Ketapang,2018,3330.61
Ketapang,2019,2974.38
Ketapang,2020,3197.41
Ketapang,2021,3438.08
Ketapang,2022,5099.72
Ketapang,2023,4190.9
Ketapang,2024,3835.0
Klaten,2018,2621.88
Klaten,2019,2588.88
Klaten,2020,3069.3
Klaten,2021,3564.48
Klaten,2022,3966.33
Klaten,2023,3372.64
Klaten,2024,3713.0
Klungkung,2018,3159.65
Klungkung,2019,2617.05
Klungkung,2020,3010.63
Klungkung,2021,3073.08
Klungkung,2022,4077.64
Klungkung,2023,4127.33
Klungkung,2024,3929.0
Kolaka,2018,2546.08
Kolaka,2019,2435.22
Kolaka,2020,2804.79
Kolaka,2021,2474.71
Kolaka,2022,4207.19
Kolaka,2023,3984.14
Kolaka,2024,3897.0
Kolaka Timur,2018,2808.46
Kolaka Timur,2019,2310.91
Kolaka Timur,2020,3334.67
Kolaka Timur,2021,3518.41
Kolaka Timur,2022,4454.04
Kolaka Timur,2023,3283.73
Kolaka Timur,2024,3546.0
Kolaka Utara,2018,2601.15
Kolaka Utara,2019,2728.11
Kolaka Utara,2020,2907.51
Kolaka Utara,2021,3375.0
Kolaka Utara,2022,3883.61
Kolaka Utara,2023,3403.0
Kolaka Utara,2024,3132.0
Konawe,2018,2319.33
Konawe,2019,2260.49
Konawe,2020,2152.64
Konawe,2021,2164.76
Konawe,2022,3746.06
Konawe,2023,3674.67
Konawe,2024,3383.0
Konawe Kepulauan,2018,2046.18
Konawe Kepulauan,2019,1790.67
Konawe Kepulauan,2020,1816.88
Konawe Kepulauan,2021,2484.1
Konawe Kepulauan,2022,3479.87
Konawe Kepulauan,2023,3391.51
Konawe Kepulauan,2024,2531.0
Konawe Selatan,2018,2276.26
Konawe Selatan,2019,2305.63
Konawe Selatan,2020,2535.51
Konawe Selatan,2021,2901.55
Konawe Selatan,2022,3336.77
Konawe Selatan,2023,2730.54
Konawe Selatan,2024,2916.0
Konawe Utara,2018,2177.2
Konawe Utara,2019,2479.58
Konawe Utara,2020,2629.96
Konawe Utara,2021,2902.93
Konawe Utara,2022,4511.31
Konawe Utara,2023,3442.4
Konawe Utara,2024,3446.0
Kota Ambon,2018,3709.23
Kota Ambon,2019,3334.18
Kota Ambon,2020,3263.47
Kota Ambon,2021,3869.65
Kota Ambon,2022,5514.15
Kota Ambon,2023,3681.09
Kota Ambon,2024,4731.0
Kota Balikpapan,2018,3703.31
Kota Balikpapan,2019,3229.21
Kota Balikpapan,2020,3435.17
Kota Balikpapan,2021,3975.14
Kota Balikpapan,2022,5593.7
Kota Balikpapan,2023,4995.8
Kota Balikpapan,2024,4599.0
Kota Banda Aceh,2018,3606.67
Kota Banda Aceh,2019,3282.58
Kota Banda Aceh,2020,3242.54
Kota Banda Aceh,2021,3927.88
Kota Banda Aceh,2022,5722.19
Kota Banda Aceh,2023,4614.65
Kota Banda Aceh,2024,4560.0
Kota Bandar Lampung,2018,3452.2
Kota Bandar Lampung,2019,3296.64
Kota Bandar Lampung,2020,3430.18
Kota Bandar Lampung,2021,3892.93
Kota Bandar Lampung,2022,5264.66
Kota Bandar Lampung,2023,4679.58
Kota Bandar Lampung,2024,4221.0
Kota Bandung,2018,2871.4
Kota Bandung,2019,3241.31
Kota Bandung,2020,3406.2
Kota Bandung,2021,3810.59
Kota Bandung,2022,4880.37
Kota Bandung,2023,4642.71
Kota Bandung,2024,4519.0
Kota Banjar,2018,3226.29
Kota Banjar,2019,2428.29
Kota Banjar,2020,2449.79
Kota Banjar,2021,2575.49
Kota Banjar,2022,3744.01
Kota Banjar,2023,3598.2
Kota Banjar,2024,3172.0
Kota Banjar Baru,2018,3312.45
Kota Banjar Baru,2019,3093.85
Kota Banjar Baru,2020,3536.97
Kota Banjar Baru,2021,3943.86
Kota Banjar Baru,2022,5770.81
Kota Banjar Baru,2023,4250.7
Kota Banjar Baru,2024,4328.0
Kota Banjarmasin,2018,2903.62
Kota Banjarmasin,2019,2671.11
Kota Banjarmasin,2020,2995.25
Kota Banjarmasin,2021,3461.31
Kota Banjarmasin,2022,5276.89
Kota Banjarmasin,2023,3211.66
Kota Banjarmasin,2024,3456.0
Kota Baru,2018,4268.55
Kota Baru,2019,3867.58
Kota Baru,2020,3929.01
Kota Baru,2021,4506.02
Kota Baru,2022,6334.91
Kota Baru,2023,4811.35
Kota Baru,2024,5130.0
Kota Batam,2018,3812.95
Kota Batam,2019,3560.1
Kota Batam,2020,3812.06
Kota Batam,2021,4263.65
Kota Batam,2022,5808.51
Kota Batam,2023,4380.39
Kota Batam,2024,4714.0
Kota Batu,2018,3245.36
Kota Batu,2019,2997.4
Kota Batu,2020,3153.52
Kota Batu,2021,3607.14
Kota Batu,2022,4759.5
Kota Batu,2023,4511.69
Kota Batu,2024,3948.0
Kota Baubau,2018,1897.55
Kota Baubau,2019,1777.78
Kota Baubau,2020,2023.35
Kota Baubau,2021,2554.65
Kota Baubau,2022,3832.55
Kota Baubau,2023,2360.29
Kota Baubau,2024,2323.0
Kota Bekasi,2018,3224.29
Kota Bekasi,2019,3723.49
Kota Bekasi,2020,3647.28
Kota Bekasi,2021,4164.3
Kota Bekasi,2022,6010.58
Kota Bekasi,2023,5530.15
Kota Bekasi,2024,5652.0
Kota Bengkulu,2018,3967.82
Kota Bengkulu,2019,3583.42
Kota Bengkulu,2020,3867.41
Kota Bengkulu,2021,4122.32
Kota Bengkulu,2022,5378.43
Kota Bengkulu,2023,5336.01
Kota Bengkulu,2024,5108.0
Kota Bima,2018,2460.81
Kota Bima,2019,2172.88
Kota Bima,2020,2641.97
Kota Bima,2021,2766.02
Kota Bima,2022,3250.92
Kota Bima,2023,2998.9
Kota Bima,2024,2884.0
Kota Binjai,2018,3847.15
Kota Binjai,2019,4438.8
Kota Binjai,2020,4539.36
Kota Binjai,2021,4603.84
Kota Binjai,2022,6527.51
Kota Binjai,2023,5672.27
Kota Binjai,2024,5872.0
Kota Bitung,2018,3218.14
Kota Bitung,2019,3053.2
Kota Bitung,2020,3177.84
Kota Bitung,2021,4458.02
Kota Bitung,2022,5834.39
Kota Bitung,2023,5447.4
Kota Bitung,2024,4435.0
Kota Blitar,2018,3175.34
Kota Blitar,2019,2708.28
Kota Blitar,2020,3221.71
Kota Blitar,2021,3951.06
Kota Blitar,2022,4493.66
Kota Blitar,2023,3806.77
Kota Blitar,2024,3788.0
Kota Bogor,2018,3250.97
Kota Bogor,2019,3455.1
Kota Bogor,2020,3378.6
Kota Bogor,2021,4094.77
Kota Bogor,2022,4691.44
Kota Bogor,2023,4793.24
Kota Bogor,2024,4447.0
Kota Bontang,2018,3363.25
Kota Bontang,2019,3381.07
Kota Bontang,2020,3282.02
Kota Bontang,2021,4100.46
Kota Bontang,2022,4400.08
Kota Bontang,2023,3929.48
Kota Bontang,2024,4338.0
Kota Bukittinggi,2018,3802.89
Kota Bukittinggi,2019,3686.62
Kota Bukittinggi,2020,4119.75
Kota Bukittinggi,2021,5029.54
Kota Bukittinggi,2022,5954.32
Kota Bukittinggi,2023,5040.44
Kota Bukittinggi,2024,5414.0
Kota Cilegon,2018,3316.46
Kota Cilegon,2019,3341.98
Kota Cilegon,2020,3345.44
Kota Cilegon,2021,4135.64
Kota Cilegon,2022,5257.86
Kota Cilegon,2023,4183.22
Kota Cilegon,2024,4322.0
Kota Cimahi,2018,2939.86
Kota Cimahi,2019,3001.63
Kota Cimahi,2020,3218.33
Kota Cimahi,2021,3253.68
Kota Cimahi,2022,4845.38
Kota Cimahi,2023,4699.97
Kota Cimahi,2024,4476.0
Kota Cirebon,2018,2260.5
Kota Cirebon,2019,2084.35
Kota Cirebon,2020,2258.02
Kota Cirebon,2021,2773.49
Kota Cirebon,2022,3685.32
Kota Cirebon,2023,3641.59
Kota Cirebon,2024,3215.0
Kota Denpasar,2018,2625.36
Kota Denpasar,2019,2554.29
Kota Denpasar,2020,2994.35
Kota Denpasar,2021,3449.34
Kota Denpasar,2022,4311.92
Kota Denpasar,2023,4056.59
Kota Denpasar,2024,3796.0
Kota Depok,2018,3212.0
Kota Depok,2019,3170.71
Kota Depok,2020,3565.04
Kota Depok,2021,4209.85
Kota Depok,2022,6149.12
Kota Depok,2023,5174.72
Kota Depok,2024,4917.0
Kota Dumai,2018,4348.69
Kota Dumai,2019,4489.61
Kota Dumai,2020,4628.83
Kota Dumai,2021,5436.94
Kota Dumai,2022,8266.85
Kota Dumai,2023,6231.54
Kota Dumai,2024,6119.0
Kota Gorontalo,2018,2984.42
Kota Gorontalo,2019,3045.98
Kota Gorontalo,2020,3259.72
Kota Gorontalo,2021,3947.71
Kota Gorontalo,2022,5987.66
Kota Gorontalo,2023,5067.27
Kota Gorontalo,2024,4930.0
Kota Gunungsitoli,2018,3362.06
Kota Gunungsitoli,2019,3387.46
Kota Gunungsitoli,2020,3429.07
Kota Gunungsitoli,2021,4230.19
Kota Gunungsitoli,2022,4214.39
Kota Gunungsitoli,2023,3615.62
Kota Gunungsitoli,2024,3482.0
Kota Jakarta Barat,2018,3266.59
Kota Jakarta Barat,2019,3373.78
Kota Jakarta Barat,2020,3042.86
Kota Jakarta Barat,2021,3555.79
Kota Jakarta Barat,2022,5246.8
Kota Jakarta Barat,2023,4370.88
Kota Jakarta Barat,2024,4282.0
Kota Jakarta Pusat,2018,3001.69
Kota Jakarta Pusat,2019,2902.73
Kota Jakarta Pusat,2020,3272.0
Kota Jakarta Pusat,2021,3429.24
Kota Jakarta Pusat,2022,4728.89
Kota Jakarta Pusat,2023,3958.46
Kota Jakarta Pusat,2024,3830.0
Kota Jakarta Selatan,2018,3265.93
Kota Jakarta Selatan,2019,3395.9
Kota Jakarta Selatan,2020,4353.76
Kota Jakarta Selatan,2021,4603.72
Kota Jakarta Selatan,2022,6579.18
Kota Jakarta Selatan,2023,4952.49
Kota Jakarta Selatan,2024,5805.0
Kota Jakarta Timur,2018,3560.91
Kota Jakarta Timur,2019,3905.27
Kota Jakarta Timur,2020,3511.34
Kota Jakarta Timur,2021,4070.7
Kota Jakarta Timur,2022,5712.32
Kota Jakarta Timur,2023,4651.5
Kota Jakarta Timur,2024,4365.0
Kota Jakarta Utara,2018,2944.82
Kota Jakarta Utara,2019,2683.13
Kota Jakarta Utara,2020,3090.78
Kota Jakarta Utara,2021,3564.98
Kota Jakarta Utara,2022,4981.42
Kota Jakarta Utara,2023,4302.51
Kota Jakarta Utara,2024,4356.0
Kota Jambi,2018,3732.6
Kota Jambi,2019,3519.87
Kota Jambi,2020,3913.05
Kota Jambi,2021,4544.37
Kota Jambi,2022,5829.2
Kota Jambi,2023,4817.22
Kota Jambi,2024,4532.0
Kota Jayapura,2018,4484.95
Kota Jayapura,2019,4328.88
Kota Jayapura,2020,4164.88
Kota Jayapura,2021,4256.31
Kota Jayapura,2022,7245.14
Kota Jayapura,2023,5968.31
Kota Jayapura,2024,7462.0
Kota Kediri,2018,3376.8
Kota Kediri,2019,3055.31
Kota Kediri,2020,3057.76
Kota Kediri,2021,3619.55
Kota Kediri,2022,5033.25
Kota Kediri,2023,4139.49
Kota Kediri,2024,4180.0
Kota Kendari,2018,2976.88
Kota Kendari,2019,2413.88
Kota Kendari,2020,2608.74
Kota Kendari,2021,2986.97
Kota Kendari,2022,4472.93
Kota Kendari,2023,3579.93
Kota Kendari,2024,3535.0
Kota Kotamobagu,2018,2971.34
Kota Kotamobagu,2019,2883.02
Kota Kotamobagu,2020,2671.55
