Kabupaten/Kota,Tahun,Pengeluaran Perkapita Rokok dan Tembakau
Ponorogo,2022,12519.92
Ponorogo,2023,13870.01
Ponorogo,2024,14632.0
Poso,2018,13898.98
Poso,2019,17643.08
Poso,2020,18236.41
Poso,2021,16522.29
Poso,2022,18540.15
Poso,2023,21042.42
Poso,2024,20907.0
Pringsewu,2018,15029.63
Pringsewu,2019,15420.14
Pringsewu,2020,17204.45
Pringsewu,2021,19451.11
Pringsewu,2022,18443.55
Pringsewu,2023,18407.2
Pringsewu,2024,19958.0
Probolinggo,2018,11619.27
Probolinggo,2019,12862.44
Probolinggo,2020,14951.85
Probolinggo,2021,13840.81
Probolinggo,2022,15729.57
Probolinggo,2023,18502.74
Probolinggo,2024,18428.0
Pulang Pisau,2018,17463.81
Pulang Pisau,2019,21949.66
Pulang Pisau,2020,22723.65
Pulang Pisau,2021,23484.97
Pulang Pisau,2022,19096.09
Pulang Pisau,2023,21709.61
Pulang Pisau,2024,27264.0
Pulau Morotai,2018,10447.49
Pulau Morotai,2019,21236.88
Pulau Morotai,2020,14773.8
Pulau Morotai,2021,19951.99
Pulau Morotai,2022,22247.27
Pulau Morotai,2023,19850.85
Pulau Morotai,2024,19925.0
Pulau Taliabu,2018,18918.41
Pulau Taliabu,2019,19337.23
Pulau Taliabu,2020,19707.95
Pulau Taliabu,2021,16741.61
Pulau Taliabu,2022,20330.35
Pulau Taliabu,2023,30715.47
Pulau Taliabu,2024,25791.0
Puncak,2018,7513.39
Puncak,2019,6903.74
Puncak,2020,7334.99
Puncak,2021,8173.99
Puncak,2022,6749.15
Puncak,2023,5533.76
Puncak,2024,4936.0
Puncak Jaya,2018,8056.94
Puncak Jaya,2019,10755.07
Puncak Jaya,2020,21806.15
Puncak Jaya,2021,78460.31
Puncak Jaya,2022,25265.76
Puncak Jaya,2023,51855.44
Puncak Jaya,2024,28530.0
Purbalingga,2018,12007.96
Purbalingga,2019,13694.94
Purbalingga,2020,14900.02
Purbalingga,2021,14508.86
Purbalingga,2022,16858.85
Purbalingga,2023,17253.12
Purbalingga,2024,17395.0
Purwakarta,2018,17368.73
Purwakarta,2019,20819.94
Purwakarta,2020,19051.35
Purwakarta,2021,27906.01
Purwakarta,2022,28439.17
Purwakarta,2023,31131.87
Purwakarta,2024,26462.0
Purworejo,2018,9500.21
Purworejo,2019,11841.37
Purworejo,2020,11683.93
Purworejo,2021,11586.29
Purworejo,2022,12569.0
Purworejo,2023,12553.76
Purworejo,2024,15066.0
Raja Ampat,2018,19204.38
Raja Ampat,2019,30411.16
Raja Ampat,2020,27307.52
Raja Ampat,2021,29101.5
Raja Ampat,2022,37603.33
Raja Ampat,2023,34028.41
Raja Ampat,2024,33316.0
Rejang Lebong,2018,16271.42
Rejang Lebong,2019,17680.64
Rejang Lebong,2020,17036.17
Rejang Lebong,2021,19194.97
Rejang Lebong,2022,18396.83
Rejang Lebong,2023,21593.36
Rejang Lebong,2024,23385.0
Rembang,2018,15617.56
Rembang,2019,16163.83
Rembang,2020,16520.05
Rembang,2021,20099.05
Rembang,2022,22954.57
Rembang,2023,22360.59
Rembang,2024,24406.0
Rokan Hilir,2018,17848.77
Rokan Hilir,2019,18611.94
Rokan Hilir,2020,21912.83
Rokan Hilir,2021,22355.65
Rokan Hilir,2022,24027.29
Rokan Hilir,2023,24723.47
Rokan Hilir,2024,27687.0
Rokan Hulu,2018,22208.4
Rokan Hulu,2019,21511.97
Rokan Hulu,2020,20880.07
Rokan Hulu,2021,24224.88
Rokan Hulu,2022,26623.12
Rokan Hulu,2023,31645.48
Rokan Hulu,2024,41371.0
Rote Ndao,2018,6048.26
Rote Ndao,2019,6641.56
Rote Ndao,2020,7678.98
Rote Ndao,2021,8960.38
Rote Ndao,2022,9367.55
Rote Ndao,2023,8381.99
Rote Ndao,2024,9886.0
Sabu Raijua,2018,6156.89
Sabu Raijua,2019,7301.36
Sabu Raijua,2020,8045.0
Sabu Raijua,2021,13005.09
Sabu Raijua,2022,13096.22
Sabu Raijua,2023,12653.91
Sabu Raijua,2024,15377.0
Sambas,2018,11442.17
Sambas,2019,11969.32
Sambas,2020,14255.61
Sambas,2021,14234.33
Sambas,2022,14596.87
Sambas,2023,17511.0
Sambas,2024,16190.0
Samosir,2018,19008.92
Samosir,2019,20435.68
Samosir,2020,21127.17
Samosir,2021,23833.96
Samosir,2022,26009.26
Samosir,2023,26985.43
Samosir,2024,30038.0
Sampang,2018,15827.18
Sampang,2019,18325.1
Sampang,2020,17047.04
Sampang,2021,17521.01
Sampang,2022,20786.57
Sampang,2023,21239.02
Sampang,2024,22125.0
Sanggau,2018,16517.46
Sanggau,2019,16692.48
Sanggau,2020,16269.03
Sanggau,2021,18669.61
Sanggau,2022,20095.16
Sanggau,2023,22085.17
Sanggau,2024,23502.0
Sarmi,2018,15863.32
Sarmi,2019,13650.35
Sarmi,2020,27176.87
Sarmi,2021,20326.82
Sarmi,2022,19580.97
Sarmi,2023,20495.14
Sarmi,2024,2794.0
Sarolangun,2018,16646.14
Sarolangun,2019,21038.29
Sarolangun,2020,21604.82
Sarolangun,2021,20291.57
Sarolangun,2022,24824.7
Sarolangun,2023,30580.59
Sarolangun,2024,28544.0
Sekadau,2018,14526.99
Sekadau,2019,15654.55
Sekadau,2020,15093.69
Sekadau,2021,14684.04
Sekadau,2022,16938.61
Sekadau,2023,21203.94
Sekadau,2024,22922.0
Seluma,2018,17951.04
Seluma,2019,19747.72
Seluma,2020,20508.55
Seluma,2021,19676.42
Seluma,2022,26043.84
Seluma,2023,29506.91
Seluma,2024,29302.0
Semarang,2018,12066.59
Semarang,2019,13601.09
Semarang,2020,15072.22
Semarang,2021,14384.54
Semarang,2022,16182.05
Semarang,2023,19362.35
Semarang,2024,19596.0
Seram Bagian Barat,2018,9607.77
Seram Bagian Barat,2019,9580.88
Seram Bagian Barat,2020,10609.75
Seram Bagian Barat,2021,11152.07
Seram Bagian Barat,2022,13439.36
Seram Bagian Barat,2023,14533.41
Seram Bagian Barat,2024,15310.0
Seram Bagian Timur,2018,13597.01
Seram Bagian Timur,2019,16458.22
Seram Bagian Timur,2020,19841.09
Seram Bagian Timur,2021,14601.01
Seram Bagian Timur,2022,16566.84
Seram Bagian Timur,2023,17673.78
Seram Bagian Timur,2024,15076.0
Serang,2018,24646.4
Serang,2019,23182.31
Serang,2020,25902.04
Serang,2021,27175.07
Serang,2022,32332.65
Serang,2023,33633.64
Serang,2024,31448.0
Serdang Bedagai,2018,16463.84
Serdang Bedagai,2019,17406.7
Serdang Bedagai,2020,18756.44
Serdang Bedagai,2021,19452.43
Serdang Bedagai,2022,20461.29
Serdang Bedagai,2023,23512.87
Serdang Bedagai,2024,19610.0
Seruyan,2018,21379.09
Seruyan,2019,26014.25
Seruyan,2020,26092.23
Seruyan,2021,29886.88
Seruyan,2022,31156.02
Seruyan,2023,31294.75
Seruyan,2024,41963.0
Siak,2018,17144.44
Siak,2019,20961.98
Siak,2020,22202.77
Siak,2021,26416.06
Siak,2022,22045.67
Siak,2023,25880.49
Siak,2024,26643.0
Siau Tagulandang Biaro,2018,11473.38
Siau Tagulandang Biaro,2019,11519.27
Siau Tagulandang Biaro,2020,12781.6
Siau Tagulandang Biaro,2021,12974.44
Siau Tagulandang Biaro,2022,14874.05
Siau Tagulandang Biaro,2023,17344.81
Siau Tagulandang Biaro,2024,18388.0
Sidenreng Rappang,2018,15041.12
Sidenreng Rappang,2019,17222.53
Sidenreng Rappang,2020,16752.29
Sidenreng Rappang,2021,20180.51
Sidenreng Rappang,2022,20396.31
Sidenreng Rappang,2023,23228.15
Sidenreng Rappang,2024,24503.0
Sidoarjo,2018,14060.46
Sidoarjo,2019,15793.04
Sidoarjo,2020,14854.63
Sidoarjo,2021,15584.98
Sidoarjo,2022,18814.64
Sidoarjo,2023,22304.45
Sidoarjo,2024,22819.0
Sigi,2018,14945.87
Sigi,2019,18287.22
Sigi,2020,15938.64
Sigi,2021,17383.75
Sigi,2022,20795.17
Sigi,2023,22937.79
Sigi,2024,22247.0
Sijunjung,2018,19947.17
Sijunjung,2019,18182.08
Sijunjung,2020,20486.43
Sijunjung,2021,22087.44
Sijunjung,2022,24375.54
Sijunjung,2023,27808.48
Sijunjung,2024,25455.0
Sikka,2018,6766.08
Sikka,2019,10339.03
Sikka,2020,8731.3
Sikka,2021,9406.3
Sikka,2022,10715.87
Sikka,2023,13493.2
Sikka,2024,13582.0
Simalungun,2018,17039.98
Simalungun,2019,20636.58
Simalungun,2020,20582.49
Simalungun,2021,20240.82
Simalungun,2022,25407.78
Simalungun,2023,25376.16
Simalungun,2024,26164.0
Simeulue,2018,13146.54
Simeulue,2019,21578.64
Simeulue,2020,17697.43
Simeulue,2021,15083.23
Simeulue,2022,21224.32
Simeulue,2023,20555.61
Simeulue,2024,22876.0
Sinjai,2018,10908.82
Sinjai,2019,10619.39
Sinjai,2020,10840.48
Sinjai,2021,14816.34
Sinjai,2022,11893.43
Sinjai,2023,15995.61
Sinjai,2024,15249.0
Sintang,2018,17579.35
Sintang,2019,17418.55
Sintang,2020,16886.1
Sintang,2021,21469.72
Sintang,2022,21664.62
Sintang,2023,23242.45
Sintang,2024,23372.0
Situbondo,2018,12274.64
Situbondo,2019,14755.44
Situbondo,2020,14453.19
Situbondo,2021,18187.56
Situbondo,2022,19862.07
Situbondo,2023,21502.17
Situbondo,2024,20943.0
Sleman,2018,9677.9
Sleman,2019,9246.54
Sleman,2020,10758.97
Sleman,2021,13226.65
Sleman,2022,14377.57
Sleman,2023,17325.32
Sleman,2024,19031.0
Solok,2018,21395.12
Solok,2019,23930.67
Solok,2020,24753.49
Solok,2021,26465.3
Solok,2022,28790.88
Solok,2023,30130.56
Solok,2024,27983.0
Solok Selatan,2018,20216.43
Solok Selatan,2019,20284.91
Solok Selatan,2020,23266.36
Solok Selatan,2021,25024.29
Solok Selatan,2022,30617.09
Solok Selatan,2023,31746.63
Solok Selatan,2024,31929.0
Soppeng,2018,13143.9
Soppeng,2019,13535.14
Soppeng,2020,10420.04
Soppeng,2021,14365.66
Soppeng,2022,15233.26
Soppeng,2023,17908.55
Soppeng,2024,17053.0
Sorong,2018,22397.9
Sorong,2019,20663.34
Sorong,2020,19186.51
Sorong,2021,25175.56
Sorong,2022,23226.02
Sorong,2023,30496.72
Sorong,2024,6655.0
Sorong Selatan,2018,11799.38
Sorong Selatan,2019,19859.78
Sorong Selatan,2020,14751.52
Sorong Selatan,2021,15730.5
Sorong Selatan,2022,15673.71
Sorong Selatan,2023,17341.73
Sorong Selatan,2024,29541.0
Sragen,2018,11659.79
Sragen,2019,11930.8
Sragen,2020,17326.4
Sragen,2021,13864.3
Sragen,2022,18456.73
Sragen,2023,19686.99
Sragen,2024,19720.0
Subang,2018,20768.19
Subang,2019,22333.53
Subang,2020,21044.04
Subang,2021,24557.11
Subang,2022,24779.09
Subang,2023,28909.81
Subang,2024,32381.0
Sukabumi,2018,21714.86
Sukabumi,2019,23809.41
Sukabumi,2020,22114.97
Sukabumi,2021,25370.7
Sukabumi,2022,24338.88
Sukabumi,2023,26670.75
Sukabumi,2024,27723.0
Sukamara,2018,26231.04
Sukamara,2019,27047.3
Sukamara,2020,27538.72
Sukamara,2021,28363.08
Sukamara,2022,35454.08
Sukamara,2023,32757.74
Sukamara,2024,38264.0
Sukoharjo,2018,7483.67
Sukoharjo,2019,12500.68
Sukoharjo,2020,9750.42
Sukoharjo,2021,10184.57
Sukoharjo,2022,12156.07
Sukoharjo,2023,16515.63
Sukoharjo,2024,16599.0
Sumba Barat,2018,10264.4
Sumba Barat,2019,13764.65
Sumba Barat,2020,12313.28
Sumba Barat,2021,12740.01
Sumba Barat,2022,12641.41
Sumba Barat,2023,11861.21
Sumba Barat,2024,12426.0
Sumba Barat Daya,2018,7894.63
Sumba Barat Daya,2019,9217.27
Sumba Barat Daya,2020,9193.18
Sumba Barat Daya,2021,11932.85
Sumba Barat Daya,2022,15358.82
Sumba Barat Daya,2023,11758.04
Sumba Barat Daya,2024,12870.0
Sumba Tengah,2018,10718.19
Sumba Tengah,2019,10373.57
Sumba Tengah,2020,9182.94
Sumba Tengah,2021,11973.78
Sumba Tengah,2022,10853.44
Sumba Tengah,2023,10882.62
Sumba Tengah,2024,12996.0
Sumba Timur,2018,9468.07
Sumba Timur,2019,11214.85
Sumba Timur,2020,13183.58
Sumba Timur,2021,13114.44
Sumba Timur,2022,17280.44
Sumba Timur,2023,17527.81
Sumba Timur,2024,16481.0
Sumbawa,2018,14182.85
Sumbawa,2019,15553.98
Sumbawa,2020,17173.28
Sumbawa,2021,21652.7
Sumbawa,2022,20540.97
Sumbawa,2023,24897.28
Sumbawa,2024,23019.0
Sumbawa Barat,2018,17615.42
Sumbawa Barat,2019,21734.96
Sumbawa Barat,2020,20836.22
Sumbawa Barat,2021,19531.53
Sumbawa Barat,2022,21373.45
Sumbawa Barat,2023,21060.72
Sumbawa Barat,2024,26785.0
Sumedang,2018,16228.53
Sumedang,2019,20463.64
Sumedang,2020,20442.48
Sumedang,2021,20110.25
Sumedang,2022,23483.18
Sumedang,2023,25577.48
Sumedang,2024,27453.0
Sumenep,2018,18262.34
Sumenep,2019,19390.16
Sumenep,2020,17896.33
Sumenep,2021,24106.69
Sumenep,2022,31332.8
Sumenep,2023,35284.06
Sumenep,2024,31643.0
Supiori,2018,9786.12
Supiori,2019,15653.73
Supiori,2020,15728.06
Supiori,2021,15602.5
Supiori,2022,13299.78
Supiori,2023,14719.37
Supiori,2024,6613.0
Tabalong,2018,13316.76
Tabalong,2019,14277.79
Tabalong,2020,16730.34
Tabalong,2021,16138.79
Tabalong,2022,14965.81
Tabalong,2023,16932.55
Tabalong,2024,18154.0
Tabanan,2018,14028.54
Tabanan,2019,13533.59
Tabanan,2020,14002.8
Tabanan,2021,14074.0
Tabanan,2022,14013.76
Tabanan,2023,16469.09
Tabanan,2024,20267.0
Takalar,2018,14700.88
Takalar,2019,15928.12
Takalar,2020,15143.92
Takalar,2021,13610.72
Takalar,2022,17488.94
Takalar,2023,17370.39
Takalar,2024,16285.0
Tambrauw,2018,8045.48
Tambrauw,2019,11654.7
Tambrauw,2020,21800.86
Tambrauw,2021,32165.4
Tambrauw,2022,27527.12
Tambrauw,2023,22017.02
Tambrauw,2024,31858.0
Tana Tidung,2018,25642.27
Tana Tidung,2019,29996.83
Tana Tidung,2020,28971.12
Tana Tidung,2021,26857.45
Tana Tidung,2022,20801.93
Tana Tidung,2023,25996.89
Tana Tidung,2024,23824.0
Tana Toraja,2018,8733.4
Tana Toraja,2019,12456.53
Tana Toraja,2020,14244.9
Tana Toraja,2021,12648.74
Tana Toraja,2022,13808.63
Tana Toraja,2023,14105.61
Tana Toraja,2024,15540.0
Tanah Bumbu,2018,19434.31
Tanah Bumbu,2019,19829.79
Tanah Bumbu,2020,18428.39
Tanah Bumbu,2021,19318.13
Tanah Bumbu,2022,20296.76
Tanah Bumbu,2023,23682.75
Tanah Bumbu,2024,24399.0
Tanah Datar,2018,16359.18
Tanah Datar,2019,17387.53
Tanah Datar,2020,18884.55
Tanah Datar,2021,22836.45
Tanah Datar,2022,24060.45
Tanah Datar,2023,22343.61
Tanah Datar,2024,22859.0
Tanah Laut,2018,16354.83
Tanah Laut,2019,17717.76
Tanah Laut,2020,20134.2
Tanah Laut,2021,19941.4
Tanah Laut,2022,21021.9
Tanah Laut,2023,22891.3
Tanah Laut,2024,25029.0
Tangerang,2018,19988.47
Tangerang,2019,24331.9
Tangerang,2020,26618.34
Tangerang,2021,23737.86
Tangerang,2022,27999.06
Tangerang,2023,26431.55
Tangerang,2024,27095.0
Tanggamus,2018,16502.88
Tanggamus,2019,15142.49
Tanggamus,2020,17838.08
Tanggamus,2021,19357.67
Tanggamus,2022,19946.78
Tanggamus,2023,21502.04
Tanggamus,2024,23902.0
Tanjung Jabung Barat,2018,14032.42
Tanjung Jabung Barat,2019,18405.62
Tanjung Jabung Barat,2020,16603.35
Tanjung Jabung Barat,2021,18519.75
Tanjung Jabung Barat,2022,20453.39
Tanjung Jabung Barat,2023,26979.51
Tanjung Jabung Barat,2024,26130.0
Tanjung Jabung Timur,2018,22258.17
Tanjung Jabung Timur,2019,18930.02
Tanjung Jabung Timur,2020,21535.25
Tanjung Jabung Timur,2021,20841.46
Tanjung Jabung Timur,2022,25992.3
Tanjung Jabung Timur,2023,27829.86
Tanjung Jabung Timur,2024,25288.0
Tapanuli Selatan,2018,17035.93
Tapanuli Selatan,2019,20493.05
Tapanuli Selatan,2020,20706.13
Tapanuli Selatan,2021,20902.41
Tapanuli Selatan,2022,19581.82
Tapanuli Selatan,2023,24825.27
Tapanuli Selatan,2024,23791.0
Tapanuli Tengah,2018,15760.38
Tapanuli Tengah,2019,16472.14
Tapanuli Tengah,2020,18625.77
Tapanuli Tengah,2021,21205.43
Tapanuli Tengah,2022,24409.51
Tapanuli Tengah,2023,23533.17
Tapanuli Tengah,2024,24529.0
Tapanuli Utara,2018,18593.48
Tapanuli Utara,2019,18836.73
Tapanuli Utara,2020,19756.77
Tapanuli Utara,2021,21991.22
Tapanuli Utara,2022,20960.86
Tapanuli Utara,2023,27026.72
Tapanuli Utara,2024,28254.0
Tapin,2018,16642.47
Tapin,2019,17917.69
Tapin,2020,17951.76
Tapin,2021,17027.5
Tapin,2022,17861.87
Tapin,2023,24262.09
Tapin,2024,26106.0
Tasikmalaya,2018,13209.92
Tasikmalaya,2019,22434.39
Tasikmalaya,2020,22006.35
Tasikmalaya,2021,18136.05
Tasikmalaya,2022,19496.86
Tasikmalaya,2023,23422.04
Tasikmalaya,2024,24599.0
Tebo,2018,14828.53
Tebo,2019,14373.03
Tebo,2020,18023.03
Tebo,2021,17874.48
Tebo,2022,18379.39
Tebo,2023,21174.28
Tebo,2024,25755.0
Tegal,2018,10924.14
Tegal,2019,12868.67
Tegal,2020,13618.47
Tegal,2021,13827.09
Tegal,2022,15763.75
Tegal,2023,16255.02
Tegal,2024,17210.0
Teluk Bintuni,2018,26758.76
Teluk Bintuni,2019,33640.08
Teluk Bintuni,2020,34590.19
Teluk Bintuni,2021,31784.5
Teluk Bintuni,2022,34674.53
Teluk Bintuni,2023,44747.46
Teluk Bintuni,2024,36416.0
Teluk Wondama,2018,25326.59
Teluk Wondama,2019,34289.42
Teluk Wondama,2020,29763.03
Teluk Wondama,2021,41964.73
Teluk Wondama,2022,27011.55
Teluk Wondama,2023,29611.97
Teluk Wondama,2024,31632.0
Temanggung,2018,8882.87
Temanggung,2019,9541.32
Temanggung,2020,11524.65
Temanggung,2021,8706.44
Temanggung,2022,11419.79
Temanggung,2023,13148.03
Temanggung,2024,13492.0
Timor Tengah Selatan,2018,7447.92
Timor Tengah Selatan,2019,9174.0
Timor Tengah Selatan,2020,9046.08
Timor Tengah Selatan,2021,9329.15
Timor Tengah Selatan,2022,9071.96
Timor Tengah Selatan,2023,9929.28
Timor Tengah Selatan,2024,11561.0
Timor Tengah Utara,2018,7845.4
Timor Tengah Utara,2019,11203.94
Timor Tengah Utara,2020,11200.18
Timor Tengah Utara,2021,13711.26
Timor Tengah Utara,2022,11082.49
Timor Tengah Utara,2023,9321.37
Timor Tengah Utara,2024,11480.0
Toba Samosir,2018,19023.83
Toba Samosir,2019,19921.85
Toba Samosir,2020,21794.91
Toba Samosir,2021,20601.49
Toba Samosir,2022,22837.31
Toba Samosir,2023,25591.67
Toba Samosir,2024,26361.0
Tojo Una-Una,2018,19541.65
Tojo Una-Una,2019,19916.15
Tojo Una-Una,2020,20993.37
Tojo Una-Una,2021,23833.8
Tojo Una-Una,2022,28249.0
Tojo Una-Una,2023,24749.12
Tojo Una-Una,2024,23875.0
Toli-Toli,2018,15168.71
Toli-Toli,2019,16853.82
Toli-Toli,2020,17839.65
Toli-Toli,2021,17151.49
Toli-Toli,2022,17550.86
Toli-Toli,2023,15707.82
Toli-Toli,2024,17977.0
Tolikara,2018,7619.56
Tolikara,2019,13044.39
Tolikara,2020,15793.9
Tolikara,2021,6909.72
Tolikara,2022,8733.78
Tolikara,2023,8793.95
Tolikara,2024,7015.0
Toraja Utara,2018,10978.58
Toraja Utara,2019,9779.38
Toraja Utara,2020,12584.11
Toraja Utara,2021,12411.85
Toraja Utara,2022,14478.1
Toraja Utara,2023,18717.84
Toraja Utara,2024,19251.0
Trenggalek,2018,8398.77
Trenggalek,2019,9080.48
Trenggalek,2020,9965.13
Trenggalek,2021,9782.66
Trenggalek,2022,11431.44
Trenggalek,2023,11437.34
Trenggalek,2024,10995.0
Tuban,2018,12437.45
Tuban,2019,14512.17
Tuban,2020,13838.35
Tuban,2021,14529.68
Tuban,2022,21123.88
Tuban,2023,22505.0
Tuban,2024,23509.0
Tulang Bawang Barat,2018,15176.22
Tulang Bawang Barat,2019,14543.92
Tulang Bawang Barat,2020,18715.83
Tulang Bawang Barat,2021,17692.12
Tulang Bawang Barat,2022,21414.27
Tulang Bawang Barat,2023,25550.45
Tulang Bawang Barat,2024,26027.0
Tulangbawang,2018,15389.56
Tulangbawang,2019,16861.03
Tulangbawang,2020,17718.69
Tulangbawang,2021,17650.49
Tulangbawang,2022,21880.8
Tulangbawang,2023,22563.38
Tulangbawang,2024,24279.0
Tulungagung,2018,10379.71
Tulungagung,2019,10671.03
Tulungagung,2020,11813.93
Tulungagung,2021,13599.53
Tulungagung,2022,16017.71
Tulungagung,2023,17474.31
Tulungagung,2024,13516.0
Wajo,2018,15179.88
Wajo,2019,17945.46
Wajo,2020,15920.11
Wajo,2021,15743.46
Wajo,2022,18652.98
Wajo,2023,20332.19
Wajo,2024,21433.0
Wakatobi,2018,10554.13
Wakatobi,2019,12878.82
Wakatobi,2020,12236.35
Wakatobi,2021,11631.23
Wakatobi,2022,12274.3
Wakatobi,2023,14325.58
Wakatobi,2024,15901.0
Waropen,2018,22959.82
Waropen,2019,19073.22
Waropen,2020,28139.31
Waropen,2021,19340.07
Waropen,2022,19013.03
Waropen,2023,22282.7
Waropen,2024,3753.0
Way Kanan,2018,16512.84
Way Kanan,2019,15876.55
Way Kanan,2020,13779.57
Way Kanan,2021,19197.59
Way Kanan,2022,21192.16
Way Kanan,2023,23084.83
Way Kanan,2024,22864.0
Wonogiri,2018,10435.56
Wonogiri,2019,11339.67
Wonogiri,2020,10907.86
Wonogiri,2021,12948.14
Wonogiri,2022,14661.91
Wonogiri,2023,14851.85
Wonogiri,2024,15125.0
Wonosobo,2018,12743.37
Wonosobo,2019,12910.56
Wonosobo,2020,13903.02
Wonosobo,2021,14319.53
Wonosobo,2022,17747.78
Wonosobo,2023,16261.44
Wonosobo,2024,17333.0
Yahukimo,2018,5423.24
Yahukimo,2019,6412.7
Yahukimo,2020,6911.02
Yahukimo,2021,2004.81
Yahukimo,2022,5131.72
Yahukimo,2023,2480.8
Yahukimo,2024,16757.0
Yalimo,2018,19857.42
Yalimo,2019,23152.1
Yalimo,2020,23952.91
Yalimo,2021,17731.74
Yalimo,2022,15917.07
Yalimo,2023,32682.78
Yalimo,2024,42812.0
