Kabupaten/Kota,Tahun,Pengeluaran Perkapita Umbi-Umbian
Ponorogo,2019,1231.8
Ponorogo,2020,1166.12
Ponorogo,2021,1701.4
Ponorogo,2022,1509.33
Ponorogo,2023,2041.62
Ponorogo,2024,1273.0
Poso,2018,1313.56
Poso,2019,877.37
Poso,2020,975.2
Poso,2021,1680.63
Poso,2022,1665.39
Poso,2023,1638.03
Poso,2024,1182.0
Pringsewu,2018,358.18
Pringsewu,2019,574.97
Pringsewu,2020,685.33
Pringsewu,2021,1160.23
Pringsewu,2022,703.64
Pringsewu,2023,1093.23
Pringsewu,2024,665.0
Probolinggo,2018,711.59
Probolinggo,2019,575.97
Probolinggo,2020,1123.88
Probolinggo,2021,971.6
Probolinggo,2022,983.23
Probolinggo,2023,1282.09
Probolinggo,2024,1150.0
Pulang Pisau,2018,1165.94
Pulang Pisau,2019,959.9
Pulang Pisau,2020,1058.75
Pulang Pisau,2021,1827.33
Pulang Pisau,2022,1266.43
Pulang Pisau,2023,1762.43
Pulang Pisau,2024,1829.0
Pulau Morotai,2018,4214.36
Pulau Morotai,2019,4540.82
Pulau Morotai,2020,4671.19
Pulau Morotai,2021,4935.1
Pulau Morotai,2022,4010.63
Pulau Morotai,2023,7248.6
Pulau Morotai,2024,4956.0
Pulau Taliabu,2018,2302.15
Pulau Taliabu,2019,4125.83
Pulau Taliabu,2020,3007.08
Pulau Taliabu,2021,4367.27
Pulau Taliabu,2022,3799.34
Pulau Taliabu,2023,2998.29
Pulau Taliabu,2024,3817.0
Puncak,2018,42702.6
Puncak,2019,41767.34
Puncak,2020,39450.17
Puncak,2021,49645.37
Puncak,2022,44633.47
Puncak,2023,48094.63
Puncak,2024,93846.0
Puncak Jaya,2018,68799.86
Puncak Jaya,2019,37715.21
Puncak Jaya,2020,38295.76
Puncak Jaya,2021,46810.93
Puncak Jaya,2022,45878.77
Puncak Jaya,2023,26504.42
Puncak Jaya,2024,14860.0
Purbalingga,2018,650.86
Purbalingga,2019,871.74
Purbalingga,2020,694.02
Purbalingga,2021,982.95
Purbalingga,2022,1066.06
Purbalingga,2023,1132.07
Purbalingga,2024,1152.0
Purwakarta,2018,1101.88
Purwakarta,2019,954.49
Purwakarta,2020,996.96
Purwakarta,2021,1396.12
Purwakarta,2022,1353.44
Purwakarta,2023,1663.87
Purwakarta,2024,1295.0
Purworejo,2018,611.26
Purworejo,2019,649.98
Purworejo,2020,756.34
Purworejo,2021,957.26
Purworejo,2022,960.69
Purworejo,2023,935.62
Purworejo,2024,962.0
Raja Ampat,2018,2149.39
Raja Ampat,2019,3720.84
Raja Ampat,2020,3598.21
Raja Ampat,2021,6183.99
Raja Ampat,2022,4196.23
Raja Ampat,2023,4311.22
Raja Ampat,2024,4205.0
Rejang Lebong,2018,1022.17
Rejang Lebong,2019,1240.9
Rejang Lebong,2020,1057.43
Rejang Lebong,2021,1365.57
Rejang Lebong,2022,1214.1
Rejang Lebong,2023,1586.84
Rejang Lebong,2024,1399.0
Rembang,2018,263.98
Rembang,2019,361.14
Rembang,2020,393.31
Rembang,2021,609.82
Rembang,2022,610.22
Rembang,2023,557.51
Rembang,2024,562.0
Rokan Hilir,2018,1557.79
Rokan Hilir,2019,1566.21
Rokan Hilir,2020,1776.63
Rokan Hilir,2021,1979.42
Rokan Hilir,2022,2262.38
Rokan Hilir,2023,1875.18
Rokan Hilir,2024,2026.0
Rokan Hulu,2018,1672.69
Rokan Hulu,2019,1550.85
Rokan Hulu,2020,1778.89
Rokan Hulu,2021,1737.72
Rokan Hulu,2022,1967.48
Rokan Hulu,2023,2074.45
Rokan Hulu,2024,2305.0
Rote Ndao,2018,324.84
Rote Ndao,2019,147.18
Rote Ndao,2020,155.16
Rote Ndao,2021,394.2
Rote Ndao,2022,137.38
Rote Ndao,2023,239.08
Rote Ndao,2024,220.0
Sabu Raijua,2018,512.51
Sabu Raijua,2019,246.09
Sabu Raijua,2020,574.0
Sabu Raijua,2021,360.46
Sabu Raijua,2022,581.72
Sabu Raijua,2023,519.45
Sabu Raijua,2024,338.0
Sambas,2018,723.68
Sambas,2019,522.25
Sambas,2020,692.37
Sambas,2021,960.59
Sambas,2022,716.3
Sambas,2023,802.45
Sambas,2024,851.0
Samosir,2018,1336.48
Samosir,2019,1374.08
Samosir,2020,1296.14
Samosir,2021,1571.54
Samosir,2022,1554.87
Samosir,2023,2106.68
Samosir,2024,2264.0
Sampang,2018,562.89
Sampang,2019,411.13
Sampang,2020,442.14
Sampang,2021,532.92
Sampang,2022,679.15
Sampang,2023,623.25
Sampang,2024,530.0
Sanggau,2018,716.74
Sanggau,2019,716.4
Sanggau,2020,828.13
Sanggau,2021,1082.06
Sanggau,2022,960.38
Sanggau,2023,862.3
Sanggau,2024,1002.0
Sarmi,2018,3862.64
Sarmi,2019,5622.38
Sarmi,2020,8595.07
Sarmi,2021,6674.62
Sarmi,2022,6668.49
Sarmi,2023,7910.24
Sarmi,2024,7672.0
Sarolangun,2018,1307.88
Sarolangun,2019,1301.16
Sarolangun,2020,1166.27
Sarolangun,2021,1681.89
Sarolangun,2022,1690.2
Sarolangun,2023,2189.53
Sarolangun,2024,1495.0
Sekadau,2018,642.27
Sekadau,2019,487.36
Sekadau,2020,785.12
Sekadau,2021,851.24
Sekadau,2022,1148.93
Sekadau,2023,1243.83
Sekadau,2024,1668.0
Seluma,2018,920.47
Seluma,2019,998.64
Seluma,2020,1033.95
Seluma,2021,1178.49
Seluma,2022,1483.82
Seluma,2023,1743.66
Seluma,2024,1348.0
Semarang,2018,827.88
Semarang,2019,972.94
Semarang,2020,1008.16
Semarang,2021,1237.2
Semarang,2022,1468.87
Semarang,2023,1444.89
Semarang,2024,1114.0
Seram Bagian Barat,2018,3352.05
Seram Bagian Barat,2019,3417.41
Seram Bagian Barat,2020,4164.99
Seram Bagian Barat,2021,6420.81
Seram Bagian Barat,2022,6446.24
Seram Bagian Barat,2023,6614.79
Seram Bagian Barat,2024,5393.0
Seram Bagian Timur,2018,2684.92
Seram Bagian Timur,2019,3322.66
Seram Bagian Timur,2020,2439.16
Seram Bagian Timur,2021,4039.43
Seram Bagian Timur,2022,3009.64
Seram Bagian Timur,2023,4215.99
Seram Bagian Timur,2024,3305.0
Serang,2018,567.89
Serang,2019,760.74
Serang,2020,738.23
Serang,2021,1060.35
Serang,2022,1275.36
Serang,2023,1702.72
Serang,2024,1066.0
Serdang Bedagai,2018,928.6
Serdang Bedagai,2019,914.6
Serdang Bedagai,2020,980.79
Serdang Bedagai,2021,1371.95
Serdang Bedagai,2022,1333.43
Serdang Bedagai,2023,1381.47
Serdang Bedagai,2024,1319.0
Seruyan,2018,821.38
Seruyan,2019,1182.3
Seruyan,2020,1343.52
Seruyan,2021,1948.3
Seruyan,2022,2310.15
Seruyan,2023,1954.59
Seruyan,2024,1435.0
Siak,2018,1734.39
Siak,2019,1541.28
Siak,2020,1676.61
Siak,2021,1586.69
Siak,2022,2148.13
Siak,2023,2939.61
Siak,2024,2474.0
Siau Tagulandang Biaro,2018,3161.28
Siau Tagulandang Biaro,2019,2013.75
Siau Tagulandang Biaro,2020,2152.99
Siau Tagulandang Biaro,2021,2576.2
Siau Tagulandang Biaro,2022,3394.88
Siau Tagulandang Biaro,2023,2679.83
Siau Tagulandang Biaro,2024,2247.0
Sidenreng Rappang,2018,546.84
Sidenreng Rappang,2019,583.08
Sidenreng Rappang,2020,559.73
Sidenreng Rappang,2021,682.04
Sidenreng Rappang,2022,604.54
Sidenreng Rappang,2023,404.86
Sidenreng Rappang,2024,620.0
Sidoarjo,2018,1355.55
Sidoarjo,2019,1501.55
Sidoarjo,2020,1580.15
Sidoarjo,2021,2010.85
Sidoarjo,2022,1801.36
Sidoarjo,2023,1754.38
Sidoarjo,2024,1805.0
Sigi,2018,1267.9
Sigi,2019,1137.31
Sigi,2020,1145.81
Sigi,2021,1302.69
Sigi,2022,1194.43
Sigi,2023,1321.18
Sigi,2024,1338.0
Sijunjung,2018,1664.59
Sijunjung,2019,1433.82
Sijunjung,2020,1565.15
Sijunjung,2021,1922.85
Sijunjung,2022,2035.99
Sijunjung,2023,2592.73
Sijunjung,2024,2108.0
Sikka,2018,1521.0
Sikka,2019,1028.14
Sikka,2020,1162.56
Sikka,2021,1229.63
Sikka,2022,1774.4
Sikka,2023,1194.4
Sikka,2024,1685.0
Simalungun,2018,1011.97
Simalungun,2019,1204.09
Simalungun,2020,1273.59
Simalungun,2021,1511.77
Simalungun,2022,1476.79
Simalungun,2023,1928.12
Simalungun,2024,1644.0
Simeulue,2018,299.72
Simeulue,2019,642.5
Simeulue,2020,570.66
Simeulue,2021,532.37
Simeulue,2022,864.33
Simeulue,2023,1145.9
Simeulue,2024,532.0
Sinjai,2018,781.4
Sinjai,2019,778.28
Sinjai,2020,864.34
Sinjai,2021,1829.05
Sinjai,2022,1065.62
Sinjai,2023,1404.68
Sinjai,2024,1557.0
Sintang,2018,820.68
Sintang,2019,1068.96
Sintang,2020,1418.07
Sintang,2021,1239.1
Sintang,2022,1437.83
Sintang,2023,1656.65
Sintang,2024,1442.0
Situbondo,2018,610.79
Situbondo,2019,592.3
Situbondo,2020,454.72
Situbondo,2021,615.29
Situbondo,2022,823.72
Situbondo,2023,774.63
Situbondo,2024,777.0
Sleman,2018,1110.42
Sleman,2019,1240.55
Sleman,2020,1516.96
Sleman,2021,1746.36
Sleman,2022,2216.18
Sleman,2023,1885.51
Sleman,2024,1622.0
Solok,2018,2112.67
Solok,2019,1834.62
Solok,2020,1738.41
Solok,2021,2364.07
Solok,2022,2445.68
Solok,2023,2941.77
Solok,2024,2763.0
Solok Selatan,2018,2184.19
Solok Selatan,2019,2013.98
Solok Selatan,2020,2055.47
Solok Selatan,2021,2631.56
Solok Selatan,2022,2721.47
Solok Selatan,2023,3328.33
Solok Selatan,2024,2887.0
Soppeng,2018,459.89
Soppeng,2019,485.01
Soppeng,2020,370.28
Soppeng,2021,753.88
Soppeng,2022,596.35
Soppeng,2023,639.89
Soppeng,2024,331.0
Sorong,2018,1851.03
Sorong,2019,2617.02
Sorong,2020,2231.03
Sorong,2021,3869.95
Sorong,2022,5435.39
Sorong,2023,3454.33
Sorong,2024,11708.0
Sorong Selatan,2018,8768.1
Sorong Selatan,2019,9861.48
Sorong Selatan,2020,11556.91
Sorong Selatan,2021,15961.07
Sorong Selatan,2022,11976.03
Sorong Selatan,2023,19615.64
Sorong Selatan,2024,8323.0
Sragen,2018,759.25
Sragen,2019,731.86
Sragen,2020,932.55
Sragen,2021,1267.83
Sragen,2022,1421.54
Sragen,2023,1516.37
Sragen,2024,1623.0
Subang,2018,432.58
Subang,2019,589.98
Subang,2020,713.61
Subang,2021,876.05
Subang,2022,1226.65
Subang,2023,1116.36
Subang,2024,952.0
Sukabumi,2018,825.92
Sukabumi,2019,1029.1
Sukabumi,2020,1000.25
Sukabumi,2021,1382.56
Sukabumi,2022,1562.04
Sukabumi,2023,2008.56
Sukabumi,2024,1261.0
Sukamara,2018,1214.48
Sukamara,2019,1057.55
Sukamara,2020,1633.86
Sukamara,2021,2014.68
Sukamara,2022,2306.09
Sukamara,2023,1956.48
Sukamara,2024,1698.0
Sukoharjo,2018,839.32
Sukoharjo,2019,1089.0
Sukoharjo,2020,1073.65
Sukoharjo,2021,1304.53
Sukoharjo,2022,1279.81
Sukoharjo,2023,1257.85
Sukoharjo,2024,1233.0
Sumba Barat,2018,580.97
Sumba Barat,2019,279.52
Sumba Barat,2020,672.15
Sumba Barat,2021,1206.73
Sumba Barat,2022,1265.37
Sumba Barat,2023,1642.26
Sumba Barat,2024,589.0
Sumba Barat Daya,2018,647.56
Sumba Barat Daya,2019,498.0
Sumba Barat Daya,2020,546.31
Sumba Barat Daya,2021,1254.49
Sumba Barat Daya,2022,1050.11
Sumba Barat Daya,2023,2174.18
Sumba Barat Daya,2024,756.0
Sumba Tengah,2018,694.52
Sumba Tengah,2019,326.71
Sumba Tengah,2020,383.85
Sumba Tengah,2021,1130.73
Sumba Tengah,2022,1092.97
Sumba Tengah,2023,1799.33
Sumba Tengah,2024,413.0
Sumba Timur,2018,342.72
Sumba Timur,2019,106.87
Sumba Timur,2020,359.64
Sumba Timur,2021,527.14
Sumba Timur,2022,574.15
Sumba Timur,2023,933.29
Sumba Timur,2024,1050.0
Sumbawa,2018,428.05
Sumbawa,2019,581.41
Sumbawa,2020,575.44
Sumbawa,2021,867.19
Sumbawa,2022,1376.39
Sumbawa,2023,1001.71
Sumbawa,2024,692.0
Sumbawa Barat,2018,395.46
Sumbawa Barat,2019,364.9
Sumbawa Barat,2020,937.8
Sumbawa Barat,2021,1369.7
Sumbawa Barat,2022,1481.33
Sumbawa Barat,2023,1310.62
Sumbawa Barat,2024,1178.0
Sumedang,2018,731.19
Sumedang,2019,924.36
Sumedang,2020,1266.9
Sumedang,2021,1335.94
Sumedang,2022,1610.81
Sumedang,2023,1652.38
Sumedang,2024,1340.0
Sumenep,2018,645.07
Sumenep,2019,789.99
Sumenep,2020,1111.7
Sumenep,2021,1401.28
Sumenep,2022,2795.74
Sumenep,2023,2213.17
Sumenep,2024,1656.0
Supiori,2018,4939.09
Supiori,2019,11521.73
Supiori,2020,11793.13
Supiori,2021,12444.86
Supiori,2022,9184.09
Supiori,2023,8885.78
Supiori,2024,18823.0
Tabalong,2018,410.75
Tabalong,2019,494.88
Tabalong,2020,1057.67
Tabalong,2021,1209.69
Tabalong,2022,1517.64
Tabalong,2023,1272.25
Tabalong,2024,1149.0
Tabanan,2018,881.67
Tabanan,2019,1193.06
Tabanan,2020,1020.09
Tabanan,2021,1561.94
Tabanan,2022,1506.28
Tabanan,2023,2015.21
Tabanan,2024,1207.0
Takalar,2018,770.23
Takalar,2019,507.89
Takalar,2020,532.88
Takalar,2021,956.84
Takalar,2022,513.02
Takalar,2023,1222.88
Takalar,2024,755.0
Tambrauw,2018,1972.99
Tambrauw,2019,2213.44
Tambrauw,2020,3006.39
Tambrauw,2021,4082.52
Tambrauw,2022,5567.63
Tambrauw,2023,5119.14
Tambrauw,2024,3556.0
Tana Tidung,2018,1410.75
Tana Tidung,2019,2028.39
Tana Tidung,2020,1900.06
Tana Tidung,2021,2105.89
Tana Tidung,2022,1579.7
Tana Tidung,2023,2421.06
Tana Tidung,2024,2625.0
Tana Toraja,2018,1342.73
Tana Toraja,2019,1395.71
Tana Toraja,2020,1263.1
Tana Toraja,2021,1324.89
Tana Toraja,2022,1114.27
Tana Toraja,2023,1354.2
Tana Toraja,2024,1032.0
Tanah Bumbu,2018,821.1
Tanah Bumbu,2019,874.64
Tanah Bumbu,2020,732.68
Tanah Bumbu,2021,1395.79
Tanah Bumbu,2022,1008.68
Tanah Bumbu,2023,1334.21
Tanah Bumbu,2024,1094.0
Tanah Datar,2018,1443.09
Tanah Datar,2019,1473.81
Tanah Datar,2020,1652.6
Tanah Datar,2021,1636.45
Tanah Datar,2022,1648.47
Tanah Datar,2023,1884.9
Tanah Datar,2024,1787.0
Tanah Laut,2018,597.32
Tanah Laut,2019,610.42
Tanah Laut,2020,861.39
Tanah Laut,2021,1208.27
Tanah Laut,2022,1245.46
Tanah Laut,2023,1350.76
Tanah Laut,2024,976.0
Tangerang,2018,1325.15
Tangerang,2019,1380.57
Tangerang,2020,1608.36
Tangerang,2021,1442.02
Tangerang,2022,2313.2
Tangerang,2023,2091.78
Tangerang,2024,2147.0
Tanggamus,2018,733.71
Tanggamus,2019,815.1
Tanggamus,2020,740.35
Tanggamus,2021,986.19
Tanggamus,2022,990.77
Tanggamus,2023,1219.28
Tanggamus,2024,1127.0
Tanjung Jabung Barat,2018,1288.01
Tanjung Jabung Barat,2019,1490.77
Tanjung Jabung Barat,2020,1598.78
Tanjung Jabung Barat,2021,1767.97
Tanjung Jabung Barat,2022,1897.3
Tanjung Jabung Barat,2023,2165.67
Tanjung Jabung Barat,2024,2024.0
Tanjung Jabung Timur,2018,1270.49
Tanjung Jabung Timur,2019,1227.34
Tanjung Jabung Timur,2020,1706.83
Tanjung Jabung Timur,2021,2413.98
Tanjung Jabung Timur,2022,2521.94
Tanjung Jabung Timur,2023,2804.86
Tanjung Jabung Timur,2024,2168.0
Tapanuli Selatan,2018,1779.76
Tapanuli Selatan,2019,1539.39
Tapanuli Selatan,2020,1885.67
Tapanuli Selatan,2021,1752.61
Tapanuli Selatan,2022,2132.45
Tapanuli Selatan,2023,2314.6
Tapanuli Selatan,2024,2279.0
Tapanuli Tengah,2018,847.32
Tapanuli Tengah,2019,613.61
Tapanuli Tengah,2020,758.79
Tapanuli Tengah,2021,1390.19
Tapanuli Tengah,2022,713.93
Tapanuli Tengah,2023,1053.62
Tapanuli Tengah,2024,1001.0
Tapanuli Utara,2018,717.83
Tapanuli Utara,2019,710.62
Tapanuli Utara,2020,1054.62
Tapanuli Utara,2021,1378.87
Tapanuli Utara,2022,1307.36
Tapanuli Utara,2023,1506.27
Tapanuli Utara,2024,1395.0
Tapin,2018,457.4
Tapin,2019,511.5
Tapin,2020,486.72
Tapin,2021,1135.28
Tapin,2022,1105.8
Tapin,2023,1140.98
Tapin,2024,1189.0
Tasikmalaya,2018,697.85
Tasikmalaya,2019,919.87
Tasikmalaya,2020,828.62
Tasikmalaya,2021,1203.7
Tasikmalaya,2022,1511.59
Tasikmalaya,2023,1579.85
Tasikmalaya,2024,1102.0
Tebo,2018,1608.38
Tebo,2019,1635.56
Tebo,2020,1607.95
Tebo,2021,1850.24
Tebo,2022,1858.59
Tebo,2023,1907.51
Tebo,2024,1906.0
Tegal,2018,699.91
Tegal,2019,772.15
Tegal,2020,795.35
Tegal,2021,954.8
Tegal,2022,765.1
Tegal,2023,983.19
Tegal,2024,597.0
Teluk Bintuni,2018,3596.72
Teluk Bintuni,2019,3675.48
Teluk Bintuni,2020,3686.43
Teluk Bintuni,2021,5797.72
Teluk Bintuni,2022,5921.26
Teluk Bintuni,2023,7732.68
Teluk Bintuni,2024,6581.0
Teluk Wondama,2018,5023.21
Teluk Wondama,2019,6966.13
Teluk Wondama,2020,7653.52
Teluk Wondama,2021,6987.05
Teluk Wondama,2022,6752.21
Teluk Wondama,2023,9008.12
Teluk Wondama,2024,9002.0
Temanggung,2018,706.17
Temanggung,2019,592.74
Temanggung,2020,810.05
Temanggung,2021,887.12
Temanggung,2022,1109.03
Temanggung,2023,1380.39
Temanggung,2024,1109.0
Timor Tengah Selatan,2018,1109.28
Timor Tengah Selatan,2019,642.91
Timor Tengah Selatan,2020,719.35
Timor Tengah Selatan,2021,1023.3
Timor Tengah Selatan,2022,1356.2
Timor Tengah Selatan,2023,1853.49
Timor Tengah Selatan,2024,1493.0
Timor Tengah Utara,2018,973.63
Timor Tengah Utara,2019,618.87
Timor Tengah Utara,2020,520.71
Timor Tengah Utara,2021,633.57
Timor Tengah Utara,2022,909.25
Timor Tengah Utara,2023,1259.59
Timor Tengah Utara,2024,923.0
Toba Samosir,2018,991.7
Toba Samosir,2019,884.32
Toba Samosir,2020,1136.22
Toba Samosir,2021,1392.39
Toba Samosir,2022,1232.86
Toba Samosir,2023,1417.22
Toba Samosir,2024,1350.0
Tojo Una-Una,2018,1497.84
Tojo Una-Una,2019,1503.32
Tojo Una-Una,2020,1346.7
Tojo Una-Una,2021,2021.2
Tojo Una-Una,2022,1656.91
Tojo Una-Una,2023,1676.12
Tojo Una-Una,2024,1273.0
Toli-Toli,2018,1113.48
Toli-Toli,2019,758.77
Toli-Toli,2020,947.76
Toli-Toli,2021,702.05
Toli-Toli,2022,701.31
Toli-Toli,2023,891.31
Toli-Toli,2024,719.0
Tolikara,2018,14771.64
Tolikara,2019,32214.4
Tolikara,2020,31510.68
Tolikara,2021,27909.26
Tolikara,2022,93847.7
Tolikara,2023,88140.17
Tolikara,2024,12816.0
Toraja Utara,2018,929.46
Toraja Utara,2019,807.57
Toraja Utara,2020,871.91
Toraja Utara,2021,1394.45
Toraja Utara,2022,1072.15
Toraja Utara,2023,1350.05
Toraja Utara,2024,1082.0
Trenggalek,2018,643.69
Trenggalek,2019,775.06
Trenggalek,2020,922.34
Trenggalek,2021,1059.28
Trenggalek,2022,952.96
Trenggalek,2023,1147.69
Trenggalek,2024,1082.0
Tuban,2018,575.21
Tuban,2019,601.02
Tuban,2020,475.06
Tuban,2021,917.38
Tuban,2022,1100.55
Tuban,2023,1300.13
Tuban,2024,1005.0
Tulang Bawang Barat,2018,484.91
Tulang Bawang Barat,2019,550.13
Tulang Bawang Barat,2020,469.56
Tulang Bawang Barat,2021,672.38
Tulang Bawang Barat,2022,988.14
Tulang Bawang Barat,2023,937.06
Tulang Bawang Barat,2024,1209.0
Tulangbawang,2018,598.14
Tulangbawang,2019,830.52
Tulangbawang,2020,666.09
Tulangbawang,2021,844.33
Tulangbawang,2022,1054.53
Tulangbawang,2023,1248.61
Tulangbawang,2024,846.0
Tulungagung,2018,744.89
Tulungagung,2019,982.4
Tulungagung,2020,1373.04
Tulungagung,2021,1553.55
Tulungagung,2022,2088.72
Tulungagung,2023,1688.49
Tulungagung,2024,1437.0
Wajo,2018,635.64
Wajo,2019,621.91
Wajo,2020,462.79
Wajo,2021,895.91
Wajo,2022,756.46
Wajo,2023,691.38
Wajo,2024,525.0
Wakatobi,2018,2581.51
Wakatobi,2019,2640.03
Wakatobi,2020,1581.56
Wakatobi,2021,2544.69
Wakatobi,2022,2596.17
Wakatobi,2023,3941.9
Wakatobi,2024,2529.0
Waropen,2018,9916.44
Waropen,2019,8520.08
Waropen,2020,11653.62
Waropen,2021,9073.56
Waropen,2022,5744.64
Waropen,2023,6947.07
Waropen,2024,5780.0
Way Kanan,2018,709.07
Way Kanan,2019,725.29
Way Kanan,2020,927.21
Way Kanan,2021,1231.13
Way Kanan,2022,1128.46
Way Kanan,2023,1174.26
Way Kanan,2024,965.0
Wonogiri,2018,876.77
Wonogiri,2019,764.2
Wonogiri,2020,689.04
Wonogiri,2021,1249.12
Wonogiri,2022,1345.63
Wonogiri,2023,1264.88
Wonogiri,2024,1138.0
Wonosobo,2018,1133.97
Wonosobo,2019,1109.29
Wonosobo,2020,1216.24
Wonosobo,2021,1448.36
Wonosobo,2022,1494.09
Wonosobo,2023,1629.51
Wonosobo,2024,1178.0
Yahukimo,2018,33337.35
Yahukimo,2019,44965.89
Yahukimo,2020,53002.96
Yahukimo,2021,45582.66
Yahukimo,2022,48009.94
Yahukimo,2023,44935.95
Yahukimo,2024,11286.0
Yalimo,2018,42936.9
Yalimo,2019,57941.1
Yalimo,2020,39612.33
Yalimo,2021,68226.64
Yalimo,2022,72288.14
Yalimo,2023,49610.61
Yalimo,2024,143982.0
