Kabupaten/Kota,Tahun,Persentase Penduduk Miskin
Lumajang,2020,9.83
Lumajang,2021,10.05
Lumajang,2022,9.06
Lumajang,2023,8.93
Lumajang,2024,8.65
Luwu,2018,13.36
Luwu,2019,12.78
Luwu,2020,12.65
Luwu,2021,12.53
Luwu,2022,12.49
Luwu,2023,12.71
Luwu,2024,11.7
Luwu Timur,2018,7.23
Luwu Timur,2019,6.98
Luwu Timur,2020,6.85
Luwu Timur,2021,6.94
Luwu Timur,2022,6.81
Luwu Timur,2023,6.93
Luwu Timur,2024,6.55
Luwu Utara,2018,13.69
Luwu Utara,2019,13.6
Luwu Utara,2020,13.41
Luwu Utara,2021,13.59
Luwu Utara,2022,13.22
Luwu Utara,2023,12.66
Luwu Utara,2024,11.24
Madiun,2018,11.42
Madiun,2019,10.54
Madiun,2020,11.46
Madiun,2021,11.91
Madiun,2022,10.79
Madiun,2023,11.04
Madiun,2024,10.63
Magelang,2018,11.23
Magelang,2019,10.67
Magelang,2020,11.27
Magelang,2021,11.91
Magelang,2022,11.09
Magelang,2023,10.96
Magelang,2024,10.83
Magetan,2018,10.31
Magetan,2019,9.61
Magetan,2020,10.35
Magetan,2021,10.66
Magetan,2022,9.84
Magetan,2023,9.8
Magetan,2024,9.32
Mahakam Hulu,2018,11.62
Mahakam Hulu,2019,11.25
Mahakam Hulu,2020,11.44
Mahakam Hulu,2021,11.9
Mahakam Hulu,2022,11.55
Mahakam Hulu,2023,11.38
Mahakam Hulu,2024,10.75
Majalengka,2018,10.79
Majalengka,2019,10.06
Majalengka,2020,11.43
Majalengka,2021,12.33
Majalengka,2022,11.94
Majalengka,2023,11.21
Majalengka,2024,10.82
Majene,2018,13.79
Majene,2019,13.72
Majene,2020,13.73
Majene,2021,14.34
Majene,2022,15.13
Majene,2023,14.54
Majene,2024,13.64
Malaka,2018,16.34
Malaka,2019,16.12
Malaka,2020,16.04
Malaka,2021,16.33
Malaka,2022,15.26
Malaka,2023,14.42
Malaka,2024,13.92
Malang,2018,10.37
Malang,2019,9.47
Malang,2020,10.15
Malang,2021,10.5
Malang,2022,9.55
Malang,2023,9.45
Malang,2024,8.98
Malinau,2018,7.68
Malinau,2019,6.96
Malinau,2020,6.63
Malinau,2021,7.3
Malinau,2022,6.64
Malinau,2023,6.54
Malinau,2024,6.94
Maluku Barat Daya,2018,30.2
Maluku Barat Daya,2019,29.43
Maluku Barat Daya,2020,29.15
Maluku Barat Daya,2021,29.55
Maluku Barat Daya,2022,27.64
Maluku Barat Daya,2023,28.78
Maluku Barat Daya,2024,27.95
Maluku Tengah,2018,20.11
Maluku Tengah,2019,20.04
Maluku Tengah,2020,19.83
Maluku Tengah,2021,19.84
Maluku Tengah,2022,17.46
Maluku Tengah,2023,17.84
Maluku Tengah,2024,17.67
Maluku Tenggara,2018,23.27
Maluku Tenggara,2019,22.75
Maluku Tenggara,2020,22.57
Maluku Tenggara,2021,22.73
Maluku Tenggara,2022,21.19
Maluku Tenggara,2023,21.79
Maluku Tenggara,2024,21.22
Maluku Tenggara Barat,2018,28.08
Maluku Tenggara Barat,2019,27.25
Maluku Tenggara Barat,2020,27.11
Maluku Tenggara Barat,2021,27.27
Maluku Tenggara Barat,2022,23.88
Maluku Tenggara Barat,2023,24.47
Maluku Tenggara Barat,2024,23.66
Mamasa,2018,13.38
Mamasa,2019,13.42
Mamasa,2020,13.38
Mamasa,2021,13.77
Mamasa,2022,14.51
Mamasa,2023,14.31
Mamasa,2024,14.2
Mamberamo Raya,2018,30.1
Mamberamo Raya,2019,29.13
Mamberamo Raya,2020,28.38
Mamberamo Raya,2021,28.78
Mamberamo Raya,2022,30.73
Mamberamo Raya,2023,29.63
Mamberamo Raya,2024,30.29
Mamberamo Tengah,2018,37.02
Mamberamo Tengah,2019,36.93
Mamberamo Tengah,2020,36.41
Mamberamo Tengah,2021,36.76
Mamberamo Tengah,2022,35.92
Mamberamo Tengah,2023,35.42
Mamberamo Tengah,2024,35.27
Mamuju,2018,7.18
Mamuju,2019,7.06
Mamuju,2020,6.92
Mamuju,2021,7.46
Mamuju,2022,7.63
Mamuju,2023,7.57
Mamuju,2024,7.15
Mamuju Tengah,2018,7.14
Mamuju Tengah,2019,6.87
Mamuju Tengah,2020,6.79
Mamuju Tengah,2021,7.13
Mamuju Tengah,2022,7.17
Mamuju Tengah,2023,7.32
Mamuju Tengah,2024,7.72
Mamuju Utara,2018,4.53
Mamuju Utara,2019,4.28
Mamuju Utara,2020,4.48
Mamuju Utara,2021,4.77
Mamuju Utara,2022,5.09
Mamuju Utara,2023,4.79
Mamuju Utara,2024,5.21
Mandailing Natal,2018,9.58
Mandailing Natal,2019,9.11
Mandailing Natal,2020,9.18
Mandailing Natal,2021,9.49
Mandailing Natal,2022,8.92
Mandailing Natal,2023,8.86
Mandailing Natal,2024,8.69
Manggarai,2018,20.83
Manggarai,2019,20.55
Manggarai,2020,20.34
Manggarai,2021,20.48
Manggarai,2022,19.84
Manggarai,2023,19.69
Manggarai,2024,19.01
Manggarai Barat,2018,18.14
Manggarai Barat,2019,18.01
Manggarai Barat,2020,17.71
Manggarai Barat,2021,17.92
Manggarai Barat,2022,17.15
Manggarai Barat,2023,16.82
Manggarai Barat,2024,16.74
Manggarai Timur,2018,26.5
Manggarai Timur,2019,26.49
Manggarai Timur,2020,26.52
Manggarai Timur,2021,26.5
Manggarai Timur,2022,25.35
Manggarai Timur,2023,25.06
Manggarai Timur,2024,24.9
Manokwari,2018,22.21
Manokwari,2019,21.06
Manokwari,2020,20.14
Manokwari,2021,20.56
Manokwari,2022,19.9
Manokwari,2023,18.73
Manokwari,2024,18.45
Manokwari Selatan,2018,30.87
Manokwari Selatan,2019,29.94
Manokwari Selatan,2020,28.88
Manokwari Selatan,2021,29.3
Manokwari Selatan,2022,28.55
Manokwari Selatan,2023,27.8
Manokwari Selatan,2024,26.83
Mappi,2018,25.64
Mappi,2019,25.5
Mappi,2020,25.04
Mappi,2021,26.05
Mappi,2022,26.04
Mappi,2023,25.72
Mappi,2024,25.7
Maros,2018,10.31
Maros,2019,9.89
Maros,2020,9.74
Maros,2021,9.57
Maros,2022,9.43
Maros,2023,9.65
Maros,2024,9.32
Maybrat,2018,32.89
Maybrat,2019,32.2
Maybrat,2020,30.78
Maybrat,2021,31.39
Maybrat,2022,31.14
Maybrat,2023,30.28
Maybrat,2024,29.18
Melawi,2018,12.83
Melawi,2019,12.38
Melawi,2020,12.04
Melawi,2021,12.01
Melawi,2022,11.44
Melawi,2023,11.12
Melawi,2024,10.62
Merangin,2018,8.88
Merangin,2019,8.48
Merangin,2020,8.63
Merangin,2021,9.11
Merangin,2022,8.7
Merangin,2023,8.9
Merangin,2024,8.4
Merauke,2018,10.54
Merauke,2019,10.35
Merauke,2020,10.03
Merauke,2021,10.16
Merauke,2022,10.1
Merauke,2023,10.01
Merauke,2024,10.19
Mesuji,2018,7.55
Mesuji,2019,7.47
Mesuji,2020,7.33
Mesuji,2021,7.54
Mesuji,2022,6.84
Mesuji,2023,6.73
Mesuji,2024,6.31
Mimika,2018,14.55
Mimika,2019,14.54
Mimika,2020,14.26
Mimika,2021,14.17
Mimika,2022,14.28
Mimika,2023,13.55
Mimika,2024,14.18
Minahasa,2018,7.3
Minahasa,2019,7.18
Minahasa,2020,7.3
Minahasa,2021,7.67
Minahasa,2022,7.05
Minahasa,2023,6.87
Minahasa,2024,6.53
Minahasa Selatan,2018,9.34
Minahasa Selatan,2019,9.26
Minahasa Selatan,2020,9.14
Minahasa Selatan,2021,9.37
Minahasa Selatan,2022,9.0
Minahasa Selatan,2023,8.89
Minahasa Selatan,2024,8.97
Minahasa Tenggara,2018,13.29
Minahasa Tenggara,2019,12.78
Minahasa Tenggara,2020,12.3
Minahasa Tenggara,2021,12.47
Minahasa Tenggara,2022,11.78
Minahasa Tenggara,2023,11.84
Minahasa Tenggara,2024,11.72
Minahasa Utara,2018,6.99
Minahasa Utara,2019,6.93
Minahasa Utara,2020,7.0
Minahasa Utara,2021,7.11
Minahasa Utara,2022,6.6
Minahasa Utara,2023,6.65
Minahasa Utara,2024,6.95
Mojokerto,2018,10.08
Mojokerto,2019,9.75
Mojokerto,2020,10.57
Mojokerto,2021,10.62
Mojokerto,2022,9.71
Mojokerto,2023,9.8
Mojokerto,2024,9.37
Morowali,2018,14.34
Morowali,2019,13.75
Morowali,2020,13.43
Morowali,2021,13.75
Morowali,2022,12.58
Morowali,2023,12.31
Morowali,2024,11.55
Morowali Utara,2018,15.53
Morowali Utara,2019,15.08
Morowali Utara,2020,14.1
Morowali Utara,2021,13.9
Morowali Utara,2022,12.97
Morowali Utara,2023,12.85
Morowali Utara,2024,11.95
Muara Enim,2018,12.56
Muara Enim,2019,12.41
Muara Enim,2020,12.32
Muara Enim,2021,12.32
Muara Enim,2022,11.12
Muara Enim,2023,10.93
Muara Enim,2024,9.79
Muaro Jambi,2018,4.05
Muaro Jambi,2019,3.83
Muaro Jambi,2020,3.83
Muaro Jambi,2021,4.53
Muaro Jambi,2022,4.47
Muaro Jambi,2023,4.43
Muaro Jambi,2024,3.65
Mukomuko,2018,11.4
Mukomuko,2019,11.7
Mukomuko,2020,11.72
Mukomuko,2021,11.93
Mukomuko,2022,11.44
Mukomuko,2023,10.76
Mukomuko,2024,10.76
Muna,2018,13.19
Muna,2019,12.85
Muna,2020,12.83
Muna,2021,13.54
Muna,2022,13.41
Muna,2023,14.07
Muna,2024,13.78
Muna Barat,2018,14.17
Muna Barat,2019,13.84
Muna Barat,2020,13.3
Muna Barat,2021,13.96
Muna Barat,2022,13.85
Muna Barat,2023,14.03
Muna Barat,2024,13.38
Murung Raya,2018,6.28
Murung Raya,2019,6.0
Murung Raya,2020,5.85
Murung Raya,2021,6.15
Murung Raya,2022,6.4
Murung Raya,2023,6.44
Murung Raya,2024,6.58
Musi Banyuasin,2018,16.52
Musi Banyuasin,2019,16.41
Musi Banyuasin,2020,16.13
Musi Banyuasin,2021,15.84
Musi Banyuasin,2022,15.19
Musi Banyuasin,2023,14.9
Musi Banyuasin,2024,12.88
Musi Rawas,2018,13.76
Musi Rawas,2019,13.37
Musi Rawas,2020,13.5
Musi Rawas,2021,13.89
Musi Rawas,2022,13.34
Musi Rawas,2023,14.13
Musi Rawas,2024,13.44
Musi Rawas Utara,2018,19.12
Musi Rawas Utara,2019,19.12
Musi Rawas Utara,2020,19.47
Musi Rawas Utara,2021,20.11
Musi Rawas Utara,2022,18.45
Musi Rawas Utara,2023,18.26
Musi Rawas Utara,2024,17.38
Nabire,2018,25.17
Nabire,2019,24.81
Nabire,2020,24.15
Nabire,2021,23.83
Nabire,2022,23.9
Nabire,2023,23.35
Nabire,2024,24.0
Nagan Raya,2018,18.97
Nagan Raya,2019,17.97
Nagan Raya,2020,17.7
Nagan Raya,2021,18.23
Nagan Raya,2022,17.38
Nagan Raya,2023,17.25
Nagan Raya,2024,16.94
Nagekeo,2018,12.98
Nagekeo,2019,12.85
Nagekeo,2020,12.61
Nagekeo,2021,12.91
Nagekeo,2022,12.05
Nagekeo,2023,12.33
Nagekeo,2024,12.3
Natuna,2018,4.68
Natuna,2019,4.42
Natuna,2020,4.43
Natuna,2021,4.95
Natuna,2022,5.32
Natuna,2023,5.25
Natuna,2024,5.04
Nduga,2018,38.13
Nduga,2019,38.24
Nduga,2020,36.72
Nduga,2021,37.18
Nduga,2022,36.73
Nduga,2023,37.09
Nduga,2024,36.28
Ngada,2018,12.94
Ngada,2019,12.48
Ngada,2020,12.51
Ngada,2021,12.58
Ngada,2022,11.93
Ngada,2023,12.06
Ngada,2024,11.87
Nganjuk,2018,12.11
Nganjuk,2019,11.24
Nganjuk,2020,11.62
Nganjuk,2021,11.85
Nganjuk,2022,10.7
Nganjuk,2023,10.89
Nganjuk,2024,10.17
Ngawi,2018,14.83
Ngawi,2019,14.39
Ngawi,2020,15.44
Ngawi,2021,15.57
Ngawi,2022,14.15
Ngawi,2023,14.4
Ngawi,2024,13.81
Nias,2018,16.37
Nias,2019,15.94
Nias,2020,16.6
Nias,2021,16.82
Nias,2022,16.0
Nias,2023,15.1
Nias,2024,14.89
Nias Barat,2018,26.72
Nias Barat,2019,25.51
Nias Barat,2020,25.69
Nias Barat,2021,26.42
Nias Barat,2022,24.75
Nias Barat,2023,22.81
Nias Barat,2024,22.68
Nias Selatan,2018,16.65
Nias Selatan,2019,16.45
Nias Selatan,2020,16.74
Nias Selatan,2021,16.92
Nias Selatan,2022,16.48
Nias Selatan,2023,16.39
Nias Selatan,2024,16.32
Nias Utara,2018,26.56
Nias Utara,2019,24.99
Nias Utara,2020,25.07
Nias Utara,2021,25.66
Nias Utara,2022,23.4
Nias Utara,2023,21.79
Nias Utara,2024,21.5
Nunukan,2018,6.71
Nunukan,2019,6.11
Nunukan,2020,6.36
Nunukan,2021,6.79
Nunukan,2022,6.13
Nunukan,2023,5.53
Nunukan,2024,5.73
Ogan Ilir,2018,13.19
Ogan Ilir,2019,13.31
Ogan Ilir,2020,13.36
Ogan Ilir,2021,13.82
Ogan Ilir,2022,12.33
Ogan Ilir,2023,13.28
Ogan Ilir,2024,12.3
Ogan Komering Ilir,2018,15.28
Ogan Komering Ilir,2019,15.01
Ogan Komering Ilir,2020,14.73
Ogan Komering Ilir,2021,14.68
Ogan Komering Ilir,2022,13.23
Ogan Komering Ilir,2023,13.15
Ogan Komering Ilir,2024,12.08
Ogan Komering Ulu,2018,12.61
Ogan Komering Ulu,2019,12.77
Ogan Komering Ulu,2020,12.75
Ogan Komering Ulu,2021,12.62
Ogan Komering Ulu,2022,11.61
Ogan Komering Ulu,2023,11.46
Ogan Komering Ulu,2024,10.68
Ogan Komering Ulu Selatan,2018,10.64
Ogan Komering Ulu Selatan,2019,10.53
Ogan Komering Ulu Selatan,2020,10.85
Ogan Komering Ulu Selatan,2021,11.12
Ogan Komering Ulu Selatan,2022,10.56
Ogan Komering Ulu Selatan,2023,10.36
Ogan Komering Ulu Selatan,2024,9.86
Ogan Komering Ulu Timur,2018,10.57
Ogan Komering Ulu Timur,2019,10.43
Ogan Komering Ulu Timur,2020,10.43
Ogan Komering Ulu Timur,2021,10.6
Ogan Komering Ulu Timur,2022,10.05
Ogan Komering Ulu Timur,2023,9.99
Ogan Komering Ulu Timur,2024,9.75
Pacitan,2018,14.19
Pacitan,2019,13.67
Pacitan,2020,14.54
Pacitan,2021,15.11
Pacitan,2022,13.8
Pacitan,2023,13.65
Pacitan,2024,13.08
Padang Lawas,2018,8.41
Padang Lawas,2019,8.28
Padang Lawas,2020,8.37
Padang Lawas,2021,8.69
Padang Lawas,2022,8.05
Padang Lawas,2023,7.89
Padang Lawas,2024,7.87
Padang Lawas Utara,2018,10.06
Padang Lawas Utara,2019,9.6
Padang Lawas Utara,2020,9.7
Padang Lawas Utara,2021,9.92
Padang Lawas Utara,2022,8.94
Padang Lawas Utara,2023,8.79
Padang Lawas Utara,2024,8.97
Padang Pariaman,2018,8.04
Padang Pariaman,2019,7.1
Padang Pariaman,2020,6.95
Padang Pariaman,2021,7.22
Padang Pariaman,2022,6.25
Padang Pariaman,2023,6.34
Padang Pariaman,2024,6.27
Pakpak Bharat,2018,9.74
Pakpak Bharat,2019,9.27
Pakpak Bharat,2020,9.28
Pakpak Bharat,2021,9.35
Pakpak Bharat,2022,8.66
Pakpak Bharat,2023,7.54
Pakpak Bharat,2024,6.87
Pamekasan,2018,14.47
Pamekasan,2019,13.95
Pamekasan,2020,14.6
Pamekasan,2021,15.3
Pamekasan,2022,13.93
Pamekasan,2023,13.85
Pamekasan,2024,13.41
Pandeglang,2018,9.61
Pandeglang,2019,9.42
Pandeglang,2020,9.92
Pandeglang,2021,10.72
Pandeglang,2022,9.32
Pandeglang,2023,9.27
Pandeglang,2024,9.18
Pangandaran,2018,8.12
Pangandaran,2019,7.71
Pangandaran,2020,8.99
Pangandaran,2021,9.65
Pangandaran,2022,9.32
Pangandaran,2023,8.98
Pangandaran,2024,8.75
Pangkajene Dan Kepulauan,2018,15.1
Pangkajene Dan Kepulauan,2019,14.06
Pangkajene Dan Kepulauan,2020,13.96
Pangkajene Dan Kepulauan,2021,14.28
Pangkajene Dan Kepulauan,2022,13.92
Pangkajene Dan Kepulauan,2023,13.4
Pangkajene Dan Kepulauan,2024,12.41
Paniai,2018,37.35
Paniai,2019,37.16
Paniai,2020,36.71
Paniai,2021,36.59
Paniai,2022,36.63
Paniai,2023,35.39
Paniai,2024,37.07
Parigi Moutong,2018,17.41
Parigi Moutong,2019,16.64
Parigi Moutong,2020,15.85
Parigi Moutong,2021,15.28
Parigi Moutong,2022,14.63
Parigi Moutong,2023,14.91
Parigi Moutong,2024,14.2
Pasaman,2018,7.31
Pasaman,2019,7.21
Pasaman,2020,7.16
Pasaman,2021,7.48
Pasaman,2022,6.85
Pasaman,2023,6.8
Pasaman,2024,6.74
Pasaman Barat,2018,7.34
Pasaman Barat,2019,7.14
Pasaman Barat,2020,7.04
Pasaman Barat,2021,7.51
Pasaman Barat,2022,6.93
Pasaman Barat,2023,6.92
Pasaman Barat,2024,7.0
Paser,2018,9.03
Paser,2019,8.95
Paser,2020,9.23
Paser,2021,9.73
Paser,2022,9.43
Paser,2023,9.11
Paser,2024,8.63
Pasuruan,2018,9.45
Pasuruan,2019,8.68
Pasuruan,2020,9.26
Pasuruan,2021,9.7
Pasuruan,2022,8.96
Pasuruan,2023,9.24
Pasuruan,2024,8.63
Pati,2018,9.9
Pati,2019,9.46
Pati,2020,10.08
Pati,2021,10.21
Pati,2022,9.33
Pati,2023,9.31
Pati,2024,9.17
Pegunungan Arfak,2018,35.72
Pegunungan Arfak,2019,34.83
Pegunungan Arfak,2020,33.81
Pegunungan Arfak,2021,34.7
Pegunungan Arfak,2022,33.71
Pegunungan Arfak,2023,32.29
Pegunungan Arfak,2024,31.76
Pegunungan Bintang,2018,30.75
Pegunungan Bintang,2019,30.51
Pegunungan Bintang,2020,30.15
Pegunungan Bintang,2021,30.46
Pegunungan Bintang,2022,30.32
Pegunungan Bintang,2023,29.79
Pegunungan Bintang,2024,28.95
Pekalongan,2018,10.06
Pekalongan,2019,9.71
Pekalongan,2020,10.19
Pekalongan,2021,10.57
Pekalongan,2022,9.67
Pekalongan,2023,9.67
Pekalongan,2024,8.95
Pelalawan,2018,9.73
Pelalawan,2019,9.62
Pelalawan,2020,9.16
Pelalawan,2021,9.63
Pelalawan,2022,8.97
Pelalawan,2023,8.15
Pelalawan,2024,8.49
Pemalang,2018,16.04
Pemalang,2019,15.41
Pemalang,2020,16.02
Pemalang,2021,16.56
Pemalang,2022,15.06
Pemalang,2023,15.03
Pemalang,2024,14.92
Penajam Paser Utara,2018,7.4
Penajam Paser Utara,2019,7.18
Penajam Paser Utara,2020,7.36
Penajam Paser Utara,2021,7.61
Penajam Paser Utara,2022,7.25
Penajam Paser Utara,2023,6.97
Penajam Paser Utara,2024,6.69
Penukal Abab Lematang Ilir,2018,13.81
Penukal Abab Lematang Ilir,2019,13.47
Penukal Abab Lematang Ilir,2020,12.62
Penukal Abab Lematang Ilir,2021,12.91
Penukal Abab Lematang Ilir,2022,11.76
Penukal Abab Lematang Ilir,2023,10.91
Penukal Abab Lematang Ilir,2024,9.82
Pesawaran,2018,15.97
Pesawaran,2019,15.19
Pesawaran,2020,14.76
Pesawaran,2021,15.11
Pesawaran,2022,13.85
Pesawaran,2023,12.89
Pesawaran,2024,11.86
Pesisir Barat,2018,14.98
Pesisir Barat,2019,14.48
Pesisir Barat,2020,14.29
Pesisir Barat,2021,14.81
Pesisir Barat,2022,13.84
Pesisir Barat,2023,13.49
Pesisir Barat,2024,12.64
Pesisir Selatan,2018,7.59
Pesisir Selatan,2019,7.88
Pesisir Selatan,2020,7.61
Pesisir Selatan,2021,7.92
Pesisir Selatan,2022,7.11
Pesisir Selatan,2023,7.34
Pesisir Selatan,2024,7.49
Pidie,2018,20.47
Pidie,2019,19.46
Pidie,2020,19.23
Pidie,2021,19.59
Pidie,2022,18.79
Pidie,2023,18.78
Pidie,2024,18.59
Pidie Jaya,2018,20.17
Pidie Jaya,2019,19.31
Pidie Jaya,2020,19.19
Pidie Jaya,2021,19.55
Pidie Jaya,2022,18.45
Pidie Jaya,2023,18.4
Pidie Jaya,2024,18.28
Pinrang,2018,8.81
Pinrang,2019,8.46
Pinrang,2020,8.86
Pinrang,2021,8.81
Pinrang,2022,8.79
Pinrang,2023,8.9
Pinrang,2024,8.55
Pohuwato,2018,19.4
Pohuwato,2019,18.16
Pohuwato,2020,17.62
Pohuwato,2021,18.08
Pohuwato,2022,17.87
Pohuwato,2023,17.64
Pohuwato,2024,17.11
Polewali Mandar,2018,15.97
Polewali Mandar,2019,15.6
Polewali Mandar,2020,15.26
Polewali Mandar,2021,15.68
Polewali Mandar,2022,16.39
Polewali Mandar,2023,16.08
Polewali Mandar,2024,15.66
Ponorogo,2018,10.36
Ponorogo,2019,9.64
Ponorogo,2020,9.95
Ponorogo,2021,10.26
Ponorogo,2022,9.32
Ponorogo,2023,9.53
Ponorogo,2024,9.11
Pontianak,2018,5.61
