Kabupaten/Kota,Tahun,Persentase Penduduk Miskin
Pontianak,2019,5.32
Pontianak,2020,4.95
Pontianak,2021,5.18
Pontianak,2022,5.32
Pontianak,2023,5.21
Pontianak,2024,4.83
Poso,2018,16.71
Poso,2019,15.65
Poso,2020,15.45
Poso,2021,15.92
Poso,2022,15.18
Poso,2023,15.16
Poso,2024,14.23
Pringsewu,2018,10.5
Pringsewu,2019,10.15
Pringsewu,2020,9.97
Pringsewu,2021,10.11
Pringsewu,2022,9.34
Pringsewu,2023,9.14
Pringsewu,2024,8.32
Probolinggo,2018,18.71
Probolinggo,2019,17.76
Probolinggo,2020,18.61
Probolinggo,2021,18.91
Probolinggo,2022,17.12
Probolinggo,2023,17.19
Probolinggo,2024,16.45
Pulang Pisau,2018,4.51
Pulang Pisau,2019,4.24
Pulang Pisau,2020,4.09
Pulang Pisau,2021,4.24
Pulang Pisau,2022,4.7
Pulang Pisau,2023,4.58
Pulang Pisau,2024,4.56
Pulau Morotai,2018,7.16
Pulau Morotai,2019,7.27
Pulau Morotai,2020,6.46
Pulau Morotai,2021,6.52
Pulau Morotai,2022,5.42
Pulau Morotai,2023,5.38
Pulau Morotai,2024,5.11
Pulau Taliabu,2018,7.35
Pulau Taliabu,2019,7.53
Pulau Taliabu,2020,7.3
Pulau Taliabu,2021,7.49
Pulau Taliabu,2022,6.88
Pulau Taliabu,2023,7.31
Pulau Taliabu,2024,7.13
Puncak,2018,38.15
Puncak,2019,38.24
Puncak,2020,36.96
Puncak,2021,36.26
Puncak,2022,36.25
Puncak,2023,36.44
Puncak,2024,37.49
Puncak Jaya,2018,36.27
Puncak Jaya,2019,35.71
Puncak Jaya,2020,34.74
Puncak Jaya,2021,36.0
Puncak Jaya,2022,36.3
Puncak Jaya,2023,35.6
Puncak Jaya,2024,35.94
Purbalingga,2018,15.62
Purbalingga,2019,15.03
Purbalingga,2020,15.9
Purbalingga,2021,16.24
Purbalingga,2022,15.3
Purbalingga,2023,14.99
Purbalingga,2024,14.18
Purwakarta,2018,7.99
Purwakarta,2019,7.48
Purwakarta,2020,8.27
Purwakarta,2021,8.83
Purwakarta,2022,8.7
Purwakarta,2023,8.46
Purwakarta,2024,8.41
Purworejo,2018,11.67
Purworejo,2019,11.45
Purworejo,2020,11.78
Purworejo,2021,12.4
Purworejo,2022,11.53
Purworejo,2023,11.33
Purworejo,2024,10.87
Raja Ampat,2018,17.8
Raja Ampat,2019,17.16
Raja Ampat,2020,17.01
Raja Ampat,2021,17.5
Raja Ampat,2022,17.32
Raja Ampat,2023,16.76
Raja Ampat,2024,15.83
Rejang Lebong,2018,16.23
Rejang Lebong,2019,15.95
Rejang Lebong,2020,15.85
Rejang Lebong,2021,15.85
Rejang Lebong,2022,15.65
Rejang Lebong,2023,14.79
Rejang Lebong,2024,14.65
Rembang,2018,15.41
Rembang,2019,14.95
Rembang,2020,15.6
Rembang,2021,15.8
Rembang,2022,14.65
Rembang,2023,14.17
Rembang,2024,14.02
Rokan Hilir,2018,7.06
Rokan Hilir,2019,7.01
Rokan Hilir,2020,6.72
Rokan Hilir,2021,7.18
Rokan Hilir,2022,6.73
Rokan Hilir,2023,7.07
Rokan Hilir,2024,7.01
Rokan Hulu,2018,10.95
Rokan Hulu,2019,10.53
Rokan Hulu,2020,10.31
Rokan Hulu,2021,10.4
Rokan Hulu,2022,9.95
Rokan Hulu,2023,9.72
Rokan Hulu,2024,9.62
Rote Ndao,2018,28.08
Rote Ndao,2019,27.95
Rote Ndao,2020,27.54
Rote Ndao,2021,28.08
Rote Ndao,2022,27.45
Rote Ndao,2023,27.05
Rote Ndao,2024,25.78
Sabu Raijua,2018,30.83
Sabu Raijua,2019,30.52
Sabu Raijua,2020,30.18
Sabu Raijua,2021,30.13
Sabu Raijua,2022,28.73
Sabu Raijua,2023,28.37
Sabu Raijua,2024,28.13
Sambas,2018,8.55
Sambas,2019,8.19
Sambas,2020,7.7
Sambas,2021,7.66
Sambas,2022,6.92
Sambas,2023,7.08
Sambas,2024,6.53
Samosir,2018,13.38
Samosir,2019,12.52
Samosir,2020,12.48
Samosir,2021,12.68
Samosir,2022,11.77
Samosir,2023,11.66
Samosir,2024,11.63
Sampang,2018,21.21
Sampang,2019,20.71
Sampang,2020,22.78
Sampang,2021,23.76
Sampang,2022,21.61
Sampang,2023,21.76
Sampang,2024,20.83
Sanggau,2018,4.67
Sanggau,2019,4.57
Sanggau,2020,4.46
Sanggau,2021,4.55
Sanggau,2022,4.51
Sanggau,2023,4.79
Sanggau,2024,4.67
Sarmi,2018,14.51
Sarmi,2019,14.41
Sarmi,2020,13.87
Sarmi,2021,13.84
Sarmi,2022,13.76
Sarmi,2023,13.21
Sarmi,2024,14.05
Sarolangun,2018,8.73
Sarolangun,2019,8.45
Sarolangun,2020,8.42
Sarolangun,2021,8.87
Sarolangun,2022,8.48
Sarolangun,2023,8.54
Sarolangun,2024,8.36
Sekadau,2018,6.17
Sekadau,2019,6.11
Sekadau,2020,5.87
Sekadau,2021,6.26
Sekadau,2022,5.85
Sekadau,2023,5.9
Sekadau,2024,5.66
Seluma,2018,19.6
Seluma,2019,19.1
Seluma,2020,18.56
Seluma,2021,18.72
Seluma,2022,18.36
Seluma,2023,18.0
Seluma,2024,17.23
Semarang,2018,7.29
Semarang,2019,7.04
Semarang,2020,7.51
Semarang,2021,7.82
Semarang,2022,7.27
Semarang,2023,7.17
Semarang,2024,6.96
Seram Bagian Barat,2018,25.62
Seram Bagian Barat,2019,25.16
Seram Bagian Barat,2020,25.11
Seram Bagian Barat,2021,25.27
Seram Bagian Barat,2022,22.25
Seram Bagian Barat,2023,22.39
Seram Bagian Barat,2024,22.31
Seram Bagian Timur,2018,23.62
Seram Bagian Timur,2019,23.13
Seram Bagian Timur,2020,23.04
Seram Bagian Timur,2021,23.25
Seram Bagian Timur,2022,20.73
Seram Bagian Timur,2023,21.08
Seram Bagian Timur,2024,21.03
Serang,2018,4.3
Serang,2019,4.08
Serang,2020,4.94
Serang,2021,5.49
Serang,2022,4.96
Serang,2023,4.85
Serang,2024,4.51
Serdang Bedagai,2018,8.22
Serdang Bedagai,2019,7.9
Serdang Bedagai,2020,7.97
Serdang Bedagai,2021,8.3
Serdang Bedagai,2022,7.82
Serdang Bedagai,2023,7.44
Serdang Bedagai,2024,6.97
Seruyan,2018,7.43
Seruyan,2019,7.19
Seruyan,2020,6.85
Seruyan,2021,7.22
Seruyan,2022,7.43
Seruyan,2023,7.12
Seruyan,2024,7.08
Siak,2018,5.44
Siak,2019,5.03
Siak,2020,5.09
Siak,2021,5.18
Siak,2022,5.07
Siak,2023,5.23
Siak,2024,5.08
Siau Tagulandang Biaro,2018,9.87
Siau Tagulandang Biaro,2019,9.56
Siau Tagulandang Biaro,2020,8.94
Siau Tagulandang Biaro,2021,8.94
Siau Tagulandang Biaro,2022,8.2
Siau Tagulandang Biaro,2023,8.76
Siau Tagulandang Biaro,2024,8.32
Sidenreng Rappang,2018,5.16
Sidenreng Rappang,2019,4.79
Sidenreng Rappang,2020,5.05
Sidenreng Rappang,2021,5.04
Sidenreng Rappang,2022,5.11
Sidenreng Rappang,2023,5.14
Sidenreng Rappang,2024,5.02
Sidoarjo,2018,5.69
Sidoarjo,2019,5.32
Sidoarjo,2020,5.59
Sidoarjo,2021,5.93
Sidoarjo,2022,5.36
Sidoarjo,2023,5.0
Sidoarjo,2024,4.53
Sigi,2018,12.6
Sigi,2019,12.91
Sigi,2020,12.45
Sigi,2021,13.05
Sigi,2022,12.3
Sigi,2023,12.83
Sigi,2024,12.06
Sijunjung,2018,7.11
Sijunjung,2019,7.04
Sijunjung,2020,6.78
Sijunjung,2021,6.8
Sijunjung,2022,6.0
Sijunjung,2023,5.88
Sijunjung,2024,5.78
Sikka,2018,13.82
Sikka,2019,13.53
Sikka,2020,13.12
Sikka,2021,13.35
Sikka,2022,12.61
Sikka,2023,12.56
Sikka,2024,11.89
Simalungun,2018,9.31
Simalungun,2019,8.81
Simalungun,2020,8.46
Simalungun,2021,8.81
Simalungun,2022,8.26
Simalungun,2023,7.87
Simalungun,2024,7.72
Simeulue,2018,19.78
Simeulue,2019,18.99
Simeulue,2020,18.49
Simeulue,2021,18.98
Simeulue,2022,18.37
Simeulue,2023,17.92
Simeulue,2024,17.69
Sinjai,2018,9.28
Sinjai,2019,9.14
Sinjai,2020,9.0
Sinjai,2021,8.84
Sinjai,2022,8.8
Sinjai,2023,8.55
Sinjai,2024,7.82
Sintang,2018,10.35
Sintang,2019,9.65
Sintang,2020,9.27
Sintang,2021,9.28
Sintang,2022,8.57
Sintang,2023,8.18
Sintang,2024,8.03
Situbondo,2018,11.82
Situbondo,2019,11.2
Situbondo,2020,12.22
Situbondo,2021,12.63
Situbondo,2022,11.78
Situbondo,2023,11.9
Situbondo,2024,11.51
Sleman,2018,7.65
Sleman,2019,7.41
Sleman,2020,8.12
Sleman,2021,8.64
Sleman,2022,7.74
Sleman,2023,7.52
Sleman,2024,7.46
Solok,2018,8.88
Solok,2019,7.98
Solok,2020,7.81
Solok,2021,8.01
Solok,2022,7.12
Solok,2023,7.13
Solok,2024,7.31
Solok Selatan,2018,7.07
Solok Selatan,2019,7.33
Solok Selatan,2020,7.15
Solok Selatan,2021,7.52
Solok Selatan,2022,6.51
Solok Selatan,2023,6.45
Solok Selatan,2024,6.56
Soppeng,2018,7.5
Soppeng,2019,7.25
Soppeng,2020,7.59
Soppeng,2021,7.53
Soppeng,2022,7.49
Soppeng,2023,7.48
Soppeng,2024,6.9
Sorong,2018,30.19
Sorong,2019,28.61
Sorong,2020,27.48
Sorong,2021,27.78
Sorong,2022,27.58
Sorong,2023,26.88
Sorong,2024,25.71
Sorong Selatan,2018,19.14
Sorong Selatan,2019,18.41
Sorong Selatan,2020,18.28
Sorong Selatan,2021,18.55
Sorong Selatan,2022,18.48
Sorong Selatan,2023,18.11
Sorong Selatan,2024,17.83
Sragen,2018,13.12
Sragen,2019,12.79
Sragen,2020,13.38
Sragen,2021,13.83
Sragen,2022,12.94
Sragen,2023,12.87
Sragen,2024,12.41
Subang,2018,8.67
Subang,2019,8.12
Subang,2020,9.31
Subang,2021,10.03
Subang,2022,9.75
Subang,2023,9.52
Subang,2024,9.49
Sukabumi,2018,6.76
Sukabumi,2019,6.22
Sukabumi,2020,7.09
Sukabumi,2021,7.7
Sukabumi,2022,7.34
Sukabumi,2023,7.01
Sukabumi,2024,6.87
Sukamara,2018,3.19
Sukamara,2019,3.16
Sukamara,2020,3.23
Sukamara,2021,3.66
Sukamara,2022,3.72
Sukamara,2023,3.96
Sukamara,2024,4.14
Sukoharjo,2018,7.41
Sukoharjo,2019,7.14
Sukoharjo,2020,7.68
Sukoharjo,2021,8.23
Sukoharjo,2022,7.61
Sukoharjo,2023,7.58
Sukoharjo,2024,7.47
Sumba Barat,2018,28.51
Sumba Barat,2019,28.29
Sumba Barat,2020,28.17
Sumba Barat,2021,28.39
Sumba Barat,2022,27.47
Sumba Barat,2023,27.17
Sumba Barat,2024,26.52
Sumba Barat Daya,2018,28.88
Sumba Barat Daya,2019,28.06
Sumba Barat Daya,2020,28.0
Sumba Barat Daya,2021,28.18
Sumba Barat Daya,2022,27.16
Sumba Barat Daya,2023,27.48
Sumba Barat Daya,2024,27.2
Sumba Tengah,2018,34.85
Sumba Tengah,2019,34.62
Sumba Tengah,2020,34.49
Sumba Tengah,2021,34.27
Sumba Tengah,2022,32.51
Sumba Tengah,2023,31.78
Sumba Tengah,2024,30.84
Sumba Timur,2018,30.13
Sumba Timur,2019,30.02
Sumba Timur,2020,29.65
Sumba Timur,2021,29.68
Sumba Timur,2022,28.22
Sumba Timur,2023,28.08
Sumba Timur,2024,27.04
Sumbawa,2018,14.08
Sumbawa,2019,13.9
Sumbawa,2020,13.65
Sumbawa,2021,13.91
Sumbawa,2022,13.5
Sumbawa,2023,13.91
Sumbawa,2024,12.87
Sumbawa Barat,2018,14.17
Sumbawa Barat,2019,13.85
Sumbawa Barat,2020,13.34
Sumbawa Barat,2021,13.54
Sumbawa Barat,2022,13.02
Sumbawa Barat,2023,12.95
Sumbawa Barat,2024,12.23
Sumedang,2018,9.76
Sumedang,2019,9.05
Sumedang,2020,10.26
Sumedang,2021,10.71
Sumedang,2022,10.14
Sumedang,2023,9.36
Sumedang,2024,9.1
Sumenep,2018,20.16
Sumenep,2019,19.48
Sumenep,2020,20.18
Sumenep,2021,20.51
Sumenep,2022,18.76
Sumenep,2023,18.7
Sumenep,2024,17.78
Supiori,2018,39.22
Supiori,2019,38.79
Supiori,2020,36.91
Supiori,2021,37.91
Supiori,2022,37.7
Supiori,2023,36.99
Supiori,2024,37.72
Tabalong,2018,5.95
Tabalong,2019,6.01
Tabalong,2020,5.72
Tabalong,2021,6.27
Tabalong,2022,5.87
Tabalong,2023,5.77
Tabalong,2024,5.64
Tabanan,2018,4.46
Tabanan,2019,4.21
Tabanan,2020,4.27
Tabanan,2021,5.12
Tabanan,2022,5.18
Tabanan,2023,4.7
Tabanan,2024,4.4
Takalar,2018,9.0
Takalar,2019,8.7
Takalar,2020,8.44
Takalar,2021,8.25
Takalar,2022,8.25
Takalar,2023,8.29
Takalar,2024,7.75
Tambrauw,2018,34.59
Tambrauw,2019,33.66
Tambrauw,2020,32.8
Tambrauw,2021,33.86
Tambrauw,2022,32.45
Tambrauw,2023,31.23
Tambrauw,2024,29.88
Tana Tidung,2018,5.08
Tana Tidung,2019,4.72
Tana Tidung,2020,4.81
Tana Tidung,2021,5.15
Tana Tidung,2022,4.45
Tana Tidung,2023,4.62
Tana Tidung,2024,4.47
Tana Toraja,2018,12.75
Tana Toraja,2019,12.35
Tana Toraja,2020,12.1
Tana Toraja,2021,12.27
Tana Toraja,2022,12.18
Tana Toraja,2023,12.48
Tana Toraja,2024,10.79
Tanah Bumbu,2018,4.88
Tanah Bumbu,2019,4.85
Tanah Bumbu,2020,4.6
Tanah Bumbu,2021,4.82
Tanah Bumbu,2022,4.26
Tanah Bumbu,2023,4.12
Tanah Bumbu,2024,3.41
Tanah Datar,2018,5.32
Tanah Datar,2019,4.66
Tanah Datar,2020,4.4
Tanah Datar,2021,4.54
Tanah Datar,2022,4.26
Tanah Datar,2023,4.16
Tanah Datar,2024,4.28
Tanah Laut,2018,4.4
Tanah Laut,2019,4.51
Tanah Laut,2020,4.26
Tanah Laut,2021,4.57
Tanah Laut,2022,3.86
Tanah Laut,2023,3.73
Tanah Laut,2024,3.74
Tangerang,2018,5.18
Tangerang,2019,5.14
Tangerang,2020,6.23
Tangerang,2021,7.12
Tangerang,2022,6.92
Tangerang,2023,6.93
Tangerang,2024,6.55
Tanggamus,2018,12.48
Tanggamus,2019,12.05
Tanggamus,2020,11.68
Tanggamus,2021,11.81
Tanggamus,2022,10.98
Tanggamus,2023,10.52
Tanggamus,2024,10.28
Tanjung Jabung Barat,2018,11.1
Tanjung Jabung Barat,2019,10.56
Tanjung Jabung Barat,2020,10.29
Tanjung Jabung Barat,2021,10.75
Tanjung Jabung Barat,2022,10.0
Tanjung Jabung Barat,2023,9.79
Tanjung Jabung Barat,2024,9.54
Tanjung Jabung Timur,2018,12.38
Tanjung Jabung Timur,2019,11.54
Tanjung Jabung Timur,2020,10.95
Tanjung Jabung Timur,2021,11.39
Tanjung Jabung Timur,2022,10.91
Tanjung Jabung Timur,2023,10.85
Tanjung Jabung Timur,2024,10.14
Tapanuli Selatan,2018,9.16
Tapanuli Selatan,2019,8.6
Tapanuli Selatan,2020,8.47
Tapanuli Selatan,2021,8.8
Tapanuli Selatan,2022,8.07
Tapanuli Selatan,2023,7.01
Tapanuli Selatan,2024,6.92
Tapanuli Tengah,2018,13.17
Tapanuli Tengah,2019,12.53
Tapanuli Tengah,2020,12.38
Tapanuli Tengah,2021,12.67
Tapanuli Tengah,2022,11.71
Tapanuli Tengah,2023,11.5
Tapanuli Tengah,2024,11.8
Tapanuli Utara,2018,9.75
Tapanuli Utara,2019,9.48
Tapanuli Utara,2020,9.37
Tapanuli Utara,2021,9.72
Tapanuli Utara,2022,8.93
Tapanuli Utara,2023,8.54
Tapanuli Utara,2024,8.21
Tapin,2018,3.7
Tapin,2019,3.41
Tapin,2020,3.06
Tapin,2021,3.6
Tapin,2022,3.6
Tapin,2023,3.19
Tapin,2024,3.33
Tasikmalaya,2018,9.85
Tasikmalaya,2019,9.12
Tasikmalaya,2020,10.34
Tasikmalaya,2021,11.15
Tasikmalaya,2022,10.73
Tasikmalaya,2023,10.28
Tasikmalaya,2024,10.23
Tebo,2018,6.58
Tebo,2019,6.47
Tebo,2020,6.26
Tebo,2021,6.68
Tebo,2022,6.34
Tebo,2023,6.46
Tebo,2024,6.12
Tegal,2018,7.94
Tegal,2019,7.64
Tegal,2020,8.14
Tegal,2021,8.6
Tegal,2022,7.9
Tegal,2023,7.3
Tegal,2024,6.81
Teluk Bintuni,2018,31.3
Teluk Bintuni,2019,30.57
Teluk Bintuni,2020,29.39
Teluk Bintuni,2021,29.79
Teluk Bintuni,2022,29.73
Teluk Bintuni,2023,28.24
Teluk Bintuni,2024,26.99
Teluk Wondama,2018,33.32
Teluk Wondama,2019,32.42
Teluk Wondama,2020,30.91
Teluk Wondama,2021,31.61
Teluk Wondama,2022,30.06
Teluk Wondama,2023,28.9
Teluk Wondama,2024,28.47
Temanggung,2018,9.87
Temanggung,2019,9.42
Temanggung,2020,9.96
Temanggung,2021,10.17
Temanggung,2022,9.33
Temanggung,2023,9.26
Temanggung,2024,8.67
Timor Tengah Selatan,2018,28.06
Timor Tengah Selatan,2019,27.87
Timor Tengah Selatan,2020,27.49
Timor Tengah Selatan,2021,26.64
Timor Tengah Selatan,2022,25.45
Timor Tengah Selatan,2023,25.18
Timor Tengah Selatan,2024,24.68
Timor Tengah Utara,2018,22.31
Timor Tengah Utara,2019,22.45
Timor Tengah Utara,2020,22.28
Timor Tengah Utara,2021,22.62
Timor Tengah Utara,2022,21.5
Timor Tengah Utara,2023,21.85
Timor Tengah Utara,2024,20.89
Toba Samosir,2018,8.67
Toba Samosir,2019,8.6
Toba Samosir,2020,8.71
Toba Samosir,2021,8.99
Toba Samosir,2022,8.89
Toba Samosir,2023,8.04
Toba Samosir,2024,8.07
Tojo Una-Una,2018,18.27
Tojo Una-Una,2019,17.16
Tojo Una-Una,2020,16.39
Tojo Una-Una,2021,16.6
Tojo Una-Una,2022,16.12
Tojo Una-Una,2023,16.74
Tojo Una-Una,2024,16.36
Toli-Toli,2018,13.66
Toli-Toli,2019,13.09
Toli-Toli,2020,12.85
Toli-Toli,2021,13.51
Toli-Toli,2022,12.74
Toli-Toli,2023,12.85
Toli-Toli,2024,12.45
Tolikara,2018,33.14
Tolikara,2019,32.9
Tolikara,2020,32.04
Tolikara,2021,32.6
Tolikara,2022,31.31
Tolikara,2023,31.57
Tolikara,2024,31.22
Toraja Utara,2018,13.37
Toraja Utara,2019,12.41
Toraja Utara,2020,12.01
Toraja Utara,2021,11.99
Toraja Utara,2022,11.65
Toraja Utara,2023,12.12
Toraja Utara,2024,10.73
Trenggalek,2018,12.02
Trenggalek,2019,10.98
Trenggalek,2020,11.62
Trenggalek,2021,12.14
Trenggalek,2022,10.96
Trenggalek,2023,10.63
Trenggalek,2024,10.5
Tuban,2018,15.31
Tuban,2019,14.58
Tuban,2020,15.91
Tuban,2021,16.31
Tuban,2022,15.02
Tuban,2023,14.91
Tuban,2024,14.36
Tulang Bawang Barat,2018,8.1
Tulang Bawang Barat,2019,7.75
Tulang Bawang Barat,2020,7.39
Tulang Bawang Barat,2021,8.32
Tulang Bawang Barat,2022,7.44
Tulang Bawang Barat,2023,7.25
Tulang Bawang Barat,2024,7.22
Tulangbawang,2018,9.7
Tulangbawang,2019,9.35
Tulangbawang,2020,9.33
Tulangbawang,2021,9.67
Tulangbawang,2022,8.42
Tulangbawang,2023,8.04
Tulangbawang,2024,7.88
Tulungagung,2018,7.27
Tulungagung,2019,6.74
Tulungagung,2020,7.33
Tulungagung,2021,7.51
Tulungagung,2022,6.71
Tulungagung,2023,6.53
Tulungagung,2024,6.28
Wajo,2018,7.5
Wajo,2019,6.91
Wajo,2020,6.95
Wajo,2021,6.46
Wajo,2022,6.57
Wajo,2023,6.73
Wajo,2024,6.47
Wakatobi,2018,14.85
Wakatobi,2019,14.75
Wakatobi,2020,14.31
Wakatobi,2021,14.91
Wakatobi,2022,14.55
Wakatobi,2023,14.81
Wakatobi,2024,14.36
Waropen,2018,30.53
Waropen,2019,30.95
Waropen,2020,29.54
Waropen,2021,29.85
Waropen,2022,30.22
Waropen,2023,29.16
Waropen,2024,29.85
Way Kanan,2018,13.52
Way Kanan,2019,13.07
Way Kanan,2020,12.9
Way Kanan,2021,13.09
Way Kanan,2022,11.76
Way Kanan,2023,11.02
Way Kanan,2024,10.43
Wonogiri,2018,10.75
Wonogiri,2019,10.25
Wonogiri,2020,10.86
Wonogiri,2021,11.55
Wonogiri,2022,10.99
Wonogiri,2023,10.94
Wonogiri,2024,10.71
Wonosobo,2018,17.58
Wonosobo,2019,16.63
Wonosobo,2020,17.36
Wonosobo,2021,17.67
Wonosobo,2022,16.17
Wonosobo,2023,15.58
Wonosobo,2024,15.28
Yahukimo,2018,39.25
Yahukimo,2019,38.82
Yahukimo,2020,37.34
Yahukimo,2021,37.64
Yahukimo,2022,36.21
Yahukimo,2023,36.08
Yahukimo,2024,33.82
Yalimo,2018,35.45
Yalimo,2019,34.52
Yalimo,2020,32.82
Yalimo,2021,33.25
Yalimo,2022,31.68
Yalimo,2023,30.97
Yalimo,2024,30.02
