Kabupaten/Kota,Tahun,Prevalensi Konsumsi Pangan Tidak Cukup
Nagekeo,2023,13.85
Manggarai Timur,2023,12.9
Sabu Raijua,2023,10.63
Malaka,2023,15.13
Kota Kupang,2023,23.07
Sambas,2023,16.85
Bengkayang,2023,15.21
Landak,2023,10.43
Mempawah,2023,18.88
Sanggau,2023,18.52
Ketapang,2023,14.58
Sintang,2023,13.56
Kapuas Hulu,2023,12.75
Sekadau,2023,20.1
Melawi,2023,19.73
Kayong Utara,2023,11.9
Kubu Raya,2023,19.55
Kota Pontianak,2023,9.71
Kota Singkawang,2023,9.29
Kotawaringin Barat,2023,6.52
Kotawaringin Timur,2023,8.44
Kapuas,2023,16.09
Barito Selatan,2023,11.68
Barito Utara,2023,13.2
Sukamara,2023,6.43
Lamandau,2023,7.13
Seruyan,2023,7.11
Katingan,2023,7.47
Pulang Pisau,2023,10.73
Gunung Mas,2023,8.24
Barito Timur,2023,10.92
Murung Raya,2023,8.97
Kota Palangka Raya,2023,6.34
Tanah Laut,2023,4.06
Kota Baru,2023,4.43
Banjar,2023,5.61
Barito Kuala,2023,6.73
Tapin,2023,4.1
Hulu Sungai Selatan,2023,6.26
Hulu Sungai Tengah,2023,5.55
Hulu Sungai Utara,2023,5.63
Tabalong,2023,4.15
Tanah Bumbu,2023,2.31
Balangan,2023,6.04
Kota Banjarmasin,2023,3.56
Kota Banjar Baru,2023,2.31
Paser,2023,11.99
Kutai Barat,2023,12.63
Kutai Kartanegara,2023,10.59
Kutai Timur,2023,8.7
Berau,2023,7.86
Penajam Paser Utara,2023,16.34
Mahakam Ulu,2023,13.82
Kota Balikpapan,2023,6.98
Kota Samarinda,2023,7.87
Kota Bontang,2023,6.95
Malinau,2023,16.44
Bulungan,2023,15.43
Tana Tidung,2023,16.78
Nunukan,2023,19.75
Kota Tarakan,2023,12.82
Bolaang Mongondow,2023,6.38
Minahasa,2023,5.42
Kepulauan Sangihe,2023,11.12
Kepulauan Talaud,2023,7.34
Minahasa Selatan,2023,9.15
Minahasa Utara,2023,7.11
Bolaang Mongondow Utara,2023,8.54
Siau Tagulandang Biaro,2023,8.85
Minahasa Tenggara,2023,7.35
Bolaang Mongondow Selatan,2023,6.57
Bolaang Mongondow Timur,2023,6.55
Kota Manado,2023,4.63
Kota Bitung,2023,3.91
Kota Tomohon,2023,3.75
Kota Kotamobagu,2023,4.61
Banggai Kepulauan,2023,16.56
Banggai,2023,9.95
Morowali,2023,7.9
Poso,2023,7.36
Donggala,2023,11.36
Toli-Toli,2023,13.66
Buol,2023,8.48
Parigi Moutong,2023,9.92
Tojo Una-Una,2023,10.78
Sigi,2023,14.11
Banggai Laut,2023,13.42
Morowali Utara,2023,7.1
Kota Palu,2023,6.0
Kepulauan Selayar,2023,8.14
Bulukumba,2023,10.71
Bantaeng,2023,8.97
Jeneponto,2023,11.41
Takalar,2023,9.71
Gowa,2023,8.42
Sinjai,2023,8.58
Maros,2023,7.15
Pangkajene dan Kepulauan,2023,4.17
Barru,2023,8.2
Bone,2023,12.55
Soppeng,2023,13.14
Wajo,2023,6.67
Sidenreng Rappang,2023,6.81
Pinrang,2023,7.1
Enrekang,2023,7.48
Luwu,2023,7.61
Tana Toraja,2023,9.67
Luwu Utara,2023,5.38
Luwu Timur,2023,6.85
Toraja Utara,2023,6.2
Kota Makasar,2023,5.18
Kota Parepare,2023,6.37
Kota Palopo,2023,4.35
Buton,2023,15.7
Muna,2023,13.98
Konawe,2023,8.44
Kolaka,2023,7.27
Konawe Selatan,2023,12.94
Bombana,2023,9.62
Wakatobi,2023,10.65
Kolaka Utara,2023,7.55
Buton Utara,2023,11.7
Konawe Utara,2023,5.56
Kolaka Timur,2023,11.25
Konawe Kepulauan,2023,8.79
Muna Barat,2023,14.85
Buton Tengah,2023,17.56
Buton Selatan,2023,11.65
Kota Kendari,2023,6.44
Kota Baubau,2023,10.84
Boalemo,2023,13.99
Gorontalo,2023,14.97
Pohuwato,2023,18.72
Bone Bolango,2023,16.03
Gorontalo Utara,2023,18.9
Kota Gorontalo,2023,10.84
Majene,2023,6.66
Polewali Mandar,2023,8.65
Mamasa,2023,14.95
Mamuju,2023,7.35
Mamuju Utara,2023,5.48
Mamuju Tengah,2023,7.4
Maluku Tenggara Barat,2023,34.05
Maluku Tenggara,2023,31.66
Maluku Tengah,2023,34.62
Buru,2023,28.23
Kepulauan Aru,2023,31.68
Seram Bagian Barat,2023,32.7
Seram Bagian Timur,2023,31.79
Maluku Barat Daya,2023,26.59
Buru Selatan,2023,38.87
Kota Ambon,2023,24.12
Kota Tual,2023,29.31
Halmahera Barat,2023,37.41
Halmahera Tengah,2023,15.3
Kepulauan Sula,2023,44.37
Halmahera Selatan,2023,30.48
Halmahera Utara,2023,31.22
Halmahera Timur,2023,32.27
Pulau Morotai,2023,30.64
Pulau Taliabu,2023,39.21
Kota Ternate,2023,17.86
Kota Tidore Kepulauan,2023,26.77
Fakfak,2023,24.29
Kaimana,2023,21.91
Teluk Wondama,2023,28.47
Teluk Bintuni,2023,21.48
Manokwari,2023,22.6
Manokwari Selatan,2023,27.0
Pegunungan Arfak,2023,48.23
Raja Ampat,2023,33.62
Sorong,2023,29.71
Sorong Selatan,2023,28.34
Maybrat,2023,18.13
Tambrauw,2023,34.92
Kota Sorong,2023,17.21
Jayapura,2023,22.44
Kepulauan Yapen,2023,35.24
Biak Numfor,2023,32.58
Sarmi,2023,43.89
Keerom,2023,47.9
Waropen,2023,35.93
Supiori,2023,27.98
Mamberamo Raya,2023,48.03
Kota Jayapura,2023,18.59
Merauke,2023,23.02
Boven Digoel,2023,39.13
Mappi,2023,48.88
Asmat,2023,42.88
Mimika,2023,28.76
Dogiyai,2023,67.17
Deiyai,2023,66.76
Nabire,2023,28.08
Paniai,2023,58.96
Intan Jaya,2023,41.29
Puncak,2023,47.27
Puncak Jaya,2023,39.43
Nduga,2023,20.68
Jayawijaya,2023,30.07
Lanny Jaya,2023,20.07
Tolikara,2023,51.68
Mamberamo Tengah,2023,26.1
Yalimo,2023,17.94
Yahukimo,2023,56.8
Pegunungan Bintang,2023,25.43
Simeulue,2024,10.08
Aceh Singkil,2024,7.41
Aceh Selatan,2024,10.44
Aceh Tenggara,2024,9.44
Aceh Timur,2024,8.71
Aceh Tengah,2024,8.9
Aceh Barat,2024,8.41
Aceh Besar,2024,8.13
Pidie,2024,8.63
Bireuen,2024,8.98
Aceh Utara,2024,10.94
Aceh Barat Daya,2024,8.81
Gayo Lues,2024,7.97
Aceh Tamiang,2024,9.98
Nagan Raya,2024,6.91
Aceh Jaya,2024,8.43
Bener Meriah,2024,7.31
Pidie Jaya,2024,9.67
Kota Banda Aceh,2024,6.69
Kota Sabang,2024,7.81
Kota Langsa,2024,8.96
Kota Lhokseumawe,2024,7.86
Kota Subulussalam,2024,8.02
Nias,2024,6.24
Mandailing Natal,2024,7.1
Tapanuli Selatan,2024,7.68
Tapanuli Tengah,2024,6.66
Tapanuli Utara,2024,6.64
Toba Samosir,2024,7.72
Labuhan Batu,2024,7.07
Asahan,2024,7.64
Simalungun,2024,8.34
Dairi,2024,6.72
Karo,2024,6.13
Deli Serdang,2024,7.46
Langkat,2024,8.82
Nias Selatan,2024,7.81
Humbang Hasundutan,2024,6.18
Pakpak Bharat,2024,6.13
Samosir,2024,5.31
Serdang Bedagai,2024,8.46
Batu Bara,2024,7.45
Padang Lawas Utara,2024,6.16
Padang Lawas,2024,5.53
Labuhan Batu Selatan,2024,6.65
Labuhan Batu Utara,2024,7.08
Nias Utara,2024,6.73
Nias Barat,2024,6.96
Kota Sibolga,2024,8.53
Kota Tanjung Balai,2024,6.3
Kota Pematang Siantar,2024,7.24
Kota Tebing Tinggi,2024,9.54
Kota Medan,2024,7.27
Kota Binjai,2024,7.63
Kota Padangsidimpuan,2024,6.99
Kota Gunungsitoli,2024,7.43
Kepulauan Mentawai,2024,9.31
Pesisir Selatan,2024,8.82
Solok,2024,8.94
Sijunjung,2024,8.67
Tanah Datar,2024,9.1
Padang Pariaman,2024,8.68
Agam,2024,9.24
Lima Puluh Kota,2024,8.83
Pasaman,2024,8.74
Solok Selatan,2024,10.95
Dharmasraya,2024,7.51
Pasaman Barat,2024,8.55
Kota Padang,2024,8.57
Kota Solok,2024,7.89
Kota Sawah Lunto,2024,8.19
Kota Padang Panjang,2024,5.33
Kota Bukittinggi,2024,7.35
Kota Payakumbuh,2024,8.17
Kota Pariaman,2024,7.3
Kuantan Singingi,2024,11.47
Indragiri Hulu,2024,11.22
Indragiri Hilir,2024,13.23
Pelalawan,2024,10.38
Siak,2024,10.75
Kampar,2024,10.75
Rokan Hulu,2024,9.27
Bengkalis,2024,9.92
Rokan Hilir,2024,10.47
Kepulauan Meranti,2024,12.72
Kota Pekanbaru,2024,10.08
Kota Dumai,2024,11.31
Kerinci,2024,12.22
Merangin,2024,10.21
Sarolangun,2024,9.89
Batang Hari,2024,10.97
Muaro Jambi,2024,7.78
Tanjung Jabung Timur,2024,13.25
Tanjung Jabung Barat,2024,13.9
Tebo,2024,11.03
Bungo,2024,6.51
Kota Jambi,2024,11.41
Kota Sungai Penuh,2024,14.91
Ogan Komering Ulu,2024,7.31
Ogan Komering Ilir,2024,5.77
Muara Enim,2024,4.86
Lahat,2024,5.55
Musi Rawas,2024,6.83
Musi Banyuasin,2024,4.41
Banyu Asin,2024,4.21
Ogan Komering Ulu Selatan,2024,12.95
Ogan Komering Ulu Timur,2024,7.63
Ogan Ilir,2024,7.12
Empat Lawang,2024,13.91
Penukal Abab Lematang Ilir,2024,6.97
Musi Rawas Utara,2024,6.5
Kota Palembang,2024,3.36
Kota Prabumulih,2024,7.62
Kota Pagar Alam,2024,6.91
Kota Lubuklinggau,2024,6.9
Bengkulu Selatan,2024,9.42
Rejang Lebong,2024,12.54
Bengkulu Utara,2024,9.7
Kaur,2024,12.36
Seluma,2024,11.05
Mukomuko,2024,5.56
Lebong,2024,12.38
Kepahiang,2024,13.7
Bengkulu Tengah,2024,9.48
Kota Bengkulu,2024,6.43
Lampung Barat,2024,11.17
Tanggamus,2024,10.65
Lampung Selatan,2024,9.91
Lampung Timur,2024,11.54
Lampung Tengah,2024,10.25
Lampung Utara,2024,10.36
Way Kanan,2024,10.61
Tulangbawang,2024,10.21
Pesawaran,2024,11.36
Pringsewu,2024,10.51
Mesuji,2024,10.25
Tulang Bawang Barat,2024,10.78
Pesisir Barat,2024,8.4
Kota Bandar Lampung,2024,10.05
Kota Metro,2024,8.23
Bangka,2024,10.45
Belitung,2024,11.26
Bangka Barat,2024,10.85
Bangka Tengah,2024,11.55
Bangka Selatan,2024,10.95
Belitung Timur,2024,10.32
Kota Pangkal Pinang,2024,8.68
Karimun,2024,13.2
Bintan,2024,13.64
Natuna,2024,13.48
Lingga,2024,20.0
Kepulauan Anambas,2024,9.04
Kota Batam,2024,7.87
Kota Tanjung Pinang,2024,10.63
Kep. Seribu,2024,4.39
Kota Jakarta Selatan,2024,2.45
Kota Jakarta Timur,2024,4.38
Kota Jakarta Pusat,2024,3.63
Kota Jakarta Barat,2024,3.55
Kota Jakarta Utara,2024,3.39
Bogor,2024,5.68
Sukabumi,2024,5.82
Cianjur,2024,5.37
Bandung,2024,5.8
Garut,2024,5.02
Tasikmalaya,2024,5.95
Ciamis,2024,5.78
Kuningan,2024,5.83
Cirebon,2024,5.65
Majalengka,2024,5.95
Sumedang,2024,5.43
Indramayu,2024,5.46
Subang,2024,6.19
Purwakarta,2024,5.84
Karawang,2024,5.1
Bekasi,2024,4.6
Bandung Barat,2024,6.25
Pangandaran,2024,5.22
Kota Bogor,2024,7.98
Kota Sukabumi,2024,5.57
Kota Bandung,2024,5.48
Kota Cirebon,2024,6.56
Kota Bekasi,2024,4.88
Kota Depok,2024,4.52
Kota Cimahi,2024,5.43
Kota Tasikmalaya,2024,5.31
Kota Banjar,2024,5.13
Cilacap,2024,10.9
Banyumas,2024,7.98
Purbalingga,2024,8.63
Banjarnegara,2024,11.79
Kebumen,2024,9.2
Purworejo,2024,11.51
Wonosobo,2024,13.39
Magelang,2024,11.24
Boyolali,2024,9.1
Klaten,2024,10.11
Sukoharjo,2024,8.05
Wonogiri,2024,10.25
Karanganyar,2024,7.09
Sragen,2024,8.12
Grobogan,2024,9.91
Blora,2024,11.19
Rembang,2024,9.17
Pati,2024,8.4
Kudus,2024,5.41
Jepara,2024,7.86
Demak,2024,7.59
Semarang,2024,7.71
Temanggung,2024,11.72
Kendal,2024,10.03
Batang,2024,6.53
Pekalongan,2024,5.54
Pemalang,2024,6.31
Tegal,2024,9.39
Brebes,2024,7.9
Kota Magelang,2024,8.68
Kota Surakarta,2024,6.22
Kota Salatiga,2024,4.04
Kota Semarang,2024,4.15
Kota Pekalongan,2024,5.05
Kota Tegal,2024,5.02
Kulon Progo,2024,8.75
Bantul,2024,9.27
Gunung Kidul,2024,8.84
Sleman,2024,8.05
Kota Yogyakarta,2024,10.35
Pacitan,2024,14.05
Ponorogo,2024,10.41
Trenggalek,2024,14.75
Tulungagung,2024,10.06
Blitar,2024,11.99
Kediri,2024,9.37
Malang,2024,9.42
Lumajang,2024,8.44
Jember,2024,9.84
Banyuwangi,2024,5.76
Bondowoso,2024,14.49
Situbondo,2024,17.35
Probolinggo,2024,11.83
Pasuruan,2024,10.37
Sidoarjo,2024,3.07
Mojokerto,2024,6.94
Jombang,2024,7.52
Nganjuk,2024,7.71
Madiun,2024,10.97
Magetan,2024,11.19
Ngawi,2024,9.4
Bojonegoro,2024,9.97
Tuban,2024,7.89
Lamongan,2024,5.3
Gresik,2024,2.9
Bangkalan,2024,12.18
Sampang,2024,9.44
Pamekasan,2024,14.36
Sumenep,2024,6.49
Kota Kediri,2024,5.31
Kota Blitar,2024,5.42
Kota Malang,2024,4.99
Kota Probolinggo,2024,4.47
Kota Pasuruan,2024,4.29
Kota Mojokerto,2024,4.33
Kota Madiun,2024,5.34
Kota Surabaya,2024,2.37
Kota Batu,2024,3.49
Pandeglang,2024,2.7
Lebak,2024,2.52
Tangerang,2024,2.22
Serang,2024,2.13
Kota Tangerang,2024,1.89
Kota Cilegon,2024,1.96
Kota Serang,2024,2.18
Kota Tangerang Selatan,2024,3.13
Jembrana,2024,5.68
Tabanan,2024,2.59
Badung,2024,1.02
Gianyar,2024,1.0
Klungkung,2024,3.61
Bangli,2024,2.94
Karangasem,2024,7.57
Buleleng,2024,6.66
Kota Denpasar,2024,1.62
Lombok Barat,2024,3.35
Lombok Tengah,2024,3.84
Lombok Timur,2024,2.37
Sumbawa,2024,2.55
Dompu,2024,1.69
Bima,2024,3.54
Sumbawa Barat,2024,0.87
Lombok Utara,2024,3.04
Kota Mataram,2024,1.4
Kota Bima,2024,1.52
Sumba Barat,2024,12.0
Sumba Timur,2024,10.61
Kupang,2024,14.39
Timor Tengah Selatan,2024,12.61
Timor Tengah Utara,2024,13.2
Belu,2024,13.34
Alor,2024,13.46
Lembata,2024,12.5
Flores Timur,2024,13.45
Sikka,2024,12.8
Ende,2024,12.75
Ngada,2024,11.42
Manggarai,2024,11.03
Rote Ndao,2024,13.81
Manggarai Barat,2024,11.03
Sumba Tengah,2024,11.58
Sumba Barat Daya,2024,10.59
Nagekeo,2024,12.34
Manggarai Timur,2024,13.14
Sabu Raijua,2024,11.05
Malaka,2024,12.18
Kota Kupang,2024,12.52
Sambas,2024,12.78
Bengkayang,2024,12.63
Landak,2024,10.89
Mempawah,2024,15.19
Sanggau,2024,16.45
Ketapang,2024,13.48
Sintang,2024,15.11
Kapuas Hulu,2024,15.53
Sekadau,2024,16.14
Melawi,2024,20.28
Kayong Utara,2024,12.32
Kubu Raya,2024,17.56
Kota Pontianak,2024,7.05
Kota Singkawang,2024,7.39
Kotawaringin Barat,2024,6.43
Kotawaringin Timur,2024,7.57
Kapuas,2024,14.77
Barito Selatan,2024,10.82
Barito Utara,2024,9.83
Sukamara,2024,6.15
Lamandau,2024,5.06
Seruyan,2024,6.37
Katingan,2024,9.57
Pulang Pisau,2024,9.36
Gunung Mas,2024,5.81
Barito Timur,2024,8.67
Murung Raya,2024,8.71
Kota Palangka Raya,2024,6.06
Tanah Laut,2024,4.14
Kota Baru,2024,3.7
Banjar,2024,3.97
Barito Kuala,2024,5.36
Tapin,2024,3.05
Hulu Sungai Selatan,2024,4.9
Hulu Sungai Tengah,2024,4.95
Hulu Sungai Utara,2024,5.18
Tabalong,2024,3.06
Tanah Bumbu,2024,2.17
Balangan,2024,3.41
Kota Banjarmasin,2024,3.52
Kota Banjar Baru,2024,2.75
Paser,2024,8.44
Kutai Barat,2024,7.23
Kutai Kartanegara,2024,8.06
Kutai Timur,2024,6.6
Berau,2024,6.66
Penajam Paser Utara,2024,8.2
Mahakam Ulu,2024,8.18
Kota Balikpapan,2024,5.9
Kota Samarinda,2024,7.31
Kota Bontang,2024,7.73
Malinau,2024,11.44
Bulungan,2024,12.74
Tana Tidung,2024,14.96
Nunukan,2024,17.73
Kota Tarakan,2024,14.05
Bolaang Mongondow,2024,5.38
Minahasa,2024,5.51
Kepulauan Sangihe,2024,12.6
Kepulauan Talaud,2024,7.33
Minahasa Selatan,2024,8.38
Minahasa Utara,2024,7.47
Bolaang Mongondow Utara,2024,8.51
Siau Tagulandang Biaro,2024,8.24
Minahasa Tenggara,2024,6.93
Bolaang Mongondow Selatan,2024,6.46
Bolaang Mongondow Timur,2024,6.24
Kota Manado,2024,4.46
Kota Bitung,2024,4.16
Kota Tomohon,2024,4.15
Kota Kotamobagu,2024,4.0
Banggai Kepulauan,2024,18.73
Banggai,2024,10.91
Morowali,2024,4.14
Poso,2024,8.15
Donggala,2024,10.82
Toli-Toli,2024,15.48
Buol,2024,10.42
Parigi Moutong,2024,9.83
Tojo Una-Una,2024,12.29
Sigi,2024,12.6
Banggai Laut,2024,15.79
Morowali Utara,2024,6.31
Kota Palu,2024,6.96
Kepulauan Selayar,2024,8.45
Bulukumba,2024,9.6
Bantaeng,2024,4.48
Jeneponto,2024,13.4
Takalar,2024,11.14
Gowa,2024,6.44
Sinjai,2024,6.8
Maros,2024,7.23
Pangkajene dan Kepulauan,2024,4.0
Barru,2024,8.7
Bone,2024,12.69
Soppeng,2024,12.87
Wajo,2024,8.14
Sidenreng Rappang,2024,4.58
Pinrang,2024,5.99
Enrekang,2024,4.94
Luwu,2024,6.8
Tana Toraja,2024,7.94
Luwu Utara,2024,4.16
Luwu Timur,2024,5.23
Toraja Utara,2024,5.13
Kota Makasar,2024,3.97
Kota Parepare,2024,4.92
Kota Palopo,2024,2.98
Buton,2024,12.43
Muna,2024,19.36
Konawe,2024,8.15
Kolaka,2024,6.33
Konawe Selatan,2024,11.82
Bombana,2024,10.04
Wakatobi,2024,9.48
Kolaka Utara,2024,6.39
Buton Utara,2024,12.12
Konawe Utara,2024,4.68
Kolaka Timur,2024,10.67
Konawe Kepulauan,2024,8.71
Muna Barat,2024,15.28
Buton Tengah,2024,16.01
Buton Selatan,2024,9.6
Kota Kendari,2024,5.46
Kota Baubau,2024,12.95
Boalemo,2024,15.72
Gorontalo,2024,18.12
Pohuwato,2024,18.22
Bone Bolango,2024,15.54
Gorontalo Utara,2024,20.52
Kota Gorontalo,2024,9.16
Majene,2024,5.47
Polewali Mandar,2024,6.58
Mamasa,2024,7.16
Mamuju,2024,7.37
Mamuju Utara,2024,4.97
Mamuju Tengah,2024,6.18
Maluku Tenggara Barat,2024,35.83
Maluku Tenggara,2024,30.97
Maluku Tengah,2024,34.3
Buru,2024,32.66
Kepulauan Aru,2024,33.39
Seram Bagian Barat,2024,32.71
Seram Bagian Timur,2024,33.34
Maluku Barat Daya,2024,30.33
Buru Selatan,2024,33.01
Kota Ambon,2024,27.62
Kota Tual,2024,27.91
Halmahera Barat,2024,33.55
Halmahera Tengah,2024,19.43
Kepulauan Sula,2024,35.11
Halmahera Selatan,2024,28.3
Halmahera Utara,2024,29.24
Halmahera Timur,2024,29.13
Pulau Morotai,2024,30.13
Pulau Taliabu,2024,32.64
Kota Ternate,2024,22.16
Kota Tidore Kepulauan,2024,29.05
Fakfak,2024,20.76
Kaimana,2024,20.45
Teluk Wondama,2024,21.08
Teluk Bintuni,2024,19.24
Manokwari,2024,22.18
Manokwari Selatan,2024,20.01
Pegunungan Arfak,2024,32.68
Raja Ampat,2024,21.95
Sorong,2024,23.54
Sorong Selatan,2024,20.94
Maybrat,2024,18.16
Tambrauw,2024,21.21
Kota Sorong,2024,19.2
Jayapura,2024,21.1
Kepulauan Yapen,2024,28.05
Biak Numfor,2024,32.14
Sarmi,2024,41.91
Keerom,2024,37.83
Waropen,2024,36.35
Supiori,2024,33.58
Mamberamo Raya,2024,52.1
Kota Jayapura,2024,15.85
Merauke,2024,14.29
Boven Digoel,2024,39.74
Mappi,2024,46.32
Asmat,2024,37.04
Mimika,2024,22.09
Dogiyai,2024,57.88
Deiyai,2024,57.91
Nabire,2024,24.93
Paniai,2024,56.52
Intan Jaya,2024,38.16
Puncak,2024,52.86
Puncak Jaya,2024,16.97
Nduga,2024,21.67
Jayawijaya,2024,26.85
Lanny Jaya,2024,12.0
Tolikara,2024,38.64
Mamberamo Tengah,2024,29.91
Yalimo,2024,14.72
Yahukimo,2024,46.36
Pegunungan Bintang,2024,17.89
