Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
kalimantan selatan - banjar,6,0.53,2.55,28.10,0.26,33.90,7.31,2.39,67.21,0.00,80.72,114,
kalimantan selatan - barito kuala,6,0.23,4.51,37.75,0.50,41.61,7.30,4.04,66.09,0.00,79.19,153,
kalimantan selatan - tapin,6,0.27,3.06,28.70,0.16,24.66,7.67,3.43,70.40,0.00,85.18,32,
kalimantan selatan - hulu sungai selatan,6,0.35,5.17,26.68,0.00,36.26,7.90,1.64,65.97,0.00,80.26,126,
kalimantan selatan - hulu sungai tengah,6,0.33,5.64,37.33,0.49,34.91,8.15,1.47,66.01,0.00,79.86,137,
kalimantan selatan - hulu sungai utara,6,0.43,6.14,11.57,0.44,25.41,7.93,1.10,63.83,0.00,81.05,109,
kalimantan selatan - tabalong,6,0.67,5.72,25.13,0.00,24.22,9.53,4.19,70.44,0.00,81.82,91,
kalimantan selatan - tanah bumbu,6,0.70,4.60,15.77,0.54,12.08,8.19,3.44,70.34,0.00,85.56,24,
kalimantan selatan - balangan,6,0.85,5.32,26.45,0.91,26.45,7.76,3.27,67.72,0.00,79.11,155,
kalimantan selatan - kota banjarmasin,6,0.00,4.39,15.03,0.00,4.71,10.11,0.02,71.13,0.00,78.34,52,
kalimantan selatan - kota banjarbaru,6,0.00,4.01,12.89,0.00,22.40,10.79,0.35,71.99,0.00,72.23,68,
kalimantan timur - paser,6,0.94,9.23,19.57,1.10,24.19,8.36,10.08,72.62,0.00,80.48,123,
kalimantan timur - kutai kartanegara,6,1.01,7.31,6.17,0.12,3.71,9.19,12.64,72.34,0.00,84.73,41,
kalimantan timur - berau,6,0.75,5.19,5.74,0.46,5.09,9.49,18.48,72.06,0.00,86.77,12,
kalimantan timur - kutai barat,3,4.72,9.29,15.24,0.75,20.80,8.53,14.43,72.86,0.00,57.76,353,
kalimantan timur - kutai timur,4,3.50,9.55,13.56,2.25,13.16,9.15,19.00,73.16,0.00,66.19,324,
kalimantan timur - penajam paser utara,6,0.64,7.36,12.78,0.00,7.40,8.35,4.44,71.41,0.00,86.24,16,
kalimantan timur - mahakam ulu,3,5.00,11.44,18.13,4.22,18.17,8.62,55.25,72.10,0.00,52.75,368,
kalimantan timur - kota balikpapan,6,0.00,2.57,3.37,0.00,2.59,10.44,0.18,74.49,0.00,88.68,4,
kalimantan timur - kota samarinda,6,0.00,4.76,5.04,0.22,2.22,10.34,0.21,74.27,0.00,83.72,28,
kalimantan timur - kota bontang,6,0.00,4.38,4.36,0.00,1.11,10.91,0.16,74.28,0.00,87.24,8,
kalimantan utara - bulungan,6,1.55,9.06,14.40,0.68,24.14,8.58,15.75,72.66,0.00,77.19,195,
kalimantan utara - malinau,5,2.07,6.63,13.31,0.17,18.50,9.29,54.16,71.45,0.00,73.66,249,
kalimantan utara - nunukan,6,1.65,6.36,17.54,0.85,27.39,8.16,14.10,71.34,0.00,76.25,206,
kalimantan utara - tana tidung,3,4.59,4.81,14.42,0.04,40.27,8.06,19.09,71.42,0.00,56.00,358,
kalimantan utara - kota tarakan,6,0.00,6.24,5.04,0.00,5.83,9.86,0.23,73.97,0.00,82.02,34,
sulawesi utara - bolaang mongondow,6,0.14,7.27,20.05,0.36,33.19,8.33,4.12,69.36,0.00,84.84,38,
sulawesi utara - minahasa,6,0.53,7.30,20.08,0.00,28.54,9.91,0.96,71.08,0.00,85.46,26,
sulawesi utara - kepulauan sangihe,3,5.00,11.14,32.78,3.07,28.21,8.74,0.57,70.10,0.00,54.33,363,
sulawesi utara - kepulauan talaud,6,0.71,9.49,17.44,0.56,35.18,9.97,2.10,70.16,0.00,82.18,84,
sulawesi utara - minahasa selatan,6,0.32,9.14,44.95,0.00,26.47,9.71,2.04,69.92,0.00,83.45,58,
sulawesi utara - minahasa utara,6,0.43,7.00,26.68,0.07,10.73,10.28,1.00,71.38,0.00,88.18,7,
sulawesi utara - minahasa tenggara,6,0.29,12.30,33.21,0.00,16.79,9.17,1.80,70.15,0.00,84.64,43,
sulawesi utara - bolaang mongondow utara,6,0.27,8.41,25.39,0.00,34.16,9.08,3.13,67.66,0.00,82.95,72,
sulawesi utara - kep. siau tagulandang biaro,3,5.00,8.94,17.28,0.18,55.36,9.37,0.63,70.73,0.00,53.28,366,
sulawesi utara - bolaang mongondow timur,6,0.46,5.88,25.00,0.30,39.65,8.42,2.57,67.89,0.00,81.85,90,
sulawesi utara - bolaang mongondow selatan,6,1.05,12.77,28.52,0.63,23.50,8.53,3.48,64.49,0.00,76.72,200,
sulawesi utara - kota manado,6,0.00,5.86,7.94,0.13,2.19,10.82,0.05,71.87,0.00,84.13,22,
sulawesi utara - kota bitung,6,0.00,6.41,20.27,0.00,9.88,9.95,0.37,71.07,0.00,72.97,64,
sulawesi utara - kota tomohon,6,0.00,5.60,8.88,0.20,15.43,11.33,0.13,71.93,0.00,80.32,41,
sulawesi utara - kota kotamobagu,6,0.00,5.42,8.22,0.00,6.74,10.12,0.13,70.47,0.00,79.13,48,
sulawesi tengah - banggai,6,0.33,7.39,17.55,0.45,22.83,8.95,5.39,70.88,0.00,85.15,33,
sulawesi tengah - poso,6,0.32,15.45,15.88,0.00,19.14,9.58,5.09,71.18,0.00,83.76,53,
sulawesi tengah - donggala,5,0.66,17.39,26.50,1.78,40.06,8.15,4.54,67.33,0.00,73.55,251,
sulawesi tengah - tolitoli,6,0.50,12.85,27.76,1.90,21.99,8.77,3.13,65.90,0.00,78.95,159,
sulawesi tengah - buol,6,0.38,13.93,27.93,2.70,19.19,9.06,5.64,68.76,0.00,80.71,115,
sulawesi tengah - morowali,6,0.60,13.43,13.83,1.30,18.12,9.30,2.85,69.18,0.00,81.98,88,
sulawesi tengah - banggai kepulauan,4,3.33,14.04,30.38,6.74,10.26,8.85,3.38,66.31,0.00,61.89,336,
sulawesi tengah - parigi moutong,5,0.31,15.85,29.01,6.54,35.67,7.74,3.20,64.30,0.00,75.03,228,
sulawesi tengah - tojo una-una,6,0.55,16.39,38.85,5.11,9.98,8.33,5.89,65.67,0.00,77.90,174,
sulawesi tengah - sigi,5,0.37,12.45,29.03,3.64,48.13,8.62,6.77,69.99,0.00,75.54,221,
sulawesi tengah - banggai laut,2,5.00,14.60,34.51,13.28,18.40,8.64,1.18,65.38,0.00,49.41,377,
sulawesi tengah - morowali utara,6,0.48,14.10,25.49,5.23,23.11,8.61,13.43,69.61,0.00,79.63,143,
sulawesi tengah - kota palu,6,0.00,6.80,5.85,0.00,7.57,11.35,0.14,71.04,0.00,80.92,39,
sulawesi selatan - kepulauan selayar,5,2.11,12.48,34.88,0.90,14.03,8.49,1.21,68.46,0.00,71.01,284,
sulawesi selatan - bulukumba,6,0.29,7.10,42.97,0.81,23.78,8.42,1.00,67.92,0.00,82.10,87,
sulawesi selatan - bantaeng,6,0.27,8.95,41.90,0.14,9.98,7.52,0.39,70.54,0.00,85.41,27,
sulawesi selatan - jeneponto,6,0.23,14.58,43.20,0.38,16.24,7.24,0.51,66.39,0.00,78.55,169,
sulawesi selatan - takalar,6,0.39,8.44,24.70,0.14,16.49,8.01,0.69,67.18,0.00,83.36,60,
sulawesi selatan - gowa,6,0.29,7.38,29.52,0.38,28.38,8.53,1.28,70.43,0.00,82.91,73,
sulawesi selatan - sinjai,6,0.42,9.00,23.49,1.68,18.67,8.30,0.75,67.30,0.00,82.12,86,
sulawesi selatan - bone,6,0.16,10.68,21.24,0.31,28.11,7.56,2.58,67.07,0.00,81.46,100,
sulawesi selatan - maros,6,0.30,9.74,29.41,1.14,19.98,8.21,1.79,69.02,0.00,83.12,65,
sulawesi selatan - pangkajene dan kepulauan,6,0.46,13.96,30.79,0.84,27.60,7.93,0.53,66.66,0.00,77.61,182,
sulawesi selatan - barru,6,0.23,8.26,30.23,2.11,13.55,8.78,1.02,69.02,0.00,85.31,29,
sulawesi selatan - soppeng,6,0.11,7.59,25.55,0.63,47.37,8.18,2.13,69.65,0.00,81.50,99,
sulawesi selatan - wajo,6,0.11,6.95,28.90,0.41,29.86,7.12,1.60,67.35,0.00,82.81,76,
sulawesi selatan - sidenreng rappang,6,0.12,5.05,22.71,0.10,35.39,8.04,1.26,69.83,0.00,84.79,39,
sulawesi selatan - pinrang,6,0.13,8.86,30.43,0.11,27.44,7.90,1.64,69.61,0.00,83.48,57,
sulawesi selatan - enrekang,6,0.38,12.17,46.36,0.67,28.91,9.19,1.57,70.91,0.00,79.07,156,
sulawesi selatan - luwu,6,0.24,12.65,29.02,2.42,34.52,8.93,2.46,70.34,0.00,81.28,102,
sulawesi selatan - tana toraja,5,0.84,12.10,44.41,1.64,59.86,8.71,1.96,73.30,0.00,73.45,254,
sulawesi selatan - luwu utara,6,0.28,13.41,40.04,0.56,40.19,7.75,7.63,68.51,0.00,77.23,192,
sulawesi selatan - luwu timur,6,0.21,6.85,16.87,1.08,28.79,9.22,4.83,70.53,0.00,86.07,17,
sulawesi selatan - toraja utara,6,0.68,12.01,40.66,0.32,38.63,8.52,1.04,73.39,0.00,77.86,176,
sulawesi selatan - kota makassar,6,0.00,4.54,12.07,0.16,1.36,11.08,0.02,72.09,0.00,83.81,26,
sulawesi selatan - kota pare pare,6,0.00,5.44,10.01,0.00,10.75,10.53,0.08,71.27,0.00,79.80,43,
sulawesi selatan - kota palopo,6,0.00,7.85,14.47,0.00,4.96,10.85,0.20,70.88,0.00,75.48,56,
sulawesi  tenggara - kolaka,6,0.69,11.63,29.24,1.02,16.26,9.45,3.06,71.06,0.00,81.11,107,
sulawesi  tenggara - konawe,6,0.22,12.20,23.27,0.56,12.38,9.01,3.45,70.27,0.00,84.10,49,
sulawesi  tenggara - muna,6,1.03,12.83,35.50,2.82,24.82,8.38,1.15,70.39,0.00,76.62,202,
sulawesi  tenggara - buton,5,1.47,13.21,42.72,0.85,14.96,8.34,2.74,68.25,0.00,72.83,260,
sulawesi  tenggara - konawe selatan,6,0.51,10.74,29.14,1.08,19.12,7.94,5.24,70.80,0.00,81.14,106,
sulawesi  tenggara - bombana,6,0.35,10.01,25.59,0.66,7.94,8.35,5.34,68.91,0.00,83.11,66,
sulawesi  tenggara - wakatobi,4,2.50,14.31,27.75,0.46,31.08,8.36,1.11,70.41,0.00,67.27,315,
sulawesi  tenggara - kolaka utara,6,0.99,12.96,34.42,1.05,13.72,8.92,4.77,70.36,0.00,77.78,178,
sulawesi  tenggara - konawe utara,5,1.35,13.53,34.88,0.00,16.37,9.79,13.36,69.51,0.00,73.87,246,
sulawesi  tenggara - buton utara,5,1.19,14.10,32.39,2.17,16.15,8.87,3.61,70.93,0.00,75.35,224,
sulawesi  tenggara - kolaka timur,6,0.21,13.47,30.96,0.78,27.37,8.98,6.37,72.67,0.00,81.68,95,
sulawesi  tenggara - konawe kepulauan,5,1.57,17.01,40.84,1.24,12.81,9.59,4.02,68.43,0.00,70.88,285,
sulawesi  tenggara - muna barat,6,0.65,13.30,52.79,1.33,24.60,7.52,1.79,70.34,0.00,75.91,217,
sulawesi  tenggara - buton tengah,5,1.36,15.32,44.79,0.33,7.39,6.59,1.50,67.66,0.00,73.83,247,
sulawesi  tenggara - buton selatan,5,1.23,14.11,42.68,1.50,31.80,8.07,0.94,67.66,0.00,70.34,291,
sulawesi  tenggara - kota kendari,6,0.00,4.34,9.27,0.17,7.66,11.93,0.12,73.77,0.00,84.28,21,
sulawesi  tenggara - kota bau bau,6,0.00,7.15,11.75,0.10,6.32,10.82,0.20,71.19,0.00,72.70,66,
gorontalo - gorontalo,6,0.44,17.56,7.24,1.05,21.00,8.08,1.29,67.58,0.00,79.25,152,
gorontalo - boalemo,6,0.09,18.57,26.87,2.25,17.50,7.71,2.47,69.07,0.00,80.21,128,
gorontalo - bone bolango,6,0.51,15.81,9.73,0.41,18.37,9.16,2.38,68.46,0.00,81.62,96,
gorontalo - pahuwato,6,0.11,17.62,21.88,0.76,7.06,7.71,6.33,64.07,0.00,80.52,121,
gorontalo - gorontalo utara,6,0.17,16.88,18.41,1.94,19.09,7.97,2.80,65.87,0.00,79.76,141,
gorontalo - kota gorontalo,6,0.00,5.59,1.87,0.00,6.25,10.54,0.07,72.49,0.00,81.79,36,
sulawesi barat - mamuju utara,6,1.03,4.48,20.53,2.67,29.10,8.37,6.02,66.20,0.00,77.83,177,
sulawesi barat - mamuju,6,0.36,6.92,24.78,0.79,27.32,8.41,3.04,67.52,0.00,80.89,110,
sulawesi barat - mamasa,5,0.52,13.38,40.48,2.18,78.63,8.42,2.97,70.87,0.00,69.68,297,
sulawesi barat - polewali mandar,5,0.38,15.26,36.10,1.14,33.39,7.65,0.88,62.38,0.00,73.57,250,
sulawesi barat - majene,5,1.58,13.73,28.65,0.65,24.85,8.84,0.97,61.56,0.00,68.63,305,
sulawesi barat - mamuju tengah,6,0.26,6.79,15.68,1.01,34.53,8.12,4.08,68.33,0.00,82.34,81,
maluku - maluku tengah,5,1.15,19.83,21.73,1.28,35.15,10.06,5.19,66.42,0.00,71.74,277,
maluku - maluku tenggara,2,5.00,22.57,6.97,7.70,21.97,9.89,1.38,65.07,0.00,49.03,380,
maluku - maluku tenggara barat,2,5.00,27.11,21.58,6.29,22.53,9.79,11.69,63.42,0.00,45.36,384,
maluku - buru,6,0.47,16.64,11.65,6.62,34.14,8.72,5.62,66.41,0.00,77.23,191,
maluku - seram bagian timur,3,2.29,23.04,26.32,14.33,33.67,8.79,6.63,59.41,0.00,57.69,354,
maluku - seram bagian barat,3,2.39,25.11,26.67,5.61,45.10,9.09,5.02,61.69,0.00,57.14,356,
maluku - kepulauan aru,1,5.00,26.26,15.78,23.14,36.41,9.00,14.33,62.87,0.00,40.76,390,
maluku - maluku barat daya,4,1.13,29.15,8.49,7.49,29.00,9.09,8.28,62.38,0.00,67.53,311,
maluku - buru selatan,3,3.95,15.75,26.15,8.99,26.97,8.26,7.23,66.27,0.00,55.67,359,
maluku - kota ambon,6,0.00,4.51,2.35,0.13,11.98,11.87,0.17,70.52,0.00,81.71,37,
maluku - kota tual,3,0.00,22.51,4.48,2.03,15.41,10.65,0.75,65.47,0.00,41.83,97,
maluku utara - halmahera barat,3,5.00,8.82,13.93,0.38,39.41,8.96,2.70,66.25,0.00,52.06,369,
maluku utara - halmahera tengah,2,5.00,13.56,12.28,1.62,37.44,9.08,8.53,63.91,0.00,49.39,378,
maluku utara - halmahera utara,4,4.13,4.45,9.80,2.04,39.62,8.57,6.15,69.56,0.00,60.99,342,
maluku utara - halmahera selatan,2,5.00,5.21,18.33,8.73,37.64,7.83,7.62,65.86,0.00,50.88,374,
maluku utara - kepulauan sula,3,5.00,8.35,18.17,2.57,28.73,9.11,9.78,63.30,0.00,51.85,371,
maluku utara - halmahera timur,5,0.65,15.45,18.14,1.30,56.75,8.28,10.79,68.88,0.00,73.39,256,
maluku utara - pulau morotai,4,2.85,6.46,15.28,0.53,37.99,7.63,5.45,67.18,0.00,65.68,328,
maluku utara - pulau taliabu,2,5.00,7.30,20.46,14.25,53.22,8.17,3.82,62.10,0.00,46.37,381,
maluku utara - kota ternate,6,0.00,3.46,1.75,0.00,8.00,11.41,0.12,70.97,0.00,86.74,9,
maluku utara - kota tidore kepulauan,4,0.00,6.52,10.62,0.00,35.28,10.05,2.77,69.34,0.00,58.48,92,
papua - merauke,6,0.27,10.03,16.64,5.73,29.61,8.75,91.58,67.00,0.00,77.75,179,
papua - jayawijaya,1,5.00,37.22,26.02,48.86,79.64,5.17,5.63,59.64,0.00,24.58,405,
papua - jayapura,3,4.49,12.44,11.17,1.90,29.31,9.84,21.07,67.05,0.00,54.91,362,
papua - nabire,4,2.34,24.15,21.40,7.79,19.07,9.77,14.56,68.06,0.00,65.00,331,
papua - kepulauan yapen,2,5.00,26.30,17.09,24.54,31.22,9.13,5.01,69.12,0.00,43.92,387,
papua - biak numfor,2,5.00,24.57,11.32,0.69,27.83,10.10,3.30,68.25,0.00,49.07,379,
papua - puncak jaya,1,5.00,34.74,52.61,38.72,65.12,2.06,28.98,65.15,0.00,26.15,402,
papua - paniai,1,5.00,36.71,0.32,32.09,93.45,3.91,23.24,66.44,0.00,27.74,401,
papua - mimika,3,5.00,14.26,15.61,10.47,18.61,10.05,12.08,72.32,0.00,55.37,360,
papua - sarmi,2,5.00,13.87,55.06,4.28,42.04,8.95,32.65,66.36,0.00,44.73,386,
papua - keerom,4,2.60,16.32,23.70,13.12,34.87,7.63,21.99,66.69,0.00,61.38,339,
papua - pegunungan bintang,1,5.00,30.15,65.22,52.39,58.08,4.14,63.20,64.44,0.00,25.64,403,
papua - yahukimo,1,5.00,37.34,51.36,70.27,88.78,3.79,84.13,65.93,0.00,18.41,413,
papua - tolikara,1,5.00,32.04,61.48,14.64,92.26,2.07,17.29,65.71,0.00,24.00,406,
papua - waropen,2,3.08,29.54,37.55,4.38,45.88,8.99,52.51,66.33,0.00,50.03,375,
papua - boven digoel,1,5.00,19.41,20.79,10.00,39.54,8.24,39.21,59.97,0.00,41.18,389,
papua - mappi,1,5.00,25.04,43.45,25.11,76.99,5.53,51.88,65.11,0.00,31.51,398,
papua - asmat,1,5.00,25.49,39.46,40.38,93.45,4.60,73.62,58.05,0.00,21.16,410,
papua - supiori,1,5.00,36.91,53.99,8.40,86.90,8.84,2.73,65.94,0.00,28.11,400,
papua - mamberamo raya,1,5.00,28.38,80.70,13.04,79.59,5.12,100.00,57.77,0.00,21.95,409,
papua - mamberamo tengah,1,5.00,36.41,75.66,1.59,97.60,3.26,50.61,63.59,0.00,22.31,408,
papua - yalimo,1,5.00,32.82,28.61,35.16,71.53,4.99,30.85,65.42,0.00,31.73,397,
papua - lanny jaya,1,5.00,38.13,59.52,6.60,93.63,1.36,14.52,66.06,0.00,25.53,404,
papua - nduga,1,5.00,36.72,32.47,57.09,99.71,2.42,100.00,55.27,0.00,14.89,416,
papua - puncak,1,5.00,36.96,91.88,54.87,98.12,1.98,38.28,65.74,0.00,16.17,415,
papua - dogiyai,1,5.00,28.62,26.26,87.02,98.70,2.78,66.71,65.73,0.00,17.56,414,
papua - intan jaya,1,5.00,40.71,38.93,16.34,99.23,1.78,87.43,65.60,0.00,19.38,411,
papua - deiyai,1,5.00,41.76,6.39,53.55,99.24,2.83,100.00,65.24,0.00,18.65,412,
papua - kota jayapura,5,0.00,11.16,4.39,0.93,3.38,11.11,0.50,70.45,0.00,70.18,73,
papua barat - sorong,3,3.03,27.48,17.09,1.55,36.28,9.15,9.48,66.10,0.00,57.07,357,
papua barat - manokwari,5,2.02,20.14,6.05,0.00,21.28,9.70,3.14,68.68,0.00,72.11,273,
papua barat - fakfak,2,5.00,22.27,32.72,3.53,43.55,10.45,21.57,68.47,0.00,45.06,385,
papua barat - sorong selatan,1,5.00,18.28,43.89,9.86,64.23,8.68,16.20,66.25,0.00,39.74,391,
papua barat - raja ampat,2,5.00,17.01,39.31,8.90,44.27,8.64,24.57,64.74,0.00,43.24,388,
papua barat - teluk bintuni,1,5.00,29.39,25.86,3.23,37.12,9.69,46.11,60.83,0.00,38.58,392,
papua barat - teluk wondama,1,5.00,30.91,43.30,4.42,73.65,10.06,17.96,60.10,0.00,33.06,396,
papua barat - kaimana,2,5.00,15.50,29.10,11.68,41.90,9.45,27.07,64.81,0.00,45.73,383,
papua barat - tambrauw,1,5.00,32.80,51.62,26.56,73.91,7.34,100.00,60.13,0.00,22.47,407,
papua barat - maybrat,1,5.00,30.78,27.71,11.15,64.01,9.42,40.76,65.19,0.00,34.59,395,
papua barat - manokwari selatan,4,1.22,28.88,29.60,2.50,38.83,8.39,28.12,67.58,0.00,65.31,329,
papua barat - pegunungan arfak,1,5.00,33.81,35.28,44.69,61.36,5.49,52.33,67.24,0.00,29.73,399,
papua barat - kota sorong,6,0.00,14.99,6.27,0.20,3.55,10.82,0.67,70.70,0.00,71.89,69,
